Generation:	16	Best fitness:	241.38503401360543	Average fitness:	326.5044625850341	Fitness standard deviation:	37.356696829896734	Best genome:	A8	A9	E4	N9	N3	A6	A14	A17	A11	N7	E5	A16	N12	E3	N6	N5	A7	A13	A15	A12	A10	
Generation:	20912	Best fitness:	117.8421768707483	Average fitness:	312.3107482993197	Fitness standard deviation:	51.250245434952376	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	20928	Best fitness:	117.8421768707483	Average fitness:	316.23703401360547	Fitness standard deviation:	44.54246336855176	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	20944	Best fitness:	117.8421768707483	Average fitness:	303.7410340136055	Fitness standard deviation:	45.82614464896382	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	20960	Best fitness:	117.8421768707483	Average fitness:	317.87531972789117	Fitness standard deviation:	52.35187893554187	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	20976	Best fitness:	117.8421768707483	Average fitness:	315.3067482993197	Fitness standard deviation:	50.31801391557662	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	20992	Best fitness:	117.8421768707483	Average fitness:	299.288462585034	Fitness standard deviation:	47.26071186730138	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21008	Best fitness:	117.8421768707483	Average fitness:	313.13360544217693	Fitness standard deviation:	57.11696127514245	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21024	Best fitness:	117.8421768707483	Average fitness:	313.48160544217694	Fitness standard deviation:	60.634044963642836	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21040	Best fitness:	117.8421768707483	Average fitness:	313.52446258503403	Fitness standard deviation:	54.94222409263115	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21056	Best fitness:	117.8421768707483	Average fitness:	316.82446258503404	Fitness standard deviation:	38.173516149074786	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21072	Best fitness:	117.8421768707483	Average fitness:	306.47189115646256	Fitness standard deviation:	50.283156740156066	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21088	Best fitness:	117.8421768707483	Average fitness:	305.19189115646265	Fitness standard deviation:	47.66190334565555	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21104	Best fitness:	117.8421768707483	Average fitness:	310.27703401360543	Fitness standard deviation:	53.13988940714952	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21120	Best fitness:	117.8421768707483	Average fitness:	323.6147482993197	Fitness standard deviation:	52.02750134931584	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21136	Best fitness:	117.8421768707483	Average fitness:	316.66331972789123	Fitness standard deviation:	59.213001829265956	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21152	Best fitness:	117.8421768707483	Average fitness:	319.29474829931974	Fitness standard deviation:	54.591730362757325	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21168	Best fitness:	117.8421768707483	Average fitness:	320.87131972789126	Fitness standard deviation:	53.80325109363651	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21184	Best fitness:	117.8421768707483	Average fitness:	308.96674829931976	Fitness standard deviation:	62.76739014514347	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21200	Best fitness:	117.8421768707483	Average fitness:	317.7867482993197	Fitness standard deviation:	52.21632566974604	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21216	Best fitness:	117.8421768707483	Average fitness:	308.8473197278912	Fitness standard deviation:	52.268079677206984	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21232	Best fitness:	117.8421768707483	Average fitness:	293.6701768707483	Fitness standard deviation:	49.91205538888233	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21248	Best fitness:	117.8421768707483	Average fitness:	306.9827482993197	Fitness standard deviation:	50.751983040376004	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21264	Best fitness:	117.8421768707483	Average fitness:	317.0398911564626	Fitness standard deviation:	58.47364208996482	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21280	Best fitness:	117.8421768707483	Average fitness:	318.04903401360554	Fitness standard deviation:	55.05126947988519	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21296	Best fitness:	117.8421768707483	Average fitness:	302.9113197278912	Fitness standard deviation:	48.50719015585552	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21312	Best fitness:	117.8421768707483	Average fitness:	309.08046258503407	Fitness standard deviation:	58.26848529953427	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21328	Best fitness:	117.8421768707483	Average fitness:	304.76617687074827	Fitness standard deviation:	52.03121311564545	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21344	Best fitness:	117.8421768707483	Average fitness:	312.9387482993197	Fitness standard deviation:	51.07680647489102	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21360	Best fitness:	117.8421768707483	Average fitness:	315.94960544217696	Fitness standard deviation:	50.10409720832443	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21376	Best fitness:	117.8421768707483	Average fitness:	321.6621768707483	Fitness standard deviation:	53.5027324116274	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21392	Best fitness:	117.8421768707483	Average fitness:	317.3576054421768	Fitness standard deviation:	45.977403131254356	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21408	Best fitness:	117.8421768707483	Average fitness:	322.0347482993197	Fitness standard deviation:	48.011533583725736	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21424	Best fitness:	117.8421768707483	Average fitness:	315.20789115646267	Fitness standard deviation:	63.52919483134008	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21440	Best fitness:	117.8421768707483	Average fitness:	318.02731972789115	Fitness standard deviation:	49.719190969824496	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21456	Best fitness:	117.8421768707483	Average fitness:	318.2313197278911	Fitness standard deviation:	50.397343593746314	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21472	Best fitness:	117.8421768707483	Average fitness:	310.55303401360555	Fitness standard deviation:	46.7471138962894	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21488	Best fitness:	117.8421768707483	Average fitness:	306.7073197278913	Fitness standard deviation:	49.10873634069189	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21504	Best fitness:	117.8421768707483	Average fitness:	300.41531972789124	Fitness standard deviation:	48.39926240288025	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21520	Best fitness:	117.8421768707483	Average fitness:	301.5193197278912	Fitness standard deviation:	50.81752076131353	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21536	Best fitness:	117.8421768707483	Average fitness:	307.3244625850341	Fitness standard deviation:	48.08185966725106	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21552	Best fitness:	117.8421768707483	Average fitness:	313.4370340136054	Fitness standard deviation:	46.89588178777601	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21568	Best fitness:	117.8421768707483	Average fitness:	313.1587482993197	Fitness standard deviation:	59.04642955975494	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21584	Best fitness:	117.8421768707483	Average fitness:	309.72389115646257	Fitness standard deviation:	54.29071315630702	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21600	Best fitness:	117.8421768707483	Average fitness:	302.35646258503397	Fitness standard deviation:	55.77503442675874	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21616	Best fitness:	117.8421768707483	Average fitness:	317.7713197278912	Fitness standard deviation:	57.788571778898444	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21632	Best fitness:	117.8421768707483	Average fitness:	306.76617687074844	Fitness standard deviation:	51.95450587911367	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21648	Best fitness:	117.8421768707483	Average fitness:	321.69303401360537	Fitness standard deviation:	59.521134587057496	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21664	Best fitness:	117.8421768707483	Average fitness:	318.8741768707483	Fitness standard deviation:	57.21255225196368	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21680	Best fitness:	117.8421768707483	Average fitness:	306.3536054421769	Fitness standard deviation:	50.999500997958954	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21696	Best fitness:	117.8421768707483	Average fitness:	301.1821768707483	Fitness standard deviation:	52.333150144832985	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21712	Best fitness:	117.8421768707483	Average fitness:	297.98674829931974	Fitness standard deviation:	49.81203375957767	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21728	Best fitness:	117.8421768707483	Average fitness:	316.14446258503403	Fitness standard deviation:	51.86265254949257	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21744	Best fitness:	117.8421768707483	Average fitness:	315.08789115646255	Fitness standard deviation:	53.39934081990151	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21760	Best fitness:	117.8421768707483	Average fitness:	317.4101768707483	Fitness standard deviation:	53.67252316918722	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21776	Best fitness:	117.8421768707483	Average fitness:	319.89417687074825	Fitness standard deviation:	53.9050759610572	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21792	Best fitness:	117.8421768707483	Average fitness:	313.2261768707483	Fitness standard deviation:	53.14141723394901	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21808	Best fitness:	117.8421768707483	Average fitness:	314.00217687074826	Fitness standard deviation:	53.06934085491839	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21824	Best fitness:	117.8421768707483	Average fitness:	311.88846258503406	Fitness standard deviation:	50.337430189083115	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21840	Best fitness:	117.8421768707483	Average fitness:	308.19074829931975	Fitness standard deviation:	54.59518854482414	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21856	Best fitness:	117.8421768707483	Average fitness:	311.7376054421769	Fitness standard deviation:	50.19664371575585	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21872	Best fitness:	117.8421768707483	Average fitness:	314.23531972789107	Fitness standard deviation:	55.40605450154858	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21888	Best fitness:	117.8421768707483	Average fitness:	306.84217687074835	Fitness standard deviation:	52.88960547543287	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21904	Best fitness:	117.8421768707483	Average fitness:	301.14617687074826	Fitness standard deviation:	51.289269358677146	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21920	Best fitness:	117.8421768707483	Average fitness:	308.7953197278911	Fitness standard deviation:	59.16225430982501	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21936	Best fitness:	117.8421768707483	Average fitness:	312.3513197278911	Fitness standard deviation:	49.5589028851898	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21952	Best fitness:	117.8421768707483	Average fitness:	317.48560544217685	Fitness standard deviation:	61.78531315873093	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21968	Best fitness:	117.8421768707483	Average fitness:	302.22960544217693	Fitness standard deviation:	43.96445211898414	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	21984	Best fitness:	117.8421768707483	Average fitness:	313.92674829931974	Fitness standard deviation:	55.40505862412617	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22000	Best fitness:	117.8421768707483	Average fitness:	311.8336054421769	Fitness standard deviation:	57.07211199304734	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22016	Best fitness:	117.8421768707483	Average fitness:	304.45189115646264	Fitness standard deviation:	49.082947073171496	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22032	Best fitness:	117.8421768707483	Average fitness:	302.656462585034	Fitness standard deviation:	56.02734004620478	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22048	Best fitness:	117.8421768707483	Average fitness:	303.5204625850341	Fitness standard deviation:	53.30789053973078	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22064	Best fitness:	117.8421768707483	Average fitness:	303.46846258503405	Fitness standard deviation:	56.9122185052004	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22080	Best fitness:	117.8421768707483	Average fitness:	307.2490340136054	Fitness standard deviation:	60.81853867742256	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22096	Best fitness:	117.8421768707483	Average fitness:	324.80160544217694	Fitness standard deviation:	57.15277202268978	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22112	Best fitness:	117.8421768707483	Average fitness:	304.31360544217694	Fitness standard deviation:	56.50540801280774	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22128	Best fitness:	117.8421768707483	Average fitness:	315.5707482993198	Fitness standard deviation:	48.15719099883172	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22144	Best fitness:	117.8421768707483	Average fitness:	306.9147482993198	Fitness standard deviation:	55.115169721119024	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22160	Best fitness:	117.8421768707483	Average fitness:	303.7221768707482	Fitness standard deviation:	51.106003641091576	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22176	Best fitness:	117.8421768707483	Average fitness:	319.41589115646264	Fitness standard deviation:	45.4194714479621	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22192	Best fitness:	117.8421768707483	Average fitness:	315.1941768707483	Fitness standard deviation:	50.461412678098775	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22208	Best fitness:	117.8421768707483	Average fitness:	316.7261768707483	Fitness standard deviation:	48.86618242523481	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22224	Best fitness:	117.8421768707483	Average fitness:	312.71989115646255	Fitness standard deviation:	50.40963725158846	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22240	Best fitness:	117.8421768707483	Average fitness:	320.3707482993197	Fitness standard deviation:	57.66686602143985	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22256	Best fitness:	117.8421768707483	Average fitness:	316.69474829931977	Fitness standard deviation:	52.75864687345921	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22272	Best fitness:	117.8421768707483	Average fitness:	313.10674829931975	Fitness standard deviation:	48.63373241372491	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22288	Best fitness:	117.8421768707483	Average fitness:	298.9067482993198	Fitness standard deviation:	48.73065491546155	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22304	Best fitness:	117.8421768707483	Average fitness:	309.44389115646266	Fitness standard deviation:	49.39223516930984	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22320	Best fitness:	117.8421768707483	Average fitness:	320.1187482993197	Fitness standard deviation:	45.52920191055675	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22336	Best fitness:	117.8421768707483	Average fitness:	322.90217687074835	Fitness standard deviation:	49.0965513565061	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22352	Best fitness:	117.8421768707483	Average fitness:	310.39360544217686	Fitness standard deviation:	55.12784643953747	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22368	Best fitness:	117.8421768707483	Average fitness:	305.9376054421769	Fitness standard deviation:	50.90727276056308	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22384	Best fitness:	117.8421768707483	Average fitness:	310.7301768707483	Fitness standard deviation:	54.15093730584948	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22400	Best fitness:	117.8421768707483	Average fitness:	309.0250340136055	Fitness standard deviation:	43.265900604310104	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22416	Best fitness:	117.8421768707483	Average fitness:	310.7913197278911	Fitness standard deviation:	53.24601088133749	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22432	Best fitness:	117.8421768707483	Average fitness:	310.7398911564626	Fitness standard deviation:	57.36305348375026	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22448	Best fitness:	117.8421768707483	Average fitness:	314.9158911564625	Fitness standard deviation:	56.519703074165534	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22464	Best fitness:	117.8421768707483	Average fitness:	316.01189115646247	Fitness standard deviation:	48.75987524385105	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22480	Best fitness:	117.8421768707483	Average fitness:	318.1118911564626	Fitness standard deviation:	51.277150788431996	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22496	Best fitness:	117.8421768707483	Average fitness:	311.1747482993198	Fitness standard deviation:	49.73713227415855	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22512	Best fitness:	117.8421768707483	Average fitness:	311.5301768707483	Fitness standard deviation:	51.909825687809594	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22528	Best fitness:	117.8421768707483	Average fitness:	304.86731972789124	Fitness standard deviation:	56.89251437866436	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22544	Best fitness:	117.8421768707483	Average fitness:	316.773605442177	Fitness standard deviation:	53.96996110838711	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22560	Best fitness:	117.8421768707483	Average fitness:	316.52846258503405	Fitness standard deviation:	47.61203363239429	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22576	Best fitness:	117.8421768707483	Average fitness:	321.87760544217684	Fitness standard deviation:	54.31392486841883	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22592	Best fitness:	117.8421768707483	Average fitness:	311.116462585034	Fitness standard deviation:	51.41700568361977	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22608	Best fitness:	117.8421768707483	Average fitness:	314.77989115646255	Fitness standard deviation:	47.90905046448074	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22624	Best fitness:	117.8421768707483	Average fitness:	326.3496054421769	Fitness standard deviation:	54.427369033587944	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
Generation:	22640	Best fitness:	117.8421768707483	Average fitness:	298.87074829931976	Fitness standard deviation:	52.50600649799361	Best genome:	A9	N3	E4	A7	N5	A11	E5	A15	A10	N12	E3	N6	A6	A12	A14	A17	N7	A8	A13	N9	A16	
