Generation:	16	Best fitness:	234.69931972789115	Average fitness:	343.47046258503417	Fitness standard deviation:	33.13430702397719	Best genome:	E5	A14	E4	A7	A11	N6	A15	E3	N7	A10	N12	A6	A17	A13	N9	A16	N5	A12	A9	N3	A8	
Generation:	18448	Best fitness:	119.87074829931973	Average fitness:	339.85360544217707	Fitness standard deviation:	43.21163684915989	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18464	Best fitness:	119.87074829931973	Average fitness:	339.8346054421771	Fitness standard deviation:	37.42733983551683	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18480	Best fitness:	119.87074829931973	Average fitness:	345.3378911564628	Fitness standard deviation:	36.078090219377614	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18496	Best fitness:	119.87074829931973	Average fitness:	336.0414625850342	Fitness standard deviation:	40.49334986344381	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18512	Best fitness:	119.87074829931973	Average fitness:	339.42974829931984	Fitness standard deviation:	38.272000057323304	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18528	Best fitness:	119.87074829931973	Average fitness:	345.3754625850342	Fitness standard deviation:	41.63606631986069	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18544	Best fitness:	119.87074829931973	Average fitness:	342.7623197278912	Fitness standard deviation:	35.70721842046129	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18560	Best fitness:	119.87074829931973	Average fitness:	341.3710340136056	Fitness standard deviation:	39.00114943256448	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18576	Best fitness:	119.87074829931973	Average fitness:	335.90974829931974	Fitness standard deviation:	39.67008487641589	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18592	Best fitness:	119.87074829931973	Average fitness:	340.9388911564627	Fitness standard deviation:	40.70774280033173	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18608	Best fitness:	119.87074829931973	Average fitness:	339.25846258503407	Fitness standard deviation:	36.04574910655986	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18624	Best fitness:	119.87074829931973	Average fitness:	343.4050340136054	Fitness standard deviation:	39.839890992392455	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18640	Best fitness:	119.87074829931973	Average fitness:	336.08374829931984	Fitness standard deviation:	40.94298811637909	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18656	Best fitness:	119.87074829931973	Average fitness:	341.14131972789147	Fitness standard deviation:	41.07259674462936	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18672	Best fitness:	119.87074829931973	Average fitness:	341.4716054421768	Fitness standard deviation:	39.859554654116366	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18688	Best fitness:	119.87074829931973	Average fitness:	338.45146258503394	Fitness standard deviation:	36.673386105858675	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18704	Best fitness:	119.87074829931973	Average fitness:	340.6281768707483	Fitness standard deviation:	35.53222291420126	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18720	Best fitness:	119.87074829931973	Average fitness:	345.96246258503413	Fitness standard deviation:	38.820683482401705	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18736	Best fitness:	119.87074829931973	Average fitness:	343.8533197278915	Fitness standard deviation:	36.9207137028326	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18752	Best fitness:	119.87074829931973	Average fitness:	338.31703401360573	Fitness standard deviation:	35.328968810658615	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18768	Best fitness:	119.87074829931973	Average fitness:	340.9338911564628	Fitness standard deviation:	37.088727325324115	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18784	Best fitness:	119.87074829931973	Average fitness:	340.58360544217715	Fitness standard deviation:	36.90937215750525	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18800	Best fitness:	119.87074829931973	Average fitness:	343.07960544217696	Fitness standard deviation:	37.40480689288314	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18816	Best fitness:	119.87074829931973	Average fitness:	342.60860544217707	Fitness standard deviation:	39.6903525457268	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18832	Best fitness:	119.87074829931973	Average fitness:	340.83631972789124	Fitness standard deviation:	41.81549193413701	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18848	Best fitness:	119.87074829931973	Average fitness:	344.3177482993198	Fitness standard deviation:	40.79652805330476	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18864	Best fitness:	119.87074829931973	Average fitness:	340.87789115646285	Fitness standard deviation:	39.01581947605042	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18880	Best fitness:	119.87074829931973	Average fitness:	338.26874829931984	Fitness standard deviation:	37.95828177333206	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18896	Best fitness:	119.87074829931973	Average fitness:	342.1261768707485	Fitness standard deviation:	38.78173382784577	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18912	Best fitness:	119.87074829931973	Average fitness:	340.59346258503416	Fitness standard deviation:	43.98793051508562	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18928	Best fitness:	119.87074829931973	Average fitness:	340.9623197278912	Fitness standard deviation:	34.11043951726838	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18944	Best fitness:	119.87074829931973	Average fitness:	339.1188911564628	Fitness standard deviation:	41.828140471774866	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18960	Best fitness:	119.87074829931973	Average fitness:	343.8540340136057	Fitness standard deviation:	38.425987409405046	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18976	Best fitness:	119.87074829931973	Average fitness:	342.29317687074865	Fitness standard deviation:	38.725817141613874	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	18992	Best fitness:	119.87074829931973	Average fitness:	346.4613197278913	Fitness standard deviation:	41.61066710862119	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19008	Best fitness:	119.87074829931973	Average fitness:	341.29874829931975	Fitness standard deviation:	37.0028480933618	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19024	Best fitness:	119.87074829931973	Average fitness:	337.00660544217703	Fitness standard deviation:	36.96634382096498	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19040	Best fitness:	119.87074829931973	Average fitness:	338.55931972789114	Fitness standard deviation:	40.97079527304934	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19056	Best fitness:	119.87074829931973	Average fitness:	338.9441768707487	Fitness standard deviation:	38.77280485082296	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19072	Best fitness:	119.87074829931973	Average fitness:	339.90874829932	Fitness standard deviation:	40.00138029353182	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19088	Best fitness:	119.87074829931973	Average fitness:	340.24817687074864	Fitness standard deviation:	41.372372876949996	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19104	Best fitness:	119.87074829931973	Average fitness:	337.99160544217716	Fitness standard deviation:	37.23711629927475	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19120	Best fitness:	119.87074829931973	Average fitness:	342.0267482993197	Fitness standard deviation:	37.05979072377224	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19136	Best fitness:	119.87074829931973	Average fitness:	342.78346258503404	Fitness standard deviation:	38.00942806752567	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19152	Best fitness:	119.87074829931973	Average fitness:	341.40146258503415	Fitness standard deviation:	43.034403459586244	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19168	Best fitness:	119.87074829931973	Average fitness:	338.3030340136055	Fitness standard deviation:	40.284485321680016	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19184	Best fitness:	119.87074829931973	Average fitness:	340.92846258503414	Fitness standard deviation:	43.10383940094015	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19200	Best fitness:	119.87074829931973	Average fitness:	338.8787482993199	Fitness standard deviation:	39.90148216366333	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19216	Best fitness:	119.87074829931973	Average fitness:	343.5710340136055	Fitness standard deviation:	39.791732090668155	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19232	Best fitness:	119.87074829931973	Average fitness:	341.17003401360546	Fitness standard deviation:	38.78658361956555	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19248	Best fitness:	119.87074829931973	Average fitness:	342.0191768707485	Fitness standard deviation:	37.14316260286485	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19264	Best fitness:	119.87074829931973	Average fitness:	338.0624625850343	Fitness standard deviation:	40.91726631102506	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19280	Best fitness:	119.87074829931973	Average fitness:	343.62974829932	Fitness standard deviation:	41.29448315947498	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19296	Best fitness:	119.87074829931973	Average fitness:	340.52731972789115	Fitness standard deviation:	39.62231086194766	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19312	Best fitness:	119.87074829931973	Average fitness:	338.57574829931997	Fitness standard deviation:	37.315864103294054	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19328	Best fitness:	119.87074829931973	Average fitness:	342.6807482993198	Fitness standard deviation:	39.45963763189946	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19344	Best fitness:	119.87074829931973	Average fitness:	340.5576054421771	Fitness standard deviation:	38.72099961182273	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19360	Best fitness:	119.87074829931973	Average fitness:	342.1698911564626	Fitness standard deviation:	43.307607184900355	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19376	Best fitness:	119.87074829931973	Average fitness:	335.5893197278915	Fitness standard deviation:	40.31516175518757	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19392	Best fitness:	119.87074829931973	Average fitness:	338.67031972789135	Fitness standard deviation:	37.39265937756407	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19408	Best fitness:	119.87074829931973	Average fitness:	340.2003197278911	Fitness standard deviation:	37.574293304962474	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19424	Best fitness:	119.87074829931973	Average fitness:	342.99303401360544	Fitness standard deviation:	37.885388078750765	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19440	Best fitness:	119.87074829931973	Average fitness:	341.66803401360534	Fitness standard deviation:	40.23055358321887	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19456	Best fitness:	119.87074829931973	Average fitness:	341.90403401360555	Fitness standard deviation:	37.22466526788552	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19472	Best fitness:	119.87074829931973	Average fitness:	341.3687482993197	Fitness standard deviation:	38.40045179474867	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19488	Best fitness:	119.87074829931973	Average fitness:	336.1561768707483	Fitness standard deviation:	39.0807258711023	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19504	Best fitness:	119.87074829931973	Average fitness:	340.421605442177	Fitness standard deviation:	39.55254579489344	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19520	Best fitness:	119.87074829931973	Average fitness:	345.13031972789116	Fitness standard deviation:	39.00630893790366	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19536	Best fitness:	119.87074829931973	Average fitness:	340.84631972789134	Fitness standard deviation:	39.25721089591734	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19552	Best fitness:	119.87074829931973	Average fitness:	343.32674829932	Fitness standard deviation:	39.87722349657656	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19568	Best fitness:	119.87074829931973	Average fitness:	337.6468911564628	Fitness standard deviation:	40.79569002620602	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19584	Best fitness:	119.87074829931973	Average fitness:	339.8283197278911	Fitness standard deviation:	37.470853541418684	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19600	Best fitness:	119.87074829931973	Average fitness:	340.67203401360547	Fitness standard deviation:	38.79421430642798	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19616	Best fitness:	119.87074829931973	Average fitness:	337.8940340136056	Fitness standard deviation:	38.79259681923333	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19632	Best fitness:	119.87074829931973	Average fitness:	345.02531972789103	Fitness standard deviation:	41.12851091048989	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19648	Best fitness:	119.87074829931973	Average fitness:	341.6663197278912	Fitness standard deviation:	37.93235839017681	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19664	Best fitness:	119.87074829931973	Average fitness:	338.35046258503405	Fitness standard deviation:	36.720075095517	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19680	Best fitness:	119.87074829931973	Average fitness:	342.0810340136057	Fitness standard deviation:	38.770519732478846	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19696	Best fitness:	119.87074829931973	Average fitness:	340.1874625850341	Fitness standard deviation:	38.71582039947083	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19712	Best fitness:	119.87074829931973	Average fitness:	341.26117687074844	Fitness standard deviation:	40.17245073658904	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19728	Best fitness:	119.87074829931973	Average fitness:	342.2023197278915	Fitness standard deviation:	35.16809673176377	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19744	Best fitness:	119.87074829931973	Average fitness:	340.50417687074827	Fitness standard deviation:	40.08752415321622	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19760	Best fitness:	119.87074829931973	Average fitness:	336.3410340136056	Fitness standard deviation:	37.882749597425274	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19776	Best fitness:	119.87074829931973	Average fitness:	333.77017687074846	Fitness standard deviation:	35.471209476338494	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19792	Best fitness:	119.87074829931973	Average fitness:	341.30060544217696	Fitness standard deviation:	37.04596310018689	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19808	Best fitness:	119.87074829931973	Average fitness:	346.71489115646256	Fitness standard deviation:	39.216541574198196	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19824	Best fitness:	119.87074829931973	Average fitness:	344.49403401360564	Fitness standard deviation:	39.27436345916315	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19840	Best fitness:	119.87074829931973	Average fitness:	336.7093197278913	Fitness standard deviation:	37.855082612402754	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19856	Best fitness:	119.87074829931973	Average fitness:	338.94089115646267	Fitness standard deviation:	37.31809407359537	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19872	Best fitness:	119.87074829931973	Average fitness:	332.6868911564627	Fitness standard deviation:	37.97781754027539	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19888	Best fitness:	119.87074829931973	Average fitness:	342.36760544217714	Fitness standard deviation:	37.16182041080466	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19904	Best fitness:	119.87074829931973	Average fitness:	341.09774829931973	Fitness standard deviation:	37.52792072930908	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19920	Best fitness:	119.87074829931973	Average fitness:	344.1780340136057	Fitness standard deviation:	36.50288593539208	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19936	Best fitness:	119.87074829931973	Average fitness:	345.0407482993198	Fitness standard deviation:	38.03663655488171	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19952	Best fitness:	119.87074829931973	Average fitness:	344.93389115646295	Fitness standard deviation:	41.90268206213057	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19968	Best fitness:	119.87074829931973	Average fitness:	337.97217687074846	Fitness standard deviation:	41.58896083416013	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	19984	Best fitness:	119.87074829931973	Average fitness:	344.00403401360563	Fitness standard deviation:	40.885846288845514	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	20000	Best fitness:	119.87074829931973	Average fitness:	341.1471768707483	Fitness standard deviation:	38.61589795667065	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	20016	Best fitness:	119.87074829931973	Average fitness:	336.12031972789123	Fitness standard deviation:	37.40649954191908	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	20032	Best fitness:	119.87074829931973	Average fitness:	341.5057482993199	Fitness standard deviation:	37.154789010685704	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	20048	Best fitness:	119.87074829931973	Average fitness:	339.9580340136055	Fitness standard deviation:	38.472699697583074	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	20064	Best fitness:	119.87074829931973	Average fitness:	342.6921768707486	Fitness standard deviation:	40.51669343540729	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	20080	Best fitness:	119.87074829931973	Average fitness:	338.6914625850339	Fitness standard deviation:	38.595909367418194	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	20096	Best fitness:	119.87074829931973	Average fitness:	343.4914625850342	Fitness standard deviation:	37.51686085574575	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	20112	Best fitness:	119.87074829931973	Average fitness:	344.14046258503396	Fitness standard deviation:	38.07980906314676	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	20128	Best fitness:	119.87074829931973	Average fitness:	334.92931972789125	Fitness standard deviation:	38.6876347645274	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	20144	Best fitness:	119.87074829931973	Average fitness:	342.09289115646294	Fitness standard deviation:	39.81199013706133	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	20160	Best fitness:	119.87074829931973	Average fitness:	336.91317687074826	Fitness standard deviation:	44.17440278080528	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
Generation:	20176	Best fitness:	119.87074829931973	Average fitness:	339.38346258503407	Fitness standard deviation:	41.01436305884133	Best genome:	A9	N5	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N3	A7	N9	
