Generation:	16	Best fitness:	234.8421768707483	Average fitness:	329.9707482993197	Fitness standard deviation:	33.291139349437614	Best genome:	A7	A11	N5	E5	N12	A10	A15	E4	A8	A13	A16	N3	E3	N6	N7	A6	A17	A14	A12	N9	A9	
Generation:	11248	Best fitness:	134.556462585034	Average fitness:	320.67017687074826	Fitness standard deviation:	46.56134211194203	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11264	Best fitness:	134.556462585034	Average fitness:	319.86389115646267	Fitness standard deviation:	54.828772890272326	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11280	Best fitness:	134.556462585034	Average fitness:	314.92731972789113	Fitness standard deviation:	57.239594542125644	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11296	Best fitness:	134.556462585034	Average fitness:	311.61360544217695	Fitness standard deviation:	51.70822474348205	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11312	Best fitness:	134.556462585034	Average fitness:	320.2438911564626	Fitness standard deviation:	48.45806751476276	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11328	Best fitness:	134.556462585034	Average fitness:	319.81874829931974	Fitness standard deviation:	51.82363835083723	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11344	Best fitness:	134.556462585034	Average fitness:	308.37131972789126	Fitness standard deviation:	58.7529580643062	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11360	Best fitness:	134.556462585034	Average fitness:	310.6398911564626	Fitness standard deviation:	53.62328639457957	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11376	Best fitness:	134.556462585034	Average fitness:	320.82789115646256	Fitness standard deviation:	49.539150709930674	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11392	Best fitness:	134.556462585034	Average fitness:	315.5404625850341	Fitness standard deviation:	47.085466074241765	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11408	Best fitness:	134.556462585034	Average fitness:	318.33017687074835	Fitness standard deviation:	39.40048268221897	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11424	Best fitness:	134.556462585034	Average fitness:	324.9016054421769	Fitness standard deviation:	52.66490659454591	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11440	Best fitness:	134.556462585034	Average fitness:	316.64446258503403	Fitness standard deviation:	53.852483266411994	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11456	Best fitness:	134.556462585034	Average fitness:	316.0193197278912	Fitness standard deviation:	48.061893089504274	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11472	Best fitness:	134.556462585034	Average fitness:	322.5536054421769	Fitness standard deviation:	48.461473947279586	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11488	Best fitness:	134.556462585034	Average fitness:	322.596462585034	Fitness standard deviation:	51.41636077263774	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11504	Best fitness:	134.556462585034	Average fitness:	309.53817687074843	Fitness standard deviation:	50.11355587023519	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11520	Best fitness:	134.556462585034	Average fitness:	324.53474829931963	Fitness standard deviation:	45.523730186820686	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11536	Best fitness:	134.556462585034	Average fitness:	326.93931972789113	Fitness standard deviation:	49.992946114671916	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11552	Best fitness:	134.556462585034	Average fitness:	315.07531972789116	Fitness standard deviation:	50.141866122888906	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11568	Best fitness:	134.556462585034	Average fitness:	313.748462585034	Fitness standard deviation:	50.6092478570178	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11584	Best fitness:	134.556462585034	Average fitness:	321.55989115646264	Fitness standard deviation:	46.48012492167694	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11600	Best fitness:	134.556462585034	Average fitness:	321.5170340136055	Fitness standard deviation:	57.22408937302042	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11616	Best fitness:	134.556462585034	Average fitness:	311.4473197278912	Fitness standard deviation:	45.587789518059076	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11632	Best fitness:	134.556462585034	Average fitness:	324.5147482993196	Fitness standard deviation:	50.55618243466714	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11648	Best fitness:	134.556462585034	Average fitness:	313.2827482993198	Fitness standard deviation:	44.1025469540789	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11664	Best fitness:	134.556462585034	Average fitness:	321.684462585034	Fitness standard deviation:	47.45583389955381	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11680	Best fitness:	134.556462585034	Average fitness:	329.5953197278912	Fitness standard deviation:	48.46725728672874	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11696	Best fitness:	134.556462585034	Average fitness:	317.20160544217697	Fitness standard deviation:	43.75235432592427	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11712	Best fitness:	134.556462585034	Average fitness:	326.9747482993198	Fitness standard deviation:	49.75479031721674	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11728	Best fitness:	134.556462585034	Average fitness:	315.61417687074834	Fitness standard deviation:	53.15489955415441	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11744	Best fitness:	134.556462585034	Average fitness:	314.6118911564626	Fitness standard deviation:	55.6837775548275	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11760	Best fitness:	134.556462585034	Average fitness:	320.4987482993197	Fitness standard deviation:	51.51133451335676	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11776	Best fitness:	134.556462585034	Average fitness:	316.37474829931983	Fitness standard deviation:	52.00535318128514	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11792	Best fitness:	134.556462585034	Average fitness:	308.22446258503396	Fitness standard deviation:	52.309519292888375	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11808	Best fitness:	134.556462585034	Average fitness:	314.22903401360554	Fitness standard deviation:	48.43056892972809	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11824	Best fitness:	134.556462585034	Average fitness:	316.70846258503406	Fitness standard deviation:	51.72890225640846	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11840	Best fitness:	134.556462585034	Average fitness:	316.65589115646253	Fitness standard deviation:	49.74356387124112	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11856	Best fitness:	134.556462585034	Average fitness:	327.9467482993197	Fitness standard deviation:	44.90679458066679	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11872	Best fitness:	134.556462585034	Average fitness:	322.24789115646263	Fitness standard deviation:	41.65493076627132	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11888	Best fitness:	134.556462585034	Average fitness:	317.09589115646264	Fitness standard deviation:	51.49559684446183	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11904	Best fitness:	134.556462585034	Average fitness:	318.26160544217686	Fitness standard deviation:	48.9836955597868	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11920	Best fitness:	134.556462585034	Average fitness:	311.7438911564626	Fitness standard deviation:	45.253470327181105	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11936	Best fitness:	134.556462585034	Average fitness:	314.69360544217693	Fitness standard deviation:	44.83710344009701	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11952	Best fitness:	134.556462585034	Average fitness:	317.78560544217675	Fitness standard deviation:	52.813931832347386	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11968	Best fitness:	134.556462585034	Average fitness:	309.78674829931975	Fitness standard deviation:	52.557233614646144	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	11984	Best fitness:	134.556462585034	Average fitness:	317.93817687074835	Fitness standard deviation:	50.88789560095679	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12000	Best fitness:	134.556462585034	Average fitness:	326.34274829931985	Fitness standard deviation:	45.38442427772339	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12016	Best fitness:	134.556462585034	Average fitness:	320.22103401360545	Fitness standard deviation:	52.02607503542658	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12032	Best fitness:	134.556462585034	Average fitness:	315.27760544217693	Fitness standard deviation:	55.16104557473471	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12048	Best fitness:	134.556462585034	Average fitness:	307.116462585034	Fitness standard deviation:	46.90785443998975	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12064	Best fitness:	134.556462585034	Average fitness:	325.65989115646266	Fitness standard deviation:	50.52184232102194	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12080	Best fitness:	134.556462585034	Average fitness:	326.59189115646257	Fitness standard deviation:	51.60433063934357	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12096	Best fitness:	134.556462585034	Average fitness:	325.6507482993198	Fitness standard deviation:	46.79670884991458	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12112	Best fitness:	134.556462585034	Average fitness:	308.620462585034	Fitness standard deviation:	53.05788461978606	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12128	Best fitness:	134.556462585034	Average fitness:	323.8318911564627	Fitness standard deviation:	43.1018180439512	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12144	Best fitness:	134.556462585034	Average fitness:	318.1324625850341	Fitness standard deviation:	46.15097933292159	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12160	Best fitness:	134.556462585034	Average fitness:	316.556462585034	Fitness standard deviation:	43.918026794825614	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12176	Best fitness:	134.556462585034	Average fitness:	311.2164625850341	Fitness standard deviation:	54.49332698334986	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12192	Best fitness:	134.556462585034	Average fitness:	315.37589115646267	Fitness standard deviation:	48.48366337610377	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12208	Best fitness:	134.556462585034	Average fitness:	304.26960544217695	Fitness standard deviation:	49.22082882815579	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12224	Best fitness:	134.556462585034	Average fitness:	305.6501768707483	Fitness standard deviation:	42.29198024617501	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12240	Best fitness:	134.556462585034	Average fitness:	310.96560544217687	Fitness standard deviation:	55.666400649818584	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12256	Best fitness:	134.556462585034	Average fitness:	316.38960544217684	Fitness standard deviation:	50.319168858519966	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12272	Best fitness:	134.556462585034	Average fitness:	322.497605442177	Fitness standard deviation:	48.373261769329574	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12288	Best fitness:	134.556462585034	Average fitness:	316.8473197278912	Fitness standard deviation:	44.394853788910886	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12304	Best fitness:	134.556462585034	Average fitness:	319.2067482993197	Fitness standard deviation:	50.97599164712897	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12320	Best fitness:	134.556462585034	Average fitness:	316.4296054421769	Fitness standard deviation:	44.13905121272073	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12336	Best fitness:	134.556462585034	Average fitness:	309.4896054421769	Fitness standard deviation:	53.032270994717386	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12352	Best fitness:	134.556462585034	Average fitness:	310.1610340136055	Fitness standard deviation:	47.40433437859402	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12368	Best fitness:	134.556462585034	Average fitness:	314.1421768707483	Fitness standard deviation:	52.06310056860162	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12384	Best fitness:	134.556462585034	Average fitness:	313.0558911564626	Fitness standard deviation:	46.9494015923265	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12400	Best fitness:	134.556462585034	Average fitness:	308.19989115646257	Fitness standard deviation:	48.467477078628164	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12416	Best fitness:	134.556462585034	Average fitness:	311.60160544217695	Fitness standard deviation:	48.02038175778349	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12432	Best fitness:	134.556462585034	Average fitness:	315.06389115646266	Fitness standard deviation:	50.53930297121564	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12448	Best fitness:	134.556462585034	Average fitness:	309.7393197278911	Fitness standard deviation:	54.99899338596469	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12464	Best fitness:	134.556462585034	Average fitness:	308.744462585034	Fitness standard deviation:	52.633327252156995	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12480	Best fitness:	134.556462585034	Average fitness:	320.65189115646274	Fitness standard deviation:	53.180884584825115	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12496	Best fitness:	134.556462585034	Average fitness:	315.28274829931985	Fitness standard deviation:	51.41230189956723	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12512	Best fitness:	134.556462585034	Average fitness:	322.93074829931976	Fitness standard deviation:	44.62975606622349	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12528	Best fitness:	134.556462585034	Average fitness:	327.66503401360546	Fitness standard deviation:	47.98755621013023	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12544	Best fitness:	134.556462585034	Average fitness:	322.70389115646253	Fitness standard deviation:	52.16500613262042	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12560	Best fitness:	134.556462585034	Average fitness:	318.3301768707484	Fitness standard deviation:	55.85881644259344	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12576	Best fitness:	134.556462585034	Average fitness:	321.8147482993197	Fitness standard deviation:	48.39254419213517	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12592	Best fitness:	134.556462585034	Average fitness:	325.30160544217694	Fitness standard deviation:	50.239725671940505	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12608	Best fitness:	134.556462585034	Average fitness:	318.6078911564626	Fitness standard deviation:	43.892819737285	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12624	Best fitness:	134.556462585034	Average fitness:	315.97874829931976	Fitness standard deviation:	45.83785915505181	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12640	Best fitness:	134.556462585034	Average fitness:	314.1547482993197	Fitness standard deviation:	48.622436211934854	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12656	Best fitness:	134.556462585034	Average fitness:	311.37474829931966	Fitness standard deviation:	62.419929250788734	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12672	Best fitness:	134.556462585034	Average fitness:	326.6141768707483	Fitness standard deviation:	48.03296333790377	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12688	Best fitness:	134.556462585034	Average fitness:	312.21531972789114	Fitness standard deviation:	50.03040590909264	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12704	Best fitness:	134.556462585034	Average fitness:	319.5878911564628	Fitness standard deviation:	46.66029146929967	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12720	Best fitness:	134.556462585034	Average fitness:	318.4038911564627	Fitness standard deviation:	57.072343238871056	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12736	Best fitness:	134.556462585034	Average fitness:	320.71703401360554	Fitness standard deviation:	45.15254720231343	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12752	Best fitness:	134.556462585034	Average fitness:	319.2610340136055	Fitness standard deviation:	48.889276520458736	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12768	Best fitness:	134.556462585034	Average fitness:	326.4427482993197	Fitness standard deviation:	53.266099029269256	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12784	Best fitness:	134.556462585034	Average fitness:	316.40217687074835	Fitness standard deviation:	49.23653960884193	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12800	Best fitness:	134.556462585034	Average fitness:	326.83360544217686	Fitness standard deviation:	45.09161295832822	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12816	Best fitness:	134.556462585034	Average fitness:	320.03817687074826	Fitness standard deviation:	58.03370083821635	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12832	Best fitness:	134.556462585034	Average fitness:	324.50503401360544	Fitness standard deviation:	52.11577974048919	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12848	Best fitness:	134.556462585034	Average fitness:	315.98103401360544	Fitness standard deviation:	50.006909566660525	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12864	Best fitness:	134.556462585034	Average fitness:	315.8130340136055	Fitness standard deviation:	43.34902394777176	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12880	Best fitness:	134.556462585034	Average fitness:	321.28846258503404	Fitness standard deviation:	46.71615405263352	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12896	Best fitness:	134.556462585034	Average fitness:	317.5587482993198	Fitness standard deviation:	49.14003873645612	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A8	A9	N3	E4	N5	A7	N7	A10	N12	A13	
Generation:	12912	Best fitness:	113.55646258503401	Average fitness:	325.1564625850341	Fitness standard deviation:	53.54258789381913	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A9	N3	E4	N5	A7	N7	A10	N12	A8	A13	
Generation:	12928	Best fitness:	113.55646258503401	Average fitness:	318.50503401360555	Fitness standard deviation:	56.86557554120641	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A9	N3	E4	N5	A7	N7	A10	N12	A8	A13	
Generation:	12944	Best fitness:	113.55646258503401	Average fitness:	320.860462585034	Fitness standard deviation:	53.100453054679726	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A9	N3	E4	N5	A7	N7	A10	N12	A8	A13	
Generation:	12960	Best fitness:	113.55646258503401	Average fitness:	313.2456054421769	Fitness standard deviation:	51.05953999968655	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A9	N3	E4	N5	A7	N7	A10	N12	A8	A13	
Generation:	12976	Best fitness:	113.55646258503401	Average fitness:	312.5907482993197	Fitness standard deviation:	52.335223086466385	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A9	N3	E4	N5	A7	N7	A10	N12	A8	A13	
Generation:	12992	Best fitness:	113.55646258503401	Average fitness:	312.5781768707484	Fitness standard deviation:	46.770457293344606	Best genome:	E5	A15	A12	A11	E3	N6	A6	A14	A17	N9	A16	A9	N3	E4	N5	A7	N7	A10	N12	A8	A13	
