Generation:	16	Best fitness:	231.49931972789116	Average fitness:	342.6400340136057	Fitness standard deviation:	33.53543613911733	Best genome:	A13	N7	A11	A8	A9	N3	A7	N9	A16	N6	E3	N5	E4	A10	A12	A17	A14	E5	A15	A6	N12	
Generation:	31856	Best fitness:	100.38503401360545	Average fitness:	335.3518911564626	Fitness standard deviation:	44.42826783910974	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	31872	Best fitness:	100.38503401360545	Average fitness:	338.399605442177	Fitness standard deviation:	40.00466737973541	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	31888	Best fitness:	100.38503401360545	Average fitness:	337.2324625850343	Fitness standard deviation:	46.354648353751976	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	31904	Best fitness:	100.38503401360545	Average fitness:	335.5244625850344	Fitness standard deviation:	39.672366217634696	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	31920	Best fitness:	100.38503401360545	Average fitness:	337.06589115646267	Fitness standard deviation:	38.21051870458538	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	31936	Best fitness:	100.38503401360545	Average fitness:	336.2046054421772	Fitness standard deviation:	40.53935035447984	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	31952	Best fitness:	100.38503401360545	Average fitness:	338.3666054421771	Fitness standard deviation:	39.71249234362982	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	31968	Best fitness:	100.38503401360545	Average fitness:	337.4776054421769	Fitness standard deviation:	39.36766602797015	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	31984	Best fitness:	100.38503401360545	Average fitness:	335.88874829931973	Fitness standard deviation:	38.678115028042	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32000	Best fitness:	100.38503401360545	Average fitness:	341.66131972789117	Fitness standard deviation:	40.68694652126761	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32016	Best fitness:	100.38503401360545	Average fitness:	340.68931972789136	Fitness standard deviation:	40.79788837572807	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32032	Best fitness:	100.38503401360545	Average fitness:	343.6853197278913	Fitness standard deviation:	41.464125530882924	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32048	Best fitness:	100.38503401360545	Average fitness:	338.5934625850342	Fitness standard deviation:	41.92032703540256	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32064	Best fitness:	100.38503401360545	Average fitness:	343.9231768707486	Fitness standard deviation:	43.96901922086616	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32080	Best fitness:	100.38503401360545	Average fitness:	338.258462585034	Fitness standard deviation:	41.639258997700125	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32096	Best fitness:	100.38503401360545	Average fitness:	340.18917687074855	Fitness standard deviation:	40.978928422708535	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32112	Best fitness:	100.38503401360545	Average fitness:	339.78203401360565	Fitness standard deviation:	41.08938483479694	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32128	Best fitness:	100.38503401360545	Average fitness:	341.4518911564628	Fitness standard deviation:	41.59478307554976	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32144	Best fitness:	100.38503401360545	Average fitness:	338.8964625850341	Fitness standard deviation:	37.740215436911456	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32160	Best fitness:	100.38503401360545	Average fitness:	335.12360544217705	Fitness standard deviation:	40.3701913418749	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32176	Best fitness:	100.38503401360545	Average fitness:	340.60017687074856	Fitness standard deviation:	36.05591540926398	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32192	Best fitness:	100.38503401360545	Average fitness:	336.49403401360576	Fitness standard deviation:	39.840257670412946	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32208	Best fitness:	100.38503401360545	Average fitness:	337.34574829931995	Fitness standard deviation:	36.234079959482955	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32224	Best fitness:	100.38503401360545	Average fitness:	339.02703401360543	Fitness standard deviation:	41.95524144823376	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32240	Best fitness:	100.38503401360545	Average fitness:	339.0767482993197	Fitness standard deviation:	40.22521369814242	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32256	Best fitness:	100.38503401360545	Average fitness:	340.30317687074836	Fitness standard deviation:	41.753427299383425	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32272	Best fitness:	100.38503401360545	Average fitness:	332.87089115646273	Fitness standard deviation:	37.92490017179763	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32288	Best fitness:	100.38503401360545	Average fitness:	337.72174829932004	Fitness standard deviation:	41.89450315874825	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32304	Best fitness:	100.38503401360545	Average fitness:	338.22289115646265	Fitness standard deviation:	38.93853407903911	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32320	Best fitness:	100.38503401360545	Average fitness:	337.50789115646273	Fitness standard deviation:	41.0646866516222	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32336	Best fitness:	100.38503401360545	Average fitness:	336.6087482993199	Fitness standard deviation:	40.3286333798421	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32352	Best fitness:	100.38503401360545	Average fitness:	332.87731972789123	Fitness standard deviation:	39.0147144099479	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32368	Best fitness:	100.38503401360545	Average fitness:	344.5793197278914	Fitness standard deviation:	38.89643874365332	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32384	Best fitness:	100.38503401360545	Average fitness:	337.45146258503434	Fitness standard deviation:	41.7987866182154	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32400	Best fitness:	100.38503401360545	Average fitness:	337.87974829932	Fitness standard deviation:	38.46321100262761	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32416	Best fitness:	100.38503401360545	Average fitness:	339.25946258503427	Fitness standard deviation:	37.52431798153821	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32432	Best fitness:	100.38503401360545	Average fitness:	340.31289115646257	Fitness standard deviation:	40.300011337163546	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32448	Best fitness:	100.38503401360545	Average fitness:	341.17146258503425	Fitness standard deviation:	43.19939265800397	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32464	Best fitness:	100.38503401360545	Average fitness:	338.76646258503416	Fitness standard deviation:	42.70066555424528	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32480	Best fitness:	100.38503401360545	Average fitness:	339.09774829931985	Fitness standard deviation:	37.165394832300876	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32496	Best fitness:	100.38503401360545	Average fitness:	340.3273197278913	Fitness standard deviation:	37.379683116334085	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32512	Best fitness:	100.38503401360545	Average fitness:	339.813605442177	Fitness standard deviation:	40.99375283416452	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32528	Best fitness:	100.38503401360545	Average fitness:	334.591605442177	Fitness standard deviation:	41.84831595958267	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32544	Best fitness:	100.38503401360545	Average fitness:	336.3081768707485	Fitness standard deviation:	42.80096331073088	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32560	Best fitness:	100.38503401360545	Average fitness:	332.16674829931975	Fitness standard deviation:	41.33795311422022	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32576	Best fitness:	100.38503401360545	Average fitness:	340.78246258503424	Fitness standard deviation:	38.166132993446816	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32592	Best fitness:	100.38503401360545	Average fitness:	338.67646258503424	Fitness standard deviation:	38.562375657193776	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32608	Best fitness:	100.38503401360545	Average fitness:	343.2174625850343	Fitness standard deviation:	41.94044968543288	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32624	Best fitness:	100.38503401360545	Average fitness:	341.39103401360575	Fitness standard deviation:	40.256688995717965	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32640	Best fitness:	100.38503401360545	Average fitness:	338.69560544217694	Fitness standard deviation:	46.559096641597705	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32656	Best fitness:	100.38503401360545	Average fitness:	338.5344625850342	Fitness standard deviation:	42.38631697871859	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32672	Best fitness:	100.38503401360545	Average fitness:	339.8403197278914	Fitness standard deviation:	37.3961270588279	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32688	Best fitness:	100.38503401360545	Average fitness:	336.07631972789136	Fitness standard deviation:	44.383594201746504	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32704	Best fitness:	100.38503401360545	Average fitness:	339.18389115646295	Fitness standard deviation:	42.0301346548169	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32720	Best fitness:	100.38503401360545	Average fitness:	340.35003401360547	Fitness standard deviation:	40.63152836713111	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32736	Best fitness:	100.38503401360545	Average fitness:	341.1198911564629	Fitness standard deviation:	40.86062773949155	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32752	Best fitness:	100.38503401360545	Average fitness:	339.7186054421769	Fitness standard deviation:	40.100954534672084	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32768	Best fitness:	100.38503401360545	Average fitness:	339.6447482993198	Fitness standard deviation:	39.68933647873757	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32784	Best fitness:	100.38503401360545	Average fitness:	339.3464625850341	Fitness standard deviation:	39.973489454683246	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32800	Best fitness:	100.38503401360545	Average fitness:	337.40974829932003	Fitness standard deviation:	38.737825808733184	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32816	Best fitness:	100.38503401360545	Average fitness:	339.1221768707486	Fitness standard deviation:	41.50739614446896	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32832	Best fitness:	100.38503401360545	Average fitness:	342.13346258503424	Fitness standard deviation:	40.04135522360423	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32848	Best fitness:	100.38503401360545	Average fitness:	340.8570340136056	Fitness standard deviation:	44.18909579781614	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32864	Best fitness:	100.38503401360545	Average fitness:	338.93603401360565	Fitness standard deviation:	42.30948129158836	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32880	Best fitness:	100.38503401360545	Average fitness:	339.48660544217717	Fitness standard deviation:	42.69428319973034	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32896	Best fitness:	100.38503401360545	Average fitness:	339.9196054421768	Fitness standard deviation:	37.79300686743028	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32912	Best fitness:	100.38503401360545	Average fitness:	337.81246258503415	Fitness standard deviation:	40.63907899486675	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32928	Best fitness:	100.38503401360545	Average fitness:	338.70160544217725	Fitness standard deviation:	41.8040551064958	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32944	Best fitness:	100.38503401360545	Average fitness:	339.9237482993197	Fitness standard deviation:	44.91964048391394	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32960	Best fitness:	100.38503401360545	Average fitness:	339.07331972789143	Fitness standard deviation:	39.97783806366845	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32976	Best fitness:	100.38503401360545	Average fitness:	339.96546258503423	Fitness standard deviation:	40.75848734225267	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	32992	Best fitness:	100.38503401360545	Average fitness:	338.7278911564628	Fitness standard deviation:	39.58226205496288	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33008	Best fitness:	100.38503401360545	Average fitness:	335.02389115646275	Fitness standard deviation:	40.42883220915388	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33024	Best fitness:	100.38503401360545	Average fitness:	340.4214625850342	Fitness standard deviation:	41.29413141459345	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33040	Best fitness:	100.38503401360545	Average fitness:	339.01731972789145	Fitness standard deviation:	38.322468638262485	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33056	Best fitness:	100.38503401360545	Average fitness:	340.7317482993198	Fitness standard deviation:	41.50993327665865	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33072	Best fitness:	100.38503401360545	Average fitness:	343.8181768707486	Fitness standard deviation:	40.71043775700953	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33088	Best fitness:	100.38503401360545	Average fitness:	337.9608911564626	Fitness standard deviation:	39.003377990546795	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33104	Best fitness:	100.38503401360545	Average fitness:	344.47203401360565	Fitness standard deviation:	39.038911336600286	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33120	Best fitness:	100.38503401360545	Average fitness:	337.51017687074835	Fitness standard deviation:	38.86638519915351	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33136	Best fitness:	100.38503401360545	Average fitness:	335.09474829932003	Fitness standard deviation:	43.140776528827146	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33152	Best fitness:	100.38503401360545	Average fitness:	345.4770340136058	Fitness standard deviation:	38.73356084844253	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33168	Best fitness:	100.38503401360545	Average fitness:	334.6767482993198	Fitness standard deviation:	37.977514033481256	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33184	Best fitness:	100.38503401360545	Average fitness:	338.01989115646285	Fitness standard deviation:	42.49416825871523	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33200	Best fitness:	100.38503401360545	Average fitness:	339.28274829931985	Fitness standard deviation:	43.14141164655074	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33216	Best fitness:	100.38503401360545	Average fitness:	334.47274829931996	Fitness standard deviation:	36.489523182996635	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33232	Best fitness:	100.38503401360545	Average fitness:	337.4184625850341	Fitness standard deviation:	41.92758491027314	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33248	Best fitness:	100.38503401360545	Average fitness:	338.71417687074825	Fitness standard deviation:	39.254535259622926	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33264	Best fitness:	100.38503401360545	Average fitness:	338.52374829931995	Fitness standard deviation:	36.325102738453246	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33280	Best fitness:	100.38503401360545	Average fitness:	340.5248911564628	Fitness standard deviation:	39.46250169438821	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33296	Best fitness:	100.38503401360545	Average fitness:	338.6978911564628	Fitness standard deviation:	41.27253084123648	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33312	Best fitness:	100.38503401360545	Average fitness:	337.4940340136056	Fitness standard deviation:	37.21673894601071	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33328	Best fitness:	100.38503401360545	Average fitness:	336.59674829932015	Fitness standard deviation:	42.14761689246838	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33344	Best fitness:	100.38503401360545	Average fitness:	335.26503401360577	Fitness standard deviation:	40.87649242110999	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33360	Best fitness:	100.38503401360545	Average fitness:	341.83631972789124	Fitness standard deviation:	43.41703157748122	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33376	Best fitness:	100.38503401360545	Average fitness:	335.6164625850342	Fitness standard deviation:	38.47219584402773	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33392	Best fitness:	100.38503401360545	Average fitness:	340.8083197278915	Fitness standard deviation:	39.62935667957198	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33408	Best fitness:	100.38503401360545	Average fitness:	334.21303401360564	Fitness standard deviation:	40.2832810774811	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33424	Best fitness:	100.38503401360545	Average fitness:	337.39474829932	Fitness standard deviation:	47.43551364339007	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33440	Best fitness:	100.38503401360545	Average fitness:	336.6303197278913	Fitness standard deviation:	39.12011438127554	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33456	Best fitness:	100.38503401360545	Average fitness:	343.67760544217725	Fitness standard deviation:	37.12015429682922	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33472	Best fitness:	100.38503401360545	Average fitness:	336.6196054421772	Fitness standard deviation:	41.36923993717545	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33488	Best fitness:	100.38503401360545	Average fitness:	342.5823197278913	Fitness standard deviation:	40.82260574205704	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33504	Best fitness:	100.38503401360545	Average fitness:	342.3446054421771	Fitness standard deviation:	39.790475250148155	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33520	Best fitness:	100.38503401360545	Average fitness:	339.3237482993199	Fitness standard deviation:	41.262611469533944	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33536	Best fitness:	100.38503401360545	Average fitness:	337.3817482993198	Fitness standard deviation:	43.140225858973736	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33552	Best fitness:	100.38503401360545	Average fitness:	336.5477482993197	Fitness standard deviation:	42.11606142772224	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33568	Best fitness:	100.38503401360545	Average fitness:	336.1568911564629	Fitness standard deviation:	38.57424619100265	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	33584	Best fitness:	100.38503401360545	Average fitness:	337.7186054421771	Fitness standard deviation:	44.336414658787184	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
