Generation:	16	Best fitness:	235.67074829931974	Average fitness:	333.62960544217685	Fitness standard deviation:	30.35365218788106	Best genome:	A9	E3	N5	N12	A7	A12	N3	E4	A11	A16	E5	A15	A13	N9	A8	N7	A14	A17	A6	N6	A10	
Generation:	28512	Best fitness:	99.29931972789116	Average fitness:	305.1713197278912	Fitness standard deviation:	60.33955300477727	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28528	Best fitness:	99.29931972789116	Average fitness:	311.1038911564626	Fitness standard deviation:	52.27739461053224	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28544	Best fitness:	99.29931972789116	Average fitness:	314.68560544217684	Fitness standard deviation:	53.97748199887408	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28560	Best fitness:	99.29931972789116	Average fitness:	315.95589115646266	Fitness standard deviation:	55.449965971171544	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28576	Best fitness:	99.29931972789116	Average fitness:	310.55360544217694	Fitness standard deviation:	53.7710126748756	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28592	Best fitness:	99.29931972789116	Average fitness:	319.7947482993198	Fitness standard deviation:	58.72052760981896	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28608	Best fitness:	99.29931972789116	Average fitness:	307.1530340136055	Fitness standard deviation:	58.121801913160375	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28624	Best fitness:	99.29931972789116	Average fitness:	312.6496054421769	Fitness standard deviation:	61.55999941918288	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28640	Best fitness:	99.29931972789116	Average fitness:	318.5810340136055	Fitness standard deviation:	51.610260334114784	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28656	Best fitness:	99.29931972789116	Average fitness:	305.33417687074837	Fitness standard deviation:	58.400350653126765	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28672	Best fitness:	99.29931972789116	Average fitness:	318.30731972789124	Fitness standard deviation:	51.063537225295946	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28688	Best fitness:	99.29931972789116	Average fitness:	308.8176054421769	Fitness standard deviation:	55.229452068952625	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28704	Best fitness:	99.29931972789116	Average fitness:	309.9227482993197	Fitness standard deviation:	62.027176319113934	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28720	Best fitness:	99.29931972789116	Average fitness:	318.5827482993198	Fitness standard deviation:	58.63545597005558	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28736	Best fitness:	99.29931972789116	Average fitness:	311.08617687074826	Fitness standard deviation:	50.433417237027285	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28752	Best fitness:	99.29931972789116	Average fitness:	308.95817687074845	Fitness standard deviation:	57.42687741922286	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28768	Best fitness:	99.29931972789116	Average fitness:	307.4307482993197	Fitness standard deviation:	61.72104142917584	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28784	Best fitness:	99.29931972789116	Average fitness:	310.60674829931975	Fitness standard deviation:	66.53260880660133	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28800	Best fitness:	99.29931972789116	Average fitness:	310.9393197278912	Fitness standard deviation:	61.98753844482761	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28816	Best fitness:	99.29931972789116	Average fitness:	312.4461768707484	Fitness standard deviation:	49.45120109888585	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28832	Best fitness:	99.29931972789116	Average fitness:	317.7690340136055	Fitness standard deviation:	57.01064967752131	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28848	Best fitness:	99.29931972789116	Average fitness:	314.4170340136054	Fitness standard deviation:	48.67100436395287	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28864	Best fitness:	99.29931972789116	Average fitness:	304.5998911564627	Fitness standard deviation:	52.33286905327225	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28880	Best fitness:	99.29931972789116	Average fitness:	313.0170340136055	Fitness standard deviation:	61.828920421513075	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28896	Best fitness:	99.29931972789116	Average fitness:	312.39017687074835	Fitness standard deviation:	51.464330009696404	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28912	Best fitness:	99.29931972789116	Average fitness:	309.43760544217696	Fitness standard deviation:	59.90524555001978	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28928	Best fitness:	99.29931972789116	Average fitness:	314.1416054421768	Fitness standard deviation:	50.80897566214787	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28944	Best fitness:	99.29931972789116	Average fitness:	303.2033197278912	Fitness standard deviation:	56.860559483848974	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28960	Best fitness:	99.29931972789116	Average fitness:	307.77074829931973	Fitness standard deviation:	53.527154352358615	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28976	Best fitness:	99.29931972789116	Average fitness:	307.56789115646257	Fitness standard deviation:	50.73583509971336	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	28992	Best fitness:	99.29931972789116	Average fitness:	310.9216054421769	Fitness standard deviation:	58.426102438927764	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29008	Best fitness:	99.29931972789116	Average fitness:	311.93017687074837	Fitness standard deviation:	66.73243212124316	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29024	Best fitness:	99.29931972789116	Average fitness:	307.8621768707483	Fitness standard deviation:	51.14080099617734	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29040	Best fitness:	99.29931972789116	Average fitness:	302.7358911564626	Fitness standard deviation:	55.79466437514159	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29056	Best fitness:	99.29931972789116	Average fitness:	310.26846258503406	Fitness standard deviation:	52.688929818205224	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29072	Best fitness:	99.29931972789116	Average fitness:	314.5078911564627	Fitness standard deviation:	61.19380981099048	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29088	Best fitness:	99.29931972789116	Average fitness:	319.10331972789123	Fitness standard deviation:	61.324425472320605	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29104	Best fitness:	99.29931972789116	Average fitness:	310.34674829931987	Fitness standard deviation:	59.3201721851988	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29120	Best fitness:	99.29931972789116	Average fitness:	326.1324625850341	Fitness standard deviation:	49.350352763456016	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29136	Best fitness:	99.29931972789116	Average fitness:	316.3044625850341	Fitness standard deviation:	56.95260806484419	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29152	Best fitness:	99.29931972789116	Average fitness:	310.6410340136055	Fitness standard deviation:	57.41132789025568	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29168	Best fitness:	99.29931972789116	Average fitness:	302.9890340136055	Fitness standard deviation:	53.56511384039704	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29184	Best fitness:	99.29931972789116	Average fitness:	307.8416054421769	Fitness standard deviation:	59.55207290622697	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29200	Best fitness:	99.29931972789116	Average fitness:	333.2593197278912	Fitness standard deviation:	53.43971770669667	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29216	Best fitness:	99.29931972789116	Average fitness:	299.9827482993197	Fitness standard deviation:	59.074912756808125	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29232	Best fitness:	99.29931972789116	Average fitness:	319.1341768707484	Fitness standard deviation:	61.814082614477	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29248	Best fitness:	99.29931972789116	Average fitness:	317.7661768707484	Fitness standard deviation:	62.101143729978354	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29264	Best fitness:	99.29931972789116	Average fitness:	307.1336054421768	Fitness standard deviation:	55.87717054177942	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29280	Best fitness:	99.29931972789116	Average fitness:	304.3627482993199	Fitness standard deviation:	58.40044738156847	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29296	Best fitness:	99.29931972789116	Average fitness:	311.29989115646265	Fitness standard deviation:	50.97911104500327	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29312	Best fitness:	99.29931972789116	Average fitness:	313.5238911564626	Fitness standard deviation:	58.58161528420093	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29328	Best fitness:	99.29931972789116	Average fitness:	308.65989115646255	Fitness standard deviation:	58.63798055659064	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29344	Best fitness:	99.29931972789116	Average fitness:	306.2021768707483	Fitness standard deviation:	63.931517442095654	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29360	Best fitness:	99.29931972789116	Average fitness:	317.18389115646255	Fitness standard deviation:	52.07518299927677	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29376	Best fitness:	99.29931972789116	Average fitness:	310.14446258503403	Fitness standard deviation:	55.62737986543927	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29392	Best fitness:	99.29931972789116	Average fitness:	306.10331972789106	Fitness standard deviation:	59.40195530623618	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29408	Best fitness:	99.29931972789116	Average fitness:	304.6513197278911	Fitness standard deviation:	49.695528954231044	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29424	Best fitness:	99.29931972789116	Average fitness:	310.2261768707483	Fitness standard deviation:	52.37618438697855	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29440	Best fitness:	99.29931972789116	Average fitness:	316.22960544217693	Fitness standard deviation:	58.34010659809898	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29456	Best fitness:	99.29931972789116	Average fitness:	318.23931972789126	Fitness standard deviation:	57.68131031091157	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29472	Best fitness:	99.29931972789116	Average fitness:	315.2827482993198	Fitness standard deviation:	57.89406937022909	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29488	Best fitness:	99.29931972789116	Average fitness:	318.5336054421769	Fitness standard deviation:	58.33069300924493	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29504	Best fitness:	99.29931972789116	Average fitness:	312.25989115646263	Fitness standard deviation:	55.60250585749399	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29520	Best fitness:	99.29931972789116	Average fitness:	315.7404625850341	Fitness standard deviation:	55.34291235634092	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29536	Best fitness:	99.29931972789116	Average fitness:	312.30331972789116	Fitness standard deviation:	54.88366680497199	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29552	Best fitness:	99.29931972789116	Average fitness:	312.5684625850341	Fitness standard deviation:	52.88710381442295	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29568	Best fitness:	99.29931972789116	Average fitness:	306.7798911564626	Fitness standard deviation:	49.54551309077919	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29584	Best fitness:	99.29931972789116	Average fitness:	313.5364625850342	Fitness standard deviation:	48.328268062051954	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29600	Best fitness:	99.29931972789116	Average fitness:	316.4616054421769	Fitness standard deviation:	52.591505309259574	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29616	Best fitness:	99.29931972789116	Average fitness:	318.1638911564627	Fitness standard deviation:	57.132889933586114	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29632	Best fitness:	99.29931972789116	Average fitness:	323.0616054421769	Fitness standard deviation:	59.19988567004957	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29648	Best fitness:	99.29931972789116	Average fitness:	316.06446258503405	Fitness standard deviation:	54.49047976463037	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29664	Best fitness:	99.29931972789116	Average fitness:	310.27303401360547	Fitness standard deviation:	50.68965255757987	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29680	Best fitness:	99.29931972789116	Average fitness:	299.33417687074837	Fitness standard deviation:	57.864444347746655	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29696	Best fitness:	99.29931972789116	Average fitness:	306.61303401360556	Fitness standard deviation:	56.14686354007457	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29712	Best fitness:	99.29931972789116	Average fitness:	317.0804625850341	Fitness standard deviation:	59.68884997849349	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29728	Best fitness:	99.29931972789116	Average fitness:	303.84846258503416	Fitness standard deviation:	70.0558376224251	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29744	Best fitness:	99.29931972789116	Average fitness:	312.59474829931963	Fitness standard deviation:	53.42933707931153	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29760	Best fitness:	99.29931972789116	Average fitness:	311.0901768707483	Fitness standard deviation:	53.70642265851926	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29776	Best fitness:	99.29931972789116	Average fitness:	315.4158911564625	Fitness standard deviation:	55.24068268357062	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29792	Best fitness:	99.29931972789116	Average fitness:	304.61360544217683	Fitness standard deviation:	55.67429861732083	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29808	Best fitness:	99.29931972789116	Average fitness:	305.9576054421769	Fitness standard deviation:	65.00319639487753	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29824	Best fitness:	99.29931972789116	Average fitness:	306.2078911564626	Fitness standard deviation:	56.730953434179305	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29840	Best fitness:	99.29931972789116	Average fitness:	314.9113197278912	Fitness standard deviation:	66.18918515520647	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29856	Best fitness:	99.29931972789116	Average fitness:	299.52160544217696	Fitness standard deviation:	57.522481650078994	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29872	Best fitness:	99.29931972789116	Average fitness:	330.03017687074833	Fitness standard deviation:	52.024913683302756	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29888	Best fitness:	99.29931972789116	Average fitness:	315.4896054421768	Fitness standard deviation:	61.464436735267284	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29904	Best fitness:	99.29931972789116	Average fitness:	321.6821768707483	Fitness standard deviation:	52.8845099808854	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29920	Best fitness:	99.29931972789116	Average fitness:	316.85417687074835	Fitness standard deviation:	52.925882126395805	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29936	Best fitness:	99.29931972789116	Average fitness:	312.9896054421769	Fitness standard deviation:	62.13879694059493	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29952	Best fitness:	99.29931972789116	Average fitness:	305.7661768707483	Fitness standard deviation:	61.527516488352504	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29968	Best fitness:	99.29931972789116	Average fitness:	299.404462585034	Fitness standard deviation:	60.467725090602286	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	29984	Best fitness:	99.29931972789116	Average fitness:	307.95589115646254	Fitness standard deviation:	56.440337432277886	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	30000	Best fitness:	99.29931972789116	Average fitness:	319.8387482993198	Fitness standard deviation:	57.47344448437	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	30016	Best fitness:	99.29931972789116	Average fitness:	319.28846258503404	Fitness standard deviation:	55.83585181071899	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	30032	Best fitness:	99.29931972789116	Average fitness:	314.85931972789115	Fitness standard deviation:	57.19996574852693	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	30048	Best fitness:	99.29931972789116	Average fitness:	313.02103401360546	Fitness standard deviation:	57.75530983558206	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	30064	Best fitness:	99.29931972789116	Average fitness:	305.15703401360554	Fitness standard deviation:	53.022610653284474	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	30080	Best fitness:	99.29931972789116	Average fitness:	321.49189115646266	Fitness standard deviation:	49.57219655559898	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	30096	Best fitness:	99.29931972789116	Average fitness:	316.44389115646254	Fitness standard deviation:	50.02744109353733	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	30112	Best fitness:	99.29931972789116	Average fitness:	308.6398911564627	Fitness standard deviation:	65.88752044110898	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	30128	Best fitness:	99.29931972789116	Average fitness:	307.0764625850341	Fitness standard deviation:	56.63582943252622	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	30144	Best fitness:	99.29931972789116	Average fitness:	309.6936054421769	Fitness standard deviation:	66.1007253657443	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	30160	Best fitness:	99.29931972789116	Average fitness:	305.0770340136054	Fitness standard deviation:	51.30794847600444	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	30176	Best fitness:	99.29931972789116	Average fitness:	308.13646258503417	Fitness standard deviation:	56.97111054503584	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	30192	Best fitness:	99.29931972789116	Average fitness:	313.4256054421769	Fitness standard deviation:	56.68699050694695	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	30208	Best fitness:	99.29931972789116	Average fitness:	302.48560544217696	Fitness standard deviation:	53.148246497847126	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	30224	Best fitness:	99.29931972789116	Average fitness:	321.34046258503395	Fitness standard deviation:	57.14043027989402	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
Generation:	30240	Best fitness:	99.29931972789116	Average fitness:	324.0993197278911	Fitness standard deviation:	54.203100446000164	Best genome:	N9	A9	N3	E4	A7	N5	A11	A15	A12	A10	N12	E3	N6	N7	A6	A14	A17	A13	A16	E5	A8	
