Generation:	16	Best fitness:	239.556462585034	Average fitness:	344.69189115646276	Fitness standard deviation:	30.86547774204861	Best genome:	N12	E3	A9	E4	N3	A16	E5	A8	A13	N9	A6	A7	N6	N5	A11	A17	A12	A14	A10	N7	A15	
Generation:	29136	Best fitness:	128.81360544217688	Average fitness:	341.14317687074845	Fitness standard deviation:	39.89703112861345	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29152	Best fitness:	128.81360544217688	Average fitness:	341.279605442177	Fitness standard deviation:	40.60938841787043	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29168	Best fitness:	128.81360544217688	Average fitness:	337.2421768707485	Fitness standard deviation:	39.12145295912017	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29184	Best fitness:	128.81360544217688	Average fitness:	343.1878911564628	Fitness standard deviation:	43.238390160521334	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29200	Best fitness:	128.81360544217688	Average fitness:	341.12360544217705	Fitness standard deviation:	38.987320047546184	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29216	Best fitness:	128.81360544217688	Average fitness:	337.59289115646266	Fitness standard deviation:	41.947262218803516	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29232	Best fitness:	128.81360544217688	Average fitness:	342.4074625850342	Fitness standard deviation:	39.46280593243751	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29248	Best fitness:	128.81360544217688	Average fitness:	339.96589115646304	Fitness standard deviation:	38.47535581355411	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29264	Best fitness:	128.81360544217688	Average fitness:	339.98746258503417	Fitness standard deviation:	36.12000460793923	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29280	Best fitness:	128.81360544217688	Average fitness:	340.7213197278915	Fitness standard deviation:	38.38223140241551	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29296	Best fitness:	128.81360544217688	Average fitness:	337.96103401360546	Fitness standard deviation:	41.879491102691404	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29312	Best fitness:	128.81360544217688	Average fitness:	342.1144625850342	Fitness standard deviation:	39.54446403733396	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29328	Best fitness:	128.81360544217688	Average fitness:	334.7430340136055	Fitness standard deviation:	38.27647200917802	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29344	Best fitness:	128.81360544217688	Average fitness:	344.48231972789114	Fitness standard deviation:	37.65619358195452	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29360	Best fitness:	128.81360544217688	Average fitness:	342.1317482993199	Fitness standard deviation:	38.312816811887174	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29376	Best fitness:	128.81360544217688	Average fitness:	336.76060544217694	Fitness standard deviation:	38.995852463657556	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29392	Best fitness:	128.81360544217688	Average fitness:	341.2297482993201	Fitness standard deviation:	39.59217955941939	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29408	Best fitness:	128.81360544217688	Average fitness:	341.1560340136054	Fitness standard deviation:	36.674300235662436	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29424	Best fitness:	128.81360544217688	Average fitness:	333.9540340136055	Fitness standard deviation:	41.399093135833155	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29440	Best fitness:	128.81360544217688	Average fitness:	339.97189115646273	Fitness standard deviation:	38.969554923539675	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29456	Best fitness:	128.81360544217688	Average fitness:	334.5851768707486	Fitness standard deviation:	37.93158142455106	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29472	Best fitness:	128.81360544217688	Average fitness:	344.1388911564627	Fitness standard deviation:	37.47109609105805	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29488	Best fitness:	128.81360544217688	Average fitness:	341.9547482993198	Fitness standard deviation:	36.87736849702411	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29504	Best fitness:	128.81360544217688	Average fitness:	336.9907482993199	Fitness standard deviation:	36.95292659145509	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29520	Best fitness:	128.81360544217688	Average fitness:	338.8347482993198	Fitness standard deviation:	42.06706804858265	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29536	Best fitness:	128.81360544217688	Average fitness:	339.7017482993201	Fitness standard deviation:	39.94832169624825	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29552	Best fitness:	128.81360544217688	Average fitness:	343.45017687074846	Fitness standard deviation:	37.08711247199226	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29568	Best fitness:	128.81360544217688	Average fitness:	339.9741768707484	Fitness standard deviation:	44.42513717181628	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29584	Best fitness:	128.81360544217688	Average fitness:	334.41003401360564	Fitness standard deviation:	39.85926517007005	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29600	Best fitness:	128.81360544217688	Average fitness:	340.64746258503413	Fitness standard deviation:	39.56533672320264	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29616	Best fitness:	128.81360544217688	Average fitness:	337.84717687074846	Fitness standard deviation:	42.49136924969923	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29632	Best fitness:	128.81360544217688	Average fitness:	336.68489115646275	Fitness standard deviation:	38.061743179433364	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29648	Best fitness:	128.81360544217688	Average fitness:	339.04103401360555	Fitness standard deviation:	39.72709308802357	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29664	Best fitness:	128.81360544217688	Average fitness:	340.1913197278913	Fitness standard deviation:	36.80428359718527	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29680	Best fitness:	128.81360544217688	Average fitness:	340.04431972789143	Fitness standard deviation:	36.877119274970596	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29696	Best fitness:	128.81360544217688	Average fitness:	339.79703401360575	Fitness standard deviation:	37.928570283561996	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29712	Best fitness:	128.81360544217688	Average fitness:	341.8467482993201	Fitness standard deviation:	39.26906456949625	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29728	Best fitness:	128.81360544217688	Average fitness:	340.1763197278913	Fitness standard deviation:	38.09633076739511	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29744	Best fitness:	128.81360544217688	Average fitness:	339.4337482993198	Fitness standard deviation:	37.54835073934536	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29760	Best fitness:	128.81360544217688	Average fitness:	337.8851768707484	Fitness standard deviation:	37.355493325778	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29776	Best fitness:	128.81360544217688	Average fitness:	343.1088911564628	Fitness standard deviation:	37.05480984808248	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29792	Best fitness:	128.81360544217688	Average fitness:	344.189891156463	Fitness standard deviation:	39.9416785141863	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29808	Best fitness:	128.81360544217688	Average fitness:	340.54431972789126	Fitness standard deviation:	42.731616115194235	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29824	Best fitness:	128.81360544217688	Average fitness:	342.2976054421773	Fitness standard deviation:	39.40414529524755	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29840	Best fitness:	128.81360544217688	Average fitness:	340.5344625850342	Fitness standard deviation:	40.459581616366584	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29856	Best fitness:	128.81360544217688	Average fitness:	343.12174829931996	Fitness standard deviation:	42.88262032024876	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29872	Best fitness:	128.81360544217688	Average fitness:	341.6691768707484	Fitness standard deviation:	35.87572531557192	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29888	Best fitness:	128.81360544217688	Average fitness:	338.23303401360573	Fitness standard deviation:	39.614271779916145	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29904	Best fitness:	128.81360544217688	Average fitness:	338.8594625850341	Fitness standard deviation:	36.719251681661824	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29920	Best fitness:	128.81360544217688	Average fitness:	342.75374829932	Fitness standard deviation:	40.58101421947993	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29936	Best fitness:	128.81360544217688	Average fitness:	339.68531972789134	Fitness standard deviation:	35.692453211356856	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29952	Best fitness:	128.81360544217688	Average fitness:	342.21217687074824	Fitness standard deviation:	36.92714025963968	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29968	Best fitness:	128.81360544217688	Average fitness:	342.9693197278914	Fitness standard deviation:	34.086284482118586	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	29984	Best fitness:	128.81360544217688	Average fitness:	337.59503401360564	Fitness standard deviation:	40.92489155733454	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30000	Best fitness:	128.81360544217688	Average fitness:	338.9124625850343	Fitness standard deviation:	40.83349453873496	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30016	Best fitness:	128.81360544217688	Average fitness:	337.2633197278914	Fitness standard deviation:	40.9150876058688	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30032	Best fitness:	128.81360544217688	Average fitness:	337.0263197278914	Fitness standard deviation:	40.06393621807168	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30048	Best fitness:	128.81360544217688	Average fitness:	339.21031972789126	Fitness standard deviation:	38.515862428249434	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30064	Best fitness:	128.81360544217688	Average fitness:	339.9686054421772	Fitness standard deviation:	38.63836482337845	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30080	Best fitness:	128.81360544217688	Average fitness:	336.5734625850344	Fitness standard deviation:	38.285697558365214	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30096	Best fitness:	128.81360544217688	Average fitness:	341.3864625850344	Fitness standard deviation:	38.47286504665279	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30112	Best fitness:	128.81360544217688	Average fitness:	339.0103197278914	Fitness standard deviation:	39.92434766083045	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30128	Best fitness:	128.81360544217688	Average fitness:	336.1710340136054	Fitness standard deviation:	41.331260985024954	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30144	Best fitness:	128.81360544217688	Average fitness:	335.8473197278913	Fitness standard deviation:	39.223026531435764	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30160	Best fitness:	128.81360544217688	Average fitness:	343.88560544217705	Fitness standard deviation:	35.44039813661287	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30176	Best fitness:	128.81360544217688	Average fitness:	343.187605442177	Fitness standard deviation:	40.38754811036871	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30192	Best fitness:	128.81360544217688	Average fitness:	336.00689115646276	Fitness standard deviation:	40.93852364440704	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30208	Best fitness:	128.81360544217688	Average fitness:	336.4233197278913	Fitness standard deviation:	39.26960942000823	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30224	Best fitness:	128.81360544217688	Average fitness:	338.7124625850341	Fitness standard deviation:	38.108660951418955	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30240	Best fitness:	128.81360544217688	Average fitness:	337.3470340136056	Fitness standard deviation:	38.830193712562156	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30256	Best fitness:	128.81360544217688	Average fitness:	342.7068911564627	Fitness standard deviation:	42.54050463393922	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30272	Best fitness:	128.81360544217688	Average fitness:	341.46703401360566	Fitness standard deviation:	35.75580721322604	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30288	Best fitness:	128.81360544217688	Average fitness:	340.2683197278912	Fitness standard deviation:	37.063326698217146	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30304	Best fitness:	128.81360544217688	Average fitness:	342.637605442177	Fitness standard deviation:	39.65520502058324	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30320	Best fitness:	128.81360544217688	Average fitness:	342.6604625850343	Fitness standard deviation:	35.34784928826821	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30336	Best fitness:	128.81360544217688	Average fitness:	340.7643197278913	Fitness standard deviation:	36.086868315163045	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30352	Best fitness:	128.81360544217688	Average fitness:	339.07889115646276	Fitness standard deviation:	38.09214996289811	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30368	Best fitness:	128.81360544217688	Average fitness:	333.7513197278913	Fitness standard deviation:	39.95301503373324	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30384	Best fitness:	128.81360544217688	Average fitness:	340.7727482993199	Fitness standard deviation:	39.25815350227471	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30400	Best fitness:	128.81360544217688	Average fitness:	338.3956054421768	Fitness standard deviation:	39.6089093574892	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30416	Best fitness:	128.81360544217688	Average fitness:	339.22031972789125	Fitness standard deviation:	39.40309062544122	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30432	Best fitness:	128.81360544217688	Average fitness:	340.20931972789117	Fitness standard deviation:	40.907749852065734	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30448	Best fitness:	128.81360544217688	Average fitness:	336.2051768707484	Fitness standard deviation:	38.13591994673361	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30464	Best fitness:	128.81360544217688	Average fitness:	340.31589115646284	Fitness standard deviation:	42.28021550733793	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30480	Best fitness:	128.81360544217688	Average fitness:	339.99274829932	Fitness standard deviation:	37.57857104407093	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30496	Best fitness:	128.81360544217688	Average fitness:	338.10374829932	Fitness standard deviation:	38.35778420293832	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30512	Best fitness:	128.81360544217688	Average fitness:	340.69931972789146	Fitness standard deviation:	36.7829906342592	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30528	Best fitness:	128.81360544217688	Average fitness:	339.7447482993199	Fitness standard deviation:	40.106208913181455	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30544	Best fitness:	128.81360544217688	Average fitness:	337.6410340136057	Fitness standard deviation:	41.32287372111756	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30560	Best fitness:	128.81360544217688	Average fitness:	340.91331972789123	Fitness standard deviation:	36.84654775621484	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30576	Best fitness:	128.81360544217688	Average fitness:	339.79560544217696	Fitness standard deviation:	39.73575897483427	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30592	Best fitness:	128.81360544217688	Average fitness:	340.52374829931995	Fitness standard deviation:	38.57715337383736	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30608	Best fitness:	128.81360544217688	Average fitness:	339.92703401360546	Fitness standard deviation:	39.74777374435772	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30624	Best fitness:	128.81360544217688	Average fitness:	341.06974829932005	Fitness standard deviation:	37.750351302865994	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30640	Best fitness:	128.81360544217688	Average fitness:	336.0366054421769	Fitness standard deviation:	37.47026529401789	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30656	Best fitness:	128.81360544217688	Average fitness:	336.35217687074817	Fitness standard deviation:	36.93207153901965	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30672	Best fitness:	128.81360544217688	Average fitness:	340.8890340136055	Fitness standard deviation:	39.138367942780775	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30688	Best fitness:	128.81360544217688	Average fitness:	339.7491768707485	Fitness standard deviation:	40.06346281889294	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30704	Best fitness:	128.81360544217688	Average fitness:	336.24303401360555	Fitness standard deviation:	38.822247241729315	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30720	Best fitness:	128.81360544217688	Average fitness:	337.4098911564629	Fitness standard deviation:	37.212603341187666	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30736	Best fitness:	128.81360544217688	Average fitness:	340.78303401360563	Fitness standard deviation:	37.64109798112283	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30752	Best fitness:	128.81360544217688	Average fitness:	341.69374829931985	Fitness standard deviation:	39.513007901816074	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30768	Best fitness:	128.81360544217688	Average fitness:	346.9790340136057	Fitness standard deviation:	41.57868651320367	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30784	Best fitness:	128.81360544217688	Average fitness:	337.8626054421771	Fitness standard deviation:	39.83325483608808	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30800	Best fitness:	128.81360544217688	Average fitness:	341.39117687074855	Fitness standard deviation:	40.53919180829076	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30816	Best fitness:	128.81360544217688	Average fitness:	340.57917687074837	Fitness standard deviation:	40.96774144571879	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30832	Best fitness:	128.81360544217688	Average fitness:	337.36303401360567	Fitness standard deviation:	34.76260220291869	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30848	Best fitness:	128.81360544217688	Average fitness:	335.4844625850341	Fitness standard deviation:	37.69007609979267	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	30864	Best fitness:	128.81360544217688	Average fitness:	340.6601768707484	Fitness standard deviation:	38.6714536186525	Best genome:	N3	A11	A15	A17	A12	A9	E4	N5	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
