Generation:	16	Best fitness:	246.47074829931972	Average fitness:	274.9821768707483	Fitness standard deviation:	17.897989626018383	Best genome:	A8	A16	A15	A9	N3	A12	N9	N6	E5	A7	A17	N7	E3	A10	N12	A11	N5	E4	A6	A14	A13	
Generation:	25648	Best fitness:	95.32789115646258	Average fitness:	163.21646258503398	Fitness standard deviation:	27.743764734308375	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25664	Best fitness:	95.32789115646258	Average fitness:	176.48503401360543	Fitness standard deviation:	50.15581802376124	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25680	Best fitness:	95.32789115646258	Average fitness:	185.14503401360543	Fitness standard deviation:	46.7570956308958	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25696	Best fitness:	95.32789115646258	Average fitness:	201.47074829931972	Fitness standard deviation:	46.43029447352191	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25712	Best fitness:	95.32789115646258	Average fitness:	163.39646258503402	Fitness standard deviation:	41.041546297002256	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25728	Best fitness:	95.32789115646258	Average fitness:	169.89646258503402	Fitness standard deviation:	56.911549633028386	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25744	Best fitness:	95.32789115646258	Average fitness:	208.05931972789116	Fitness standard deviation:	62.31505233038624	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25760	Best fitness:	95.32789115646258	Average fitness:	189.52503401360542	Fitness standard deviation:	51.61729887215276	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25776	Best fitness:	95.32789115646258	Average fitness:	172.89360544217686	Fitness standard deviation:	35.35741656459715	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25792	Best fitness:	95.32789115646258	Average fitness:	163.5507482993197	Fitness standard deviation:	37.20096070736642	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25808	Best fitness:	95.32789115646258	Average fitness:	205.11931972789117	Fitness standard deviation:	44.47385849907695	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25824	Best fitness:	95.32789115646258	Average fitness:	196.4250340136054	Fitness standard deviation:	66.67909405258494	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25840	Best fitness:	95.32789115646258	Average fitness:	192.83646258503398	Fitness standard deviation:	57.24121363821272	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25856	Best fitness:	95.32789115646258	Average fitness:	141.27074829931973	Fitness standard deviation:	36.198791275343964	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25872	Best fitness:	95.32789115646258	Average fitness:	196.98503401360543	Fitness standard deviation:	42.02784111242723	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25888	Best fitness:	95.32789115646258	Average fitness:	179.5021768707483	Fitness standard deviation:	72.7463330445499	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25904	Best fitness:	95.32789115646258	Average fitness:	218.19360544217687	Fitness standard deviation:	53.93457722470959	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25920	Best fitness:	95.32789115646258	Average fitness:	182.69931972789115	Fitness standard deviation:	37.73055709601318	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25936	Best fitness:	95.32789115646258	Average fitness:	189.57360544217684	Fitness standard deviation:	79.07907300768707	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25952	Best fitness:	95.32789115646258	Average fitness:	163.34217687074826	Fitness standard deviation:	34.652295621455366	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25968	Best fitness:	95.32789115646258	Average fitness:	169.14789115646255	Fitness standard deviation:	51.96811432140336	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	25984	Best fitness:	95.32789115646258	Average fitness:	168.2307482993197	Fitness standard deviation:	54.337500411966026	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26000	Best fitness:	95.32789115646258	Average fitness:	180.01360544217684	Fitness standard deviation:	51.678093096808915	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26016	Best fitness:	95.32789115646258	Average fitness:	195.66789115646256	Fitness standard deviation:	52.96982961063394	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26032	Best fitness:	95.32789115646258	Average fitness:	180.41931972789115	Fitness standard deviation:	42.66655488930937	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26048	Best fitness:	95.32789115646258	Average fitness:	175.88789115646256	Fitness standard deviation:	50.497083690293344	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26064	Best fitness:	95.32789115646258	Average fitness:	166.68503401360545	Fitness standard deviation:	40.551895197162274	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26080	Best fitness:	95.32789115646258	Average fitness:	181.32789115646256	Fitness standard deviation:	49.88657011211555	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26096	Best fitness:	95.32789115646258	Average fitness:	178.76789115646255	Fitness standard deviation:	45.149726782910086	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26112	Best fitness:	95.32789115646258	Average fitness:	190.09074829931973	Fitness standard deviation:	68.93681585039911	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26128	Best fitness:	95.32789115646258	Average fitness:	174.73360544217687	Fitness standard deviation:	44.289468596624964	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26144	Best fitness:	95.32789115646258	Average fitness:	150.32217687074828	Fitness standard deviation:	50.555931120181846	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26160	Best fitness:	95.32789115646258	Average fitness:	209.89931972789117	Fitness standard deviation:	65.03717618189066	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26176	Best fitness:	95.32789115646258	Average fitness:	190.49360544217686	Fitness standard deviation:	52.435754743401986	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26192	Best fitness:	95.32789115646258	Average fitness:	171.53074829931973	Fitness standard deviation:	52.849129045011956	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26208	Best fitness:	95.32789115646258	Average fitness:	160.65931972789116	Fitness standard deviation:	38.2631131583857	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26224	Best fitness:	95.32789115646258	Average fitness:	170.06789115646257	Fitness standard deviation:	52.02036563516568	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26240	Best fitness:	95.32789115646258	Average fitness:	173.71360544217686	Fitness standard deviation:	53.705768701664944	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26256	Best fitness:	95.32789115646258	Average fitness:	167.00503401360544	Fitness standard deviation:	42.02737504366915	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26272	Best fitness:	95.32789115646258	Average fitness:	160.21074829931973	Fitness standard deviation:	55.38067953091694	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26288	Best fitness:	95.32789115646258	Average fitness:	152.70503401360543	Fitness standard deviation:	32.28440654747194	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26304	Best fitness:	95.32789115646258	Average fitness:	184.0507482993197	Fitness standard deviation:	50.58134051370392	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26320	Best fitness:	95.32789115646258	Average fitness:	171.86503401360542	Fitness standard deviation:	50.15393088954713	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26336	Best fitness:	95.32789115646258	Average fitness:	204.6621768707483	Fitness standard deviation:	44.95180920742132	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26352	Best fitness:	95.32789115646258	Average fitness:	195.87074829931973	Fitness standard deviation:	60.39990674408263	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26368	Best fitness:	95.32789115646258	Average fitness:	177.40789115646254	Fitness standard deviation:	40.46016292198376	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26384	Best fitness:	95.32789115646258	Average fitness:	136.58503401360545	Fitness standard deviation:	55.769083674358065	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26400	Best fitness:	95.32789115646258	Average fitness:	189.18789115646257	Fitness standard deviation:	42.84213346695049	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26416	Best fitness:	95.32789115646258	Average fitness:	188.5450340136054	Fitness standard deviation:	58.486896770794324	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26432	Best fitness:	95.32789115646258	Average fitness:	151.43360544217686	Fitness standard deviation:	31.923239695448537	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26448	Best fitness:	95.32789115646258	Average fitness:	187.95931972789117	Fitness standard deviation:	42.621764010267555	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26464	Best fitness:	95.32789115646258	Average fitness:	188.50503401360547	Fitness standard deviation:	45.77060958782192	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26480	Best fitness:	95.32789115646258	Average fitness:	186.6278911564626	Fitness standard deviation:	82.8150319096967	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26496	Best fitness:	95.32789115646258	Average fitness:	168.4307482993197	Fitness standard deviation:	47.632479400904074	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26512	Best fitness:	95.32789115646258	Average fitness:	188.576462585034	Fitness standard deviation:	52.960823487647886	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26528	Best fitness:	95.32789115646258	Average fitness:	180.45360544217684	Fitness standard deviation:	42.07587354641466	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26544	Best fitness:	95.32789115646258	Average fitness:	175.78503401360544	Fitness standard deviation:	40.028075861111	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26560	Best fitness:	95.32789115646258	Average fitness:	203.18789115646257	Fitness standard deviation:	49.16158355829462	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26576	Best fitness:	95.32789115646258	Average fitness:	189.19931972789115	Fitness standard deviation:	50.70277897628854	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26592	Best fitness:	95.32789115646258	Average fitness:	155.59074829931973	Fitness standard deviation:	37.687366583511775	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26608	Best fitness:	95.32789115646258	Average fitness:	202.5678911564626	Fitness standard deviation:	44.11056275926182	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26624	Best fitness:	95.32789115646258	Average fitness:	194.90789115646257	Fitness standard deviation:	49.633045361298706	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26640	Best fitness:	95.32789115646258	Average fitness:	186.74503401360545	Fitness standard deviation:	50.596313812654095	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26656	Best fitness:	95.32789115646258	Average fitness:	175.24789115646257	Fitness standard deviation:	48.34980159510186	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26672	Best fitness:	95.32789115646258	Average fitness:	192.01646258503402	Fitness standard deviation:	44.367030321983876	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26688	Best fitness:	95.32789115646258	Average fitness:	220.90789115646257	Fitness standard deviation:	57.82536841778928	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26704	Best fitness:	95.32789115646258	Average fitness:	170.97646258503403	Fitness standard deviation:	44.937782022049376	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26720	Best fitness:	95.32789115646258	Average fitness:	208.12217687074832	Fitness standard deviation:	65.47665831174855	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26736	Best fitness:	95.32789115646258	Average fitness:	194.41360544217687	Fitness standard deviation:	68.55441693744214	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26752	Best fitness:	95.32789115646258	Average fitness:	196.05931972789114	Fitness standard deviation:	53.515625335989874	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26768	Best fitness:	95.32789115646258	Average fitness:	155.06789115646257	Fitness standard deviation:	48.12981502018838	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26784	Best fitness:	95.32789115646258	Average fitness:	117.61360544217686	Fitness standard deviation:	25.515296732488505	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26800	Best fitness:	95.32789115646258	Average fitness:	190.22217687074829	Fitness standard deviation:	39.52720385883575	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26816	Best fitness:	95.32789115646258	Average fitness:	183.36789115646258	Fitness standard deviation:	53.92611301870479	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26832	Best fitness:	95.32789115646258	Average fitness:	182.29360544217687	Fitness standard deviation:	55.1781542101656	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26848	Best fitness:	95.32789115646258	Average fitness:	188.60503401360543	Fitness standard deviation:	44.77906772279263	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26864	Best fitness:	95.32789115646258	Average fitness:	159.11360544217686	Fitness standard deviation:	33.16547319494926	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26880	Best fitness:	95.32789115646258	Average fitness:	156.8707482993197	Fitness standard deviation:	34.029053612992506	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26896	Best fitness:	95.32789115646258	Average fitness:	161.2707482993197	Fitness standard deviation:	33.656340034082675	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26912	Best fitness:	95.32789115646258	Average fitness:	203.97074829931972	Fitness standard deviation:	48.82524313658806	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26928	Best fitness:	95.32789115646258	Average fitness:	182.87074829931973	Fitness standard deviation:	41.792132840367685	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26944	Best fitness:	95.32789115646258	Average fitness:	166.96503401360545	Fitness standard deviation:	77.04729853956529	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26960	Best fitness:	95.32789115646258	Average fitness:	191.79646258503402	Fitness standard deviation:	65.88701175776107	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26976	Best fitness:	95.32789115646258	Average fitness:	179.796462585034	Fitness standard deviation:	56.502106444388964	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	26992	Best fitness:	95.32789115646258	Average fitness:	198.88503401360543	Fitness standard deviation:	58.17783749427444	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27008	Best fitness:	95.32789115646258	Average fitness:	212.89931972789117	Fitness standard deviation:	56.113609248177426	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27024	Best fitness:	95.32789115646258	Average fitness:	175.11360544217683	Fitness standard deviation:	43.29588423668853	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27040	Best fitness:	95.32789115646258	Average fitness:	169.27931972789114	Fitness standard deviation:	46.28811819154334	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27056	Best fitness:	95.32789115646258	Average fitness:	198.616462585034	Fitness standard deviation:	56.34710278121435	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27072	Best fitness:	95.32789115646258	Average fitness:	156.46503401360545	Fitness standard deviation:	47.96324238839742	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27088	Best fitness:	95.32789115646258	Average fitness:	178.6821768707483	Fitness standard deviation:	40.24348384318553	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27104	Best fitness:	95.32789115646258	Average fitness:	168.71074829931973	Fitness standard deviation:	48.098409664404684	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27120	Best fitness:	95.32789115646258	Average fitness:	160.87931972789116	Fitness standard deviation:	35.59965615518424	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27136	Best fitness:	95.32789115646258	Average fitness:	171.7936054421769	Fitness standard deviation:	57.96574083201285	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27152	Best fitness:	95.32789115646258	Average fitness:	171.41360544217684	Fitness standard deviation:	45.122259315267954	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27168	Best fitness:	95.32789115646258	Average fitness:	181.30789115646257	Fitness standard deviation:	53.33563506087594	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27184	Best fitness:	95.32789115646258	Average fitness:	167.37360544217682	Fitness standard deviation:	41.45754691148968	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27200	Best fitness:	95.32789115646258	Average fitness:	167.51074829931972	Fitness standard deviation:	36.91500485809895	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27216	Best fitness:	95.32789115646258	Average fitness:	198.20503401360543	Fitness standard deviation:	42.103528476887554	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27232	Best fitness:	95.32789115646258	Average fitness:	177.77931972789116	Fitness standard deviation:	34.45930294105894	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27248	Best fitness:	95.32789115646258	Average fitness:	197.096462585034	Fitness standard deviation:	54.825853353307394	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27264	Best fitness:	95.32789115646258	Average fitness:	160.52789115646257	Fitness standard deviation:	45.68087707796605	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27280	Best fitness:	95.32789115646258	Average fitness:	196.2650340136054	Fitness standard deviation:	62.56806096612891	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27296	Best fitness:	95.32789115646258	Average fitness:	169.42503401360543	Fitness standard deviation:	41.79640879017122	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27312	Best fitness:	95.32789115646258	Average fitness:	223.9021768707483	Fitness standard deviation:	64.60274518713803	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27328	Best fitness:	95.32789115646258	Average fitness:	187.18503401360545	Fitness standard deviation:	64.57233754101057	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27344	Best fitness:	95.32789115646258	Average fitness:	184.49646258503404	Fitness standard deviation:	52.79346658712339	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27360	Best fitness:	95.32789115646258	Average fitness:	165.28503401360544	Fitness standard deviation:	29.17256538990994	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	27376	Best fitness:	95.32789115646258	Average fitness:	186.27931972789116	Fitness standard deviation:	52.18433113805838	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
