Generation:	16	Best fitness:	235.29931972789115	Average fitness:	338.4461768707482	Fitness standard deviation:	35.81322296445882	Best genome:	N9	N5	E3	N12	A15	A12	A13	A9	A11	A10	A8	A16	E4	A7	A14	N3	E5	N6	A6	A17	N7	
Generation:	26576	Best fitness:	113.87074829931973	Average fitness:	309.3313197278912	Fitness standard deviation:	59.77916028660347	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26592	Best fitness:	113.87074829931973	Average fitness:	324.97874829931976	Fitness standard deviation:	61.68475147531543	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26608	Best fitness:	113.87074829931973	Average fitness:	324.88560544217694	Fitness standard deviation:	55.62865837251992	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26624	Best fitness:	113.87074829931973	Average fitness:	318.6467482993197	Fitness standard deviation:	49.26474630079437	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26640	Best fitness:	113.87074829931973	Average fitness:	321.51989115646256	Fitness standard deviation:	52.137568746303366	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26656	Best fitness:	113.87074829931973	Average fitness:	315.9901768707483	Fitness standard deviation:	51.728505602988065	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26672	Best fitness:	113.87074829931973	Average fitness:	310.27589115646254	Fitness standard deviation:	49.9443065137845	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26688	Best fitness:	113.87074829931973	Average fitness:	324.11989115646264	Fitness standard deviation:	57.3155741316513	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26704	Best fitness:	113.87074829931973	Average fitness:	320.07874829931967	Fitness standard deviation:	48.55492594947688	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26720	Best fitness:	113.87074829931973	Average fitness:	326.41303401360545	Fitness standard deviation:	51.30311857171719	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26736	Best fitness:	113.87074829931973	Average fitness:	318.5010340136055	Fitness standard deviation:	49.477266982743025	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26752	Best fitness:	113.87074829931973	Average fitness:	324.6021768707483	Fitness standard deviation:	56.11970151345412	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26768	Best fitness:	113.87074829931973	Average fitness:	320.30103401360543	Fitness standard deviation:	55.72744823565083	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26784	Best fitness:	113.87074829931973	Average fitness:	322.3450340136055	Fitness standard deviation:	50.2715655419723	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26800	Best fitness:	113.87074829931973	Average fitness:	327.1067482993197	Fitness standard deviation:	48.31521019982279	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26816	Best fitness:	113.87074829931973	Average fitness:	329.42046258503416	Fitness standard deviation:	57.57716626778859	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26832	Best fitness:	113.87074829931973	Average fitness:	314.60274829931967	Fitness standard deviation:	49.916323415761894	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26848	Best fitness:	113.87074829931973	Average fitness:	310.73531972789107	Fitness standard deviation:	50.8945620959526	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26864	Best fitness:	113.87074829931973	Average fitness:	322.7170340136055	Fitness standard deviation:	49.068544440924875	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26880	Best fitness:	113.87074829931973	Average fitness:	317.80046258503404	Fitness standard deviation:	52.821500016565224	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26896	Best fitness:	113.87074829931973	Average fitness:	314.41931972789115	Fitness standard deviation:	52.38139099383463	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26912	Best fitness:	113.87074829931973	Average fitness:	318.55360544217694	Fitness standard deviation:	51.10307319326224	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26928	Best fitness:	113.87074829931973	Average fitness:	320.9518911564626	Fitness standard deviation:	48.63689214023882	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26944	Best fitness:	113.87074829931973	Average fitness:	321.78217687074834	Fitness standard deviation:	46.887259050028604	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26960	Best fitness:	113.87074829931973	Average fitness:	314.55989115646264	Fitness standard deviation:	47.96096393645864	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26976	Best fitness:	113.87074829931973	Average fitness:	321.0541768707483	Fitness standard deviation:	53.6804887869714	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	26992	Best fitness:	113.87074829931973	Average fitness:	319.19360544217693	Fitness standard deviation:	49.475487313395504	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27008	Best fitness:	113.87074829931973	Average fitness:	318.3136054421768	Fitness standard deviation:	48.63265091164451	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27024	Best fitness:	113.87074829931973	Average fitness:	308.2433197278911	Fitness standard deviation:	57.24037363787977	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27040	Best fitness:	113.87074829931973	Average fitness:	323.1793197278912	Fitness standard deviation:	57.76410523033508	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27056	Best fitness:	113.87074829931973	Average fitness:	306.11474829931973	Fitness standard deviation:	61.25533638327824	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27072	Best fitness:	113.87074829931973	Average fitness:	316.3130340136055	Fitness standard deviation:	54.300708978721794	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27088	Best fitness:	113.87074829931973	Average fitness:	319.4707482993197	Fitness standard deviation:	59.50200572849865	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27104	Best fitness:	113.87074829931973	Average fitness:	314.96046258503407	Fitness standard deviation:	52.458817592314006	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27120	Best fitness:	113.87074829931973	Average fitness:	326.77989115646267	Fitness standard deviation:	46.140270848350944	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27136	Best fitness:	113.87074829931973	Average fitness:	322.50103401360536	Fitness standard deviation:	49.407282751614254	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27152	Best fitness:	113.87074829931973	Average fitness:	317.55474829931967	Fitness standard deviation:	48.29513937092576	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27168	Best fitness:	113.87074829931973	Average fitness:	316.2107482993198	Fitness standard deviation:	46.696112236022216	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27184	Best fitness:	113.87074829931973	Average fitness:	317.1798911564626	Fitness standard deviation:	59.93466257210975	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27200	Best fitness:	113.87074829931973	Average fitness:	315.4781768707482	Fitness standard deviation:	53.782023188847354	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27216	Best fitness:	113.87074829931973	Average fitness:	318.068462585034	Fitness standard deviation:	51.197122317089466	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27232	Best fitness:	113.87074829931973	Average fitness:	321.4530340136054	Fitness standard deviation:	59.45530274903655	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27248	Best fitness:	113.87074829931973	Average fitness:	312.14903401360544	Fitness standard deviation:	58.76688108248783	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27264	Best fitness:	113.87074829931973	Average fitness:	320.2713197278912	Fitness standard deviation:	52.362166896743766	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27280	Best fitness:	113.87074829931973	Average fitness:	316.20560544217676	Fitness standard deviation:	48.59966071604086	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27296	Best fitness:	113.87074829931973	Average fitness:	314.8970340136055	Fitness standard deviation:	61.18108253440464	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27312	Best fitness:	113.87074829931973	Average fitness:	321.44903401360546	Fitness standard deviation:	54.330688606055446	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27328	Best fitness:	113.87074829931973	Average fitness:	312.62903401360546	Fitness standard deviation:	48.35179188288387	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27344	Best fitness:	113.87074829931973	Average fitness:	310.564462585034	Fitness standard deviation:	46.260784129161685	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27360	Best fitness:	113.87074829931973	Average fitness:	318.09931972789116	Fitness standard deviation:	51.327587839965624	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27376	Best fitness:	113.87074829931973	Average fitness:	325.4901768707483	Fitness standard deviation:	60.31844539760348	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27392	Best fitness:	113.87074829931973	Average fitness:	311.20274829931975	Fitness standard deviation:	43.839636483670894	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27408	Best fitness:	113.87074829931973	Average fitness:	319.52560544217687	Fitness standard deviation:	49.84541027404384	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27424	Best fitness:	113.87074829931973	Average fitness:	321.7347482993198	Fitness standard deviation:	54.96895496662138	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27440	Best fitness:	113.87074829931973	Average fitness:	321.376462585034	Fitness standard deviation:	56.239802377218325	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27456	Best fitness:	113.87074829931973	Average fitness:	330.46674829931976	Fitness standard deviation:	59.17008897152309	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27472	Best fitness:	113.87074829931973	Average fitness:	322.00617687074833	Fitness standard deviation:	50.78537626891731	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27488	Best fitness:	113.87074829931973	Average fitness:	322.78331972789124	Fitness standard deviation:	57.03739393823412	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27504	Best fitness:	113.87074829931973	Average fitness:	324.812462585034	Fitness standard deviation:	49.336649443245676	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27520	Best fitness:	113.87074829931973	Average fitness:	322.94389115646254	Fitness standard deviation:	59.03922934069226	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27536	Best fitness:	113.87074829931973	Average fitness:	322.6084625850339	Fitness standard deviation:	50.09080039044197	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27552	Best fitness:	113.87074829931973	Average fitness:	322.7404625850339	Fitness standard deviation:	54.16388077616572	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27568	Best fitness:	113.87074829931973	Average fitness:	327.1696054421769	Fitness standard deviation:	57.51378303946111	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27584	Best fitness:	113.87074829931973	Average fitness:	314.7210340136054	Fitness standard deviation:	46.983669437325965	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27600	Best fitness:	113.87074829931973	Average fitness:	306.5650340136055	Fitness standard deviation:	58.441016138898014	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27616	Best fitness:	113.87074829931973	Average fitness:	324.85817687074825	Fitness standard deviation:	50.15187160647799	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27632	Best fitness:	113.87074829931973	Average fitness:	319.2650340136054	Fitness standard deviation:	55.18750346568968	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27648	Best fitness:	113.87074829931973	Average fitness:	321.31874829931974	Fitness standard deviation:	53.745290273774174	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27664	Best fitness:	113.87074829931973	Average fitness:	323.36103401360543	Fitness standard deviation:	51.290831852907836	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27680	Best fitness:	113.87074829931973	Average fitness:	330.1181768707482	Fitness standard deviation:	51.12842082283331	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27696	Best fitness:	113.87074829931973	Average fitness:	306.78217687074834	Fitness standard deviation:	61.32811061022839	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27712	Best fitness:	113.87074829931973	Average fitness:	319.56217687074826	Fitness standard deviation:	57.94421581951709	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27728	Best fitness:	113.87074829931973	Average fitness:	319.68274829931966	Fitness standard deviation:	51.63567824910309	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27744	Best fitness:	113.87074829931973	Average fitness:	317.0581768707483	Fitness standard deviation:	47.38024290217798	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27760	Best fitness:	113.87074829931973	Average fitness:	313.9290340136055	Fitness standard deviation:	57.692018889893575	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27776	Best fitness:	113.87074829931973	Average fitness:	311.45760544217677	Fitness standard deviation:	49.34105388714227	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27792	Best fitness:	113.87074829931973	Average fitness:	322.8753197278912	Fitness standard deviation:	50.09939845986992	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27808	Best fitness:	113.87074829931973	Average fitness:	305.95989115646245	Fitness standard deviation:	51.61433012215875	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27824	Best fitness:	113.87074829931973	Average fitness:	317.88731972789105	Fitness standard deviation:	52.46953077817289	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27840	Best fitness:	113.87074829931973	Average fitness:	305.82731972789117	Fitness standard deviation:	50.46364211175877	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27856	Best fitness:	113.87074829931973	Average fitness:	306.12617687074834	Fitness standard deviation:	53.205123095354615	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27872	Best fitness:	113.87074829931973	Average fitness:	317.3621768707483	Fitness standard deviation:	56.8437718664059	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27888	Best fitness:	113.87074829931973	Average fitness:	314.02846258503405	Fitness standard deviation:	50.750218655204044	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27904	Best fitness:	113.87074829931973	Average fitness:	315.2176054421769	Fitness standard deviation:	51.22123188917754	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27920	Best fitness:	113.87074829931973	Average fitness:	321.4518911564626	Fitness standard deviation:	50.735621301980316	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27936	Best fitness:	113.87074829931973	Average fitness:	321.90046258503406	Fitness standard deviation:	53.27209322958151	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27952	Best fitness:	113.87074829931973	Average fitness:	322.1147482993197	Fitness standard deviation:	51.19526642978163	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27968	Best fitness:	113.87074829931973	Average fitness:	320.77817687074827	Fitness standard deviation:	54.96548989602661	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	27984	Best fitness:	113.87074829931973	Average fitness:	317.580462585034	Fitness standard deviation:	58.25453181565554	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28000	Best fitness:	113.87074829931973	Average fitness:	317.88389115646254	Fitness standard deviation:	54.25591609536179	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28016	Best fitness:	113.87074829931973	Average fitness:	323.10560544217697	Fitness standard deviation:	50.35323852422553	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28032	Best fitness:	113.87074829931973	Average fitness:	322.00674829931967	Fitness standard deviation:	53.02738501135859	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28048	Best fitness:	113.87074829931973	Average fitness:	323.7141768707483	Fitness standard deviation:	41.83959505013384	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28064	Best fitness:	113.87074829931973	Average fitness:	316.3433197278911	Fitness standard deviation:	62.85461558815465	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28080	Best fitness:	113.87074829931973	Average fitness:	314.1981768707483	Fitness standard deviation:	51.11779089155412	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28096	Best fitness:	113.87074829931973	Average fitness:	316.7358911564626	Fitness standard deviation:	47.41759220253296	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28112	Best fitness:	113.87074829931973	Average fitness:	316.3473197278912	Fitness standard deviation:	49.131727789604916	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28128	Best fitness:	113.87074829931973	Average fitness:	318.688462585034	Fitness standard deviation:	52.390406004402394	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28144	Best fitness:	113.87074829931973	Average fitness:	322.77589115646265	Fitness standard deviation:	53.37138893849858	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28160	Best fitness:	113.87074829931973	Average fitness:	317.24560544217695	Fitness standard deviation:	56.23989393551121	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28176	Best fitness:	113.87074829931973	Average fitness:	330.46217687074824	Fitness standard deviation:	51.02343991155598	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28192	Best fitness:	113.87074829931973	Average fitness:	313.91646258503397	Fitness standard deviation:	54.80935478026147	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28208	Best fitness:	113.87074829931973	Average fitness:	324.48903401360553	Fitness standard deviation:	59.512747462460624	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28224	Best fitness:	113.87074829931973	Average fitness:	319.3313197278912	Fitness standard deviation:	49.215336133098575	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28240	Best fitness:	113.87074829931973	Average fitness:	311.2673197278911	Fitness standard deviation:	52.98181764048678	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28256	Best fitness:	113.87074829931973	Average fitness:	319.8913197278912	Fitness standard deviation:	56.18801383983337	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28272	Best fitness:	113.87074829931973	Average fitness:	319.53646258503403	Fitness standard deviation:	48.21452918457045	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28288	Best fitness:	113.87074829931973	Average fitness:	317.6707482993198	Fitness standard deviation:	51.29655850333153	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	28304	Best fitness:	113.87074829931973	Average fitness:	315.15931972789116	Fitness standard deviation:	47.740644301971315	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
