Generation:	16	Best fitness:	254.4421768707483	Average fitness:	341.0193197278912	Fitness standard deviation:	37.507007889410836	Best genome:	A15	A12	A16	E5	A13	N9	A14	E3	N3	N6	N12	E4	N5	N7	A17	A11	A7	A6	A10	A9	A8	
Generation:	26080	Best fitness:	118.55646258503401	Average fitness:	304.48503401360557	Fitness standard deviation:	55.37451067642098	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26096	Best fitness:	118.55646258503401	Average fitness:	314.51989115646256	Fitness standard deviation:	54.76901612989533	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26112	Best fitness:	118.55646258503401	Average fitness:	311.1244625850341	Fitness standard deviation:	56.46693716084246	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26128	Best fitness:	118.55646258503401	Average fitness:	308.19189115646276	Fitness standard deviation:	50.84330584155557	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26144	Best fitness:	118.55646258503401	Average fitness:	304.0507482993197	Fitness standard deviation:	53.92752937498431	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26160	Best fitness:	118.55646258503401	Average fitness:	304.8358911564626	Fitness standard deviation:	49.98334001301977	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26176	Best fitness:	118.55646258503401	Average fitness:	312.87646258503395	Fitness standard deviation:	53.671197915774954	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26192	Best fitness:	118.55646258503401	Average fitness:	318.5227482993198	Fitness standard deviation:	54.30112433608779	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26208	Best fitness:	118.55646258503401	Average fitness:	309.3558911564626	Fitness standard deviation:	52.251444035118325	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26224	Best fitness:	118.55646258503401	Average fitness:	312.0833197278913	Fitness standard deviation:	61.08757692202304	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26240	Best fitness:	118.55646258503401	Average fitness:	313.2873197278912	Fitness standard deviation:	54.33489744620667	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26256	Best fitness:	118.55646258503401	Average fitness:	308.45189115646264	Fitness standard deviation:	60.16103304855551	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26272	Best fitness:	118.55646258503401	Average fitness:	305.71074829931973	Fitness standard deviation:	52.96182899610101	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26288	Best fitness:	118.55646258503401	Average fitness:	308.868462585034	Fitness standard deviation:	49.10764846368285	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26304	Best fitness:	118.55646258503401	Average fitness:	314.71931972789116	Fitness standard deviation:	47.542753176397305	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26320	Best fitness:	118.55646258503401	Average fitness:	322.1147482993198	Fitness standard deviation:	48.254892008743624	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26336	Best fitness:	118.55646258503401	Average fitness:	322.1221768707484	Fitness standard deviation:	53.00756049270477	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26352	Best fitness:	118.55646258503401	Average fitness:	319.5907482993197	Fitness standard deviation:	50.263032871777526	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26368	Best fitness:	118.55646258503401	Average fitness:	311.784462585034	Fitness standard deviation:	49.20195665264726	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26384	Best fitness:	118.55646258503401	Average fitness:	313.40846258503404	Fitness standard deviation:	57.076820897410734	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26400	Best fitness:	118.55646258503401	Average fitness:	305.2256054421769	Fitness standard deviation:	52.783950897280604	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26416	Best fitness:	118.55646258503401	Average fitness:	301.12846258503413	Fitness standard deviation:	52.59285913816181	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26432	Best fitness:	118.55646258503401	Average fitness:	312.7296054421768	Fitness standard deviation:	48.2415292037718	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26448	Best fitness:	118.55646258503401	Average fitness:	310.2164625850339	Fitness standard deviation:	55.363825587412855	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26464	Best fitness:	118.55646258503401	Average fitness:	310.3016054421768	Fitness standard deviation:	49.889263444356516	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26480	Best fitness:	118.55646258503401	Average fitness:	312.1696054421769	Fitness standard deviation:	52.13707152559785	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26496	Best fitness:	118.55646258503401	Average fitness:	308.37017687074837	Fitness standard deviation:	44.145925456007234	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26512	Best fitness:	118.55646258503401	Average fitness:	310.09874829931977	Fitness standard deviation:	50.129019007080565	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26528	Best fitness:	118.55646258503401	Average fitness:	321.21817687074844	Fitness standard deviation:	48.67173822200129	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26544	Best fitness:	118.55646258503401	Average fitness:	325.6787482993197	Fitness standard deviation:	49.650019229295246	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26560	Best fitness:	118.55646258503401	Average fitness:	310.4587482993197	Fitness standard deviation:	54.7378587309458	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26576	Best fitness:	118.55646258503401	Average fitness:	313.21417687074825	Fitness standard deviation:	51.39654002171822	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26592	Best fitness:	118.55646258503401	Average fitness:	316.8581768707483	Fitness standard deviation:	46.97265454083094	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26608	Best fitness:	118.55646258503401	Average fitness:	316.05417687074834	Fitness standard deviation:	58.51919708461977	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26624	Best fitness:	118.55646258503401	Average fitness:	295.6010340136055	Fitness standard deviation:	45.40166900105802	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26640	Best fitness:	118.55646258503401	Average fitness:	314.256462585034	Fitness standard deviation:	55.8294844931915	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26656	Best fitness:	118.55646258503401	Average fitness:	318.4027482993197	Fitness standard deviation:	50.93956463681011	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26672	Best fitness:	118.55646258503401	Average fitness:	315.4867482993197	Fitness standard deviation:	58.14009320492659	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26688	Best fitness:	118.55646258503401	Average fitness:	306.6593197278913	Fitness standard deviation:	53.81390943779863	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26704	Best fitness:	118.55646258503401	Average fitness:	308.35246258503406	Fitness standard deviation:	53.667658184612534	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26720	Best fitness:	118.55646258503401	Average fitness:	319.35703401360547	Fitness standard deviation:	49.40786733684738	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26736	Best fitness:	118.55646258503401	Average fitness:	318.4284625850341	Fitness standard deviation:	49.63852560424479	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26752	Best fitness:	118.55646258503401	Average fitness:	311.0210340136054	Fitness standard deviation:	52.04018660965146	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26768	Best fitness:	118.55646258503401	Average fitness:	311.0044625850341	Fitness standard deviation:	54.290317531145945	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26784	Best fitness:	118.55646258503401	Average fitness:	313.6673197278912	Fitness standard deviation:	57.718780204062675	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26800	Best fitness:	118.55646258503401	Average fitness:	330.94389115646266	Fitness standard deviation:	59.383859047964975	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26816	Best fitness:	118.55646258503401	Average fitness:	317.5541768707483	Fitness standard deviation:	47.75193786942802	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26832	Best fitness:	118.55646258503401	Average fitness:	310.8376054421769	Fitness standard deviation:	50.4414356266912	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26848	Best fitness:	118.55646258503401	Average fitness:	321.37874829931974	Fitness standard deviation:	58.339065300034015	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26864	Best fitness:	118.55646258503401	Average fitness:	304.88789115646256	Fitness standard deviation:	49.111962049245506	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26880	Best fitness:	118.55646258503401	Average fitness:	300.07360544217687	Fitness standard deviation:	56.586281527794846	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26896	Best fitness:	118.55646258503401	Average fitness:	317.1598911564626	Fitness standard deviation:	48.13501848520917	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26912	Best fitness:	118.55646258503401	Average fitness:	318.1976054421768	Fitness standard deviation:	53.48984390651049	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26928	Best fitness:	118.55646258503401	Average fitness:	313.1473197278911	Fitness standard deviation:	46.28846568189178	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26944	Best fitness:	118.55646258503401	Average fitness:	300.9558911564626	Fitness standard deviation:	52.69737475240981	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26960	Best fitness:	118.55646258503401	Average fitness:	310.49703401360546	Fitness standard deviation:	49.96451208853037	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26976	Best fitness:	118.55646258503401	Average fitness:	311.1998911564626	Fitness standard deviation:	52.46658559269036	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	26992	Best fitness:	118.55646258503401	Average fitness:	318.14046258503396	Fitness standard deviation:	50.62781204203146	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27008	Best fitness:	118.55646258503401	Average fitness:	325.1158911564626	Fitness standard deviation:	57.10314765690706	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27024	Best fitness:	118.55646258503401	Average fitness:	314.13189115646253	Fitness standard deviation:	49.95700976656155	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27040	Best fitness:	118.55646258503401	Average fitness:	295.6684625850341	Fitness standard deviation:	51.36084964647843	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27056	Best fitness:	118.55646258503401	Average fitness:	316.76046258503413	Fitness standard deviation:	57.507327663702206	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27072	Best fitness:	118.55646258503401	Average fitness:	309.712462585034	Fitness standard deviation:	65.47563128807104	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27088	Best fitness:	118.55646258503401	Average fitness:	311.07303401360537	Fitness standard deviation:	47.87782336620697	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27104	Best fitness:	118.55646258503401	Average fitness:	321.5124625850339	Fitness standard deviation:	50.16912887993401	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27120	Best fitness:	118.55646258503401	Average fitness:	312.51531972789127	Fitness standard deviation:	54.67995645460548	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27136	Best fitness:	118.55646258503401	Average fitness:	314.7593197278912	Fitness standard deviation:	47.20238847294721	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27152	Best fitness:	118.55646258503401	Average fitness:	318.25931972789124	Fitness standard deviation:	50.766686489693775	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27168	Best fitness:	118.55646258503401	Average fitness:	309.2553197278913	Fitness standard deviation:	54.427320633547076	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27184	Best fitness:	118.55646258503401	Average fitness:	304.7856054421768	Fitness standard deviation:	52.07821229258774	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27200	Best fitness:	118.55646258503401	Average fitness:	311.0318911564626	Fitness standard deviation:	52.4689226611762	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27216	Best fitness:	118.55646258503401	Average fitness:	306.4221768707482	Fitness standard deviation:	55.211208045808505	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27232	Best fitness:	118.55646258503401	Average fitness:	308.6153197278912	Fitness standard deviation:	53.44001112366986	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27248	Best fitness:	118.55646258503401	Average fitness:	310.1101768707483	Fitness standard deviation:	53.362696407103854	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27264	Best fitness:	118.55646258503401	Average fitness:	315.74103401360554	Fitness standard deviation:	50.988060134161785	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27280	Best fitness:	118.55646258503401	Average fitness:	309.84674829931987	Fitness standard deviation:	57.07686800039657	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27296	Best fitness:	118.55646258503401	Average fitness:	310.6393197278912	Fitness standard deviation:	49.97455916028981	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27312	Best fitness:	118.55646258503401	Average fitness:	316.3267482993197	Fitness standard deviation:	48.4304238870315	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27328	Best fitness:	118.55646258503401	Average fitness:	319.77189115646263	Fitness standard deviation:	48.21522876030107	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27344	Best fitness:	118.55646258503401	Average fitness:	317.29760544217703	Fitness standard deviation:	49.35306021072316	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27360	Best fitness:	118.55646258503401	Average fitness:	314.01817687074833	Fitness standard deviation:	55.616427571687254	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27376	Best fitness:	118.55646258503401	Average fitness:	312.29589115646263	Fitness standard deviation:	60.210579486685305	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27392	Best fitness:	118.55646258503401	Average fitness:	309.0581768707484	Fitness standard deviation:	51.117093322237	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27408	Best fitness:	118.55646258503401	Average fitness:	324.5376054421769	Fitness standard deviation:	55.66213313210631	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27424	Best fitness:	118.55646258503401	Average fitness:	315.8981768707482	Fitness standard deviation:	57.64630139046216	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27440	Best fitness:	118.55646258503401	Average fitness:	309.3393197278911	Fitness standard deviation:	58.7092341240164	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27456	Best fitness:	118.55646258503401	Average fitness:	314.8684625850341	Fitness standard deviation:	49.38905268769341	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27472	Best fitness:	118.55646258503401	Average fitness:	304.2878911564626	Fitness standard deviation:	55.28307885929713	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27488	Best fitness:	118.55646258503401	Average fitness:	315.9673197278912	Fitness standard deviation:	44.5235636360921	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27504	Best fitness:	118.55646258503401	Average fitness:	316.65703401360554	Fitness standard deviation:	51.143459290948414	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27520	Best fitness:	118.55646258503401	Average fitness:	303.87303401360543	Fitness standard deviation:	50.378847469215984	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27536	Best fitness:	118.55646258503401	Average fitness:	315.91474829931985	Fitness standard deviation:	50.50781930492323	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27552	Best fitness:	118.55646258503401	Average fitness:	291.1410340136055	Fitness standard deviation:	52.14620332433472	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27568	Best fitness:	118.55646258503401	Average fitness:	323.6850340136054	Fitness standard deviation:	51.09226811587532	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27584	Best fitness:	118.55646258503401	Average fitness:	320.0661768707482	Fitness standard deviation:	49.56145881136071	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27600	Best fitness:	118.55646258503401	Average fitness:	304.8884625850341	Fitness standard deviation:	54.390199564379806	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27616	Best fitness:	118.55646258503401	Average fitness:	308.1204625850341	Fitness standard deviation:	65.01086322033466	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27632	Best fitness:	118.55646258503401	Average fitness:	309.12960544217685	Fitness standard deviation:	54.88368923459865	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27648	Best fitness:	118.55646258503401	Average fitness:	313.1953197278913	Fitness standard deviation:	47.80875703577874	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27664	Best fitness:	118.55646258503401	Average fitness:	319.6707482993197	Fitness standard deviation:	50.34923520485973	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27680	Best fitness:	118.55646258503401	Average fitness:	324.02160544217685	Fitness standard deviation:	55.130930476309516	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27696	Best fitness:	118.55646258503401	Average fitness:	311.3827482993198	Fitness standard deviation:	46.29430179243424	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27712	Best fitness:	118.55646258503401	Average fitness:	306.43817687074835	Fitness standard deviation:	55.100544835263264	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27728	Best fitness:	118.55646258503401	Average fitness:	312.2958911564627	Fitness standard deviation:	58.298793949789385	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27744	Best fitness:	118.55646258503401	Average fitness:	309.9976054421769	Fitness standard deviation:	46.28235160977251	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27760	Best fitness:	118.55646258503401	Average fitness:	311.04160544217694	Fitness standard deviation:	54.612120801603915	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27776	Best fitness:	118.55646258503401	Average fitness:	306.99589115646256	Fitness standard deviation:	46.435434003592995	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27792	Best fitness:	118.55646258503401	Average fitness:	312.42789115646264	Fitness standard deviation:	66.04065272424931	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	27808	Best fitness:	118.55646258503401	Average fitness:	320.64046258503396	Fitness standard deviation:	48.79359556837143	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
