Generation:	16	Best fitness:	232.69931972789115	Average fitness:	339.20931972789106	Fitness standard deviation:	34.984200019729016	Best genome:	A16	A13	A9	N5	E4	N7	N6	A17	A12	A11	A6	E3	A7	A14	N9	N3	A15	N12	E5	A10	A8	
Generation:	19168	Best fitness:	95.52789115646259	Average fitness:	336.41803401360556	Fitness standard deviation:	38.848297953155466	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19184	Best fitness:	95.52789115646259	Average fitness:	333.727462585034	Fitness standard deviation:	38.72830252080327	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19200	Best fitness:	95.52789115646259	Average fitness:	338.1157482993199	Fitness standard deviation:	39.25936752248189	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19216	Best fitness:	95.52789115646259	Average fitness:	340.16503401360575	Fitness standard deviation:	43.428971238761136	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19232	Best fitness:	95.52789115646259	Average fitness:	338.72974829931997	Fitness standard deviation:	41.10678776835589	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19248	Best fitness:	95.52789115646259	Average fitness:	341.37660544217675	Fitness standard deviation:	40.771045427922424	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19264	Best fitness:	95.52789115646259	Average fitness:	345.97431972789127	Fitness standard deviation:	41.23962255983378	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19280	Best fitness:	95.52789115646259	Average fitness:	341.51446258503404	Fitness standard deviation:	43.461932196874486	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19296	Best fitness:	95.52789115646259	Average fitness:	338.23674829931974	Fitness standard deviation:	43.828200071997266	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19312	Best fitness:	95.52789115646259	Average fitness:	336.3404625850341	Fitness standard deviation:	43.423509633583976	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19328	Best fitness:	95.52789115646259	Average fitness:	338.54374829931976	Fitness standard deviation:	39.19536506308586	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19344	Best fitness:	95.52789115646259	Average fitness:	334.52531972789143	Fitness standard deviation:	42.040194584881434	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19360	Best fitness:	95.52789115646259	Average fitness:	342.214462585034	Fitness standard deviation:	37.13026752680682	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19376	Best fitness:	95.52789115646259	Average fitness:	341.8290340136054	Fitness standard deviation:	42.785504110144416	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19392	Best fitness:	95.52789115646259	Average fitness:	342.1256054421771	Fitness standard deviation:	40.24022866409652	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19408	Best fitness:	95.52789115646259	Average fitness:	338.19160544217704	Fitness standard deviation:	38.5797028913349	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19424	Best fitness:	95.52789115646259	Average fitness:	336.67403401360565	Fitness standard deviation:	40.07542584366411	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19440	Best fitness:	95.52789115646259	Average fitness:	336.96374829931983	Fitness standard deviation:	41.336526418001334	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19456	Best fitness:	95.52789115646259	Average fitness:	336.7974625850344	Fitness standard deviation:	42.26802251304483	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19472	Best fitness:	95.52789115646259	Average fitness:	338.01017687074847	Fitness standard deviation:	41.49858808121903	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19488	Best fitness:	95.52789115646259	Average fitness:	337.9427482993196	Fitness standard deviation:	40.00345035731037	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19504	Best fitness:	95.52789115646259	Average fitness:	340.8843197278912	Fitness standard deviation:	41.57745071132983	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19520	Best fitness:	95.52789115646259	Average fitness:	334.673605442177	Fitness standard deviation:	42.98717065376979	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19536	Best fitness:	95.52789115646259	Average fitness:	336.8770340136055	Fitness standard deviation:	41.16191564134627	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19552	Best fitness:	95.52789115646259	Average fitness:	337.5944625850342	Fitness standard deviation:	42.800026903481914	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19568	Best fitness:	95.52789115646259	Average fitness:	337.01974829931976	Fitness standard deviation:	41.439336027844014	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19584	Best fitness:	95.52789115646259	Average fitness:	337.6523197278912	Fitness standard deviation:	41.84293048791309	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19600	Best fitness:	95.52789115646259	Average fitness:	335.2073197278913	Fitness standard deviation:	42.7089428249458	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19616	Best fitness:	95.52789115646259	Average fitness:	340.6668911564628	Fitness standard deviation:	40.80379140822228	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19632	Best fitness:	95.52789115646259	Average fitness:	344.39246258503414	Fitness standard deviation:	41.24084702311138	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19648	Best fitness:	95.52789115646259	Average fitness:	340.24589115646273	Fitness standard deviation:	42.45948477582567	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19664	Best fitness:	95.52789115646259	Average fitness:	338.3330340136057	Fitness standard deviation:	41.32187983554059	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19680	Best fitness:	95.52789115646259	Average fitness:	341.4058911564628	Fitness standard deviation:	39.638347409897854	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19696	Best fitness:	95.52789115646259	Average fitness:	340.42689115646266	Fitness standard deviation:	40.13175025577425	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19712	Best fitness:	95.52789115646259	Average fitness:	341.5507482993199	Fitness standard deviation:	42.694777006953316	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19728	Best fitness:	95.52789115646259	Average fitness:	342.70546258503424	Fitness standard deviation:	35.289528061972355	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19744	Best fitness:	95.52789115646259	Average fitness:	336.96203401360543	Fitness standard deviation:	42.99645744282491	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19760	Best fitness:	95.52789115646259	Average fitness:	336.7391768707485	Fitness standard deviation:	38.79301440350059	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19776	Best fitness:	95.52789115646259	Average fitness:	341.5741768707485	Fitness standard deviation:	43.21221138445352	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19792	Best fitness:	95.52789115646259	Average fitness:	339.28917687074835	Fitness standard deviation:	42.475917104368015	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19808	Best fitness:	95.52789115646259	Average fitness:	338.4210340136056	Fitness standard deviation:	40.72507869375141	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19824	Best fitness:	95.52789115646259	Average fitness:	340.9441768707486	Fitness standard deviation:	43.68803315437718	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19840	Best fitness:	95.52789115646259	Average fitness:	339.0083197278912	Fitness standard deviation:	42.68940728693951	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19856	Best fitness:	95.52789115646259	Average fitness:	336.1133197278912	Fitness standard deviation:	42.90172804568743	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19872	Best fitness:	95.52789115646259	Average fitness:	340.7646054421771	Fitness standard deviation:	42.358083379343654	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19888	Best fitness:	95.52789115646259	Average fitness:	332.32060544217705	Fitness standard deviation:	40.43178826147081	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19904	Best fitness:	95.52789115646259	Average fitness:	336.0614625850342	Fitness standard deviation:	41.93209320205851	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19920	Best fitness:	95.52789115646259	Average fitness:	338.40774829931996	Fitness standard deviation:	38.44250265775938	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19936	Best fitness:	95.52789115646259	Average fitness:	337.1078911564627	Fitness standard deviation:	40.7959363722638	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19952	Best fitness:	95.52789115646259	Average fitness:	334.7838911564628	Fitness standard deviation:	38.549648542827335	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19968	Best fitness:	95.52789115646259	Average fitness:	337.5854625850341	Fitness standard deviation:	40.924001188614405	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	19984	Best fitness:	95.52789115646259	Average fitness:	342.4063197278914	Fitness standard deviation:	41.2977842957064	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20000	Best fitness:	95.52789115646259	Average fitness:	338.25760544217707	Fitness standard deviation:	43.01835259419365	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20016	Best fitness:	95.52789115646259	Average fitness:	337.8128911564628	Fitness standard deviation:	39.26443469786439	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20032	Best fitness:	95.52789115646259	Average fitness:	338.40460544217706	Fitness standard deviation:	39.30607208401101	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20048	Best fitness:	95.52789115646259	Average fitness:	341.7500340136054	Fitness standard deviation:	37.734380083766084	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20064	Best fitness:	95.52789115646259	Average fitness:	336.72346258503404	Fitness standard deviation:	43.78660787692222	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20080	Best fitness:	95.52789115646259	Average fitness:	343.8874625850342	Fitness standard deviation:	42.15792304816136	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20096	Best fitness:	95.52789115646259	Average fitness:	334.38146258503417	Fitness standard deviation:	41.2469571852375	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20112	Best fitness:	95.52789115646259	Average fitness:	342.70817687074856	Fitness standard deviation:	40.99176187917744	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20128	Best fitness:	95.52789115646259	Average fitness:	338.8631768707483	Fitness standard deviation:	41.38843942677318	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20144	Best fitness:	95.52789115646259	Average fitness:	338.8371768707485	Fitness standard deviation:	43.48119043838123	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20160	Best fitness:	95.52789115646259	Average fitness:	338.45260544217723	Fitness standard deviation:	40.64079363855272	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20176	Best fitness:	95.52789115646259	Average fitness:	339.7306054421768	Fitness standard deviation:	38.27972294245376	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20192	Best fitness:	95.52789115646259	Average fitness:	339.76960544217695	Fitness standard deviation:	38.180467368666335	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20208	Best fitness:	95.52789115646259	Average fitness:	338.2358911564627	Fitness standard deviation:	37.596629914102124	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20224	Best fitness:	95.52789115646259	Average fitness:	342.9097482993199	Fitness standard deviation:	40.0619828110779	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20240	Best fitness:	95.52789115646259	Average fitness:	340.58146258503416	Fitness standard deviation:	38.7507384458934	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20256	Best fitness:	95.52789115646259	Average fitness:	341.39374829931984	Fitness standard deviation:	37.187397382194206	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20272	Best fitness:	95.52789115646259	Average fitness:	338.7154625850341	Fitness standard deviation:	42.295910891996094	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20288	Best fitness:	95.52789115646259	Average fitness:	338.00817687074846	Fitness standard deviation:	41.350096354056966	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20304	Best fitness:	95.52789115646259	Average fitness:	338.59446258503425	Fitness standard deviation:	38.14736357648762	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20320	Best fitness:	95.52789115646259	Average fitness:	333.80789115646274	Fitness standard deviation:	43.58636718151254	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20336	Best fitness:	95.52789115646259	Average fitness:	339.21903401360555	Fitness standard deviation:	45.818525652617765	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20352	Best fitness:	95.52789115646259	Average fitness:	344.5733197278914	Fitness standard deviation:	39.53222030657204	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20368	Best fitness:	95.52789115646259	Average fitness:	345.1891768707486	Fitness standard deviation:	43.27231441790043	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20384	Best fitness:	95.52789115646259	Average fitness:	341.4217482993198	Fitness standard deviation:	39.4195382382692	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20400	Best fitness:	95.52789115646259	Average fitness:	340.12603401360576	Fitness standard deviation:	37.42059708699125	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20416	Best fitness:	95.52789115646259	Average fitness:	339.70703401360566	Fitness standard deviation:	41.73292633508696	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20432	Best fitness:	95.52789115646259	Average fitness:	338.5990340136055	Fitness standard deviation:	41.21961649011107	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20448	Best fitness:	95.52789115646259	Average fitness:	335.35774829932	Fitness standard deviation:	41.07656269003739	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20464	Best fitness:	95.52789115646259	Average fitness:	335.3507482993199	Fitness standard deviation:	40.00682145916251	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20480	Best fitness:	95.52789115646259	Average fitness:	334.03631972789117	Fitness standard deviation:	43.10925098857457	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20496	Best fitness:	95.52789115646259	Average fitness:	333.9721768707482	Fitness standard deviation:	44.55628824811354	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20512	Best fitness:	95.52789115646259	Average fitness:	341.9254625850343	Fitness standard deviation:	46.03425670107435	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20528	Best fitness:	95.52789115646259	Average fitness:	341.7817482993198	Fitness standard deviation:	44.05601714121396	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20544	Best fitness:	95.52789115646259	Average fitness:	335.0107482993198	Fitness standard deviation:	44.22571336280488	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20560	Best fitness:	95.52789115646259	Average fitness:	338.816605442177	Fitness standard deviation:	44.63038302501092	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20576	Best fitness:	95.52789115646259	Average fitness:	336.4010340136054	Fitness standard deviation:	40.992996080714434	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20592	Best fitness:	95.52789115646259	Average fitness:	338.37760544217696	Fitness standard deviation:	42.462674148441636	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20608	Best fitness:	95.52789115646259	Average fitness:	335.5190340136055	Fitness standard deviation:	41.16611975190972	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20624	Best fitness:	95.52789115646259	Average fitness:	335.9276054421771	Fitness standard deviation:	42.98708301386378	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20640	Best fitness:	95.52789115646259	Average fitness:	337.837605442177	Fitness standard deviation:	39.09651390482537	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20656	Best fitness:	95.52789115646259	Average fitness:	337.64689115646274	Fitness standard deviation:	42.13845621354945	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20672	Best fitness:	95.52789115646259	Average fitness:	337.4790340136055	Fitness standard deviation:	43.00417612279069	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20688	Best fitness:	95.52789115646259	Average fitness:	336.9514625850341	Fitness standard deviation:	40.03166047400635	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20704	Best fitness:	95.52789115646259	Average fitness:	332.85589115646275	Fitness standard deviation:	39.29720454927748	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20720	Best fitness:	95.52789115646259	Average fitness:	341.4343197278914	Fitness standard deviation:	39.954233301034186	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20736	Best fitness:	95.52789115646259	Average fitness:	336.6261768707482	Fitness standard deviation:	39.91137228757677	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20752	Best fitness:	95.52789115646259	Average fitness:	338.3461768707485	Fitness standard deviation:	41.90695943761754	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20768	Best fitness:	95.52789115646259	Average fitness:	335.57817687074834	Fitness standard deviation:	40.945972291022024	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20784	Best fitness:	95.52789115646259	Average fitness:	339.4051768707487	Fitness standard deviation:	39.786769701056386	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20800	Best fitness:	95.52789115646259	Average fitness:	338.3973197278911	Fitness standard deviation:	39.08322981974311	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20816	Best fitness:	95.52789115646259	Average fitness:	334.21346258503416	Fitness standard deviation:	41.55404599741284	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20832	Best fitness:	95.52789115646259	Average fitness:	333.0143197278909	Fitness standard deviation:	41.32478857187541	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20848	Best fitness:	95.52789115646259	Average fitness:	337.47689115646267	Fitness standard deviation:	43.160373253809595	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20864	Best fitness:	95.52789115646259	Average fitness:	341.03803401360574	Fitness standard deviation:	41.047588946818045	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20880	Best fitness:	95.52789115646259	Average fitness:	340.67346258503426	Fitness standard deviation:	41.35058320517574	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	20896	Best fitness:	95.52789115646259	Average fitness:	342.6148911564626	Fitness standard deviation:	40.1647310305335	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
