Generation:	16	Best fitness:	251.4421768707483	Average fitness:	322.5007482993197	Fitness standard deviation:	33.47061394655294	Best genome:	A14	N12	E3	A15	A13	N9	N7	A8	E5	A10	A17	N6	A11	A6	A12	A16	A9	E4	N5	N3	A7	
Generation:	23712	Best fitness:	95.75646258503401	Average fitness:	262.94074829931964	Fitness standard deviation:	61.378002092087726	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	23728	Best fitness:	95.75646258503401	Average fitness:	243.9921768707483	Fitness standard deviation:	70.46836654608555	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	23744	Best fitness:	95.75646258503401	Average fitness:	269.1050340136054	Fitness standard deviation:	58.39986483070742	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	23760	Best fitness:	95.75646258503401	Average fitness:	250.00074829931972	Fitness standard deviation:	73.17888034516125	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	23776	Best fitness:	95.75646258503401	Average fitness:	245.40074829931967	Fitness standard deviation:	70.72152313612794	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	23792	Best fitness:	95.75646258503401	Average fitness:	246.94931972789118	Fitness standard deviation:	74.86334209608812	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	23808	Best fitness:	95.75646258503401	Average fitness:	245.01503401360546	Fitness standard deviation:	67.81086932018482	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	23824	Best fitness:	95.75646258503401	Average fitness:	256.51931972789123	Fitness standard deviation:	60.513180955786446	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	23840	Best fitness:	95.75646258503401	Average fitness:	268.9321768707483	Fitness standard deviation:	52.163085919575934	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	23856	Best fitness:	95.75646258503401	Average fitness:	258.83931972789117	Fitness standard deviation:	59.00174117112553	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	23872	Best fitness:	95.75646258503401	Average fitness:	281.1236054421768	Fitness standard deviation:	66.51825238233488	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	23888	Best fitness:	95.75646258503401	Average fitness:	249.286462585034	Fitness standard deviation:	65.14974053545214	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	23904	Best fitness:	95.75646258503401	Average fitness:	256.8550340136054	Fitness standard deviation:	76.111024959648	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	23920	Best fitness:	95.75646258503401	Average fitness:	270.98360544217684	Fitness standard deviation:	73.20844853385908	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	23936	Best fitness:	95.75646258503401	Average fitness:	253.72503401360547	Fitness standard deviation:	79.2385764122295	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	23952	Best fitness:	95.75646258503401	Average fitness:	245.27789115646254	Fitness standard deviation:	65.14443035381036	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	23968	Best fitness:	95.75646258503401	Average fitness:	251.24074829931973	Fitness standard deviation:	50.38427473742504	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	23984	Best fitness:	95.75646258503401	Average fitness:	251.80503401360542	Fitness standard deviation:	67.33530723179332	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24000	Best fitness:	95.75646258503401	Average fitness:	271.45503401360537	Fitness standard deviation:	59.00844801157453	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24016	Best fitness:	95.75646258503401	Average fitness:	265.3636054421769	Fitness standard deviation:	60.24896637270711	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24032	Best fitness:	95.75646258503401	Average fitness:	260.43646258503406	Fitness standard deviation:	66.44448325558746	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24048	Best fitness:	95.75646258503401	Average fitness:	233.1850340136054	Fitness standard deviation:	70.44699614111393	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24064	Best fitness:	95.75646258503401	Average fitness:	257.74217687074827	Fitness standard deviation:	67.36059982039401	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24080	Best fitness:	95.75646258503401	Average fitness:	238.08217687074824	Fitness standard deviation:	50.14617603993919	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24096	Best fitness:	95.75646258503401	Average fitness:	253.37646258503406	Fitness standard deviation:	59.082265787732325	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24112	Best fitness:	95.75646258503401	Average fitness:	262.8907482993198	Fitness standard deviation:	70.5591696119401	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24128	Best fitness:	95.75646258503401	Average fitness:	251.73074829931974	Fitness standard deviation:	58.24002473928606	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24144	Best fitness:	95.75646258503401	Average fitness:	272.07503401360543	Fitness standard deviation:	64.9558985554265	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24160	Best fitness:	95.75646258503401	Average fitness:	246.546462585034	Fitness standard deviation:	61.960806752893305	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24176	Best fitness:	95.75646258503401	Average fitness:	261.0193197278912	Fitness standard deviation:	71.90954215583092	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24192	Best fitness:	95.75646258503401	Average fitness:	269.98931972789103	Fitness standard deviation:	68.68787212857173	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24208	Best fitness:	95.75646258503401	Average fitness:	267.89360544217686	Fitness standard deviation:	67.38385236229578	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24224	Best fitness:	95.75646258503401	Average fitness:	258.8178911564625	Fitness standard deviation:	64.76216473862384	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24240	Best fitness:	95.75646258503401	Average fitness:	248.376462585034	Fitness standard deviation:	60.70106417384076	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24256	Best fitness:	95.75646258503401	Average fitness:	261.1393197278912	Fitness standard deviation:	70.0647102647959	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24272	Best fitness:	95.75646258503401	Average fitness:	246.43503401360545	Fitness standard deviation:	58.63402987330543	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24288	Best fitness:	95.75646258503401	Average fitness:	261.84074829931967	Fitness standard deviation:	78.18002692634533	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24304	Best fitness:	95.75646258503401	Average fitness:	255.12503401360541	Fitness standard deviation:	74.60705930378963	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24320	Best fitness:	95.75646258503401	Average fitness:	251.51931972789112	Fitness standard deviation:	64.04813566086568	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24336	Best fitness:	95.75646258503401	Average fitness:	251.0350340136054	Fitness standard deviation:	57.95219625709114	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24352	Best fitness:	95.75646258503401	Average fitness:	275.3921768707483	Fitness standard deviation:	53.180736787920885	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24368	Best fitness:	95.75646258503401	Average fitness:	249.54931972789115	Fitness standard deviation:	63.17329122730425	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24384	Best fitness:	95.75646258503401	Average fitness:	249.93503401360545	Fitness standard deviation:	66.73707220220594	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24400	Best fitness:	95.75646258503401	Average fitness:	241.5536054421769	Fitness standard deviation:	59.015216923869986	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24416	Best fitness:	95.75646258503401	Average fitness:	236.36503401360542	Fitness standard deviation:	73.63009095388617	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24432	Best fitness:	95.75646258503401	Average fitness:	245.35789115646259	Fitness standard deviation:	60.81165467982235	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24448	Best fitness:	95.75646258503401	Average fitness:	244.15931972789113	Fitness standard deviation:	54.01683630204228	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24464	Best fitness:	95.75646258503401	Average fitness:	246.716462585034	Fitness standard deviation:	77.71070023241488	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24480	Best fitness:	95.75646258503401	Average fitness:	243.98789115646258	Fitness standard deviation:	75.21774861109876	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24496	Best fitness:	95.75646258503401	Average fitness:	240.96360544217683	Fitness standard deviation:	70.38641907211873	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24512	Best fitness:	95.75646258503401	Average fitness:	253.95217687074827	Fitness standard deviation:	74.94637172467976	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24528	Best fitness:	95.75646258503401	Average fitness:	263.1807482993197	Fitness standard deviation:	59.88852861094247	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24544	Best fitness:	95.75646258503401	Average fitness:	277.50503401360544	Fitness standard deviation:	54.95609795137221	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24560	Best fitness:	95.75646258503401	Average fitness:	255.60789115646247	Fitness standard deviation:	84.8236141553008	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24576	Best fitness:	95.75646258503401	Average fitness:	250.5236054421768	Fitness standard deviation:	54.25043159801984	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24592	Best fitness:	95.75646258503401	Average fitness:	268.136462585034	Fitness standard deviation:	66.53822783381976	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24608	Best fitness:	95.75646258503401	Average fitness:	272.21503401360536	Fitness standard deviation:	70.67872957464441	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24624	Best fitness:	95.75646258503401	Average fitness:	261.126462585034	Fitness standard deviation:	76.92345969221878	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24640	Best fitness:	95.75646258503401	Average fitness:	260.0421768707482	Fitness standard deviation:	73.7177513028094	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24656	Best fitness:	95.75646258503401	Average fitness:	256.9507482993197	Fitness standard deviation:	63.34409986537895	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24672	Best fitness:	95.75646258503401	Average fitness:	255.716462585034	Fitness standard deviation:	66.94974380771271	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24688	Best fitness:	95.75646258503401	Average fitness:	263.18931972789113	Fitness standard deviation:	65.928630103673	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24704	Best fitness:	95.75646258503401	Average fitness:	261.486462585034	Fitness standard deviation:	59.32774721659266	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24720	Best fitness:	95.75646258503401	Average fitness:	246.75646258503403	Fitness standard deviation:	70.24532695620167	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24736	Best fitness:	95.75646258503401	Average fitness:	251.04360544217684	Fitness standard deviation:	82.05219119311707	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24752	Best fitness:	95.75646258503401	Average fitness:	261.4150340136054	Fitness standard deviation:	56.185779648358334	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24768	Best fitness:	95.75646258503401	Average fitness:	266.4978911564625	Fitness standard deviation:	68.6570902294549	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24784	Best fitness:	95.75646258503401	Average fitness:	280.50646258503394	Fitness standard deviation:	62.55832992381705	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24800	Best fitness:	95.75646258503401	Average fitness:	268.6321768707483	Fitness standard deviation:	69.11278228743366	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24816	Best fitness:	95.75646258503401	Average fitness:	260.24503401360545	Fitness standard deviation:	61.36110175154342	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24832	Best fitness:	95.75646258503401	Average fitness:	275.4721768707483	Fitness standard deviation:	65.15640239814802	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24848	Best fitness:	95.75646258503401	Average fitness:	263.8293197278912	Fitness standard deviation:	64.58888605666472	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24864	Best fitness:	95.75646258503401	Average fitness:	255.736462585034	Fitness standard deviation:	63.73744876844542	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24880	Best fitness:	95.75646258503401	Average fitness:	259.95931972789117	Fitness standard deviation:	63.931928020419996	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24896	Best fitness:	95.75646258503401	Average fitness:	256.69074829931964	Fitness standard deviation:	60.777158773435836	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24912	Best fitness:	95.75646258503401	Average fitness:	249.76360544217687	Fitness standard deviation:	62.87298039114503	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24928	Best fitness:	95.75646258503401	Average fitness:	253.456462585034	Fitness standard deviation:	64.01283002776293	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24944	Best fitness:	95.75646258503401	Average fitness:	254.446462585034	Fitness standard deviation:	55.89679066030938	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24960	Best fitness:	95.75646258503401	Average fitness:	262.4278911564626	Fitness standard deviation:	61.08442702104848	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24976	Best fitness:	95.75646258503401	Average fitness:	262.2150340136054	Fitness standard deviation:	68.06244640184543	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	24992	Best fitness:	95.75646258503401	Average fitness:	275.75074829931975	Fitness standard deviation:	68.74708727039472	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25008	Best fitness:	95.75646258503401	Average fitness:	249.47360544217685	Fitness standard deviation:	81.54060758735054	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25024	Best fitness:	95.75646258503401	Average fitness:	283.87503401360544	Fitness standard deviation:	71.3992175541647	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25040	Best fitness:	95.75646258503401	Average fitness:	250.96217687074827	Fitness standard deviation:	56.83047515305894	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25056	Best fitness:	95.75646258503401	Average fitness:	242.806462585034	Fitness standard deviation:	52.58294739877994	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25072	Best fitness:	95.75646258503401	Average fitness:	252.70360544217687	Fitness standard deviation:	74.66999521705011	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25088	Best fitness:	95.75646258503401	Average fitness:	263.0864625850339	Fitness standard deviation:	69.38089572668211	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25104	Best fitness:	95.75646258503401	Average fitness:	255.74646258503395	Fitness standard deviation:	51.22965521521093	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25120	Best fitness:	95.75646258503401	Average fitness:	286.17646258503396	Fitness standard deviation:	68.5220382245667	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25136	Best fitness:	95.75646258503401	Average fitness:	262.2378911564626	Fitness standard deviation:	71.16837882724293	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25152	Best fitness:	95.75646258503401	Average fitness:	270.3336054421769	Fitness standard deviation:	52.19328801949265	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25168	Best fitness:	95.75646258503401	Average fitness:	247.79217687074828	Fitness standard deviation:	54.896728183983086	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25184	Best fitness:	95.75646258503401	Average fitness:	253.76503401360543	Fitness standard deviation:	63.2460676199537	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25200	Best fitness:	95.75646258503401	Average fitness:	262.2093197278911	Fitness standard deviation:	69.68692219125333	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25216	Best fitness:	95.75646258503401	Average fitness:	256.4521768707483	Fitness standard deviation:	80.5380332387077	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25232	Best fitness:	95.75646258503401	Average fitness:	263.72646258503397	Fitness standard deviation:	58.486822848730434	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25248	Best fitness:	95.75646258503401	Average fitness:	241.7521768707483	Fitness standard deviation:	67.5357177003852	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25264	Best fitness:	95.75646258503401	Average fitness:	277.92931972789114	Fitness standard deviation:	58.10820692677497	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25280	Best fitness:	95.75646258503401	Average fitness:	243.82074829931972	Fitness standard deviation:	56.68702538446321	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25296	Best fitness:	95.75646258503401	Average fitness:	258.5793197278912	Fitness standard deviation:	64.22436793565737	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25312	Best fitness:	95.75646258503401	Average fitness:	252.79789115646253	Fitness standard deviation:	68.83126987238357	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25328	Best fitness:	95.75646258503401	Average fitness:	253.896462585034	Fitness standard deviation:	61.751379659048254	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25344	Best fitness:	95.75646258503401	Average fitness:	244.31074829931976	Fitness standard deviation:	68.031285960121	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25360	Best fitness:	95.75646258503401	Average fitness:	260.25503401360544	Fitness standard deviation:	77.78292896757947	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25376	Best fitness:	95.75646258503401	Average fitness:	273.4736054421768	Fitness standard deviation:	59.04348995547645	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25392	Best fitness:	95.75646258503401	Average fitness:	236.38360544217684	Fitness standard deviation:	69.5899491188731	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25408	Best fitness:	95.75646258503401	Average fitness:	267.6393197278911	Fitness standard deviation:	64.60747280970789	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25424	Best fitness:	95.75646258503401	Average fitness:	271.65646258503403	Fitness standard deviation:	71.39805548143879	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	25440	Best fitness:	95.75646258503401	Average fitness:	248.71931972789116	Fitness standard deviation:	67.48398032125847	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
