Generation:	16	Best fitness:	236.69931972789115	Average fitness:	274.65360544217685	Fitness standard deviation:	25.026288871781965	Best genome:	A10	N6	E3	A12	E5	A9	A6	N7	E4	N5	A7	A11	N12	A8	N9	A15	A14	A17	A13	A16	N3	
Generation:	5312	Best fitness:	101.75646258503401	Average fitness:	174.99074829931973	Fitness standard deviation:	63.273150381371664	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5328	Best fitness:	101.75646258503401	Average fitness:	169.79931972789115	Fitness standard deviation:	44.52576277864769	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5344	Best fitness:	101.75646258503401	Average fitness:	189.7278911564626	Fitness standard deviation:	51.670426547415275	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5360	Best fitness:	101.75646258503401	Average fitness:	174.66217687074828	Fitness standard deviation:	52.128265747058165	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5376	Best fitness:	101.75646258503401	Average fitness:	172.0878911564626	Fitness standard deviation:	32.03356963676495	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5392	Best fitness:	101.75646258503401	Average fitness:	179.3021768707483	Fitness standard deviation:	49.63057722733403	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5408	Best fitness:	101.75646258503401	Average fitness:	175.57360544217687	Fitness standard deviation:	34.23779079273876	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5424	Best fitness:	101.75646258503401	Average fitness:	189.3021768707483	Fitness standard deviation:	40.12722308674076	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5440	Best fitness:	101.75646258503401	Average fitness:	176.436462585034	Fitness standard deviation:	39.465332345526456	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5456	Best fitness:	101.75646258503401	Average fitness:	195.73646258503402	Fitness standard deviation:	38.21255494077884	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5472	Best fitness:	101.75646258503401	Average fitness:	182.4393197278912	Fitness standard deviation:	60.49939847904713	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5488	Best fitness:	101.75646258503401	Average fitness:	195.4021768707483	Fitness standard deviation:	34.09051145742128	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5504	Best fitness:	101.75646258503401	Average fitness:	179.6707482993197	Fitness standard deviation:	45.26006303710202	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5520	Best fitness:	101.75646258503401	Average fitness:	153.10503401360546	Fitness standard deviation:	46.71843895910383	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5536	Best fitness:	101.75646258503401	Average fitness:	177.9793197278912	Fitness standard deviation:	53.184091222692466	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5552	Best fitness:	101.75646258503401	Average fitness:	191.52503401360545	Fitness standard deviation:	50.253680462230825	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5568	Best fitness:	101.75646258503401	Average fitness:	176.0878911564626	Fitness standard deviation:	44.585970521532204	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5584	Best fitness:	101.75646258503401	Average fitness:	178.39646258503402	Fitness standard deviation:	44.995659110357636	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5600	Best fitness:	101.75646258503401	Average fitness:	182.1736054421769	Fitness standard deviation:	52.248680405170354	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5616	Best fitness:	101.75646258503401	Average fitness:	173.52789115646257	Fitness standard deviation:	42.73050623694161	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5632	Best fitness:	101.75646258503401	Average fitness:	208.83646258503404	Fitness standard deviation:	48.27890027998668	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5648	Best fitness:	101.75646258503401	Average fitness:	210.99360544217683	Fitness standard deviation:	45.20090129135724	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5664	Best fitness:	101.75646258503401	Average fitness:	210.0878911564626	Fitness standard deviation:	49.18578888837129	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5680	Best fitness:	101.75646258503401	Average fitness:	172.04503401360546	Fitness standard deviation:	58.34001875004071	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5696	Best fitness:	101.75646258503401	Average fitness:	201.36503401360545	Fitness standard deviation:	47.18456691654635	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5712	Best fitness:	101.75646258503401	Average fitness:	201.93074829931976	Fitness standard deviation:	42.34705290567359	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5728	Best fitness:	101.75646258503401	Average fitness:	153.37646258503403	Fitness standard deviation:	31.35478624401964	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5744	Best fitness:	101.75646258503401	Average fitness:	162.95646258503402	Fitness standard deviation:	32.76042410829112	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5760	Best fitness:	101.75646258503401	Average fitness:	155.34217687074832	Fitness standard deviation:	26.522373304707966	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5776	Best fitness:	101.75646258503401	Average fitness:	210.33646258503398	Fitness standard deviation:	43.70567431520693	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5792	Best fitness:	101.75646258503401	Average fitness:	188.51074829931974	Fitness standard deviation:	52.045037325417326	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5808	Best fitness:	101.75646258503401	Average fitness:	170.1736054421769	Fitness standard deviation:	47.655777986621985	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5824	Best fitness:	101.75646258503401	Average fitness:	185.46503401360548	Fitness standard deviation:	58.048675985533635	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5840	Best fitness:	101.75646258503401	Average fitness:	175.40503401360547	Fitness standard deviation:	55.61607908744758	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5856	Best fitness:	101.75646258503401	Average fitness:	180.8278911564626	Fitness standard deviation:	49.91109360959869	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5872	Best fitness:	101.75646258503401	Average fitness:	205.40217687074832	Fitness standard deviation:	43.3783849117394	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5888	Best fitness:	101.75646258503401	Average fitness:	181.87646258503403	Fitness standard deviation:	34.41938893550955	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5904	Best fitness:	101.75646258503401	Average fitness:	172.776462585034	Fitness standard deviation:	48.74089436677858	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5920	Best fitness:	101.75646258503401	Average fitness:	169.72217687074834	Fitness standard deviation:	31.94386862697039	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5936	Best fitness:	101.75646258503401	Average fitness:	212.93931972789113	Fitness standard deviation:	63.43908046789647	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5952	Best fitness:	101.75646258503401	Average fitness:	191.00503401360544	Fitness standard deviation:	45.2127561014114	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5968	Best fitness:	101.75646258503401	Average fitness:	192.7421768707483	Fitness standard deviation:	42.55527449982085	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	5984	Best fitness:	101.75646258503401	Average fitness:	190.95646258503402	Fitness standard deviation:	62.45830739993925	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	6000	Best fitness:	101.75646258503401	Average fitness:	179.556462585034	Fitness standard deviation:	29.150682422788762	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	6016	Best fitness:	101.75646258503401	Average fitness:	194.9278911564626	Fitness standard deviation:	48.47491251005145	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	6032	Best fitness:	101.75646258503401	Average fitness:	191.7078911564626	Fitness standard deviation:	51.549589439961316	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	6048	Best fitness:	101.75646258503401	Average fitness:	174.79074829931974	Fitness standard deviation:	53.98983093970529	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	6064	Best fitness:	101.75646258503401	Average fitness:	197.6421768707483	Fitness standard deviation:	57.11052370944734	Best genome:	A9	N3	E4	N5	A11	A6	A14	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	6080	Best fitness:	101.72789115646259	Average fitness:	203.25646258503406	Fitness standard deviation:	62.43953777496291	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A14	A17	
Generation:	6096	Best fitness:	101.72789115646259	Average fitness:	217.1821768707483	Fitness standard deviation:	58.92081084829373	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A14	A17	
Generation:	6112	Best fitness:	101.72789115646259	Average fitness:	162.44503401360544	Fitness standard deviation:	76.56133137050641	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A14	A17	
Generation:	6128	Best fitness:	101.72789115646259	Average fitness:	150.78217687074832	Fitness standard deviation:	39.341953408024665	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A14	A17	
Generation:	6144	Best fitness:	101.72789115646259	Average fitness:	202.91074829931978	Fitness standard deviation:	36.885137098505	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A14	A17	
Generation:	6160	Best fitness:	101.72789115646259	Average fitness:	157.05931972789116	Fitness standard deviation:	47.93405878742936	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A14	A17	
Generation:	6176	Best fitness:	101.72789115646259	Average fitness:	181.5878911564626	Fitness standard deviation:	65.1660327822051	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A14	A17	
Generation:	6192	Best fitness:	101.72789115646259	Average fitness:	166.26503401360543	Fitness standard deviation:	41.14774732842713	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A14	A17	
Generation:	6208	Best fitness:	101.72789115646259	Average fitness:	195.25360544217688	Fitness standard deviation:	51.257544511883864	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A14	A17	
Generation:	6224	Best fitness:	101.72789115646259	Average fitness:	173.9678911564626	Fitness standard deviation:	45.425205984954104	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N7	A10	N6	E3	N12	A8	A13	N9	A16	E5	A15	A14	A17	
Generation:	6240	Best fitness:	101.55646258503401	Average fitness:	172.90503401360547	Fitness standard deviation:	43.03526754954853	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	A13	N9	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6256	Best fitness:	101.55646258503401	Average fitness:	197.18503401360547	Fitness standard deviation:	40.5913291233485	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	A13	N9	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6272	Best fitness:	101.55646258503401	Average fitness:	202.056462585034	Fitness standard deviation:	56.55929054486783	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	A13	N9	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6288	Best fitness:	101.55646258503401	Average fitness:	175.75074829931972	Fitness standard deviation:	29.150987101290273	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	A13	N9	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6304	Best fitness:	101.55646258503401	Average fitness:	170.09931972789116	Fitness standard deviation:	43.50942285931888	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	A13	N9	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6320	Best fitness:	101.55646258503401	Average fitness:	177.91931972789118	Fitness standard deviation:	60.903668399282786	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	A13	N9	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6336	Best fitness:	101.55646258503401	Average fitness:	186.31931972789118	Fitness standard deviation:	39.43440546900482	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	A13	N9	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6352	Best fitness:	101.55646258503401	Average fitness:	184.2936054421769	Fitness standard deviation:	34.267146877177275	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	A13	N9	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6368	Best fitness:	101.55646258503401	Average fitness:	181.67931972789117	Fitness standard deviation:	43.877052809701176	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	A13	N9	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6384	Best fitness:	101.55646258503401	Average fitness:	173.01360544217687	Fitness standard deviation:	34.92264805164086	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	A13	N9	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6400	Best fitness:	101.55646258503401	Average fitness:	182.38503401360543	Fitness standard deviation:	37.49580439114189	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	A13	N9	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6416	Best fitness:	101.55646258503401	Average fitness:	190.83074829931974	Fitness standard deviation:	46.21190623152241	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	A13	N9	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6432	Best fitness:	101.55646258503401	Average fitness:	202.07931972789112	Fitness standard deviation:	38.11161920421838	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	A13	N9	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6448	Best fitness:	101.55646258503401	Average fitness:	222.2793197278911	Fitness standard deviation:	56.32452476316084	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	A13	N9	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6464	Best fitness:	101.55646258503401	Average fitness:	177.14503401360548	Fitness standard deviation:	51.43966102659126	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	A13	N9	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6480	Best fitness:	101.55646258503401	Average fitness:	188.67646258503402	Fitness standard deviation:	46.876751646183415	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	A13	N9	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6496	Best fitness:	101.52789115646259	Average fitness:	175.87360544217688	Fitness standard deviation:	33.056877267731714	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6512	Best fitness:	101.52789115646259	Average fitness:	180.53074829931973	Fitness standard deviation:	58.44274847215513	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6528	Best fitness:	101.52789115646259	Average fitness:	190.76789115646258	Fitness standard deviation:	42.257550852855076	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6544	Best fitness:	101.52789115646259	Average fitness:	201.13931972789118	Fitness standard deviation:	53.54540808071793	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6560	Best fitness:	101.52789115646259	Average fitness:	178.43931972789116	Fitness standard deviation:	41.953888097894	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6576	Best fitness:	101.52789115646259	Average fitness:	204.47646258503403	Fitness standard deviation:	47.69891591631656	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6592	Best fitness:	101.52789115646259	Average fitness:	226.63931972789115	Fitness standard deviation:	56.54697660587439	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6608	Best fitness:	101.52789115646259	Average fitness:	191.14789115646258	Fitness standard deviation:	53.15979154149021	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6624	Best fitness:	101.52789115646259	Average fitness:	178.19360544217687	Fitness standard deviation:	46.457749161392414	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6640	Best fitness:	101.52789115646259	Average fitness:	175.95074829931974	Fitness standard deviation:	43.97601164271266	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6656	Best fitness:	101.52789115646259	Average fitness:	172.6278911564626	Fitness standard deviation:	54.96872320340217	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6672	Best fitness:	101.52789115646259	Average fitness:	227.7850340136054	Fitness standard deviation:	57.409726829988294	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6688	Best fitness:	101.52789115646259	Average fitness:	221.7193197278911	Fitness standard deviation:	61.79972267291318	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6704	Best fitness:	101.52789115646259	Average fitness:	189.91360544217687	Fitness standard deviation:	43.191301561914585	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6720	Best fitness:	101.52789115646259	Average fitness:	206.11074829931968	Fitness standard deviation:	58.85816809093202	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6736	Best fitness:	101.52789115646259	Average fitness:	177.5278911564626	Fitness standard deviation:	43.887308378786386	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6752	Best fitness:	101.52789115646259	Average fitness:	199.02789115646254	Fitness standard deviation:	50.59157185596374	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6768	Best fitness:	101.52789115646259	Average fitness:	194.0536054421769	Fitness standard deviation:	58.759373998138045	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6784	Best fitness:	101.52789115646259	Average fitness:	209.05074829931974	Fitness standard deviation:	40.378820574905454	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6800	Best fitness:	101.52789115646259	Average fitness:	180.3278911564626	Fitness standard deviation:	37.825450885533115	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6816	Best fitness:	101.52789115646259	Average fitness:	180.14503401360548	Fitness standard deviation:	60.98023928842416	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6832	Best fitness:	101.52789115646259	Average fitness:	192.16789115646262	Fitness standard deviation:	43.34112850870595	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6848	Best fitness:	101.52789115646259	Average fitness:	176.2821768707483	Fitness standard deviation:	49.2786399891847	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6864	Best fitness:	101.52789115646259	Average fitness:	216.7793197278911	Fitness standard deviation:	48.96475500452403	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6880	Best fitness:	101.52789115646259	Average fitness:	174.86789115646258	Fitness standard deviation:	43.487451532785016	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6896	Best fitness:	101.52789115646259	Average fitness:	192.9936054421769	Fitness standard deviation:	38.492157801880865	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6912	Best fitness:	101.52789115646259	Average fitness:	162.88789115646256	Fitness standard deviation:	32.58832443983456	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6928	Best fitness:	101.52789115646259	Average fitness:	185.09931972789116	Fitness standard deviation:	45.86165353872582	Best genome:	A9	N3	E4	N5	A11	A6	A12	A7	N9	A13	A16	E5	A15	A14	A17	N7	A10	N6	E3	N12	A8	
Generation:	6944	Best fitness:	101.49931972789116	Average fitness:	184.54217687074828	Fitness standard deviation:	56.81432163510485	Best genome:	A9	N3	E4	N5	A11	A6	A12	N9	A13	A16	E5	A15	A14	A17	A7	N7	A10	N6	E3	N12	A8	
Generation:	6960	Best fitness:	101.49931972789116	Average fitness:	198.14789115646258	Fitness standard deviation:	46.2795569978621	Best genome:	A9	N3	E4	N5	A11	A6	A12	N9	A13	A16	E5	A15	A14	A17	A7	N7	A10	N6	E3	N12	A8	
Generation:	6976	Best fitness:	101.49931972789116	Average fitness:	160.75646258503403	Fitness standard deviation:	49.11898755853494	Best genome:	A9	N3	E4	N5	A11	A6	A12	N9	A13	A16	E5	A15	A14	A17	A7	N7	A10	N6	E3	N12	A8	
Generation:	6992	Best fitness:	101.49931972789116	Average fitness:	160.1193197278912	Fitness standard deviation:	36.309980749661875	Best genome:	A9	N3	E4	N5	A11	A6	A12	N9	A13	A16	E5	A15	A14	A17	A7	N7	A10	N6	E3	N12	A8	
Generation:	7008	Best fitness:	101.49931972789116	Average fitness:	189.23360544217684	Fitness standard deviation:	41.70422001844584	Best genome:	A9	N3	E4	N5	A11	A6	A12	N9	A13	A16	E5	A15	A14	A17	A7	N7	A10	N6	E3	N12	A8	
Generation:	7024	Best fitness:	101.49931972789116	Average fitness:	174.85931972789115	Fitness standard deviation:	49.07479206605496	Best genome:	A9	N3	E4	N5	A11	A6	A12	N9	A13	A16	E5	A15	A14	A17	A7	N7	A10	N6	E3	N12	A8	
Generation:	7040	Best fitness:	101.49931972789116	Average fitness:	178.36217687074827	Fitness standard deviation:	52.170009055950516	Best genome:	A9	N3	E4	N5	A11	A6	A12	N9	A13	A16	E5	A15	A14	A17	A7	N7	A10	N6	E3	N12	A8	
