Generation:	16	Best fitness:	239.81360544217688	Average fitness:	335.61874829931963	Fitness standard deviation:	35.95893516845263	Best genome:	A17	A9	N5	A10	A12	A14	A6	N12	A7	A11	E3	E4	N3	A16	E5	N6	N7	A15	N9	A13	A8	
Generation:	29680	Best fitness:	109.4421768707483	Average fitness:	302.3678911564626	Fitness standard deviation:	53.36766887950656	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29696	Best fitness:	109.4421768707483	Average fitness:	303.2713197278912	Fitness standard deviation:	47.446637003467124	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29712	Best fitness:	109.4421768707483	Average fitness:	309.6553197278911	Fitness standard deviation:	52.42425804288449	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29728	Best fitness:	109.4421768707483	Average fitness:	307.93360544217694	Fitness standard deviation:	51.49525391247434	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29744	Best fitness:	109.4421768707483	Average fitness:	318.67474829931973	Fitness standard deviation:	51.40057587543676	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29760	Best fitness:	109.4421768707483	Average fitness:	305.4296054421769	Fitness standard deviation:	55.70359345313223	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29776	Best fitness:	109.4421768707483	Average fitness:	312.33589115646265	Fitness standard deviation:	48.64942679864517	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29792	Best fitness:	109.4421768707483	Average fitness:	315.6118911564627	Fitness standard deviation:	45.422147402035556	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29808	Best fitness:	109.4421768707483	Average fitness:	309.7010340136054	Fitness standard deviation:	53.9505773561435	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29824	Best fitness:	109.4421768707483	Average fitness:	309.1501768707484	Fitness standard deviation:	51.33984259852007	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29840	Best fitness:	109.4421768707483	Average fitness:	316.4627482993198	Fitness standard deviation:	49.314121516031875	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29856	Best fitness:	109.4421768707483	Average fitness:	319.55360544217694	Fitness standard deviation:	59.79360425834925	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29872	Best fitness:	109.4421768707483	Average fitness:	318.42389115646273	Fitness standard deviation:	54.74521908414861	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29888	Best fitness:	109.4421768707483	Average fitness:	314.0970340136054	Fitness standard deviation:	55.91555406693423	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29904	Best fitness:	109.4421768707483	Average fitness:	311.3130340136054	Fitness standard deviation:	50.88839368577443	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29920	Best fitness:	109.4421768707483	Average fitness:	308.7518911564626	Fitness standard deviation:	52.91146717578219	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29936	Best fitness:	109.4421768707483	Average fitness:	307.99074829931976	Fitness standard deviation:	52.706121551292235	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29952	Best fitness:	109.4421768707483	Average fitness:	298.15474829931986	Fitness standard deviation:	54.80196701668617	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29968	Best fitness:	109.4421768707483	Average fitness:	319.28446258503396	Fitness standard deviation:	52.94602881255976	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	29984	Best fitness:	109.4421768707483	Average fitness:	320.6370340136055	Fitness standard deviation:	61.862020445108485	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30000	Best fitness:	109.4421768707483	Average fitness:	318.2524625850341	Fitness standard deviation:	45.50495815461279	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30016	Best fitness:	109.4421768707483	Average fitness:	314.31817687074823	Fitness standard deviation:	48.520500227917545	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30032	Best fitness:	109.4421768707483	Average fitness:	326.2913197278912	Fitness standard deviation:	63.71718380084139	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30048	Best fitness:	109.4421768707483	Average fitness:	311.800462585034	Fitness standard deviation:	51.30409291386298	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30064	Best fitness:	109.4421768707483	Average fitness:	312.3198911564625	Fitness standard deviation:	60.748084989385056	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30080	Best fitness:	109.4421768707483	Average fitness:	318.99360544217694	Fitness standard deviation:	57.59454346320225	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30096	Best fitness:	109.4421768707483	Average fitness:	315.4718911564627	Fitness standard deviation:	50.83375801370501	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30112	Best fitness:	109.4421768707483	Average fitness:	312.8124625850341	Fitness standard deviation:	59.056482119463645	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30128	Best fitness:	109.4421768707483	Average fitness:	310.7461768707483	Fitness standard deviation:	46.8803742967575	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30144	Best fitness:	109.4421768707483	Average fitness:	327.7656054421768	Fitness standard deviation:	57.96580989176433	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30160	Best fitness:	109.4421768707483	Average fitness:	317.7256054421768	Fitness standard deviation:	59.40541027790073	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30176	Best fitness:	109.4421768707483	Average fitness:	319.53760544217675	Fitness standard deviation:	54.63097801333853	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30192	Best fitness:	109.4421768707483	Average fitness:	314.416462585034	Fitness standard deviation:	49.62515104588126	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30208	Best fitness:	109.4421768707483	Average fitness:	317.10103401360556	Fitness standard deviation:	54.71452067387074	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30224	Best fitness:	109.4421768707483	Average fitness:	315.2507482993197	Fitness standard deviation:	46.99744856296533	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30240	Best fitness:	109.4421768707483	Average fitness:	309.6833197278912	Fitness standard deviation:	59.181048030943295	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30256	Best fitness:	109.4421768707483	Average fitness:	315.1776054421769	Fitness standard deviation:	50.035123927586916	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30272	Best fitness:	109.4421768707483	Average fitness:	309.4318911564627	Fitness standard deviation:	60.219020321571115	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30288	Best fitness:	109.4421768707483	Average fitness:	315.35246258503406	Fitness standard deviation:	50.64637223666364	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30304	Best fitness:	109.4421768707483	Average fitness:	312.39874829931983	Fitness standard deviation:	55.258763823173844	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30320	Best fitness:	109.4421768707483	Average fitness:	303.85474829931985	Fitness standard deviation:	52.64592056525618	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30336	Best fitness:	109.4421768707483	Average fitness:	317.316462585034	Fitness standard deviation:	51.31706005863181	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30352	Best fitness:	109.4421768707483	Average fitness:	310.69817687074834	Fitness standard deviation:	59.86087460852839	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30368	Best fitness:	109.4421768707483	Average fitness:	321.1170340136055	Fitness standard deviation:	49.78552691581877	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30384	Best fitness:	109.4421768707483	Average fitness:	322.3456054421769	Fitness standard deviation:	51.184540041552644	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30400	Best fitness:	109.4421768707483	Average fitness:	308.0861768707484	Fitness standard deviation:	56.66803445776218	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30416	Best fitness:	109.4421768707483	Average fitness:	318.260462585034	Fitness standard deviation:	46.112402779755996	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30432	Best fitness:	109.4421768707483	Average fitness:	321.0907482993198	Fitness standard deviation:	52.400421325615696	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30448	Best fitness:	109.4421768707483	Average fitness:	313.77474829931964	Fitness standard deviation:	52.44124899585152	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30464	Best fitness:	109.4421768707483	Average fitness:	306.9707482993198	Fitness standard deviation:	54.35195034331747	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30480	Best fitness:	109.4421768707483	Average fitness:	314.7250340136054	Fitness standard deviation:	52.65879828418698	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30496	Best fitness:	109.4421768707483	Average fitness:	311.46503401360536	Fitness standard deviation:	51.86645205698566	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30512	Best fitness:	109.4421768707483	Average fitness:	302.8507482993197	Fitness standard deviation:	58.06949650625358	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30528	Best fitness:	109.4421768707483	Average fitness:	314.58846258503394	Fitness standard deviation:	53.74765700142525	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30544	Best fitness:	109.4421768707483	Average fitness:	310.4484625850339	Fitness standard deviation:	42.19037525990292	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30560	Best fitness:	109.4421768707483	Average fitness:	304.2004625850341	Fitness standard deviation:	59.752253195667734	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30576	Best fitness:	109.4421768707483	Average fitness:	321.34331972789124	Fitness standard deviation:	56.202437076943156	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30592	Best fitness:	109.4421768707483	Average fitness:	312.12560544217695	Fitness standard deviation:	57.99102304632316	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30608	Best fitness:	109.4421768707483	Average fitness:	319.30160544217694	Fitness standard deviation:	59.545810137906365	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30624	Best fitness:	109.4421768707483	Average fitness:	317.6713197278912	Fitness standard deviation:	56.0285054243073	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30640	Best fitness:	109.4421768707483	Average fitness:	319.54160544217683	Fitness standard deviation:	47.30702885687607	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30656	Best fitness:	109.4421768707483	Average fitness:	313.1816054421768	Fitness standard deviation:	56.166959461801675	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30672	Best fitness:	109.4421768707483	Average fitness:	314.2313197278912	Fitness standard deviation:	47.087667050352984	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30688	Best fitness:	109.4421768707483	Average fitness:	310.6113197278912	Fitness standard deviation:	63.413503445759126	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30704	Best fitness:	109.4421768707483	Average fitness:	322.008462585034	Fitness standard deviation:	58.056053895861574	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30720	Best fitness:	109.4421768707483	Average fitness:	314.24503401360545	Fitness standard deviation:	58.485488240194044	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30736	Best fitness:	109.4421768707483	Average fitness:	306.9261768707483	Fitness standard deviation:	47.705672587871824	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30752	Best fitness:	109.4421768707483	Average fitness:	314.7558911564626	Fitness standard deviation:	59.09527789139521	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30768	Best fitness:	109.4421768707483	Average fitness:	307.95131972789125	Fitness standard deviation:	52.04184962437952	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30784	Best fitness:	109.4421768707483	Average fitness:	319.69303401360554	Fitness standard deviation:	62.05320095083651	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30800	Best fitness:	109.4421768707483	Average fitness:	316.60503401360546	Fitness standard deviation:	46.06365046191575	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30816	Best fitness:	109.4421768707483	Average fitness:	320.27303401360535	Fitness standard deviation:	52.97096650746231	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30832	Best fitness:	109.4421768707483	Average fitness:	317.6576054421768	Fitness standard deviation:	53.267867470139315	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30848	Best fitness:	109.4421768707483	Average fitness:	317.5021768707483	Fitness standard deviation:	52.19468743002843	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30864	Best fitness:	109.4421768707483	Average fitness:	320.38103401360536	Fitness standard deviation:	58.02471929536689	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30880	Best fitness:	109.4421768707483	Average fitness:	311.2513197278913	Fitness standard deviation:	60.63460517707354	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30896	Best fitness:	109.4421768707483	Average fitness:	310.2233197278911	Fitness standard deviation:	48.841003720318476	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30912	Best fitness:	109.4421768707483	Average fitness:	314.404462585034	Fitness standard deviation:	48.93953702023653	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30928	Best fitness:	109.4421768707483	Average fitness:	311.26560544217693	Fitness standard deviation:	48.146451647074485	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30944	Best fitness:	109.4421768707483	Average fitness:	309.56903401360546	Fitness standard deviation:	48.30057257783741	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30960	Best fitness:	109.4421768707483	Average fitness:	305.6456054421769	Fitness standard deviation:	52.568482103765156	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30976	Best fitness:	109.4421768707483	Average fitness:	318.82446258503404	Fitness standard deviation:	47.85158104653451	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	30992	Best fitness:	109.4421768707483	Average fitness:	310.5318911564627	Fitness standard deviation:	62.322125139946756	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31008	Best fitness:	109.4421768707483	Average fitness:	314.72960544217693	Fitness standard deviation:	55.7687626441285	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31024	Best fitness:	109.4421768707483	Average fitness:	324.65074829931973	Fitness standard deviation:	54.20051938903184	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31040	Best fitness:	109.4421768707483	Average fitness:	314.35303401360534	Fitness standard deviation:	49.254769793681625	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31056	Best fitness:	109.4421768707483	Average fitness:	322.2941768707484	Fitness standard deviation:	54.87485151372221	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31072	Best fitness:	109.4421768707483	Average fitness:	319.15189115646257	Fitness standard deviation:	47.3243206611655	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31088	Best fitness:	109.4421768707483	Average fitness:	312.96903401360544	Fitness standard deviation:	49.98644458209829	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31104	Best fitness:	109.4421768707483	Average fitness:	313.89589115646265	Fitness standard deviation:	47.370424473246075	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31120	Best fitness:	109.4421768707483	Average fitness:	318.7090340136055	Fitness standard deviation:	47.859839449827504	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31136	Best fitness:	109.4421768707483	Average fitness:	304.9673197278912	Fitness standard deviation:	55.27261591310431	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31152	Best fitness:	109.4421768707483	Average fitness:	312.26560544217693	Fitness standard deviation:	51.55811547671427	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31168	Best fitness:	109.4421768707483	Average fitness:	314.77760544217693	Fitness standard deviation:	48.92848986353994	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31184	Best fitness:	109.4421768707483	Average fitness:	317.61589115646245	Fitness standard deviation:	47.40508397431909	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31200	Best fitness:	109.4421768707483	Average fitness:	315.23874829931975	Fitness standard deviation:	55.94156386656287	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31216	Best fitness:	109.4421768707483	Average fitness:	306.4576054421769	Fitness standard deviation:	55.75143675937593	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31232	Best fitness:	109.4421768707483	Average fitness:	308.1941768707484	Fitness standard deviation:	53.793934394433855	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31248	Best fitness:	109.4421768707483	Average fitness:	314.2953197278911	Fitness standard deviation:	50.10680413611203	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31264	Best fitness:	109.4421768707483	Average fitness:	315.03874829931965	Fitness standard deviation:	57.22775511578133	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31280	Best fitness:	109.4421768707483	Average fitness:	313.632462585034	Fitness standard deviation:	57.81627921586918	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31296	Best fitness:	109.4421768707483	Average fitness:	312.1856054421769	Fitness standard deviation:	48.51455981413398	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31312	Best fitness:	109.4421768707483	Average fitness:	316.26103401360547	Fitness standard deviation:	56.93690302467124	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31328	Best fitness:	109.4421768707483	Average fitness:	330.78331972789107	Fitness standard deviation:	57.15362595957084	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31344	Best fitness:	109.4421768707483	Average fitness:	311.1404625850341	Fitness standard deviation:	50.91003899557152	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31360	Best fitness:	109.4421768707483	Average fitness:	310.3536054421769	Fitness standard deviation:	54.30425014373616	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31376	Best fitness:	109.4421768707483	Average fitness:	301.2376054421769	Fitness standard deviation:	57.80953338793362	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31392	Best fitness:	109.4421768707483	Average fitness:	323.9627482993197	Fitness standard deviation:	47.88081539550862	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	31408	Best fitness:	109.4421768707483	Average fitness:	310.9118911564626	Fitness standard deviation:	47.22787940379699	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
