Generation:	16	Best fitness:	245.35646258503402	Average fitness:	311.9336054421768	Fitness standard deviation:	42.296409458265174	Best genome:	E5	E3	N9	A8	A9	A16	E4	N5	N12	N3	A7	A14	A11	A10	A15	A17	A12	N7	N6	A6	A13	
Generation:	8000	Best fitness:	95.52789115646259	Average fitness:	233.05217687074827	Fitness standard deviation:	67.64407165903192	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8016	Best fitness:	95.52789115646259	Average fitness:	257.316462585034	Fitness standard deviation:	63.46958352355135	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8032	Best fitness:	95.52789115646259	Average fitness:	262.01789115646267	Fitness standard deviation:	67.0878931716005	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8048	Best fitness:	95.52789115646259	Average fitness:	251.11503401360545	Fitness standard deviation:	67.12342908890352	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8064	Best fitness:	95.52789115646259	Average fitness:	266.5493197278912	Fitness standard deviation:	74.36047330266207	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8080	Best fitness:	95.52789115646259	Average fitness:	250.4136054421769	Fitness standard deviation:	65.85140229086599	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8096	Best fitness:	95.52789115646259	Average fitness:	258.1221768707484	Fitness standard deviation:	58.61519382326373	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8112	Best fitness:	95.52789115646259	Average fitness:	245.2864625850341	Fitness standard deviation:	83.60742886385448	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8128	Best fitness:	95.52789115646259	Average fitness:	233.80217687074824	Fitness standard deviation:	68.07130559125453	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8144	Best fitness:	95.52789115646259	Average fitness:	242.7307482993198	Fitness standard deviation:	77.19767993764516	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8160	Best fitness:	95.52789115646259	Average fitness:	257.5821768707484	Fitness standard deviation:	64.78537999598744	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8176	Best fitness:	95.52789115646259	Average fitness:	256.76074829931974	Fitness standard deviation:	52.582745113520545	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8192	Best fitness:	95.52789115646259	Average fitness:	247.0364625850341	Fitness standard deviation:	61.10120049590529	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8208	Best fitness:	95.52789115646259	Average fitness:	254.94789115646262	Fitness standard deviation:	78.01072668262373	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8224	Best fitness:	95.52789115646259	Average fitness:	239.66646258503405	Fitness standard deviation:	66.71068590777429	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8240	Best fitness:	95.52789115646259	Average fitness:	248.08217687074836	Fitness standard deviation:	74.37805656212848	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8256	Best fitness:	95.52789115646259	Average fitness:	238.73360544217684	Fitness standard deviation:	55.26003213010655	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8272	Best fitness:	95.52789115646259	Average fitness:	261.14789115646255	Fitness standard deviation:	58.71262569777075	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8288	Best fitness:	95.52789115646259	Average fitness:	245.00503401360547	Fitness standard deviation:	66.51156296587283	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8304	Best fitness:	95.52789115646259	Average fitness:	267.52217687074824	Fitness standard deviation:	64.56574412399902	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8320	Best fitness:	95.52789115646259	Average fitness:	261.37503401360544	Fitness standard deviation:	58.731869647108105	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8336	Best fitness:	95.52789115646259	Average fitness:	274.68074829931976	Fitness standard deviation:	70.74032898494293	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8352	Best fitness:	95.52789115646259	Average fitness:	255.17217687074836	Fitness standard deviation:	77.94816669965199	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8368	Best fitness:	95.52789115646259	Average fitness:	240.75217687074831	Fitness standard deviation:	59.30956441091306	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8384	Best fitness:	95.52789115646259	Average fitness:	241.42646258503405	Fitness standard deviation:	79.66159317092908	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8400	Best fitness:	95.52789115646259	Average fitness:	255.06503401360547	Fitness standard deviation:	61.40176664346699	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8416	Best fitness:	95.52789115646259	Average fitness:	249.18074829931976	Fitness standard deviation:	53.871704189165	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8432	Best fitness:	95.52789115646259	Average fitness:	252.14931972789117	Fitness standard deviation:	58.544188003418334	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8448	Best fitness:	95.52789115646259	Average fitness:	253.436462585034	Fitness standard deviation:	61.04502827873062	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8464	Best fitness:	95.52789115646259	Average fitness:	267.736462585034	Fitness standard deviation:	67.09567345155996	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8480	Best fitness:	95.52789115646259	Average fitness:	244.04789115646258	Fitness standard deviation:	58.62138120766072	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8496	Best fitness:	95.52789115646259	Average fitness:	257.8836054421769	Fitness standard deviation:	59.67985779583101	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8512	Best fitness:	95.52789115646259	Average fitness:	261.626462585034	Fitness standard deviation:	69.33204782135056	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8528	Best fitness:	95.52789115646259	Average fitness:	251.59217687074835	Fitness standard deviation:	69.31864364759929	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8544	Best fitness:	95.52789115646259	Average fitness:	260.4078911564626	Fitness standard deviation:	59.10839893356777	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8560	Best fitness:	95.52789115646259	Average fitness:	247.43074829931976	Fitness standard deviation:	49.710266175764	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8576	Best fitness:	95.52789115646259	Average fitness:	263.2036054421769	Fitness standard deviation:	65.1605980071781	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8592	Best fitness:	95.52789115646259	Average fitness:	262.0050340136055	Fitness standard deviation:	68.54429826389497	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8608	Best fitness:	95.52789115646259	Average fitness:	244.04503401360543	Fitness standard deviation:	79.29547270706402	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8624	Best fitness:	95.52789115646259	Average fitness:	262.3693197278912	Fitness standard deviation:	61.19137159063243	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8640	Best fitness:	95.52789115646259	Average fitness:	268.53789115646254	Fitness standard deviation:	66.51386246490274	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8656	Best fitness:	95.52789115646259	Average fitness:	276.79503401360546	Fitness standard deviation:	59.37300168065809	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8672	Best fitness:	95.52789115646259	Average fitness:	266.08931972789117	Fitness standard deviation:	75.1352110585731	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8688	Best fitness:	95.52789115646259	Average fitness:	273.083605442177	Fitness standard deviation:	58.42732550190983	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8704	Best fitness:	95.52789115646259	Average fitness:	263.0378911564626	Fitness standard deviation:	62.8700099005715	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8720	Best fitness:	95.52789115646259	Average fitness:	250.91217687074837	Fitness standard deviation:	59.35011199549291	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8736	Best fitness:	95.52789115646259	Average fitness:	251.35074829931972	Fitness standard deviation:	69.48691117390234	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8752	Best fitness:	95.52789115646259	Average fitness:	268.5493197278912	Fitness standard deviation:	68.95276636797045	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8768	Best fitness:	95.52789115646259	Average fitness:	261.35789115646264	Fitness standard deviation:	58.27683789202943	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8784	Best fitness:	95.52789115646259	Average fitness:	238.95360544217692	Fitness standard deviation:	63.970828747267646	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8800	Best fitness:	95.52789115646259	Average fitness:	253.04789115646253	Fitness standard deviation:	72.50436586432403	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8816	Best fitness:	95.52789115646259	Average fitness:	249.04646258503408	Fitness standard deviation:	55.72323464760312	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8832	Best fitness:	95.52789115646259	Average fitness:	264.89931972789117	Fitness standard deviation:	61.93266059987728	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8848	Best fitness:	95.52789115646259	Average fitness:	236.5964625850341	Fitness standard deviation:	69.1982201021538	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8864	Best fitness:	95.52789115646259	Average fitness:	258.3736054421769	Fitness standard deviation:	56.71056151860165	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8880	Best fitness:	95.52789115646259	Average fitness:	241.80789115646263	Fitness standard deviation:	58.15739698860151	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8896	Best fitness:	95.52789115646259	Average fitness:	240.00217687074823	Fitness standard deviation:	65.70296511185623	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8912	Best fitness:	95.52789115646259	Average fitness:	257.5336054421769	Fitness standard deviation:	56.51586419866946	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8928	Best fitness:	95.52789115646259	Average fitness:	263.90931972789116	Fitness standard deviation:	62.08987250226029	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8944	Best fitness:	95.52789115646259	Average fitness:	251.96074829931973	Fitness standard deviation:	57.70524276750894	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8960	Best fitness:	95.52789115646259	Average fitness:	240.67646258503396	Fitness standard deviation:	61.49485566670913	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8976	Best fitness:	95.52789115646259	Average fitness:	248.9193197278912	Fitness standard deviation:	57.14291721425413	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	8992	Best fitness:	95.52789115646259	Average fitness:	271.4793197278912	Fitness standard deviation:	89.48179023507224	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9008	Best fitness:	95.52789115646259	Average fitness:	252.7336054421769	Fitness standard deviation:	62.14983185817963	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9024	Best fitness:	95.52789115646259	Average fitness:	254.5721768707483	Fitness standard deviation:	72.04788457289062	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9040	Best fitness:	95.52789115646259	Average fitness:	256.286462585034	Fitness standard deviation:	69.01507760435175	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9056	Best fitness:	95.52789115646259	Average fitness:	284.3436054421769	Fitness standard deviation:	68.5512788698641	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9072	Best fitness:	95.52789115646259	Average fitness:	265.79503401360546	Fitness standard deviation:	56.21983183749961	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9088	Best fitness:	95.52789115646259	Average fitness:	252.6978911564626	Fitness standard deviation:	70.30476308362684	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9104	Best fitness:	95.52789115646259	Average fitness:	257.4150340136054	Fitness standard deviation:	68.6333782514316	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9120	Best fitness:	95.52789115646259	Average fitness:	257.9421768707483	Fitness standard deviation:	70.56527011879693	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9136	Best fitness:	95.52789115646259	Average fitness:	259.43789115646257	Fitness standard deviation:	76.78429116289188	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9152	Best fitness:	95.52789115646259	Average fitness:	256.4050340136054	Fitness standard deviation:	54.21989777088955	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9168	Best fitness:	95.52789115646259	Average fitness:	267.7507482993198	Fitness standard deviation:	55.869104017099374	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9184	Best fitness:	95.52789115646259	Average fitness:	271.51931972789123	Fitness standard deviation:	67.92020293952999	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9200	Best fitness:	95.52789115646259	Average fitness:	268.5150340136055	Fitness standard deviation:	82.33365888696	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9216	Best fitness:	95.52789115646259	Average fitness:	248.84217687074835	Fitness standard deviation:	69.9951718451541	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9232	Best fitness:	95.52789115646259	Average fitness:	258.94789115646256	Fitness standard deviation:	47.500016842102276	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9248	Best fitness:	95.52789115646259	Average fitness:	254.15931972789116	Fitness standard deviation:	61.135361289518855	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9264	Best fitness:	95.52789115646259	Average fitness:	257.5178911564626	Fitness standard deviation:	64.42997798591357	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9280	Best fitness:	95.52789115646259	Average fitness:	271.4607482993198	Fitness standard deviation:	61.108799777152235	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9296	Best fitness:	95.52789115646259	Average fitness:	267.3421768707483	Fitness standard deviation:	55.99272511055452	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9312	Best fitness:	95.52789115646259	Average fitness:	265.8750340136055	Fitness standard deviation:	70.01858544817415	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9328	Best fitness:	95.52789115646259	Average fitness:	262.09931972789116	Fitness standard deviation:	70.0309424323219	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9344	Best fitness:	95.52789115646259	Average fitness:	254.12217687074832	Fitness standard deviation:	74.014822894899	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9360	Best fitness:	95.52789115646259	Average fitness:	280.7778911564626	Fitness standard deviation:	70.07486193714693	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9376	Best fitness:	95.52789115646259	Average fitness:	263.5536054421769	Fitness standard deviation:	72.88363714349954	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9392	Best fitness:	95.52789115646259	Average fitness:	258.60503401360546	Fitness standard deviation:	52.41810646822609	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9408	Best fitness:	95.52789115646259	Average fitness:	234.7436054421769	Fitness standard deviation:	68.00890486411559	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9424	Best fitness:	95.52789115646259	Average fitness:	259.2178911564627	Fitness standard deviation:	65.91221203933583	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9440	Best fitness:	95.52789115646259	Average fitness:	249.3807482993198	Fitness standard deviation:	64.29116629261989	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9456	Best fitness:	95.52789115646259	Average fitness:	257.6207482993197	Fitness standard deviation:	67.85463506644186	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9472	Best fitness:	95.52789115646259	Average fitness:	262.58217687074836	Fitness standard deviation:	77.49272244961497	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9488	Best fitness:	95.52789115646259	Average fitness:	259.37503401360556	Fitness standard deviation:	56.37789064040286	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9504	Best fitness:	95.52789115646259	Average fitness:	259.20217687074825	Fitness standard deviation:	89.55619391972704	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9520	Best fitness:	95.52789115646259	Average fitness:	246.35646258503408	Fitness standard deviation:	70.42720949132298	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9536	Best fitness:	95.52789115646259	Average fitness:	271.84360544217685	Fitness standard deviation:	68.70151617315149	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9552	Best fitness:	95.52789115646259	Average fitness:	268.34646258503403	Fitness standard deviation:	54.66144652984125	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9568	Best fitness:	95.52789115646259	Average fitness:	263.5407482993197	Fitness standard deviation:	83.79681279555851	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9584	Best fitness:	95.52789115646259	Average fitness:	271.8450340136054	Fitness standard deviation:	74.60716106133951	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9600	Best fitness:	95.52789115646259	Average fitness:	238.15931972789107	Fitness standard deviation:	61.628383932425564	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9616	Best fitness:	95.52789115646259	Average fitness:	253.15646258503398	Fitness standard deviation:	77.3937190933608	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9632	Best fitness:	95.52789115646259	Average fitness:	270.93646258503406	Fitness standard deviation:	65.80936916114419	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9648	Best fitness:	95.52789115646259	Average fitness:	238.12503401360541	Fitness standard deviation:	63.67755501151798	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9664	Best fitness:	95.52789115646259	Average fitness:	233.3821768707483	Fitness standard deviation:	54.285790150322924	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9680	Best fitness:	95.52789115646259	Average fitness:	259.07931972789123	Fitness standard deviation:	54.68801390895561	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9696	Best fitness:	95.52789115646259	Average fitness:	255.4821768707483	Fitness standard deviation:	76.73629926240773	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9712	Best fitness:	95.52789115646259	Average fitness:	263.3950340136054	Fitness standard deviation:	53.52203686905277	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
Generation:	9728	Best fitness:	95.52789115646259	Average fitness:	235.84931972789119	Fitness standard deviation:	62.430830867906465	Best genome:	A16	E5	A15	A17	N7	A6	A14	A12	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A8	A13	
