Generation:	16	Best fitness:	239.87074829931973	Average fitness:	327.80731972789124	Fitness standard deviation:	30.86306995456557	Best genome:	A13	N12	A8	N6	N5	A11	A10	E3	A15	N7	E4	A6	A9	A7	A14	A12	A16	E5	N3	A17	N9	
Generation:	16752	Best fitness:	110.41360544217687	Average fitness:	322.9421768707483	Fitness standard deviation:	58.00350932381205	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	16768	Best fitness:	110.41360544217687	Average fitness:	315.6616054421769	Fitness standard deviation:	57.88422433282012	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	16784	Best fitness:	110.41360544217687	Average fitness:	317.51646258503393	Fitness standard deviation:	60.29248032444402	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	16800	Best fitness:	110.41360544217687	Average fitness:	317.45989115646256	Fitness standard deviation:	49.35718375520323	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	16816	Best fitness:	110.41360544217687	Average fitness:	324.54503401360535	Fitness standard deviation:	53.33709877864046	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	16832	Best fitness:	110.41360544217687	Average fitness:	319.0153197278911	Fitness standard deviation:	54.29450256983779	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	16848	Best fitness:	110.41360544217687	Average fitness:	310.32446258503404	Fitness standard deviation:	56.28353951998719	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	16864	Best fitness:	110.41360544217687	Average fitness:	310.4507482993198	Fitness standard deviation:	55.57494318669234	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	16880	Best fitness:	110.41360544217687	Average fitness:	311.740462585034	Fitness standard deviation:	53.94502815243817	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	16896	Best fitness:	110.41360544217687	Average fitness:	314.47989115646266	Fitness standard deviation:	62.2520961542006	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	16912	Best fitness:	110.41360544217687	Average fitness:	301.7313197278911	Fitness standard deviation:	52.60228338025192	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	16928	Best fitness:	110.41360544217687	Average fitness:	308.7953197278911	Fitness standard deviation:	54.135026575844094	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	16944	Best fitness:	110.41360544217687	Average fitness:	321.8576054421768	Fitness standard deviation:	49.389883524991674	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	16960	Best fitness:	110.41360544217687	Average fitness:	311.6398911564626	Fitness standard deviation:	58.20591058843226	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	16976	Best fitness:	110.41360544217687	Average fitness:	312.0770340136054	Fitness standard deviation:	52.837736140847255	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	16992	Best fitness:	110.41360544217687	Average fitness:	317.2130340136055	Fitness standard deviation:	52.28223547833666	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17008	Best fitness:	110.41360544217687	Average fitness:	322.3976054421768	Fitness standard deviation:	51.11576621987484	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17024	Best fitness:	110.41360544217687	Average fitness:	306.9078911564625	Fitness standard deviation:	59.71300292538759	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17040	Best fitness:	110.41360544217687	Average fitness:	314.4570340136054	Fitness standard deviation:	54.108655081932234	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17056	Best fitness:	110.41360544217687	Average fitness:	314.4381768707483	Fitness standard deviation:	48.75518785917734	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17072	Best fitness:	110.41360544217687	Average fitness:	305.53817687074826	Fitness standard deviation:	52.42595891038588	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17088	Best fitness:	110.41360544217687	Average fitness:	324.48103401360544	Fitness standard deviation:	54.90548636502177	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17104	Best fitness:	110.41360544217687	Average fitness:	317.77131972789107	Fitness standard deviation:	55.75825788277866	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17120	Best fitness:	110.41360544217687	Average fitness:	320.3638911564627	Fitness standard deviation:	58.398703594780436	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17136	Best fitness:	110.41360544217687	Average fitness:	307.90789115646265	Fitness standard deviation:	48.34272281305215	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17152	Best fitness:	110.41360544217687	Average fitness:	323.460462585034	Fitness standard deviation:	57.20952675339081	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17168	Best fitness:	110.41360544217687	Average fitness:	315.9741768707484	Fitness standard deviation:	61.761298730661096	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17184	Best fitness:	110.41360544217687	Average fitness:	307.4650340136055	Fitness standard deviation:	59.8296970831478	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17200	Best fitness:	110.41360544217687	Average fitness:	319.888462585034	Fitness standard deviation:	51.85590833319983	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17216	Best fitness:	110.41360544217687	Average fitness:	315.61989115646264	Fitness standard deviation:	51.354334130228814	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17232	Best fitness:	110.41360544217687	Average fitness:	319.88160544217675	Fitness standard deviation:	58.20725472422327	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17248	Best fitness:	110.41360544217687	Average fitness:	316.52046258503395	Fitness standard deviation:	53.02679270723741	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17264	Best fitness:	110.41360544217687	Average fitness:	312.3073197278911	Fitness standard deviation:	55.50904674639871	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17280	Best fitness:	110.41360544217687	Average fitness:	312.69817687074834	Fitness standard deviation:	54.34371546866092	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17296	Best fitness:	110.41360544217687	Average fitness:	325.4610340136054	Fitness standard deviation:	59.959209429649505	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17312	Best fitness:	110.41360544217687	Average fitness:	324.0576054421768	Fitness standard deviation:	56.99041672679607	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17328	Best fitness:	110.41360544217687	Average fitness:	323.3421768707483	Fitness standard deviation:	53.68082917027422	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17344	Best fitness:	110.41360544217687	Average fitness:	308.2456054421769	Fitness standard deviation:	52.84180399522131	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17360	Best fitness:	110.41360544217687	Average fitness:	306.8244625850339	Fitness standard deviation:	52.12874451366951	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17376	Best fitness:	110.41360544217687	Average fitness:	318.1936054421768	Fitness standard deviation:	63.13328906175491	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17392	Best fitness:	110.41360544217687	Average fitness:	312.06617687074834	Fitness standard deviation:	54.255169560144225	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17408	Best fitness:	110.41360544217687	Average fitness:	311.4307482993197	Fitness standard deviation:	48.90756696179487	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17424	Best fitness:	110.41360544217687	Average fitness:	306.28389115646263	Fitness standard deviation:	53.662252977416486	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17440	Best fitness:	110.41360544217687	Average fitness:	315.2038911564626	Fitness standard deviation:	56.74666124782594	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17456	Best fitness:	110.41360544217687	Average fitness:	313.2107482993197	Fitness standard deviation:	44.11103587215206	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17472	Best fitness:	110.41360544217687	Average fitness:	319.1616054421768	Fitness standard deviation:	55.79371267043465	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17488	Best fitness:	110.41360544217687	Average fitness:	320.1318911564626	Fitness standard deviation:	59.019499236459545	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17504	Best fitness:	110.41360544217687	Average fitness:	326.1433197278911	Fitness standard deviation:	48.55666337257484	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17520	Best fitness:	110.41360544217687	Average fitness:	305.300462585034	Fitness standard deviation:	50.66085522131562	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17536	Best fitness:	110.41360544217687	Average fitness:	313.6661768707483	Fitness standard deviation:	61.14203854191668	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17552	Best fitness:	110.41360544217687	Average fitness:	311.0090340136054	Fitness standard deviation:	56.00635630398553	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17568	Best fitness:	110.41360544217687	Average fitness:	314.7518911564626	Fitness standard deviation:	61.17980495395586	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17584	Best fitness:	110.41360544217687	Average fitness:	316.8027482993198	Fitness standard deviation:	52.861756675853506	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17600	Best fitness:	110.41360544217687	Average fitness:	306.1198911564626	Fitness standard deviation:	61.09526747161823	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17616	Best fitness:	110.41360544217687	Average fitness:	320.79531972789107	Fitness standard deviation:	54.4160182779344	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17632	Best fitness:	110.41360544217687	Average fitness:	314.7816054421768	Fitness standard deviation:	51.152072478611686	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17648	Best fitness:	110.41360544217687	Average fitness:	320.23817687074825	Fitness standard deviation:	56.78554055966237	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17664	Best fitness:	110.41360544217687	Average fitness:	317.1810340136055	Fitness standard deviation:	51.683215926350755	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17680	Best fitness:	110.41360544217687	Average fitness:	319.5381768707484	Fitness standard deviation:	51.53322170311149	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17696	Best fitness:	110.41360544217687	Average fitness:	311.61989115646264	Fitness standard deviation:	55.426859263688534	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17712	Best fitness:	110.41360544217687	Average fitness:	318.42674829931974	Fitness standard deviation:	64.1951298833073	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17728	Best fitness:	110.41360544217687	Average fitness:	307.0696054421768	Fitness standard deviation:	54.544947938673964	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17744	Best fitness:	110.41360544217687	Average fitness:	305.49817687074824	Fitness standard deviation:	55.79033431317212	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17760	Best fitness:	110.41360544217687	Average fitness:	318.5313197278911	Fitness standard deviation:	50.52173947592728	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17776	Best fitness:	110.41360544217687	Average fitness:	306.3638911564626	Fitness standard deviation:	56.169300006174836	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17792	Best fitness:	110.41360544217687	Average fitness:	306.6553197278911	Fitness standard deviation:	52.96203313502908	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17808	Best fitness:	110.41360544217687	Average fitness:	309.7633197278912	Fitness standard deviation:	63.77703241123464	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17824	Best fitness:	110.41360544217687	Average fitness:	318.10846258503415	Fitness standard deviation:	50.44378870038391	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17840	Best fitness:	110.41360544217687	Average fitness:	318.69989115646246	Fitness standard deviation:	52.05050247439246	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17856	Best fitness:	110.41360544217687	Average fitness:	302.33760544217694	Fitness standard deviation:	49.08559940448888	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17872	Best fitness:	110.41360544217687	Average fitness:	309.73646258503396	Fitness standard deviation:	55.89381689728247	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17888	Best fitness:	110.41360544217687	Average fitness:	307.5730340136054	Fitness standard deviation:	49.64826292129505	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17904	Best fitness:	110.41360544217687	Average fitness:	326.61589115646257	Fitness standard deviation:	53.57249091213337	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17920	Best fitness:	110.41360544217687	Average fitness:	318.94789115646256	Fitness standard deviation:	53.00451586460173	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17936	Best fitness:	110.41360544217687	Average fitness:	313.44217687074826	Fitness standard deviation:	41.73907247925583	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17952	Best fitness:	110.41360544217687	Average fitness:	313.8638911564625	Fitness standard deviation:	50.40456136145633	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17968	Best fitness:	110.41360544217687	Average fitness:	319.176462585034	Fitness standard deviation:	54.47537732493349	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	17984	Best fitness:	110.41360544217687	Average fitness:	318.31874829931974	Fitness standard deviation:	49.854299858360726	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18000	Best fitness:	110.41360544217687	Average fitness:	316.6153197278911	Fitness standard deviation:	56.28130262913834	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18016	Best fitness:	110.41360544217687	Average fitness:	315.01246258503403	Fitness standard deviation:	51.83224903002188	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18032	Best fitness:	110.41360544217687	Average fitness:	310.23017687074827	Fitness standard deviation:	57.11674691759834	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18048	Best fitness:	110.41360544217687	Average fitness:	323.66046258503405	Fitness standard deviation:	57.32956462348521	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18064	Best fitness:	110.41360544217687	Average fitness:	314.83246258503397	Fitness standard deviation:	54.90039146657949	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18080	Best fitness:	110.41360544217687	Average fitness:	316.9387482993197	Fitness standard deviation:	48.13569489410925	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18096	Best fitness:	110.41360544217687	Average fitness:	315.2456054421769	Fitness standard deviation:	52.84777048644299	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18112	Best fitness:	110.41360544217687	Average fitness:	306.90103401360534	Fitness standard deviation:	46.641412241019616	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18128	Best fitness:	110.41360544217687	Average fitness:	310.4164625850341	Fitness standard deviation:	54.499177076730405	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18144	Best fitness:	110.41360544217687	Average fitness:	312.7907482993197	Fitness standard deviation:	57.3911150060064	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18160	Best fitness:	110.41360544217687	Average fitness:	307.2107482993197	Fitness standard deviation:	57.94679593544128	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18176	Best fitness:	110.41360544217687	Average fitness:	306.0907482993198	Fitness standard deviation:	53.658691062404905	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18192	Best fitness:	110.41360544217687	Average fitness:	309.16103401360544	Fitness standard deviation:	53.30229580689479	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18208	Best fitness:	110.41360544217687	Average fitness:	308.1427482993197	Fitness standard deviation:	64.48021427016609	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18224	Best fitness:	110.41360544217687	Average fitness:	315.57074829931975	Fitness standard deviation:	56.61170896410684	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18240	Best fitness:	110.41360544217687	Average fitness:	308.8998911564625	Fitness standard deviation:	56.537086976206176	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18256	Best fitness:	110.41360544217687	Average fitness:	316.3558911564626	Fitness standard deviation:	54.64697881448726	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18272	Best fitness:	110.41360544217687	Average fitness:	319.1947482993197	Fitness standard deviation:	51.88660307923464	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18288	Best fitness:	110.41360544217687	Average fitness:	316.9673197278911	Fitness standard deviation:	55.68035916198964	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18304	Best fitness:	110.41360544217687	Average fitness:	323.2890340136054	Fitness standard deviation:	51.20182737810383	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18320	Best fitness:	110.41360544217687	Average fitness:	304.7890340136054	Fitness standard deviation:	57.00074586264603	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18336	Best fitness:	110.41360544217687	Average fitness:	305.5061768707483	Fitness standard deviation:	58.52942481612238	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18352	Best fitness:	110.41360544217687	Average fitness:	317.9176054421768	Fitness standard deviation:	56.96445630355112	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18368	Best fitness:	110.41360544217687	Average fitness:	315.6896054421769	Fitness standard deviation:	59.996817768672926	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18384	Best fitness:	110.41360544217687	Average fitness:	320.23417687074823	Fitness standard deviation:	61.21965378429862	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18400	Best fitness:	110.41360544217687	Average fitness:	324.03874829931976	Fitness standard deviation:	50.47093409324715	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18416	Best fitness:	110.41360544217687	Average fitness:	323.0587482993197	Fitness standard deviation:	48.563571495599085	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18432	Best fitness:	110.41360544217687	Average fitness:	317.2347482993198	Fitness standard deviation:	51.561842816294345	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18448	Best fitness:	110.41360544217687	Average fitness:	314.0021768707483	Fitness standard deviation:	48.47979995917509	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18464	Best fitness:	110.41360544217687	Average fitness:	302.2467482993197	Fitness standard deviation:	48.66252746315219	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	18480	Best fitness:	110.41360544217687	Average fitness:	314.04103401360544	Fitness standard deviation:	45.383426610809984	Best genome:	A15	A10	N5	A7	N9	A13	A9	N3	E4	A11	N12	E3	N6	N7	A6	A12	A14	A17	A16	E5	A8	
