Generation:	16	Best fitness:	216.32789115646258	Average fitness:	325.03017687074833	Fitness standard deviation:	40.929983457068715	Best genome:	A13	N9	A16	N3	A11	A6	A14	N7	E5	A15	E3	A12	A17	N6	A10	A7	N5	A9	E4	N12	A8	
Generation:	12064	Best fitness:	95.75646258503401	Average fitness:	303.99131972789115	Fitness standard deviation:	47.999570845020294	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12080	Best fitness:	95.75646258503401	Average fitness:	307.9598911564627	Fitness standard deviation:	56.367016159220974	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12096	Best fitness:	95.75646258503401	Average fitness:	312.8141768707483	Fitness standard deviation:	53.349949024323905	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12112	Best fitness:	95.75646258503401	Average fitness:	305.7758911564626	Fitness standard deviation:	56.372476839141925	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12128	Best fitness:	95.75646258503401	Average fitness:	313.69417687074827	Fitness standard deviation:	54.93502171006865	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12144	Best fitness:	95.75646258503401	Average fitness:	309.660462585034	Fitness standard deviation:	48.771359531292674	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12160	Best fitness:	95.75646258503401	Average fitness:	310.8130340136054	Fitness standard deviation:	56.897390633472455	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12176	Best fitness:	95.75646258503401	Average fitness:	316.5107482993197	Fitness standard deviation:	52.89690334673164	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12192	Best fitness:	95.75646258503401	Average fitness:	306.02903401360544	Fitness standard deviation:	57.59950317529498	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12208	Best fitness:	95.75646258503401	Average fitness:	315.88960544217696	Fitness standard deviation:	55.20403345512252	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12224	Best fitness:	95.75646258503401	Average fitness:	316.77874829931966	Fitness standard deviation:	50.21052082289251	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12240	Best fitness:	95.75646258503401	Average fitness:	323.74617687074834	Fitness standard deviation:	53.60149457556846	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12256	Best fitness:	95.75646258503401	Average fitness:	310.72789115646265	Fitness standard deviation:	51.821969968620174	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12272	Best fitness:	95.75646258503401	Average fitness:	311.9153197278912	Fitness standard deviation:	47.07989671412041	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12288	Best fitness:	95.75646258503401	Average fitness:	307.5907482993198	Fitness standard deviation:	54.119455176225024	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12304	Best fitness:	95.75646258503401	Average fitness:	316.3850340136054	Fitness standard deviation:	60.61522244318447	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12320	Best fitness:	95.75646258503401	Average fitness:	309.41589115646264	Fitness standard deviation:	55.430607279254474	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12336	Best fitness:	95.75646258503401	Average fitness:	316.7050340136054	Fitness standard deviation:	53.03629223350319	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12352	Best fitness:	95.75646258503401	Average fitness:	312.35360544217684	Fitness standard deviation:	62.561130855168784	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12368	Best fitness:	95.75646258503401	Average fitness:	314.7073197278912	Fitness standard deviation:	57.66078454873391	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12384	Best fitness:	95.75646258503401	Average fitness:	325.7776054421768	Fitness standard deviation:	49.12565107757777	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12400	Best fitness:	95.75646258503401	Average fitness:	317.5907482993196	Fitness standard deviation:	57.126389055589826	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12416	Best fitness:	95.75646258503401	Average fitness:	303.7667482993198	Fitness standard deviation:	54.66667014567767	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12432	Best fitness:	95.75646258503401	Average fitness:	313.21874829931966	Fitness standard deviation:	57.404785604387676	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12448	Best fitness:	95.75646258503401	Average fitness:	312.69531972789116	Fitness standard deviation:	51.9683721743233	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12464	Best fitness:	95.75646258503401	Average fitness:	318.0004625850341	Fitness standard deviation:	55.580955837005014	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12480	Best fitness:	95.75646258503401	Average fitness:	322.61303401360533	Fitness standard deviation:	57.500553179947765	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12496	Best fitness:	95.75646258503401	Average fitness:	311.7410340136055	Fitness standard deviation:	57.61100297686198	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12512	Best fitness:	95.75646258503401	Average fitness:	313.3273197278911	Fitness standard deviation:	54.15682247031885	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12528	Best fitness:	95.75646258503401	Average fitness:	304.85931972789115	Fitness standard deviation:	60.45066830035202	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12544	Best fitness:	95.75646258503401	Average fitness:	310.9964625850341	Fitness standard deviation:	57.95620077406096	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12560	Best fitness:	95.75646258503401	Average fitness:	305.0833197278911	Fitness standard deviation:	57.62451070331026	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12576	Best fitness:	95.75646258503401	Average fitness:	318.39131972789124	Fitness standard deviation:	56.38164277601753	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12592	Best fitness:	95.75646258503401	Average fitness:	312.2558911564625	Fitness standard deviation:	60.73573086540659	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12608	Best fitness:	95.75646258503401	Average fitness:	316.2347482993198	Fitness standard deviation:	57.17194282912855	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12624	Best fitness:	95.75646258503401	Average fitness:	316.05474829931967	Fitness standard deviation:	62.41794120936966	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12640	Best fitness:	95.75646258503401	Average fitness:	311.91246258503406	Fitness standard deviation:	58.62434939128128	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12656	Best fitness:	95.75646258503401	Average fitness:	310.32674829931966	Fitness standard deviation:	46.61331751894998	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12672	Best fitness:	95.75646258503401	Average fitness:	312.3821768707482	Fitness standard deviation:	61.27461751019265	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12688	Best fitness:	95.75646258503401	Average fitness:	318.10446258503407	Fitness standard deviation:	59.41323557344881	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12704	Best fitness:	95.75646258503401	Average fitness:	312.880462585034	Fitness standard deviation:	51.02155914385005	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12720	Best fitness:	95.75646258503401	Average fitness:	319.99703401360546	Fitness standard deviation:	56.25507217839044	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12736	Best fitness:	95.75646258503401	Average fitness:	305.62846258503396	Fitness standard deviation:	56.41359866166298	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12752	Best fitness:	95.75646258503401	Average fitness:	304.1821768707483	Fitness standard deviation:	54.1005353626987	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12768	Best fitness:	95.75646258503401	Average fitness:	305.2981768707483	Fitness standard deviation:	56.03574426585741	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12784	Best fitness:	95.75646258503401	Average fitness:	317.584462585034	Fitness standard deviation:	59.738619099526964	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12800	Best fitness:	95.75646258503401	Average fitness:	309.36903401360547	Fitness standard deviation:	49.786088757763636	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12816	Best fitness:	95.75646258503401	Average fitness:	306.29589115646263	Fitness standard deviation:	48.80692645391176	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12832	Best fitness:	95.75646258503401	Average fitness:	307.57360544217687	Fitness standard deviation:	60.013465155746516	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12848	Best fitness:	95.75646258503401	Average fitness:	311.0010340136055	Fitness standard deviation:	51.03436190470504	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12864	Best fitness:	95.75646258503401	Average fitness:	311.18846258503396	Fitness standard deviation:	51.57728550516819	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12880	Best fitness:	95.75646258503401	Average fitness:	307.9056054421769	Fitness standard deviation:	51.04722336769181	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12896	Best fitness:	95.75646258503401	Average fitness:	292.8044625850341	Fitness standard deviation:	59.23155238587637	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12912	Best fitness:	95.75646258503401	Average fitness:	308.9216054421768	Fitness standard deviation:	63.04153118672917	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12928	Best fitness:	95.75646258503401	Average fitness:	323.7513197278912	Fitness standard deviation:	57.28502762395731	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12944	Best fitness:	95.75646258503401	Average fitness:	310.1673197278911	Fitness standard deviation:	57.655440408109456	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12960	Best fitness:	95.75646258503401	Average fitness:	310.7027482993198	Fitness standard deviation:	60.55002765870043	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12976	Best fitness:	95.75646258503401	Average fitness:	311.1867482993197	Fitness standard deviation:	65.04029907052761	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	12992	Best fitness:	95.75646258503401	Average fitness:	320.73703401360535	Fitness standard deviation:	54.29972734625425	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13008	Best fitness:	95.75646258503401	Average fitness:	298.83074829931974	Fitness standard deviation:	55.356504549315325	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13024	Best fitness:	95.75646258503401	Average fitness:	314.8787482993197	Fitness standard deviation:	49.39185127867445	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13040	Best fitness:	95.75646258503401	Average fitness:	320.3604625850341	Fitness standard deviation:	51.20279680180108	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13056	Best fitness:	95.75646258503401	Average fitness:	317.1873197278911	Fitness standard deviation:	59.75113035289775	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13072	Best fitness:	95.75646258503401	Average fitness:	317.4667482993197	Fitness standard deviation:	61.2851647021645	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13088	Best fitness:	95.75646258503401	Average fitness:	316.85989115646265	Fitness standard deviation:	69.1521374858156	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13104	Best fitness:	95.75646258503401	Average fitness:	309.68503401360545	Fitness standard deviation:	51.747478613524194	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13120	Best fitness:	95.75646258503401	Average fitness:	310.76446258503404	Fitness standard deviation:	62.584816842947674	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13136	Best fitness:	95.75646258503401	Average fitness:	317.74789115646263	Fitness standard deviation:	62.119660760995984	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13152	Best fitness:	95.75646258503401	Average fitness:	315.6633197278912	Fitness standard deviation:	53.85779789218938	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13168	Best fitness:	95.75646258503401	Average fitness:	313.4861768707483	Fitness standard deviation:	67.5652941244427	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13184	Best fitness:	95.75646258503401	Average fitness:	300.8701768707482	Fitness standard deviation:	61.87469034909119	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13200	Best fitness:	95.75646258503401	Average fitness:	310.3421768707483	Fitness standard deviation:	62.056125813817985	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13216	Best fitness:	95.75646258503401	Average fitness:	311.36560544217684	Fitness standard deviation:	62.40721058287011	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13232	Best fitness:	95.75646258503401	Average fitness:	316.6038911564627	Fitness standard deviation:	62.22784719767463	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13248	Best fitness:	95.75646258503401	Average fitness:	314.15246258503396	Fitness standard deviation:	62.9335706812658	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13264	Best fitness:	95.75646258503401	Average fitness:	309.12274829931965	Fitness standard deviation:	53.24842439060176	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13280	Best fitness:	95.75646258503401	Average fitness:	316.2387482993197	Fitness standard deviation:	48.23008854756668	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13296	Best fitness:	95.75646258503401	Average fitness:	316.50160544217675	Fitness standard deviation:	56.732270294204646	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13312	Best fitness:	95.75646258503401	Average fitness:	311.6176054421769	Fitness standard deviation:	63.9486263221486	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13328	Best fitness:	95.75646258503401	Average fitness:	317.11703401360546	Fitness standard deviation:	64.00227467641366	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13344	Best fitness:	95.75646258503401	Average fitness:	313.32160544217686	Fitness standard deviation:	48.35086299464085	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13360	Best fitness:	95.75646258503401	Average fitness:	300.0461768707483	Fitness standard deviation:	51.288741656768046	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13376	Best fitness:	95.75646258503401	Average fitness:	315.46903401360544	Fitness standard deviation:	47.18473236641061	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13392	Best fitness:	95.75646258503401	Average fitness:	313.78674829931975	Fitness standard deviation:	61.05569472445395	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13408	Best fitness:	95.75646258503401	Average fitness:	315.26960544217695	Fitness standard deviation:	56.84377903535626	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13424	Best fitness:	95.75646258503401	Average fitness:	314.8581768707483	Fitness standard deviation:	58.708761133206686	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13440	Best fitness:	95.75646258503401	Average fitness:	316.2221768707484	Fitness standard deviation:	65.14698063390416	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13456	Best fitness:	95.75646258503401	Average fitness:	309.66217687074817	Fitness standard deviation:	61.2580315100787	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13472	Best fitness:	95.75646258503401	Average fitness:	304.69017687074825	Fitness standard deviation:	52.23876469458602	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13488	Best fitness:	95.75646258503401	Average fitness:	309.5118911564625	Fitness standard deviation:	56.11959420918937	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13504	Best fitness:	95.75646258503401	Average fitness:	316.52846258503405	Fitness standard deviation:	49.34219653458025	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13520	Best fitness:	95.75646258503401	Average fitness:	310.1981768707484	Fitness standard deviation:	63.137982025117665	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13536	Best fitness:	95.75646258503401	Average fitness:	309.82731972789117	Fitness standard deviation:	60.71307944751278	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13552	Best fitness:	95.75646258503401	Average fitness:	314.7381768707484	Fitness standard deviation:	54.12619563009906	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13568	Best fitness:	95.75646258503401	Average fitness:	310.5078911564626	Fitness standard deviation:	48.28798650613139	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13584	Best fitness:	95.75646258503401	Average fitness:	317.3856054421769	Fitness standard deviation:	57.80863362960976	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13600	Best fitness:	95.75646258503401	Average fitness:	313.36731972789124	Fitness standard deviation:	53.10812809615445	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13616	Best fitness:	95.75646258503401	Average fitness:	305.2758911564626	Fitness standard deviation:	52.82160556408096	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13632	Best fitness:	95.75646258503401	Average fitness:	312.5941768707483	Fitness standard deviation:	50.50114225905577	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13648	Best fitness:	95.75646258503401	Average fitness:	306.8358911564625	Fitness standard deviation:	53.1988473988998	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13664	Best fitness:	95.75646258503401	Average fitness:	311.05703401360535	Fitness standard deviation:	54.26032797090527	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13680	Best fitness:	95.75646258503401	Average fitness:	317.0478911564626	Fitness standard deviation:	59.75343214461598	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13696	Best fitness:	95.75646258503401	Average fitness:	301.72103401360545	Fitness standard deviation:	53.46888580191249	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13712	Best fitness:	95.75646258503401	Average fitness:	312.18617687074834	Fitness standard deviation:	58.5004883175154	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13728	Best fitness:	95.75646258503401	Average fitness:	309.37246258503404	Fitness standard deviation:	51.89551548711574	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13744	Best fitness:	95.75646258503401	Average fitness:	307.4518911564626	Fitness standard deviation:	55.06194733577958	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13760	Best fitness:	95.75646258503401	Average fitness:	309.5438911564625	Fitness standard deviation:	58.17850087797178	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13776	Best fitness:	95.75646258503401	Average fitness:	313.85189115646267	Fitness standard deviation:	61.021424838380504	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
Generation:	13792	Best fitness:	95.75646258503401	Average fitness:	315.11474829931973	Fitness standard deviation:	54.40671783550864	Best genome:	A9	N3	E4	N5	A7	A12	A11	E3	N6	A6	A14	N7	A10	N12	A8	A13	N9	A16	E5	A15	A17	
