Generation:	16	Best fitness:	241.87074829931973	Average fitness:	343.7474625850342	Fitness standard deviation:	33.3963942300876	Best genome:	N12	A6	A14	A12	A15	A17	E4	A16	A13	A11	E3	A7	A9	N6	N7	A10	E5	N5	N3	A8	N9	
Generation:	32096	Best fitness:	114.4421768707483	Average fitness:	336.0254625850342	Fitness standard deviation:	42.779106217824584	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32112	Best fitness:	114.4421768707483	Average fitness:	340.2183197278914	Fitness standard deviation:	36.80396826181012	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32128	Best fitness:	114.4421768707483	Average fitness:	341.5464625850342	Fitness standard deviation:	36.989123249619084	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32144	Best fitness:	114.4421768707483	Average fitness:	338.2183197278914	Fitness standard deviation:	37.52835072831944	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32160	Best fitness:	114.4421768707483	Average fitness:	338.19360544217716	Fitness standard deviation:	42.759993222732895	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32176	Best fitness:	114.4421768707483	Average fitness:	340.1897482993197	Fitness standard deviation:	38.92751377619586	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32192	Best fitness:	114.4421768707483	Average fitness:	340.6117482993198	Fitness standard deviation:	38.59821631466238	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32208	Best fitness:	114.4421768707483	Average fitness:	340.42903401360564	Fitness standard deviation:	38.8321097767593	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32224	Best fitness:	114.4421768707483	Average fitness:	340.5033197278912	Fitness standard deviation:	37.42000425833591	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32240	Best fitness:	114.4421768707483	Average fitness:	338.48689115646283	Fitness standard deviation:	39.24343954817708	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32256	Best fitness:	114.4421768707483	Average fitness:	336.09617687074837	Fitness standard deviation:	38.949532473681465	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32272	Best fitness:	114.4421768707483	Average fitness:	341.37417687074844	Fitness standard deviation:	39.203831607824945	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32288	Best fitness:	114.4421768707483	Average fitness:	335.91231972789114	Fitness standard deviation:	39.56898494750035	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32304	Best fitness:	114.4421768707483	Average fitness:	339.1786054421771	Fitness standard deviation:	39.26991988345611	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32320	Best fitness:	114.4421768707483	Average fitness:	337.9324625850344	Fitness standard deviation:	38.32056680591417	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32336	Best fitness:	114.4421768707483	Average fitness:	338.13089115646267	Fitness standard deviation:	41.4029848472946	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32352	Best fitness:	114.4421768707483	Average fitness:	340.9123197278911	Fitness standard deviation:	37.87216443726533	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32368	Best fitness:	114.4421768707483	Average fitness:	338.9736054421768	Fitness standard deviation:	41.16876079390929	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32384	Best fitness:	114.4421768707483	Average fitness:	336.95203401360544	Fitness standard deviation:	37.9065860517937	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32400	Best fitness:	114.4421768707483	Average fitness:	340.98046258503405	Fitness standard deviation:	40.10207531298304	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32416	Best fitness:	114.4421768707483	Average fitness:	339.4123197278914	Fitness standard deviation:	41.15841613516125	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32432	Best fitness:	114.4421768707483	Average fitness:	335.2281768707485	Fitness standard deviation:	41.15157407558014	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32448	Best fitness:	114.4421768707483	Average fitness:	340.7463197278916	Fitness standard deviation:	40.4856095267825	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32464	Best fitness:	114.4421768707483	Average fitness:	338.04674829931986	Fitness standard deviation:	39.9946388692999	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32480	Best fitness:	114.4421768707483	Average fitness:	342.4627482993198	Fitness standard deviation:	37.465423205937505	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32496	Best fitness:	114.4421768707483	Average fitness:	340.9260340136053	Fitness standard deviation:	40.22413490933124	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32512	Best fitness:	114.4421768707483	Average fitness:	337.1566054421772	Fitness standard deviation:	39.201093643376	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32528	Best fitness:	114.4421768707483	Average fitness:	338.66017687074833	Fitness standard deviation:	42.17405802003824	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32544	Best fitness:	114.4421768707483	Average fitness:	341.28903401360566	Fitness standard deviation:	39.26091966028596	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32560	Best fitness:	114.4421768707483	Average fitness:	340.1691768707484	Fitness standard deviation:	43.68554505222757	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32576	Best fitness:	114.4421768707483	Average fitness:	342.194891156463	Fitness standard deviation:	36.22677109063215	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32592	Best fitness:	114.4421768707483	Average fitness:	342.848605442177	Fitness standard deviation:	41.36963585672911	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32608	Best fitness:	114.4421768707483	Average fitness:	339.9244625850343	Fitness standard deviation:	40.5894834635369	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32624	Best fitness:	114.4421768707483	Average fitness:	340.2584625850341	Fitness standard deviation:	42.498058780156455	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32640	Best fitness:	114.4421768707483	Average fitness:	334.4276054421769	Fitness standard deviation:	41.60313636038042	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32656	Best fitness:	114.4421768707483	Average fitness:	342.3131768707484	Fitness standard deviation:	38.36513606286897	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32672	Best fitness:	114.4421768707483	Average fitness:	340.6698911564626	Fitness standard deviation:	41.76653458823469	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32688	Best fitness:	114.4421768707483	Average fitness:	344.3757482993198	Fitness standard deviation:	37.70693542415815	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32704	Best fitness:	114.4421768707483	Average fitness:	337.7143197278911	Fitness standard deviation:	40.246293979466394	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32720	Best fitness:	114.4421768707483	Average fitness:	340.24931972789113	Fitness standard deviation:	41.79750532053807	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32736	Best fitness:	114.4421768707483	Average fitness:	337.23674829931986	Fitness standard deviation:	41.5467734831135	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32752	Best fitness:	114.4421768707483	Average fitness:	339.1227482993199	Fitness standard deviation:	41.629064489677326	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32768	Best fitness:	114.4421768707483	Average fitness:	338.36031972789135	Fitness standard deviation:	39.57629971849519	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32784	Best fitness:	114.4421768707483	Average fitness:	341.14874829931983	Fitness standard deviation:	38.09252899164863	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32800	Best fitness:	114.4421768707483	Average fitness:	341.16631972789145	Fitness standard deviation:	38.09647919856283	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32816	Best fitness:	114.4421768707483	Average fitness:	341.92446258503435	Fitness standard deviation:	39.76919488390839	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32832	Best fitness:	114.4421768707483	Average fitness:	342.0387482993199	Fitness standard deviation:	38.21196367417848	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32848	Best fitness:	114.4421768707483	Average fitness:	341.0813197278914	Fitness standard deviation:	39.72360448840237	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32864	Best fitness:	114.4421768707483	Average fitness:	338.24074829931965	Fitness standard deviation:	40.48520835957705	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32880	Best fitness:	114.4421768707483	Average fitness:	340.3131768707485	Fitness standard deviation:	40.42534111047129	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32896	Best fitness:	114.4421768707483	Average fitness:	340.4603197278915	Fitness standard deviation:	36.26115875288655	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32912	Best fitness:	114.4421768707483	Average fitness:	341.2648911564627	Fitness standard deviation:	42.56036532157732	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32928	Best fitness:	114.4421768707483	Average fitness:	336.84446258503414	Fitness standard deviation:	42.35824535881474	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32944	Best fitness:	114.4421768707483	Average fitness:	339.5596054421772	Fitness standard deviation:	38.33869796368965	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32960	Best fitness:	114.4421768707483	Average fitness:	340.2151768707483	Fitness standard deviation:	40.11323565958788	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32976	Best fitness:	114.4421768707483	Average fitness:	342.1320340136058	Fitness standard deviation:	41.3923552438449	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	32992	Best fitness:	114.4421768707483	Average fitness:	342.9914625850342	Fitness standard deviation:	37.542917203420096	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33008	Best fitness:	114.4421768707483	Average fitness:	343.0256054421768	Fitness standard deviation:	40.09509343079886	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33024	Best fitness:	114.4421768707483	Average fitness:	341.6343197278914	Fitness standard deviation:	37.55347011738254	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33040	Best fitness:	114.4421768707483	Average fitness:	339.0783197278913	Fitness standard deviation:	38.17600736839615	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33056	Best fitness:	114.4421768707483	Average fitness:	339.1953197278915	Fitness standard deviation:	43.057223626808316	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33072	Best fitness:	114.4421768707483	Average fitness:	339.57389115646276	Fitness standard deviation:	42.12291584282884	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33088	Best fitness:	114.4421768707483	Average fitness:	344.3728911564626	Fitness standard deviation:	38.02657668241613	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33104	Best fitness:	114.4421768707483	Average fitness:	342.8206054421771	Fitness standard deviation:	38.449457043219304	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33120	Best fitness:	114.4421768707483	Average fitness:	344.47703401360553	Fitness standard deviation:	38.874333819083645	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33136	Best fitness:	114.4421768707483	Average fitness:	338.0607482993198	Fitness standard deviation:	41.48663013058347	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33152	Best fitness:	114.4421768707483	Average fitness:	337.93089115646285	Fitness standard deviation:	40.779027362513844	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33168	Best fitness:	114.4421768707483	Average fitness:	338.82860544217687	Fitness standard deviation:	37.84408421000405	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33184	Best fitness:	114.4421768707483	Average fitness:	339.4778911564627	Fitness standard deviation:	42.41428145599747	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33200	Best fitness:	114.4421768707483	Average fitness:	341.00546258503425	Fitness standard deviation:	38.59797006161789	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33216	Best fitness:	114.4421768707483	Average fitness:	341.0431768707485	Fitness standard deviation:	37.246337979424915	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33232	Best fitness:	114.4421768707483	Average fitness:	339.5268911564628	Fitness standard deviation:	37.30279153284453	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33248	Best fitness:	114.4421768707483	Average fitness:	342.9904625850343	Fitness standard deviation:	40.501911407654205	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33264	Best fitness:	114.4421768707483	Average fitness:	337.81589115646284	Fitness standard deviation:	36.50445087316094	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33280	Best fitness:	114.4421768707483	Average fitness:	338.99031972789135	Fitness standard deviation:	41.423836485821575	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33296	Best fitness:	114.4421768707483	Average fitness:	340.78860544217713	Fitness standard deviation:	37.851251179007626	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33312	Best fitness:	114.4421768707483	Average fitness:	341.87160544217704	Fitness standard deviation:	38.29734726359741	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33328	Best fitness:	114.4421768707483	Average fitness:	341.04860544217723	Fitness standard deviation:	36.457463773497985	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33344	Best fitness:	114.4421768707483	Average fitness:	342.7557482993198	Fitness standard deviation:	36.753901965558384	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33360	Best fitness:	114.4421768707483	Average fitness:	338.308605442177	Fitness standard deviation:	40.54272998444773	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33376	Best fitness:	114.4421768707483	Average fitness:	336.7014625850344	Fitness standard deviation:	39.592081762207265	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33392	Best fitness:	114.4421768707483	Average fitness:	337.89431972789134	Fitness standard deviation:	39.064319482523345	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33408	Best fitness:	114.4421768707483	Average fitness:	341.61289115646287	Fitness standard deviation:	39.48929035258828	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33424	Best fitness:	114.4421768707483	Average fitness:	343.16731972789125	Fitness standard deviation:	36.4813482744041	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33440	Best fitness:	114.4421768707483	Average fitness:	344.84603401360573	Fitness standard deviation:	41.46543115705921	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33456	Best fitness:	114.4421768707483	Average fitness:	331.7624625850341	Fitness standard deviation:	39.88419579487697	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33472	Best fitness:	114.4421768707483	Average fitness:	339.5390340136057	Fitness standard deviation:	42.733462087211976	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33488	Best fitness:	114.4421768707483	Average fitness:	336.7071768707485	Fitness standard deviation:	40.92171410393364	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33504	Best fitness:	114.4421768707483	Average fitness:	340.23546258503416	Fitness standard deviation:	39.75440049856116	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33520	Best fitness:	114.4421768707483	Average fitness:	339.83974829932004	Fitness standard deviation:	38.308844801434674	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33536	Best fitness:	114.4421768707483	Average fitness:	337.98746258503417	Fitness standard deviation:	36.62119490883688	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33552	Best fitness:	114.4421768707483	Average fitness:	340.57117687074845	Fitness standard deviation:	40.59719513559467	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33568	Best fitness:	114.4421768707483	Average fitness:	340.75360544217705	Fitness standard deviation:	42.71373912693762	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33584	Best fitness:	114.4421768707483	Average fitness:	338.28517687074856	Fitness standard deviation:	38.18573053257096	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33600	Best fitness:	114.4421768707483	Average fitness:	334.70446258503415	Fitness standard deviation:	39.932808235222076	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33616	Best fitness:	114.4421768707483	Average fitness:	338.4817482993201	Fitness standard deviation:	40.29057353444716	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33632	Best fitness:	114.4421768707483	Average fitness:	336.101605442177	Fitness standard deviation:	39.832158309484505	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33648	Best fitness:	114.4421768707483	Average fitness:	337.6393197278913	Fitness standard deviation:	37.655010886971716	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33664	Best fitness:	114.4421768707483	Average fitness:	335.97646258503426	Fitness standard deviation:	40.63158297056462	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33680	Best fitness:	114.4421768707483	Average fitness:	334.4937482993198	Fitness standard deviation:	37.53973891132717	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33696	Best fitness:	114.4421768707483	Average fitness:	339.47789115646265	Fitness standard deviation:	37.23260670488726	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33712	Best fitness:	114.4421768707483	Average fitness:	341.86103401360555	Fitness standard deviation:	40.6826969627539	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33728	Best fitness:	114.4421768707483	Average fitness:	341.5717482993199	Fitness standard deviation:	38.32734345272128	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33744	Best fitness:	114.4421768707483	Average fitness:	342.14689115646286	Fitness standard deviation:	41.480418028466474	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33760	Best fitness:	114.4421768707483	Average fitness:	339.8716054421769	Fitness standard deviation:	40.941601307626605	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33776	Best fitness:	114.4421768707483	Average fitness:	341.15489115646284	Fitness standard deviation:	42.294926911256994	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33792	Best fitness:	114.4421768707483	Average fitness:	339.3096054421772	Fitness standard deviation:	37.751573021963644	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33808	Best fitness:	114.4421768707483	Average fitness:	342.0528911564627	Fitness standard deviation:	39.4757261956442	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	33824	Best fitness:	114.4421768707483	Average fitness:	340.5717482993198	Fitness standard deviation:	36.750557388803706	Best genome:	A16	E5	N7	A6	A12	N9	A13	A9	N3	N5	A7	A14	A10	A15	A17	E4	A11	N12	N6	E3	A8	
