Generation:	16	Best fitness:	214.29931972789115	Average fitness:	341.9753197278914	Fitness standard deviation:	36.91218740608637	Best genome:	N9	A13	A12	E4	E3	A16	E5	A15	N7	A6	A14	A17	A11	N6	N12	A8	A10	N5	N3	A9	A7	
Generation:	24448	Best fitness:	95.8421768707483	Average fitness:	334.42174829932	Fitness standard deviation:	41.63070485537211	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24464	Best fitness:	95.8421768707483	Average fitness:	337.66031972789114	Fitness standard deviation:	38.80275207760293	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24480	Best fitness:	95.8421768707483	Average fitness:	340.84646258503426	Fitness standard deviation:	38.49846387075935	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24496	Best fitness:	95.8421768707483	Average fitness:	343.76960544217695	Fitness standard deviation:	36.74077352901275	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24512	Best fitness:	95.8421768707483	Average fitness:	340.985605442177	Fitness standard deviation:	40.01423542201155	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24528	Best fitness:	95.8421768707483	Average fitness:	340.65289115646294	Fitness standard deviation:	43.50495805077853	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24544	Best fitness:	95.8421768707483	Average fitness:	336.10474829931985	Fitness standard deviation:	42.062280973987775	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24560	Best fitness:	95.8421768707483	Average fitness:	341.03346258503404	Fitness standard deviation:	39.267119152163474	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24576	Best fitness:	95.8421768707483	Average fitness:	339.8177482993201	Fitness standard deviation:	44.37300424002992	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24592	Best fitness:	95.8421768707483	Average fitness:	336.11803401360544	Fitness standard deviation:	39.657604937355295	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24608	Best fitness:	95.8421768707483	Average fitness:	334.1320340136054	Fitness standard deviation:	40.40788298496385	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24624	Best fitness:	95.8421768707483	Average fitness:	339.37560544217706	Fitness standard deviation:	42.57496390977176	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24640	Best fitness:	95.8421768707483	Average fitness:	334.5966054421769	Fitness standard deviation:	44.0640908082205	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24656	Best fitness:	95.8421768707483	Average fitness:	338.2496054421769	Fitness standard deviation:	39.52052695674459	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24672	Best fitness:	95.8421768707483	Average fitness:	342.2003197278913	Fitness standard deviation:	41.218685962429554	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24688	Best fitness:	95.8421768707483	Average fitness:	339.9734625850342	Fitness standard deviation:	39.993358234046006	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24704	Best fitness:	95.8421768707483	Average fitness:	337.9296054421769	Fitness standard deviation:	41.92277941401212	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24720	Best fitness:	95.8421768707483	Average fitness:	341.340605442177	Fitness standard deviation:	43.46751362095324	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24736	Best fitness:	95.8421768707483	Average fitness:	338.80489115646276	Fitness standard deviation:	46.61265074821974	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24752	Best fitness:	95.8421768707483	Average fitness:	339.79317687074837	Fitness standard deviation:	40.74147767425272	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24768	Best fitness:	95.8421768707483	Average fitness:	337.5558911564625	Fitness standard deviation:	40.83601261391814	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24784	Best fitness:	95.8421768707483	Average fitness:	340.4918911564628	Fitness standard deviation:	39.83749943386076	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24800	Best fitness:	95.8421768707483	Average fitness:	337.59446258503385	Fitness standard deviation:	44.12080495037899	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24816	Best fitness:	95.8421768707483	Average fitness:	345.4068911564628	Fitness standard deviation:	44.28616460393167	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24832	Best fitness:	95.8421768707483	Average fitness:	341.0577482993199	Fitness standard deviation:	45.15539091801978	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24848	Best fitness:	95.8421768707483	Average fitness:	349.4410340136055	Fitness standard deviation:	43.65824305270402	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24864	Best fitness:	95.8421768707483	Average fitness:	344.55546258503426	Fitness standard deviation:	41.92420823026589	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24880	Best fitness:	95.8421768707483	Average fitness:	345.3288911564629	Fitness standard deviation:	39.79531583321466	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24896	Best fitness:	95.8421768707483	Average fitness:	340.57817687074834	Fitness standard deviation:	40.0789523102303	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24912	Best fitness:	95.8421768707483	Average fitness:	334.52703401360554	Fitness standard deviation:	43.95680708446902	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24928	Best fitness:	95.8421768707483	Average fitness:	340.0326054421771	Fitness standard deviation:	39.95095731043761	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24944	Best fitness:	95.8421768707483	Average fitness:	337.6663197278911	Fitness standard deviation:	37.854735351749845	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24960	Best fitness:	95.8421768707483	Average fitness:	341.3588911564626	Fitness standard deviation:	40.53411672396275	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24976	Best fitness:	95.8421768707483	Average fitness:	342.9173197278916	Fitness standard deviation:	43.27978727078129	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	24992	Best fitness:	95.8421768707483	Average fitness:	338.71489115646256	Fitness standard deviation:	39.260215184154596	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25008	Best fitness:	95.8421768707483	Average fitness:	338.80003401360557	Fitness standard deviation:	43.77331438846071	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25024	Best fitness:	95.8421768707483	Average fitness:	339.0236054421771	Fitness standard deviation:	40.33513814762203	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25040	Best fitness:	95.8421768707483	Average fitness:	339.25317687074823	Fitness standard deviation:	40.463227314616	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25056	Best fitness:	95.8421768707483	Average fitness:	343.6231768707485	Fitness standard deviation:	42.357332139061526	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25072	Best fitness:	95.8421768707483	Average fitness:	344.2818911564627	Fitness standard deviation:	42.71431904346524	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25088	Best fitness:	95.8421768707483	Average fitness:	338.8647482993198	Fitness standard deviation:	44.42517704901956	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25104	Best fitness:	95.8421768707483	Average fitness:	340.1834625850341	Fitness standard deviation:	38.53294547950533	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25120	Best fitness:	95.8421768707483	Average fitness:	338.8034625850341	Fitness standard deviation:	40.0774276026406	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25136	Best fitness:	95.8421768707483	Average fitness:	343.8088911564628	Fitness standard deviation:	42.26144397868186	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25152	Best fitness:	95.8421768707483	Average fitness:	342.82889115646265	Fitness standard deviation:	40.264780668287585	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25168	Best fitness:	95.8421768707483	Average fitness:	345.06403401360564	Fitness standard deviation:	39.544613397982765	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25184	Best fitness:	95.8421768707483	Average fitness:	339.02874829931994	Fitness standard deviation:	40.48952274757669	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25200	Best fitness:	95.8421768707483	Average fitness:	338.27560544217687	Fitness standard deviation:	42.265989425570645	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25216	Best fitness:	95.8421768707483	Average fitness:	337.06374829931985	Fitness standard deviation:	39.837591978851705	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25232	Best fitness:	95.8421768707483	Average fitness:	338.9154625850341	Fitness standard deviation:	46.07359734230901	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25248	Best fitness:	95.8421768707483	Average fitness:	336.79346258503443	Fitness standard deviation:	38.64478260822196	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25264	Best fitness:	95.8421768707483	Average fitness:	337.42017687074855	Fitness standard deviation:	41.36117638460453	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25280	Best fitness:	95.8421768707483	Average fitness:	336.45303401360565	Fitness standard deviation:	41.98526569147411	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25296	Best fitness:	95.8421768707483	Average fitness:	340.42717687074844	Fitness standard deviation:	39.497465270003126	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25312	Best fitness:	95.8421768707483	Average fitness:	346.5744625850343	Fitness standard deviation:	36.1811022169399	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25328	Best fitness:	95.8421768707483	Average fitness:	338.3633197278912	Fitness standard deviation:	41.7130766204419	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25344	Best fitness:	95.8421768707483	Average fitness:	332.43760544217713	Fitness standard deviation:	43.51377304266047	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25360	Best fitness:	95.8421768707483	Average fitness:	337.249605442177	Fitness standard deviation:	43.134522017918385	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25376	Best fitness:	95.8421768707483	Average fitness:	336.9171768707484	Fitness standard deviation:	42.56693537529919	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25392	Best fitness:	95.8421768707483	Average fitness:	338.99917687074844	Fitness standard deviation:	42.17668230897063	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25408	Best fitness:	95.8421768707483	Average fitness:	339.16531972789153	Fitness standard deviation:	39.85987767268777	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25424	Best fitness:	95.8421768707483	Average fitness:	344.9456054421773	Fitness standard deviation:	41.8476470515978	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25440	Best fitness:	95.8421768707483	Average fitness:	339.54774829932	Fitness standard deviation:	37.891398215889346	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25456	Best fitness:	95.8421768707483	Average fitness:	340.5570340136055	Fitness standard deviation:	42.74921734192263	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25472	Best fitness:	95.8421768707483	Average fitness:	337.42703401360575	Fitness standard deviation:	41.81585198003655	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25488	Best fitness:	95.8421768707483	Average fitness:	341.7596054421771	Fitness standard deviation:	44.75379822348681	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25504	Best fitness:	95.8421768707483	Average fitness:	340.1913197278916	Fitness standard deviation:	40.785267264000105	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25520	Best fitness:	95.8421768707483	Average fitness:	342.33917687074864	Fitness standard deviation:	39.13384535443061	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25536	Best fitness:	95.8421768707483	Average fitness:	340.00731972789146	Fitness standard deviation:	41.64167213800353	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25552	Best fitness:	95.8421768707483	Average fitness:	334.1224625850342	Fitness standard deviation:	41.60152954311333	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25568	Best fitness:	95.8421768707483	Average fitness:	342.4350340136056	Fitness standard deviation:	37.19100799266141	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25584	Best fitness:	95.8421768707483	Average fitness:	343.6944625850343	Fitness standard deviation:	39.25550434405502	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25600	Best fitness:	95.8421768707483	Average fitness:	340.73417687074857	Fitness standard deviation:	41.50530688075089	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25616	Best fitness:	95.8421768707483	Average fitness:	338.9950340136056	Fitness standard deviation:	41.84293271709509	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25632	Best fitness:	95.8421768707483	Average fitness:	335.66760544217703	Fitness standard deviation:	38.31132755065893	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25648	Best fitness:	95.8421768707483	Average fitness:	339.51831972789137	Fitness standard deviation:	39.9685099799881	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25664	Best fitness:	95.8421768707483	Average fitness:	338.64589115646265	Fitness standard deviation:	39.6449132347109	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25680	Best fitness:	95.8421768707483	Average fitness:	339.868605442177	Fitness standard deviation:	37.06375190954424	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25696	Best fitness:	95.8421768707483	Average fitness:	344.4104625850341	Fitness standard deviation:	38.7854690642077	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25712	Best fitness:	95.8421768707483	Average fitness:	339.71217687074846	Fitness standard deviation:	38.58518746665273	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25728	Best fitness:	95.8421768707483	Average fitness:	339.5428911564629	Fitness standard deviation:	41.040733268850076	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25744	Best fitness:	95.8421768707483	Average fitness:	338.65474829932	Fitness standard deviation:	40.1822135126415	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25760	Best fitness:	95.8421768707483	Average fitness:	340.7201768707487	Fitness standard deviation:	39.31030147066142	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25776	Best fitness:	95.8421768707483	Average fitness:	339.4326054421771	Fitness standard deviation:	38.782068787110404	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25792	Best fitness:	95.8421768707483	Average fitness:	338.48446258503407	Fitness standard deviation:	44.335615016114794	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25808	Best fitness:	95.8421768707483	Average fitness:	335.23174829931963	Fitness standard deviation:	43.18583178260091	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25824	Best fitness:	95.8421768707483	Average fitness:	337.53974829931985	Fitness standard deviation:	40.90537216128294	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25840	Best fitness:	95.8421768707483	Average fitness:	338.2678911564627	Fitness standard deviation:	42.793056083663764	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25856	Best fitness:	95.8421768707483	Average fitness:	341.35060544217697	Fitness standard deviation:	44.29487382673677	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25872	Best fitness:	95.8421768707483	Average fitness:	342.5524625850343	Fitness standard deviation:	42.3936086865625	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25888	Best fitness:	95.8421768707483	Average fitness:	336.96560544217687	Fitness standard deviation:	40.16538419879405	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25904	Best fitness:	95.8421768707483	Average fitness:	338.2504625850344	Fitness standard deviation:	46.08223975831533	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25920	Best fitness:	95.8421768707483	Average fitness:	340.0401768707485	Fitness standard deviation:	43.164171982545604	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25936	Best fitness:	95.8421768707483	Average fitness:	338.8100340136057	Fitness standard deviation:	43.862155780283736	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25952	Best fitness:	95.8421768707483	Average fitness:	342.04374829932	Fitness standard deviation:	40.926440552607595	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25968	Best fitness:	95.8421768707483	Average fitness:	336.9938911564628	Fitness standard deviation:	40.805145672914286	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	25984	Best fitness:	95.8421768707483	Average fitness:	340.43960544217697	Fitness standard deviation:	37.65209614892859	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	26000	Best fitness:	95.8421768707483	Average fitness:	336.4490340136056	Fitness standard deviation:	40.89056767040736	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	26016	Best fitness:	95.8421768707483	Average fitness:	331.95860544217715	Fitness standard deviation:	40.189105431797856	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	26032	Best fitness:	95.8421768707483	Average fitness:	341.7914625850342	Fitness standard deviation:	45.81081998896357	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	26048	Best fitness:	95.8421768707483	Average fitness:	334.24160544217705	Fitness standard deviation:	43.00787293470053	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	26064	Best fitness:	95.8421768707483	Average fitness:	339.412462585034	Fitness standard deviation:	41.19946887313686	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	26080	Best fitness:	95.8421768707483	Average fitness:	334.20603401360546	Fitness standard deviation:	41.63185372661523	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	26096	Best fitness:	95.8421768707483	Average fitness:	338.59174829931993	Fitness standard deviation:	42.72951816093069	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	26112	Best fitness:	95.8421768707483	Average fitness:	337.70889115646276	Fitness standard deviation:	41.17550265135615	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	26128	Best fitness:	95.8421768707483	Average fitness:	335.6306054421773	Fitness standard deviation:	42.8380894882113	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	26144	Best fitness:	95.8421768707483	Average fitness:	335.82103401360547	Fitness standard deviation:	40.707701546814086	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	26160	Best fitness:	95.8421768707483	Average fitness:	336.6328911564626	Fitness standard deviation:	40.877153534981495	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	26176	Best fitness:	95.8421768707483	Average fitness:	340.0298911564626	Fitness standard deviation:	42.713273424220795	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
