Generation:	16	Best fitness:	203.81360544217688	Average fitness:	318.77360544217686	Fitness standard deviation:	32.90879815366047	Best genome:	E5	N6	A11	A15	A14	A17	A12	N7	E4	A7	A16	A9	N5	A10	N12	A6	E3	A8	N9	N3	A13	
Generation:	10496	Best fitness:	108.8421768707483	Average fitness:	313.19246258503404	Fitness standard deviation:	55.23564977476789	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10512	Best fitness:	108.8421768707483	Average fitness:	307.87189115646265	Fitness standard deviation:	61.84443391977278	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10528	Best fitness:	108.8421768707483	Average fitness:	313.25303401360543	Fitness standard deviation:	49.93716439932185	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10544	Best fitness:	108.8421768707483	Average fitness:	307.8530340136055	Fitness standard deviation:	50.33815346600774	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10560	Best fitness:	108.8421768707483	Average fitness:	316.72331972789124	Fitness standard deviation:	57.87750678240156	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10576	Best fitness:	108.8421768707483	Average fitness:	309.7930340136055	Fitness standard deviation:	45.1319585542083	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10592	Best fitness:	108.8421768707483	Average fitness:	322.9907482993197	Fitness standard deviation:	52.01354423295407	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10608	Best fitness:	108.8421768707483	Average fitness:	313.73931972789114	Fitness standard deviation:	54.12732381776758	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10624	Best fitness:	108.8421768707483	Average fitness:	316.00960544217685	Fitness standard deviation:	56.14128038789138	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10640	Best fitness:	108.8421768707483	Average fitness:	310.9256054421769	Fitness standard deviation:	47.48088228466919	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10656	Best fitness:	108.8421768707483	Average fitness:	317.6273197278913	Fitness standard deviation:	58.210165109905404	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10672	Best fitness:	108.8421768707483	Average fitness:	321.5438911564626	Fitness standard deviation:	50.205732223339126	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10688	Best fitness:	108.8421768707483	Average fitness:	315.27931972789116	Fitness standard deviation:	52.72058104105191	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10704	Best fitness:	108.8421768707483	Average fitness:	328.9856054421769	Fitness standard deviation:	55.718466506873206	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10720	Best fitness:	108.8421768707483	Average fitness:	309.6358911564626	Fitness standard deviation:	59.56033340732603	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10736	Best fitness:	108.8421768707483	Average fitness:	316.1096054421769	Fitness standard deviation:	56.13238630383769	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10752	Best fitness:	108.8421768707483	Average fitness:	310.9467482993197	Fitness standard deviation:	46.35744058367964	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10768	Best fitness:	108.8421768707483	Average fitness:	313.3804625850341	Fitness standard deviation:	52.857131539767124	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10784	Best fitness:	108.8421768707483	Average fitness:	305.3044625850341	Fitness standard deviation:	56.97835942652944	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10800	Best fitness:	108.8421768707483	Average fitness:	322.1341768707483	Fitness standard deviation:	57.20003690308501	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10816	Best fitness:	108.8421768707483	Average fitness:	315.71074829931973	Fitness standard deviation:	45.69417057448134	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10832	Best fitness:	108.8421768707483	Average fitness:	316.46731972789115	Fitness standard deviation:	56.38064095023383	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10848	Best fitness:	108.8421768707483	Average fitness:	318.16560544217685	Fitness standard deviation:	45.54679045212512	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10864	Best fitness:	108.8421768707483	Average fitness:	315.71646258503404	Fitness standard deviation:	58.0410734228928	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10880	Best fitness:	108.8421768707483	Average fitness:	306.3947482993197	Fitness standard deviation:	51.997707205339786	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10896	Best fitness:	108.8421768707483	Average fitness:	319.7678911564626	Fitness standard deviation:	61.78296786629263	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10912	Best fitness:	108.8421768707483	Average fitness:	323.3684625850341	Fitness standard deviation:	53.74070781454375	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10928	Best fitness:	108.8421768707483	Average fitness:	320.77417687074836	Fitness standard deviation:	50.44447629071887	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10944	Best fitness:	108.8421768707483	Average fitness:	308.34674829931976	Fitness standard deviation:	62.81516354303931	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10960	Best fitness:	108.8421768707483	Average fitness:	304.4096054421768	Fitness standard deviation:	52.0938280679728	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10976	Best fitness:	108.8421768707483	Average fitness:	313.016462585034	Fitness standard deviation:	57.33151122717625	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	10992	Best fitness:	108.8421768707483	Average fitness:	312.50389115646266	Fitness standard deviation:	55.57751897878076	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11008	Best fitness:	108.8421768707483	Average fitness:	314.848462585034	Fitness standard deviation:	48.66671335791256	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11024	Best fitness:	108.8421768707483	Average fitness:	313.2941768707483	Fitness standard deviation:	60.014828831493546	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11040	Best fitness:	108.8421768707483	Average fitness:	315.58331972789125	Fitness standard deviation:	51.08979862547744	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11056	Best fitness:	108.8421768707483	Average fitness:	306.9678911564626	Fitness standard deviation:	55.279880976864696	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11072	Best fitness:	108.8421768707483	Average fitness:	316.552462585034	Fitness standard deviation:	48.46908849052188	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11088	Best fitness:	108.8421768707483	Average fitness:	314.073605442177	Fitness standard deviation:	52.37287512615278	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11104	Best fitness:	108.8421768707483	Average fitness:	312.55989115646264	Fitness standard deviation:	61.896935703388316	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11120	Best fitness:	108.8421768707483	Average fitness:	311.24160544217693	Fitness standard deviation:	58.79847130874151	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11136	Best fitness:	108.8421768707483	Average fitness:	310.4421768707483	Fitness standard deviation:	55.4006280079339	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11152	Best fitness:	108.8421768707483	Average fitness:	313.45646258503393	Fitness standard deviation:	60.242480977178516	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11168	Best fitness:	108.8421768707483	Average fitness:	312.11246258503405	Fitness standard deviation:	49.27020980474998	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11184	Best fitness:	108.8421768707483	Average fitness:	319.2010340136054	Fitness standard deviation:	58.89673014311592	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11200	Best fitness:	108.8421768707483	Average fitness:	317.54731972789114	Fitness standard deviation:	58.32328689262278	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11216	Best fitness:	108.8421768707483	Average fitness:	310.02789115646266	Fitness standard deviation:	56.814314163576334	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11232	Best fitness:	108.8421768707483	Average fitness:	313.7273197278912	Fitness standard deviation:	59.280493123620275	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11248	Best fitness:	108.8421768707483	Average fitness:	313.3918911564625	Fitness standard deviation:	56.82176172947137	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11264	Best fitness:	108.8421768707483	Average fitness:	320.2278911564626	Fitness standard deviation:	47.883646477685886	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11280	Best fitness:	108.8421768707483	Average fitness:	309.3176054421769	Fitness standard deviation:	52.446831467103685	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11296	Best fitness:	108.8421768707483	Average fitness:	321.23074829931977	Fitness standard deviation:	57.683744677335234	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11312	Best fitness:	108.8421768707483	Average fitness:	330.3118911564626	Fitness standard deviation:	49.79098489338267	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11328	Best fitness:	108.8421768707483	Average fitness:	314.8576054421769	Fitness standard deviation:	59.61548222687507	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11344	Best fitness:	108.8421768707483	Average fitness:	305.05131972789115	Fitness standard deviation:	48.1947770698893	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11360	Best fitness:	108.8421768707483	Average fitness:	312.17531972789124	Fitness standard deviation:	54.48790784707209	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11376	Best fitness:	108.8421768707483	Average fitness:	316.41589115646264	Fitness standard deviation:	55.55488518793733	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11392	Best fitness:	108.8421768707483	Average fitness:	311.1970340136055	Fitness standard deviation:	54.55577279991475	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11408	Best fitness:	108.8421768707483	Average fitness:	316.9718911564626	Fitness standard deviation:	48.76253905428232	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11424	Best fitness:	108.8421768707483	Average fitness:	315.54331972789123	Fitness standard deviation:	57.979173519111015	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11440	Best fitness:	108.8421768707483	Average fitness:	317.5558911564626	Fitness standard deviation:	49.54437087488099	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11456	Best fitness:	108.8421768707483	Average fitness:	313.7233197278911	Fitness standard deviation:	44.776846188764175	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11472	Best fitness:	108.8421768707483	Average fitness:	314.3061768707483	Fitness standard deviation:	45.68766173281628	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11488	Best fitness:	108.8421768707483	Average fitness:	318.1456054421768	Fitness standard deviation:	50.702424976020424	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11504	Best fitness:	108.8421768707483	Average fitness:	325.5370340136054	Fitness standard deviation:	51.97656251717731	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11520	Best fitness:	108.8421768707483	Average fitness:	318.03474829931986	Fitness standard deviation:	52.22886239681376	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11536	Best fitness:	108.8421768707483	Average fitness:	310.4701768707483	Fitness standard deviation:	53.42246519422865	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11552	Best fitness:	108.8421768707483	Average fitness:	315.94731972789117	Fitness standard deviation:	54.79124567047594	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11568	Best fitness:	108.8421768707483	Average fitness:	317.37874829931974	Fitness standard deviation:	49.428137500985464	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11584	Best fitness:	108.8421768707483	Average fitness:	312.9736054421769	Fitness standard deviation:	51.78995316641628	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11600	Best fitness:	108.8421768707483	Average fitness:	318.55703401360546	Fitness standard deviation:	52.487508637186956	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11616	Best fitness:	108.8421768707483	Average fitness:	317.1421768707483	Fitness standard deviation:	55.74184234267022	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11632	Best fitness:	108.8421768707483	Average fitness:	318.43531972789106	Fitness standard deviation:	56.252530482038345	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11648	Best fitness:	108.8421768707483	Average fitness:	316.3696054421769	Fitness standard deviation:	55.70733882258133	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11664	Best fitness:	108.8421768707483	Average fitness:	305.2153197278911	Fitness standard deviation:	57.44433398748136	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11680	Best fitness:	108.8421768707483	Average fitness:	311.2284625850341	Fitness standard deviation:	58.05380480842488	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11696	Best fitness:	108.8421768707483	Average fitness:	316.2633197278912	Fitness standard deviation:	51.760630475925495	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11712	Best fitness:	108.8421768707483	Average fitness:	302.9301768707484	Fitness standard deviation:	52.145178763188625	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11728	Best fitness:	108.8421768707483	Average fitness:	314.9176054421769	Fitness standard deviation:	58.37853414831621	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11744	Best fitness:	108.8421768707483	Average fitness:	307.36503401360545	Fitness standard deviation:	50.55492490997353	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11760	Best fitness:	108.8421768707483	Average fitness:	312.78389115646263	Fitness standard deviation:	53.86078349498714	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11776	Best fitness:	108.8421768707483	Average fitness:	308.8810340136055	Fitness standard deviation:	53.29017270049872	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11792	Best fitness:	108.8421768707483	Average fitness:	314.8581768707482	Fitness standard deviation:	53.60470163966545	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11808	Best fitness:	108.8421768707483	Average fitness:	312.6456054421769	Fitness standard deviation:	62.69559490823864	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11824	Best fitness:	108.8421768707483	Average fitness:	320.30731972789124	Fitness standard deviation:	48.043829662643056	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11840	Best fitness:	108.8421768707483	Average fitness:	319.6267482993197	Fitness standard deviation:	62.807441963837505	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11856	Best fitness:	108.8421768707483	Average fitness:	299.4570340136054	Fitness standard deviation:	51.14874706387325	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11872	Best fitness:	108.8421768707483	Average fitness:	321.0901768707483	Fitness standard deviation:	58.479202775213096	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11888	Best fitness:	108.8421768707483	Average fitness:	324.19360544217693	Fitness standard deviation:	52.3597790020437	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11904	Best fitness:	108.8421768707483	Average fitness:	329.43760544217685	Fitness standard deviation:	54.48464164349811	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11920	Best fitness:	108.8421768707483	Average fitness:	321.2633197278912	Fitness standard deviation:	53.66272108840778	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11936	Best fitness:	108.8421768707483	Average fitness:	312.5198911564627	Fitness standard deviation:	53.77201610123835	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11952	Best fitness:	108.8421768707483	Average fitness:	316.7770340136056	Fitness standard deviation:	57.42443994804773	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11968	Best fitness:	108.8421768707483	Average fitness:	310.70389115646265	Fitness standard deviation:	53.12072822220291	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	11984	Best fitness:	108.8421768707483	Average fitness:	317.13989115646257	Fitness standard deviation:	52.183870239211444	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	12000	Best fitness:	108.8421768707483	Average fitness:	317.2610340136054	Fitness standard deviation:	56.469819747962255	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	12016	Best fitness:	108.8421768707483	Average fitness:	316.52731972789115	Fitness standard deviation:	56.67084266037284	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	12032	Best fitness:	108.8421768707483	Average fitness:	317.66389115646257	Fitness standard deviation:	50.00517673119821	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	12048	Best fitness:	108.8421768707483	Average fitness:	314.1176054421769	Fitness standard deviation:	46.83556881739539	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	12064	Best fitness:	108.8421768707483	Average fitness:	306.47531972789125	Fitness standard deviation:	59.04078185423347	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	12080	Best fitness:	108.8421768707483	Average fitness:	315.61931972789114	Fitness standard deviation:	53.31130262669542	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	12096	Best fitness:	108.8421768707483	Average fitness:	314.6678911564626	Fitness standard deviation:	50.5618735929009	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	12112	Best fitness:	108.8421768707483	Average fitness:	313.41360544217684	Fitness standard deviation:	60.6450568673901	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	12128	Best fitness:	108.8421768707483	Average fitness:	313.544462585034	Fitness standard deviation:	52.41053145142117	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	12144	Best fitness:	108.8421768707483	Average fitness:	310.54674829931975	Fitness standard deviation:	49.518518196813645	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	12160	Best fitness:	108.8421768707483	Average fitness:	313.9593197278912	Fitness standard deviation:	52.11018475405783	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	12176	Best fitness:	108.8421768707483	Average fitness:	306.1530340136055	Fitness standard deviation:	47.080045303673174	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	12192	Best fitness:	108.8421768707483	Average fitness:	314.4764625850341	Fitness standard deviation:	52.90170877993201	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	12208	Best fitness:	108.8421768707483	Average fitness:	315.5193197278912	Fitness standard deviation:	49.69643234433536	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
Generation:	12224	Best fitness:	108.8421768707483	Average fitness:	308.5347482993198	Fitness standard deviation:	57.32273675338573	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	A8	A16	E5	N12	A15	A14	A17	A12	N5	E4	A7	N9	A13	
