Generation:	16	Best fitness:	240.6421768707483	Average fitness:	338.2130340136054	Fitness standard deviation:	39.36162245287214	Best genome:	A9	N5	N3	A11	E3	A10	N7	E5	N6	N12	A8	A14	N9	A6	A12	A15	A17	A7	E4	A13	A16	
Generation:	29792	Best fitness:	117.78503401360544	Average fitness:	312.436462585034	Fitness standard deviation:	46.77220873771178	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	29808	Best fitness:	117.78503401360544	Average fitness:	319.03817687074826	Fitness standard deviation:	58.85786990119607	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	29824	Best fitness:	117.78503401360544	Average fitness:	320.93589115646256	Fitness standard deviation:	53.28287760814051	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	29840	Best fitness:	117.78503401360544	Average fitness:	310.208462585034	Fitness standard deviation:	46.20484812092289	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	29856	Best fitness:	117.78503401360544	Average fitness:	310.1810340136054	Fitness standard deviation:	45.169703413338674	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	29872	Best fitness:	117.78503401360544	Average fitness:	311.44217687074826	Fitness standard deviation:	47.052450108623354	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	29888	Best fitness:	117.78503401360544	Average fitness:	313.91246258503406	Fitness standard deviation:	58.29142947050008	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	29904	Best fitness:	117.78503401360544	Average fitness:	306.7953197278911	Fitness standard deviation:	50.29038022508553	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	29920	Best fitness:	117.78503401360544	Average fitness:	316.60960544217687	Fitness standard deviation:	42.84879461929507	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	29936	Best fitness:	117.78503401360544	Average fitness:	308.49360544217683	Fitness standard deviation:	54.93793247374527	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	29952	Best fitness:	117.78503401360544	Average fitness:	313.24903401360535	Fitness standard deviation:	45.95205897898552	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	29968	Best fitness:	117.78503401360544	Average fitness:	318.2713197278911	Fitness standard deviation:	50.781790562510636	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	29984	Best fitness:	117.78503401360544	Average fitness:	317.308462585034	Fitness standard deviation:	54.21174131126945	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30000	Best fitness:	117.78503401360544	Average fitness:	323.696462585034	Fitness standard deviation:	53.87913344151113	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30016	Best fitness:	117.78503401360544	Average fitness:	311.8038911564626	Fitness standard deviation:	56.844812046949905	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30032	Best fitness:	117.78503401360544	Average fitness:	308.33360544217686	Fitness standard deviation:	44.64383093795073	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30048	Best fitness:	117.78503401360544	Average fitness:	323.6878911564626	Fitness standard deviation:	53.96787736936762	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30064	Best fitness:	117.78503401360544	Average fitness:	312.7576054421768	Fitness standard deviation:	53.421222400610695	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30080	Best fitness:	117.78503401360544	Average fitness:	323.99189115646254	Fitness standard deviation:	54.24256136267602	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30096	Best fitness:	117.78503401360544	Average fitness:	321.196462585034	Fitness standard deviation:	52.53398884221023	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30112	Best fitness:	117.78503401360544	Average fitness:	332.79760544217686	Fitness standard deviation:	53.354440294150216	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30128	Best fitness:	117.78503401360544	Average fitness:	320.84446258503397	Fitness standard deviation:	49.6918615567941	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30144	Best fitness:	117.78503401360544	Average fitness:	310.11874829931975	Fitness standard deviation:	50.91681585504269	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30160	Best fitness:	117.78503401360544	Average fitness:	324.812462585034	Fitness standard deviation:	55.68097112688187	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30176	Best fitness:	117.78503401360544	Average fitness:	310.80617687074835	Fitness standard deviation:	52.73839690473756	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30192	Best fitness:	117.78503401360544	Average fitness:	322.31931972789107	Fitness standard deviation:	48.83063115274581	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30208	Best fitness:	117.78503401360544	Average fitness:	323.4056054421768	Fitness standard deviation:	55.60437394042057	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30224	Best fitness:	117.78503401360544	Average fitness:	308.5187482993197	Fitness standard deviation:	54.96868821206398	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30240	Best fitness:	117.78503401360544	Average fitness:	315.78103401360545	Fitness standard deviation:	58.637925182549615	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30256	Best fitness:	117.78503401360544	Average fitness:	318.9210340136054	Fitness standard deviation:	54.43685832977805	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30272	Best fitness:	117.78503401360544	Average fitness:	313.68560544217684	Fitness standard deviation:	51.323269095936176	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30288	Best fitness:	117.78503401360544	Average fitness:	316.4296054421768	Fitness standard deviation:	46.670278322438556	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30304	Best fitness:	117.78503401360544	Average fitness:	321.47417687074835	Fitness standard deviation:	50.64972232814675	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30320	Best fitness:	117.78503401360544	Average fitness:	318.79360544217684	Fitness standard deviation:	55.98554572934201	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30336	Best fitness:	117.78503401360544	Average fitness:	313.83017687074823	Fitness standard deviation:	50.09311854324659	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30352	Best fitness:	117.78503401360544	Average fitness:	308.06217687074826	Fitness standard deviation:	51.05624085860852	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30368	Best fitness:	117.78503401360544	Average fitness:	323.9307482993197	Fitness standard deviation:	50.642921942332116	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30384	Best fitness:	117.78503401360544	Average fitness:	327.328462585034	Fitness standard deviation:	55.74847112097812	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30400	Best fitness:	117.78503401360544	Average fitness:	311.29703401360547	Fitness standard deviation:	42.68995383038984	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30416	Best fitness:	117.78503401360544	Average fitness:	321.1353197278913	Fitness standard deviation:	57.92771056186128	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30432	Best fitness:	117.78503401360544	Average fitness:	321.38846258503395	Fitness standard deviation:	41.21149260750908	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30448	Best fitness:	117.78503401360544	Average fitness:	331.5067482993197	Fitness standard deviation:	48.65042443676675	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30464	Best fitness:	117.78503401360544	Average fitness:	313.6867482993197	Fitness standard deviation:	54.76469089194055	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30480	Best fitness:	117.78503401360544	Average fitness:	314.64046258503396	Fitness standard deviation:	55.69709871460532	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30496	Best fitness:	117.78503401360544	Average fitness:	319.1884625850339	Fitness standard deviation:	55.89378663289207	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30512	Best fitness:	117.78503401360544	Average fitness:	320.0427482993197	Fitness standard deviation:	50.32699652537697	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30528	Best fitness:	117.78503401360544	Average fitness:	322.85017687074827	Fitness standard deviation:	48.331383657040924	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30544	Best fitness:	117.78503401360544	Average fitness:	326.1633197278911	Fitness standard deviation:	45.933860725426264	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30560	Best fitness:	117.78503401360544	Average fitness:	316.4638911564625	Fitness standard deviation:	61.881953073936664	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30576	Best fitness:	117.78503401360544	Average fitness:	315.88731972789105	Fitness standard deviation:	49.18559905052681	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30592	Best fitness:	117.78503401360544	Average fitness:	314.9467482993197	Fitness standard deviation:	57.729518388669725	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30608	Best fitness:	117.78503401360544	Average fitness:	316.3358911564626	Fitness standard deviation:	47.965570999479645	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30624	Best fitness:	117.78503401360544	Average fitness:	314.75474829931983	Fitness standard deviation:	58.73715242171897	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30640	Best fitness:	117.78503401360544	Average fitness:	315.8170340136054	Fitness standard deviation:	49.868316927111714	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30656	Best fitness:	117.78503401360544	Average fitness:	318.9056054421767	Fitness standard deviation:	52.02738095131314	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30672	Best fitness:	117.78503401360544	Average fitness:	313.2627482993197	Fitness standard deviation:	50.2677623930089	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30688	Best fitness:	117.78503401360544	Average fitness:	310.088462585034	Fitness standard deviation:	50.019820035743464	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30704	Best fitness:	117.78503401360544	Average fitness:	316.19131972789114	Fitness standard deviation:	50.39014004297885	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30720	Best fitness:	117.78503401360544	Average fitness:	311.35646258503397	Fitness standard deviation:	47.77512460069826	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30736	Best fitness:	117.78503401360544	Average fitness:	315.7044625850339	Fitness standard deviation:	56.141483280900154	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30752	Best fitness:	117.78503401360544	Average fitness:	317.45074829931974	Fitness standard deviation:	57.1469550673471	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30768	Best fitness:	117.78503401360544	Average fitness:	309.00046258503403	Fitness standard deviation:	46.79680442953692	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30784	Best fitness:	117.78503401360544	Average fitness:	314.4547482993197	Fitness standard deviation:	51.838257768657655	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30800	Best fitness:	117.78503401360544	Average fitness:	312.9993197278912	Fitness standard deviation:	54.284678862305825	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30816	Best fitness:	117.78503401360544	Average fitness:	321.7787482993197	Fitness standard deviation:	56.71085338012505	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30832	Best fitness:	117.78503401360544	Average fitness:	320.116462585034	Fitness standard deviation:	47.8275750024214	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30848	Best fitness:	117.78503401360544	Average fitness:	319.67531972789124	Fitness standard deviation:	51.38225449570333	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30864	Best fitness:	117.78503401360544	Average fitness:	316.1981768707483	Fitness standard deviation:	55.43991053678325	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30880	Best fitness:	117.78503401360544	Average fitness:	302.27360544217686	Fitness standard deviation:	54.37467215007896	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30896	Best fitness:	117.78503401360544	Average fitness:	317.33760544217694	Fitness standard deviation:	59.094742225462646	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30912	Best fitness:	117.78503401360544	Average fitness:	317.4136054421769	Fitness standard deviation:	52.744468633483955	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30928	Best fitness:	117.78503401360544	Average fitness:	313.7261768707483	Fitness standard deviation:	60.72146603860575	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30944	Best fitness:	117.78503401360544	Average fitness:	326.428462585034	Fitness standard deviation:	50.383152752741886	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30960	Best fitness:	117.78503401360544	Average fitness:	321.0781768707483	Fitness standard deviation:	51.67019582557301	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30976	Best fitness:	117.78503401360544	Average fitness:	313.7010340136054	Fitness standard deviation:	52.67174292904758	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	30992	Best fitness:	117.78503401360544	Average fitness:	314.54674829931975	Fitness standard deviation:	54.39109639322545	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31008	Best fitness:	117.78503401360544	Average fitness:	302.28903401360543	Fitness standard deviation:	51.34323388366429	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31024	Best fitness:	117.78503401360544	Average fitness:	315.53303401360546	Fitness standard deviation:	50.96219220927913	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31040	Best fitness:	117.78503401360544	Average fitness:	310.87189115646254	Fitness standard deviation:	44.970427638162214	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31056	Best fitness:	117.78503401360544	Average fitness:	311.84674829931964	Fitness standard deviation:	54.29252028312811	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31072	Best fitness:	117.78503401360544	Average fitness:	330.35760544217686	Fitness standard deviation:	44.7943469319648	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31088	Best fitness:	117.78503401360544	Average fitness:	322.881605442177	Fitness standard deviation:	53.99435522726578	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31104	Best fitness:	117.78503401360544	Average fitness:	319.1884625850341	Fitness standard deviation:	46.494721628001024	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31120	Best fitness:	117.78503401360544	Average fitness:	310.8387482993196	Fitness standard deviation:	53.74153613930518	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31136	Best fitness:	117.78503401360544	Average fitness:	321.43589115646256	Fitness standard deviation:	53.57150698356166	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31152	Best fitness:	117.78503401360544	Average fitness:	327.35303401360545	Fitness standard deviation:	53.217072491555086	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31168	Best fitness:	117.78503401360544	Average fitness:	311.9261768707483	Fitness standard deviation:	46.907937071742246	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31184	Best fitness:	117.78503401360544	Average fitness:	313.4393197278911	Fitness standard deviation:	60.228157832681276	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31200	Best fitness:	117.78503401360544	Average fitness:	323.0290340136054	Fitness standard deviation:	55.08161579596115	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31216	Best fitness:	117.78503401360544	Average fitness:	311.084462585034	Fitness standard deviation:	49.596149369951405	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31232	Best fitness:	117.78503401360544	Average fitness:	312.7816054421768	Fitness standard deviation:	54.148937959321515	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31248	Best fitness:	117.78503401360544	Average fitness:	317.3930340136054	Fitness standard deviation:	54.8679614451171	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31264	Best fitness:	117.78503401360544	Average fitness:	320.8227482993196	Fitness standard deviation:	55.73313686649615	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31280	Best fitness:	117.78503401360544	Average fitness:	307.4347482993197	Fitness standard deviation:	55.42166784990602	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31296	Best fitness:	117.78503401360544	Average fitness:	307.66503401360546	Fitness standard deviation:	55.882919006926386	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31312	Best fitness:	117.78503401360544	Average fitness:	310.40846258503393	Fitness standard deviation:	50.419115160333995	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31328	Best fitness:	117.78503401360544	Average fitness:	303.65474829931975	Fitness standard deviation:	52.447476283323645	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31344	Best fitness:	117.78503401360544	Average fitness:	306.62217687074826	Fitness standard deviation:	57.58738672838074	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31360	Best fitness:	117.78503401360544	Average fitness:	306.088462585034	Fitness standard deviation:	48.215256079970615	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31376	Best fitness:	117.78503401360544	Average fitness:	307.6021768707483	Fitness standard deviation:	58.70803720661305	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31392	Best fitness:	117.78503401360544	Average fitness:	313.8341768707483	Fitness standard deviation:	49.67978574340074	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31408	Best fitness:	117.78503401360544	Average fitness:	319.0570340136055	Fitness standard deviation:	50.34064994026362	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31424	Best fitness:	117.78503401360544	Average fitness:	323.93760544217685	Fitness standard deviation:	55.12560903009395	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31440	Best fitness:	117.78503401360544	Average fitness:	309.76389115646253	Fitness standard deviation:	54.417739847612644	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31456	Best fitness:	117.78503401360544	Average fitness:	312.3221768707483	Fitness standard deviation:	54.711934600734985	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31472	Best fitness:	117.78503401360544	Average fitness:	317.0541768707483	Fitness standard deviation:	62.060645807474614	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31488	Best fitness:	117.78503401360544	Average fitness:	322.39589115646254	Fitness standard deviation:	56.55230553845073	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31504	Best fitness:	117.78503401360544	Average fitness:	321.536462585034	Fitness standard deviation:	47.32588582781896	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31520	Best fitness:	117.78503401360544	Average fitness:	317.04103401360544	Fitness standard deviation:	58.77339449729525	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
