Generation:	16	Best fitness:	254.556462585034	Average fitness:	325.09360544217685	Fitness standard deviation:	42.33941724990112	Best genome:	A16	N3	E4	A9	A6	A10	A7	A17	A8	N9	A11	N7	N6	E3	N5	A15	A14	A12	A13	N12	E5	
Generation:	30800	Best fitness:	95.75646258503401	Average fitness:	246.70503401360543	Fitness standard deviation:	72.38978933523705	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	30816	Best fitness:	95.75646258503401	Average fitness:	256.85074829931966	Fitness standard deviation:	56.38561699655004	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	30832	Best fitness:	95.75646258503401	Average fitness:	242.88931972789115	Fitness standard deviation:	64.99033163573216	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	30848	Best fitness:	95.75646258503401	Average fitness:	271.01217687074825	Fitness standard deviation:	67.34696422108362	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	30864	Best fitness:	95.75646258503401	Average fitness:	263.43074829931976	Fitness standard deviation:	60.26899050362907	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	30880	Best fitness:	95.75646258503401	Average fitness:	272.56503401360544	Fitness standard deviation:	57.11536703042719	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	30896	Best fitness:	95.75646258503401	Average fitness:	250.90503401360542	Fitness standard deviation:	66.70867189595704	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	30912	Best fitness:	95.75646258503401	Average fitness:	247.46503401360542	Fitness standard deviation:	62.67678188735525	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	30928	Best fitness:	95.75646258503401	Average fitness:	261.8550340136054	Fitness standard deviation:	58.80416511348391	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	30944	Best fitness:	95.75646258503401	Average fitness:	256.5136054421768	Fitness standard deviation:	52.85666910984607	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	30960	Best fitness:	95.75646258503401	Average fitness:	263.7607482993197	Fitness standard deviation:	59.03680158016969	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	30976	Best fitness:	95.75646258503401	Average fitness:	251.02646258503395	Fitness standard deviation:	72.8139213393725	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	30992	Best fitness:	95.75646258503401	Average fitness:	274.29646258503396	Fitness standard deviation:	64.88525061166655	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31008	Best fitness:	95.75646258503401	Average fitness:	245.26503401360546	Fitness standard deviation:	65.90501427146836	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31024	Best fitness:	95.75646258503401	Average fitness:	241.19360544217687	Fitness standard deviation:	49.471852314508816	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31040	Best fitness:	95.75646258503401	Average fitness:	276.9707482993197	Fitness standard deviation:	62.78823983218904	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31056	Best fitness:	95.75646258503401	Average fitness:	273.3350340136055	Fitness standard deviation:	58.840208295390134	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31072	Best fitness:	95.75646258503401	Average fitness:	253.2536054421768	Fitness standard deviation:	56.71388369774752	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31088	Best fitness:	95.75646258503401	Average fitness:	255.81503401360538	Fitness standard deviation:	61.628124692069164	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31104	Best fitness:	95.75646258503401	Average fitness:	264.016462585034	Fitness standard deviation:	70.5199343072147	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31120	Best fitness:	95.75646258503401	Average fitness:	254.14646258503404	Fitness standard deviation:	78.21233958439875	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31136	Best fitness:	95.75646258503401	Average fitness:	267.0593197278912	Fitness standard deviation:	50.90026454363715	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31152	Best fitness:	95.75646258503401	Average fitness:	250.84646258503398	Fitness standard deviation:	63.506456220077766	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31168	Best fitness:	95.75646258503401	Average fitness:	247.5921768707483	Fitness standard deviation:	59.476985688000475	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31184	Best fitness:	95.75646258503401	Average fitness:	263.34074829931967	Fitness standard deviation:	58.55337943156777	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31200	Best fitness:	95.75646258503401	Average fitness:	242.17074829931965	Fitness standard deviation:	65.41958484760244	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31216	Best fitness:	95.75646258503401	Average fitness:	244.72074829931972	Fitness standard deviation:	62.13747160571486	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31232	Best fitness:	95.75646258503401	Average fitness:	242.96789115646257	Fitness standard deviation:	63.91291549715862	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31248	Best fitness:	95.75646258503401	Average fitness:	256.45217687074825	Fitness standard deviation:	68.07327041429669	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31264	Best fitness:	95.75646258503401	Average fitness:	246.53789115646254	Fitness standard deviation:	58.46496196484713	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31280	Best fitness:	95.75646258503401	Average fitness:	258.09360544217685	Fitness standard deviation:	75.20392011058999	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31296	Best fitness:	95.75646258503401	Average fitness:	274.8950340136055	Fitness standard deviation:	66.85296951260327	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31312	Best fitness:	95.75646258503401	Average fitness:	252.9036054421768	Fitness standard deviation:	65.93127298287861	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31328	Best fitness:	95.75646258503401	Average fitness:	249.85789115646253	Fitness standard deviation:	48.34383017848846	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31344	Best fitness:	95.75646258503401	Average fitness:	244.06217687074823	Fitness standard deviation:	55.53743440606672	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31360	Best fitness:	95.75646258503401	Average fitness:	267.516462585034	Fitness standard deviation:	62.05609667626444	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31376	Best fitness:	95.75646258503401	Average fitness:	248.046462585034	Fitness standard deviation:	62.24416915565305	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31392	Best fitness:	95.75646258503401	Average fitness:	264.676462585034	Fitness standard deviation:	76.91650951996388	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31408	Best fitness:	95.75646258503401	Average fitness:	245.18646258503395	Fitness standard deviation:	53.4956915869619	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31424	Best fitness:	95.75646258503401	Average fitness:	244.61646258503407	Fitness standard deviation:	69.31692074840613	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31440	Best fitness:	95.75646258503401	Average fitness:	255.10646258503402	Fitness standard deviation:	63.78560638288746	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31456	Best fitness:	95.75646258503401	Average fitness:	255.71074829931968	Fitness standard deviation:	64.89059200386636	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31472	Best fitness:	95.75646258503401	Average fitness:	229.27503401360536	Fitness standard deviation:	74.01642855419578	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31488	Best fitness:	95.75646258503401	Average fitness:	255.59503401360536	Fitness standard deviation:	69.79990718372872	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31504	Best fitness:	95.75646258503401	Average fitness:	247.83503401360545	Fitness standard deviation:	62.62098225329388	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31520	Best fitness:	95.75646258503401	Average fitness:	245.37646258503395	Fitness standard deviation:	64.35868943757671	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31536	Best fitness:	95.75646258503401	Average fitness:	240.34789115646254	Fitness standard deviation:	69.8822812496348	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31552	Best fitness:	95.75646258503401	Average fitness:	266.246462585034	Fitness standard deviation:	64.16952119986878	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31568	Best fitness:	95.75646258503401	Average fitness:	252.70789115646252	Fitness standard deviation:	62.814206179487634	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31584	Best fitness:	95.75646258503401	Average fitness:	245.10217687074828	Fitness standard deviation:	49.203348069257345	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31600	Best fitness:	95.75646258503401	Average fitness:	286.4793197278911	Fitness standard deviation:	60.70924288301224	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31616	Best fitness:	95.75646258503401	Average fitness:	252.62931972789116	Fitness standard deviation:	73.4200703667128	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31632	Best fitness:	95.75646258503401	Average fitness:	249.97074829931967	Fitness standard deviation:	68.59047027280756	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31648	Best fitness:	95.75646258503401	Average fitness:	240.61789115646252	Fitness standard deviation:	67.35838433941484	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31664	Best fitness:	95.75646258503401	Average fitness:	272.7650340136054	Fitness standard deviation:	61.37565302034243	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31680	Best fitness:	95.75646258503401	Average fitness:	269.0321768707483	Fitness standard deviation:	71.28497810956831	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31696	Best fitness:	95.75646258503401	Average fitness:	255.8421768707483	Fitness standard deviation:	57.241419996933224	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31712	Best fitness:	95.75646258503401	Average fitness:	263.9850340136054	Fitness standard deviation:	59.38738132991292	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31728	Best fitness:	95.75646258503401	Average fitness:	275.12789115646257	Fitness standard deviation:	68.71107328398193	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31744	Best fitness:	95.75646258503401	Average fitness:	240.8850340136054	Fitness standard deviation:	72.74768219885856	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31760	Best fitness:	95.75646258503401	Average fitness:	255.9678911564626	Fitness standard deviation:	65.15049792282356	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31776	Best fitness:	95.75646258503401	Average fitness:	231.71074829931962	Fitness standard deviation:	57.2313175291505	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31792	Best fitness:	95.75646258503401	Average fitness:	251.09646258503403	Fitness standard deviation:	59.66895743711845	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31808	Best fitness:	95.75646258503401	Average fitness:	253.35217687074822	Fitness standard deviation:	68.54141264183848	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31824	Best fitness:	95.75646258503401	Average fitness:	232.62646258503395	Fitness standard deviation:	59.99917514739138	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31840	Best fitness:	95.75646258503401	Average fitness:	248.04789115646258	Fitness standard deviation:	50.541717341585596	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31856	Best fitness:	95.75646258503401	Average fitness:	249.95646258503393	Fitness standard deviation:	63.466617289753856	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31872	Best fitness:	95.75646258503401	Average fitness:	242.58503401360545	Fitness standard deviation:	66.79115485861088	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31888	Best fitness:	95.75646258503401	Average fitness:	247.26503401360546	Fitness standard deviation:	83.62282795446494	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31904	Best fitness:	95.75646258503401	Average fitness:	260.3207482993197	Fitness standard deviation:	59.24671548633196	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31920	Best fitness:	95.75646258503401	Average fitness:	263.6850340136055	Fitness standard deviation:	61.79643243120504	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31936	Best fitness:	95.75646258503401	Average fitness:	255.30646258503398	Fitness standard deviation:	59.76009171030856	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31952	Best fitness:	95.75646258503401	Average fitness:	251.0878911564626	Fitness standard deviation:	68.89597032142456	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31968	Best fitness:	95.75646258503401	Average fitness:	243.35503401360543	Fitness standard deviation:	60.44004718795008	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	31984	Best fitness:	95.75646258503401	Average fitness:	245.74360544217683	Fitness standard deviation:	66.78417292338976	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32000	Best fitness:	95.75646258503401	Average fitness:	262.53217687074823	Fitness standard deviation:	65.5254917056355	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32016	Best fitness:	95.75646258503401	Average fitness:	254.5407482993197	Fitness standard deviation:	54.49484115257973	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32032	Best fitness:	95.75646258503401	Average fitness:	265.50646258503406	Fitness standard deviation:	64.41599299134668	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32048	Best fitness:	95.75646258503401	Average fitness:	280.5293197278911	Fitness standard deviation:	68.85901092605299	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32064	Best fitness:	95.75646258503401	Average fitness:	261.89646258503404	Fitness standard deviation:	55.333757567425444	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32080	Best fitness:	95.75646258503401	Average fitness:	263.2436054421768	Fitness standard deviation:	63.55502226497951	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32096	Best fitness:	95.75646258503401	Average fitness:	247.03931972789115	Fitness standard deviation:	61.57266614599802	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32112	Best fitness:	95.75646258503401	Average fitness:	265.3393197278911	Fitness standard deviation:	47.10986152666154	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32128	Best fitness:	95.75646258503401	Average fitness:	266.74217687074827	Fitness standard deviation:	56.61925215229988	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32144	Best fitness:	95.75646258503401	Average fitness:	261.83360544217686	Fitness standard deviation:	74.3558812024157	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32160	Best fitness:	95.75646258503401	Average fitness:	242.26646258503396	Fitness standard deviation:	60.35090130027142	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32176	Best fitness:	95.75646258503401	Average fitness:	235.19646258503403	Fitness standard deviation:	66.86414700795966	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32192	Best fitness:	95.75646258503401	Average fitness:	248.2078911564625	Fitness standard deviation:	55.79466407081873	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32208	Best fitness:	95.75646258503401	Average fitness:	240.58503401360548	Fitness standard deviation:	54.64126197484902	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32224	Best fitness:	95.75646258503401	Average fitness:	254.6878911564625	Fitness standard deviation:	68.51151870976419	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32240	Best fitness:	95.75646258503401	Average fitness:	256.6750340136054	Fitness standard deviation:	59.09201698561804	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32256	Best fitness:	95.75646258503401	Average fitness:	253.31789115646262	Fitness standard deviation:	62.57585781779306	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32272	Best fitness:	95.75646258503401	Average fitness:	254.8478911564626	Fitness standard deviation:	72.97093779899849	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32288	Best fitness:	95.75646258503401	Average fitness:	242.39646258503404	Fitness standard deviation:	48.29929766675744	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32304	Best fitness:	95.75646258503401	Average fitness:	269.1507482993197	Fitness standard deviation:	70.86744487320779	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32320	Best fitness:	95.75646258503401	Average fitness:	251.22074829931972	Fitness standard deviation:	76.68032175791883	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32336	Best fitness:	95.75646258503401	Average fitness:	239.29217687074828	Fitness standard deviation:	67.44817322528887	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32352	Best fitness:	95.75646258503401	Average fitness:	244.61646258503401	Fitness standard deviation:	73.54237423528878	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32368	Best fitness:	95.75646258503401	Average fitness:	261.59931972789116	Fitness standard deviation:	62.54032201348999	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32384	Best fitness:	95.75646258503401	Average fitness:	243.93217687074835	Fitness standard deviation:	50.84947797376174	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32400	Best fitness:	95.75646258503401	Average fitness:	259.5478911564625	Fitness standard deviation:	63.8675191953098	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32416	Best fitness:	95.75646258503401	Average fitness:	249.39074829931968	Fitness standard deviation:	56.54594490955373	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32432	Best fitness:	95.75646258503401	Average fitness:	239.93217687074826	Fitness standard deviation:	61.34244212714757	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32448	Best fitness:	95.75646258503401	Average fitness:	271.42789115646264	Fitness standard deviation:	60.11527056499073	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32464	Best fitness:	95.75646258503401	Average fitness:	272.6121768707482	Fitness standard deviation:	68.94608983895776	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32480	Best fitness:	95.75646258503401	Average fitness:	252.2407482993197	Fitness standard deviation:	64.38904360785844	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32496	Best fitness:	95.75646258503401	Average fitness:	243.396462585034	Fitness standard deviation:	61.55969420830815	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32512	Best fitness:	95.75646258503401	Average fitness:	242.0178911564626	Fitness standard deviation:	61.895348330047874	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	32528	Best fitness:	95.75646258503401	Average fitness:	236.61503401360537	Fitness standard deviation:	68.25243389545211	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
