Generation:	16	Best fitness:	232.8421768707483	Average fitness:	338.63874829931973	Fitness standard deviation:	38.55134509525006	Best genome:	A9	N3	A11	A14	N7	E4	A7	A10	A16	A6	N6	N12	E3	A17	A12	N5	E5	A15	A8	N9	A13	
Generation:	20352	Best fitness:	95.75646258503401	Average fitness:	327.149319727891	Fitness standard deviation:	53.825411095428144	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20368	Best fitness:	95.75646258503401	Average fitness:	327.0976054421769	Fitness standard deviation:	48.01514995949356	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20384	Best fitness:	95.75646258503401	Average fitness:	326.1733197278911	Fitness standard deviation:	49.04472612559575	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20400	Best fitness:	95.75646258503401	Average fitness:	325.44646258503394	Fitness standard deviation:	51.191253617573935	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20416	Best fitness:	95.75646258503401	Average fitness:	328.83903401360544	Fitness standard deviation:	53.280593839768414	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20432	Best fitness:	95.75646258503401	Average fitness:	330.6707482993198	Fitness standard deviation:	48.16893062494767	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20448	Best fitness:	95.75646258503401	Average fitness:	336.5747482993197	Fitness standard deviation:	47.65302166490514	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20464	Best fitness:	95.75646258503401	Average fitness:	331.886462585034	Fitness standard deviation:	45.88631353015576	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20480	Best fitness:	95.75646258503401	Average fitness:	326.6896054421768	Fitness standard deviation:	52.303617109866416	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20496	Best fitness:	95.75646258503401	Average fitness:	331.2021768707483	Fitness standard deviation:	47.56168051132366	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20512	Best fitness:	95.75646258503401	Average fitness:	320.65417687074836	Fitness standard deviation:	42.662803601053234	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20528	Best fitness:	95.75646258503401	Average fitness:	324.9670340136054	Fitness standard deviation:	51.157016979140614	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20544	Best fitness:	95.75646258503401	Average fitness:	329.6184625850341	Fitness standard deviation:	48.256370974965265	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20560	Best fitness:	95.75646258503401	Average fitness:	328.0393197278911	Fitness standard deviation:	52.30991360368023	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20576	Best fitness:	95.75646258503401	Average fitness:	325.3507482993198	Fitness standard deviation:	48.565676466124145	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20592	Best fitness:	95.75646258503401	Average fitness:	330.4341768707482	Fitness standard deviation:	46.463204854893036	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20608	Best fitness:	95.75646258503401	Average fitness:	337.5378911564626	Fitness standard deviation:	49.673562364291776	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20624	Best fitness:	95.75646258503401	Average fitness:	334.0833197278913	Fitness standard deviation:	47.418139010987204	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20640	Best fitness:	95.75646258503401	Average fitness:	331.7758911564625	Fitness standard deviation:	47.55523051212374	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20656	Best fitness:	95.75646258503401	Average fitness:	325.4673197278913	Fitness standard deviation:	47.416339090388384	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20672	Best fitness:	95.75646258503401	Average fitness:	329.5541768707483	Fitness standard deviation:	44.54227337288129	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20688	Best fitness:	95.75646258503401	Average fitness:	328.63274829931964	Fitness standard deviation:	47.6234036197176	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20704	Best fitness:	95.75646258503401	Average fitness:	328.8610340136054	Fitness standard deviation:	45.19387681479672	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20720	Best fitness:	95.75646258503401	Average fitness:	328.5981768707484	Fitness standard deviation:	43.04368059901714	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20736	Best fitness:	95.75646258503401	Average fitness:	328.19531972789116	Fitness standard deviation:	47.83339991329601	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20752	Best fitness:	95.75646258503401	Average fitness:	319.8470340136055	Fitness standard deviation:	48.35598488674745	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20768	Best fitness:	95.75646258503401	Average fitness:	337.87131972789126	Fitness standard deviation:	49.3353906138424	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20784	Best fitness:	95.75646258503401	Average fitness:	325.16503401360546	Fitness standard deviation:	51.64801475924732	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20800	Best fitness:	95.75646258503401	Average fitness:	329.91389115646257	Fitness standard deviation:	46.944542269554184	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20816	Best fitness:	95.75646258503401	Average fitness:	333.38189115646264	Fitness standard deviation:	45.803837268178704	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20832	Best fitness:	95.75646258503401	Average fitness:	328.26589115646266	Fitness standard deviation:	44.299099369847134	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20848	Best fitness:	95.75646258503401	Average fitness:	338.1198911564625	Fitness standard deviation:	46.427050362776164	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20864	Best fitness:	95.75646258503401	Average fitness:	330.1221768707483	Fitness standard deviation:	43.06667009961866	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20880	Best fitness:	95.75646258503401	Average fitness:	334.6961768707482	Fitness standard deviation:	47.57972641401643	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20896	Best fitness:	95.75646258503401	Average fitness:	330.2150340136055	Fitness standard deviation:	50.729348648348655	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20912	Best fitness:	95.75646258503401	Average fitness:	329.2627482993198	Fitness standard deviation:	52.48025029183719	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20928	Best fitness:	95.75646258503401	Average fitness:	332.5387482993199	Fitness standard deviation:	40.89827874827287	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20944	Best fitness:	95.75646258503401	Average fitness:	330.0893197278911	Fitness standard deviation:	46.600999967373916	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20960	Best fitness:	95.75646258503401	Average fitness:	337.0950340136054	Fitness standard deviation:	47.40894092459604	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20976	Best fitness:	95.75646258503401	Average fitness:	328.9147482993197	Fitness standard deviation:	43.42336405246204	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	20992	Best fitness:	95.75646258503401	Average fitness:	325.8396054421769	Fitness standard deviation:	44.973087479840515	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21008	Best fitness:	95.75646258503401	Average fitness:	334.4247482993198	Fitness standard deviation:	42.311901523455695	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21024	Best fitness:	95.75646258503401	Average fitness:	330.40160544217696	Fitness standard deviation:	54.37526301020136	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21040	Best fitness:	95.75646258503401	Average fitness:	330.3467482993198	Fitness standard deviation:	47.907241363080054	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21056	Best fitness:	95.75646258503401	Average fitness:	332.9321768707484	Fitness standard deviation:	42.79349337820184	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21072	Best fitness:	95.75646258503401	Average fitness:	325.5290340136055	Fitness standard deviation:	42.794788528797405	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21088	Best fitness:	95.75646258503401	Average fitness:	323.87931972789124	Fitness standard deviation:	44.85418689077591	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21104	Best fitness:	95.75646258503401	Average fitness:	337.4721768707484	Fitness standard deviation:	47.26652564911849	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21120	Best fitness:	95.75646258503401	Average fitness:	336.74760544217696	Fitness standard deviation:	45.877557840274754	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21136	Best fitness:	95.75646258503401	Average fitness:	327.36931972789114	Fitness standard deviation:	49.55955977716229	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21152	Best fitness:	95.75646258503401	Average fitness:	328.8376054421769	Fitness standard deviation:	48.34363993287208	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21168	Best fitness:	95.75646258503401	Average fitness:	324.69417687074844	Fitness standard deviation:	54.461199576077156	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21184	Best fitness:	95.75646258503401	Average fitness:	328.0644625850339	Fitness standard deviation:	45.75202327721894	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21200	Best fitness:	95.75646258503401	Average fitness:	328.68789115646257	Fitness standard deviation:	43.54013321063682	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21216	Best fitness:	95.75646258503401	Average fitness:	325.7696054421769	Fitness standard deviation:	48.24415310582163	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21232	Best fitness:	95.75646258503401	Average fitness:	326.48074829931966	Fitness standard deviation:	47.93139559488614	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21248	Best fitness:	95.75646258503401	Average fitness:	335.3290340136054	Fitness standard deviation:	46.980502064197665	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21264	Best fitness:	95.75646258503401	Average fitness:	328.7287482993197	Fitness standard deviation:	50.65475563708763	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21280	Best fitness:	95.75646258503401	Average fitness:	329.1981768707483	Fitness standard deviation:	49.232845585118916	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21296	Best fitness:	95.75646258503401	Average fitness:	323.228462585034	Fitness standard deviation:	47.63262052888734	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21312	Best fitness:	95.75646258503401	Average fitness:	328.0796054421769	Fitness standard deviation:	49.684940057222526	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21328	Best fitness:	95.75646258503401	Average fitness:	323.2050340136053	Fitness standard deviation:	54.46048835473967	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21344	Best fitness:	95.75646258503401	Average fitness:	324.7327482993198	Fitness standard deviation:	43.881521387314116	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21360	Best fitness:	95.75646258503401	Average fitness:	323.6247482993197	Fitness standard deviation:	50.23916935082849	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21376	Best fitness:	95.75646258503401	Average fitness:	332.0790340136055	Fitness standard deviation:	42.48150835075305	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21392	Best fitness:	95.75646258503401	Average fitness:	324.143605442177	Fitness standard deviation:	47.550289833662475	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21408	Best fitness:	95.75646258503401	Average fitness:	331.20331972789114	Fitness standard deviation:	47.67927706615339	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21424	Best fitness:	95.75646258503401	Average fitness:	329.35503401360546	Fitness standard deviation:	51.96916250066388	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21440	Best fitness:	95.75646258503401	Average fitness:	324.4316054421767	Fitness standard deviation:	51.21801845811208	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21456	Best fitness:	95.75646258503401	Average fitness:	334.5418911564626	Fitness standard deviation:	44.84289282208566	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21472	Best fitness:	95.75646258503401	Average fitness:	331.02103401360546	Fitness standard deviation:	54.10865268916548	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21488	Best fitness:	95.75646258503401	Average fitness:	325.32046258503397	Fitness standard deviation:	48.85579991805122	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21504	Best fitness:	95.75646258503401	Average fitness:	323.3173197278912	Fitness standard deviation:	50.26806389178493	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21520	Best fitness:	95.75646258503401	Average fitness:	326.6824625850341	Fitness standard deviation:	44.3268113632444	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21536	Best fitness:	95.75646258503401	Average fitness:	329.5344625850341	Fitness standard deviation:	51.773128930607484	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21552	Best fitness:	95.75646258503401	Average fitness:	330.2490340136053	Fitness standard deviation:	48.03974088189903	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21568	Best fitness:	95.75646258503401	Average fitness:	329.89646258503393	Fitness standard deviation:	44.97053103115962	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21584	Best fitness:	95.75646258503401	Average fitness:	329.53274829931973	Fitness standard deviation:	47.46898932815755	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21600	Best fitness:	95.75646258503401	Average fitness:	326.9433197278911	Fitness standard deviation:	53.75779642289012	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21616	Best fitness:	95.75646258503401	Average fitness:	327.7956054421768	Fitness standard deviation:	52.074004585311265	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21632	Best fitness:	95.75646258503401	Average fitness:	328.2193197278912	Fitness standard deviation:	47.635119268824155	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21648	Best fitness:	95.75646258503401	Average fitness:	328.1798911564625	Fitness standard deviation:	47.88235436217925	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21664	Best fitness:	95.75646258503401	Average fitness:	331.15103401360545	Fitness standard deviation:	44.9411258761995	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21680	Best fitness:	95.75646258503401	Average fitness:	331.86217687074827	Fitness standard deviation:	50.216922507481975	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21696	Best fitness:	95.75646258503401	Average fitness:	334.7827482993196	Fitness standard deviation:	50.8562631834034	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21712	Best fitness:	95.75646258503401	Average fitness:	325.0370340136054	Fitness standard deviation:	44.07753824378867	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21728	Best fitness:	95.75646258503401	Average fitness:	335.102462585034	Fitness standard deviation:	46.30357713426223	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21744	Best fitness:	95.75646258503401	Average fitness:	325.5878911564626	Fitness standard deviation:	49.629755311152785	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21760	Best fitness:	95.75646258503401	Average fitness:	336.42046258503404	Fitness standard deviation:	50.13278972928613	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21776	Best fitness:	95.75646258503401	Average fitness:	327.63789115646256	Fitness standard deviation:	48.87547181253557	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21792	Best fitness:	95.75646258503401	Average fitness:	320.82731972789117	Fitness standard deviation:	51.18204125093338	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21808	Best fitness:	95.75646258503401	Average fitness:	325.4416054421768	Fitness standard deviation:	46.89497305290466	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21824	Best fitness:	95.75646258503401	Average fitness:	333.12560544217683	Fitness standard deviation:	49.51910877177638	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21840	Best fitness:	95.75646258503401	Average fitness:	323.32331972789126	Fitness standard deviation:	54.30636309843988	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21856	Best fitness:	95.75646258503401	Average fitness:	320.12846258503396	Fitness standard deviation:	47.89122998919063	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21872	Best fitness:	95.75646258503401	Average fitness:	323.48789115646275	Fitness standard deviation:	50.110588395944376	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21888	Best fitness:	95.75646258503401	Average fitness:	331.2384625850341	Fitness standard deviation:	50.95239100836573	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21904	Best fitness:	95.75646258503401	Average fitness:	324.6673197278911	Fitness standard deviation:	43.16029057041264	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21920	Best fitness:	95.75646258503401	Average fitness:	324.51960544217695	Fitness standard deviation:	43.608935481113484	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21936	Best fitness:	95.75646258503401	Average fitness:	319.9770340136054	Fitness standard deviation:	44.082353372490715	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21952	Best fitness:	95.75646258503401	Average fitness:	328.7630340136054	Fitness standard deviation:	51.765590786442196	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21968	Best fitness:	95.75646258503401	Average fitness:	331.79474829931974	Fitness standard deviation:	50.45978139355852	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	21984	Best fitness:	95.75646258503401	Average fitness:	326.9801768707484	Fitness standard deviation:	53.72157914845841	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	22000	Best fitness:	95.75646258503401	Average fitness:	326.2584625850341	Fitness standard deviation:	46.00941097254796	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	22016	Best fitness:	95.75646258503401	Average fitness:	318.6898911564626	Fitness standard deviation:	51.25580266682406	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	22032	Best fitness:	95.75646258503401	Average fitness:	331.9190340136054	Fitness standard deviation:	49.817433338221704	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	22048	Best fitness:	95.75646258503401	Average fitness:	333.0098911564626	Fitness standard deviation:	48.466228200675985	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	22064	Best fitness:	95.75646258503401	Average fitness:	324.3473197278911	Fitness standard deviation:	46.92573983716513	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	22080	Best fitness:	95.75646258503401	Average fitness:	329.6587482993197	Fitness standard deviation:	50.65213595109453	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
