Generation:	16	Best fitness:	195.29931972789115	Average fitness:	339.79017687074827	Fitness standard deviation:	34.187813768735104	Best genome:	N9	A16	E5	A10	E3	A8	A17	E4	N3	N5	N7	A13	A9	A7	A14	A6	N6	A11	N12	A15	A12	
Generation:	23840	Best fitness:	104.75646258503401	Average fitness:	340.3458911564628	Fitness standard deviation:	43.43434005954463	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	23856	Best fitness:	104.75646258503401	Average fitness:	340.4796054421771	Fitness standard deviation:	41.95196518371351	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	23872	Best fitness:	104.75646258503401	Average fitness:	337.9320340136055	Fitness standard deviation:	41.07021487871317	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	23888	Best fitness:	104.75646258503401	Average fitness:	338.4590340136055	Fitness standard deviation:	38.98632373391616	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	23904	Best fitness:	104.75646258503401	Average fitness:	334.9600340136056	Fitness standard deviation:	39.255012100367516	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	23920	Best fitness:	104.75646258503401	Average fitness:	341.0074625850343	Fitness standard deviation:	36.575868020444574	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	23936	Best fitness:	104.75646258503401	Average fitness:	340.53474829931986	Fitness standard deviation:	41.94836770339929	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	23952	Best fitness:	104.75646258503401	Average fitness:	338.84174829931993	Fitness standard deviation:	39.38946896217883	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	23968	Best fitness:	104.75646258503401	Average fitness:	334.84974829931974	Fitness standard deviation:	41.17807019667689	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	23984	Best fitness:	104.75646258503401	Average fitness:	337.8247482993201	Fitness standard deviation:	40.38527331003878	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24000	Best fitness:	104.75646258503401	Average fitness:	341.15803401360563	Fitness standard deviation:	40.81873881377203	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24016	Best fitness:	104.75646258503401	Average fitness:	342.5671768707486	Fitness standard deviation:	39.58765788263626	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24032	Best fitness:	104.75646258503401	Average fitness:	341.62489115646275	Fitness standard deviation:	37.92031891899602	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24048	Best fitness:	104.75646258503401	Average fitness:	338.64860544217714	Fitness standard deviation:	39.36130768085506	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24064	Best fitness:	104.75646258503401	Average fitness:	341.9103197278915	Fitness standard deviation:	43.09954975639632	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24080	Best fitness:	104.75646258503401	Average fitness:	338.7893197278915	Fitness standard deviation:	42.29750972068483	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24096	Best fitness:	104.75646258503401	Average fitness:	337.2841768707483	Fitness standard deviation:	39.97214661971202	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24112	Best fitness:	104.75646258503401	Average fitness:	338.3164625850343	Fitness standard deviation:	37.943086165401745	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24128	Best fitness:	104.75646258503401	Average fitness:	346.0613197278913	Fitness standard deviation:	41.1344091634302	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24144	Best fitness:	104.75646258503401	Average fitness:	337.69474829932005	Fitness standard deviation:	38.39883304349288	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24160	Best fitness:	104.75646258503401	Average fitness:	338.3574625850342	Fitness standard deviation:	38.306005537310845	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24176	Best fitness:	104.75646258503401	Average fitness:	338.3137482993199	Fitness standard deviation:	39.55794850312021	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24192	Best fitness:	104.75646258503401	Average fitness:	339.7663197278914	Fitness standard deviation:	40.16789403242346	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24208	Best fitness:	104.75646258503401	Average fitness:	337.3280340136057	Fitness standard deviation:	41.53625055519183	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24224	Best fitness:	104.75646258503401	Average fitness:	340.34989115646283	Fitness standard deviation:	38.905625080941384	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24240	Best fitness:	104.75646258503401	Average fitness:	340.6440340136056	Fitness standard deviation:	40.593474199327034	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24256	Best fitness:	104.75646258503401	Average fitness:	340.92531972789146	Fitness standard deviation:	42.33263354405807	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24272	Best fitness:	104.75646258503401	Average fitness:	338.05289115646286	Fitness standard deviation:	41.202501354373425	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24288	Best fitness:	104.75646258503401	Average fitness:	338.28117687074825	Fitness standard deviation:	39.21226371862221	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24304	Best fitness:	104.75646258503401	Average fitness:	341.47631972789145	Fitness standard deviation:	43.30749576421323	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24320	Best fitness:	104.75646258503401	Average fitness:	335.3386054421771	Fitness standard deviation:	38.55186778476339	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24336	Best fitness:	104.75646258503401	Average fitness:	338.3934625850341	Fitness standard deviation:	36.743298686249425	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24352	Best fitness:	104.75646258503401	Average fitness:	338.68703401360574	Fitness standard deviation:	41.46122402969811	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24368	Best fitness:	104.75646258503401	Average fitness:	341.62074829931987	Fitness standard deviation:	36.9718036799253	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24384	Best fitness:	104.75646258503401	Average fitness:	340.0606054421769	Fitness standard deviation:	41.87109975963891	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24400	Best fitness:	104.75646258503401	Average fitness:	340.7137482993201	Fitness standard deviation:	42.182869914993994	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24416	Best fitness:	104.75646258503401	Average fitness:	337.49289115646263	Fitness standard deviation:	39.333759860912345	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24432	Best fitness:	104.75646258503401	Average fitness:	336.7648911564627	Fitness standard deviation:	38.6931633256168	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24448	Best fitness:	104.75646258503401	Average fitness:	334.6901768707484	Fitness standard deviation:	43.23588869805042	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24464	Best fitness:	104.75646258503401	Average fitness:	341.2531768707485	Fitness standard deviation:	41.474382029323664	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24480	Best fitness:	104.75646258503401	Average fitness:	338.45546258503424	Fitness standard deviation:	40.01761529244187	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24496	Best fitness:	104.75646258503401	Average fitness:	340.1564625850341	Fitness standard deviation:	40.57922933054822	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24512	Best fitness:	104.75646258503401	Average fitness:	340.74260544217725	Fitness standard deviation:	42.705044769862006	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24528	Best fitness:	104.75646258503401	Average fitness:	341.1816054421769	Fitness standard deviation:	38.563711562418206	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24544	Best fitness:	104.75646258503401	Average fitness:	343.203605442177	Fitness standard deviation:	41.9925357555801	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24560	Best fitness:	104.75646258503401	Average fitness:	341.2721768707488	Fitness standard deviation:	35.73846732777967	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24576	Best fitness:	104.75646258503401	Average fitness:	337.9254625850341	Fitness standard deviation:	37.04555626522566	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24592	Best fitness:	104.75646258503401	Average fitness:	339.3681768707484	Fitness standard deviation:	41.69818477818811	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24608	Best fitness:	104.75646258503401	Average fitness:	343.02917687074824	Fitness standard deviation:	37.915040448672734	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24624	Best fitness:	104.75646258503401	Average fitness:	341.92689115646283	Fitness standard deviation:	38.60193295123223	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24640	Best fitness:	104.75646258503401	Average fitness:	342.4080340136056	Fitness standard deviation:	40.77256667722771	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24656	Best fitness:	104.75646258503401	Average fitness:	342.6968911564628	Fitness standard deviation:	39.123959961660745	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24672	Best fitness:	104.75646258503401	Average fitness:	339.3900340136057	Fitness standard deviation:	39.89526609301727	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24688	Best fitness:	104.75646258503401	Average fitness:	338.5661768707484	Fitness standard deviation:	38.78015276516837	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24704	Best fitness:	104.75646258503401	Average fitness:	343.94531972789116	Fitness standard deviation:	38.121022620499744	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24720	Best fitness:	104.75646258503401	Average fitness:	336.39631972789107	Fitness standard deviation:	41.86615601618362	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24736	Best fitness:	104.75646258503401	Average fitness:	339.6438911564627	Fitness standard deviation:	40.59662242309408	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24752	Best fitness:	104.75646258503401	Average fitness:	339.7708911564629	Fitness standard deviation:	39.694502780611835	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24768	Best fitness:	104.75646258503401	Average fitness:	341.9297482993198	Fitness standard deviation:	39.35822825337667	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24784	Best fitness:	104.75646258503401	Average fitness:	341.94503401360555	Fitness standard deviation:	41.23910171432061	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24800	Best fitness:	104.75646258503401	Average fitness:	340.1186054421768	Fitness standard deviation:	42.68009572292884	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24816	Best fitness:	104.75646258503401	Average fitness:	337.57474829932005	Fitness standard deviation:	38.39402313604852	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24832	Best fitness:	104.75646258503401	Average fitness:	339.52117687074826	Fitness standard deviation:	44.1287972040194	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24848	Best fitness:	104.75646258503401	Average fitness:	346.5628911564628	Fitness standard deviation:	38.02221224468129	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24864	Best fitness:	104.75646258503401	Average fitness:	335.742605442177	Fitness standard deviation:	39.108086952987726	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24880	Best fitness:	104.75646258503401	Average fitness:	336.7644625850342	Fitness standard deviation:	41.05199969376818	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24896	Best fitness:	104.75646258503401	Average fitness:	336.6390340136057	Fitness standard deviation:	41.849927100124255	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24912	Best fitness:	104.75646258503401	Average fitness:	334.9160340136057	Fitness standard deviation:	41.388193651014504	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24928	Best fitness:	104.75646258503401	Average fitness:	339.3638911564626	Fitness standard deviation:	41.85259548579943	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24944	Best fitness:	104.75646258503401	Average fitness:	338.4626054421771	Fitness standard deviation:	41.89826749888549	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24960	Best fitness:	104.75646258503401	Average fitness:	341.38046258503397	Fitness standard deviation:	38.57188417085423	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24976	Best fitness:	104.75646258503401	Average fitness:	339.4707482993199	Fitness standard deviation:	41.24756883373708	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	24992	Best fitness:	104.75646258503401	Average fitness:	340.33317687074856	Fitness standard deviation:	38.673878657675026	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25008	Best fitness:	104.75646258503401	Average fitness:	337.94617687074845	Fitness standard deviation:	37.50963599081262	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25024	Best fitness:	104.75646258503401	Average fitness:	337.23603401360555	Fitness standard deviation:	37.69975064904276	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25040	Best fitness:	104.75646258503401	Average fitness:	338.2494625850341	Fitness standard deviation:	37.80868704816556	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25056	Best fitness:	104.75646258503401	Average fitness:	340.18160544217704	Fitness standard deviation:	37.841418465884765	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25072	Best fitness:	104.75646258503401	Average fitness:	340.63660544217674	Fitness standard deviation:	41.74759254430006	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25088	Best fitness:	104.75646258503401	Average fitness:	343.5467482993198	Fitness standard deviation:	42.07055962624347	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25104	Best fitness:	104.75646258503401	Average fitness:	341.5871768707485	Fitness standard deviation:	40.941352672737494	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25120	Best fitness:	104.75646258503401	Average fitness:	339.7957482993198	Fitness standard deviation:	40.93081244799645	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25136	Best fitness:	104.75646258503401	Average fitness:	333.6503197278912	Fitness standard deviation:	43.692730855512394	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25152	Best fitness:	104.75646258503401	Average fitness:	340.2723197278914	Fitness standard deviation:	37.078237656807445	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25168	Best fitness:	104.75646258503401	Average fitness:	338.62403401360564	Fitness standard deviation:	40.42119227734938	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25184	Best fitness:	104.75646258503401	Average fitness:	341.52246258503425	Fitness standard deviation:	39.83972004143092	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25200	Best fitness:	104.75646258503401	Average fitness:	340.3403197278913	Fitness standard deviation:	42.124440583943716	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25216	Best fitness:	104.75646258503401	Average fitness:	337.7134625850342	Fitness standard deviation:	43.74027294760074	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25232	Best fitness:	104.75646258503401	Average fitness:	342.983605442177	Fitness standard deviation:	43.37026732399862	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25248	Best fitness:	104.75646258503401	Average fitness:	335.3613197278913	Fitness standard deviation:	42.80252129804257	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25264	Best fitness:	104.75646258503401	Average fitness:	335.14289115646267	Fitness standard deviation:	41.56474928546141	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25280	Best fitness:	104.75646258503401	Average fitness:	342.6018911564629	Fitness standard deviation:	38.614148320668825	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25296	Best fitness:	104.75646258503401	Average fitness:	339.60046258503417	Fitness standard deviation:	40.762967070714595	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25312	Best fitness:	104.75646258503401	Average fitness:	334.2867482993198	Fitness standard deviation:	38.51976483281682	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25328	Best fitness:	104.75646258503401	Average fitness:	344.3398911564629	Fitness standard deviation:	35.4483246039145	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25344	Best fitness:	104.75646258503401	Average fitness:	336.40089115646265	Fitness standard deviation:	39.918499490990946	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25360	Best fitness:	104.75646258503401	Average fitness:	341.06131972789126	Fitness standard deviation:	43.786570405053816	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25376	Best fitness:	104.75646258503401	Average fitness:	339.3211768707487	Fitness standard deviation:	42.480848215665944	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25392	Best fitness:	104.75646258503401	Average fitness:	341.2513197278913	Fitness standard deviation:	39.72604242836692	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25408	Best fitness:	104.75646258503401	Average fitness:	335.27974829932003	Fitness standard deviation:	42.24089473943177	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25424	Best fitness:	104.75646258503401	Average fitness:	338.15446258503425	Fitness standard deviation:	39.936382012456974	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25440	Best fitness:	104.75646258503401	Average fitness:	339.3494625850342	Fitness standard deviation:	40.74899968698367	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25456	Best fitness:	104.75646258503401	Average fitness:	345.8507482993198	Fitness standard deviation:	37.030280273620086	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25472	Best fitness:	104.75646258503401	Average fitness:	338.73303401360573	Fitness standard deviation:	39.871316554073076	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25488	Best fitness:	104.75646258503401	Average fitness:	342.69460544217725	Fitness standard deviation:	40.52093787595419	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25504	Best fitness:	104.75646258503401	Average fitness:	342.1587482993198	Fitness standard deviation:	39.28280917674201	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25520	Best fitness:	104.75646258503401	Average fitness:	339.02217687074847	Fitness standard deviation:	40.87636600725637	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25536	Best fitness:	104.75646258503401	Average fitness:	342.32903401360556	Fitness standard deviation:	41.808954107844365	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25552	Best fitness:	104.75646258503401	Average fitness:	340.3077482993201	Fitness standard deviation:	41.18402224337562	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
Generation:	25568	Best fitness:	104.75646258503401	Average fitness:	341.93989115646275	Fitness standard deviation:	44.55440942103422	Best genome:	A9	N3	E4	A7	A14	A17	N7	A6	A12	N5	A11	N12	E3	N6	A10	A15	N9	A13	A16	E5	A8	
