Generation:	16	Best fitness:	246.35646258503402	Average fitness:	295.85931972789115	Fitness standard deviation:	28.954382700223817	Best genome:	A7	A16	N9	A9	N5	A11	N7	A6	N12	A14	A12	E4	E5	A10	N6	A15	A17	N3	A13	E3	A8	
Generation:	5664	Best fitness:	95.75646258503401	Average fitness:	191.7650340136055	Fitness standard deviation:	55.236772800261924	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5680	Best fitness:	95.75646258503401	Average fitness:	190.35646258503402	Fitness standard deviation:	42.65462053589534	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5696	Best fitness:	95.75646258503401	Average fitness:	169.96503401360545	Fitness standard deviation:	47.83715582631372	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5712	Best fitness:	95.75646258503401	Average fitness:	179.83646258503404	Fitness standard deviation:	38.544760728169486	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5728	Best fitness:	95.75646258503401	Average fitness:	181.01360544217687	Fitness standard deviation:	48.11581775640259	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5744	Best fitness:	95.75646258503401	Average fitness:	168.93931972789116	Fitness standard deviation:	54.96420980223105	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5760	Best fitness:	95.75646258503401	Average fitness:	156.19931972789115	Fitness standard deviation:	39.93367409255768	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5776	Best fitness:	95.75646258503401	Average fitness:	185.7478911564626	Fitness standard deviation:	44.94166023290412	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5792	Best fitness:	95.75646258503401	Average fitness:	178.18503401360542	Fitness standard deviation:	48.559746494311895	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5808	Best fitness:	95.75646258503401	Average fitness:	169.44217687074834	Fitness standard deviation:	57.78759559007134	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5824	Best fitness:	95.75646258503401	Average fitness:	187.8250340136055	Fitness standard deviation:	48.05870933407536	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5840	Best fitness:	95.75646258503401	Average fitness:	166.78217687074832	Fitness standard deviation:	47.8240934070274	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5856	Best fitness:	95.75646258503401	Average fitness:	195.9450340136055	Fitness standard deviation:	40.445860412281945	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5872	Best fitness:	95.75646258503401	Average fitness:	152.95360544217687	Fitness standard deviation:	25.47503764191807	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5888	Best fitness:	95.75646258503401	Average fitness:	163.98503401360546	Fitness standard deviation:	46.43180120634246	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5904	Best fitness:	95.75646258503401	Average fitness:	191.4450340136055	Fitness standard deviation:	47.74358629861252	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5920	Best fitness:	95.75646258503401	Average fitness:	179.01074829931972	Fitness standard deviation:	65.12613876947111	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5936	Best fitness:	95.75646258503401	Average fitness:	192.7678911564626	Fitness standard deviation:	58.74938429551446	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5952	Best fitness:	95.75646258503401	Average fitness:	156.71646258503404	Fitness standard deviation:	53.98536037384466	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5968	Best fitness:	95.75646258503401	Average fitness:	171.07646258503402	Fitness standard deviation:	44.026084661394144	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	5984	Best fitness:	95.75646258503401	Average fitness:	187.14789115646258	Fitness standard deviation:	42.511376724594655	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6000	Best fitness:	95.75646258503401	Average fitness:	196.17646258503405	Fitness standard deviation:	53.30296013528398	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6016	Best fitness:	95.75646258503401	Average fitness:	186.19931972789115	Fitness standard deviation:	60.41357632255876	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6032	Best fitness:	95.75646258503401	Average fitness:	191.91074829931972	Fitness standard deviation:	41.67014925309855	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6048	Best fitness:	95.75646258503401	Average fitness:	171.31074829931973	Fitness standard deviation:	55.75367428177597	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6064	Best fitness:	95.75646258503401	Average fitness:	163.92503401360545	Fitness standard deviation:	41.09404535045565	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6080	Best fitness:	95.75646258503401	Average fitness:	215.1507482993198	Fitness standard deviation:	60.481928216751875	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6096	Best fitness:	95.75646258503401	Average fitness:	190.67646258503402	Fitness standard deviation:	38.63417922101662	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6112	Best fitness:	95.75646258503401	Average fitness:	182.7021768707483	Fitness standard deviation:	53.49067200771304	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6128	Best fitness:	95.75646258503401	Average fitness:	181.49360544217691	Fitness standard deviation:	49.30728438960669	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6144	Best fitness:	95.75646258503401	Average fitness:	183.3021768707483	Fitness standard deviation:	50.87311378441906	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6160	Best fitness:	95.75646258503401	Average fitness:	187.33074829931974	Fitness standard deviation:	61.89442551800672	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6176	Best fitness:	95.75646258503401	Average fitness:	170.8793197278912	Fitness standard deviation:	49.83869826648725	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6192	Best fitness:	95.75646258503401	Average fitness:	186.37074829931976	Fitness standard deviation:	44.30470975102364	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6208	Best fitness:	95.75646258503401	Average fitness:	197.4421768707483	Fitness standard deviation:	63.13774769243412	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6224	Best fitness:	95.75646258503401	Average fitness:	157.4793197278912	Fitness standard deviation:	29.743535191941888	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6240	Best fitness:	95.75646258503401	Average fitness:	155.9793197278912	Fitness standard deviation:	46.69386325103248	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6256	Best fitness:	95.75646258503401	Average fitness:	171.04217687074834	Fitness standard deviation:	31.434978567688262	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6272	Best fitness:	95.75646258503401	Average fitness:	158.4136054421769	Fitness standard deviation:	52.22562511226981	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6288	Best fitness:	95.75646258503401	Average fitness:	186.276462585034	Fitness standard deviation:	53.331639803044055	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6304	Best fitness:	95.75646258503401	Average fitness:	192.59931972789119	Fitness standard deviation:	48.969508630475396	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6320	Best fitness:	95.75646258503401	Average fitness:	185.0278911564626	Fitness standard deviation:	50.33692724926661	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6336	Best fitness:	95.75646258503401	Average fitness:	141.13074829931975	Fitness standard deviation:	41.87279756011298	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6352	Best fitness:	95.75646258503401	Average fitness:	194.07360544217687	Fitness standard deviation:	45.095415306133425	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6368	Best fitness:	95.75646258503401	Average fitness:	187.436462585034	Fitness standard deviation:	47.85542308210583	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6384	Best fitness:	95.75646258503401	Average fitness:	175.8250340136055	Fitness standard deviation:	49.96392363802228	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6400	Best fitness:	95.75646258503401	Average fitness:	186.67074829931974	Fitness standard deviation:	59.03274082910193	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6416	Best fitness:	95.75646258503401	Average fitness:	168.85931972789115	Fitness standard deviation:	49.79690376408754	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6432	Best fitness:	95.75646258503401	Average fitness:	203.7936054421769	Fitness standard deviation:	61.62716873693463	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6448	Best fitness:	95.75646258503401	Average fitness:	197.75931972789115	Fitness standard deviation:	48.32359367971766	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6464	Best fitness:	95.75646258503401	Average fitness:	193.00503401360547	Fitness standard deviation:	53.06805649737103	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6480	Best fitness:	95.75646258503401	Average fitness:	167.15646258503403	Fitness standard deviation:	35.338484543000966	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6496	Best fitness:	95.75646258503401	Average fitness:	197.27931972789116	Fitness standard deviation:	65.13911774981673	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6512	Best fitness:	95.75646258503401	Average fitness:	189.67931972789117	Fitness standard deviation:	50.115965194206716	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6528	Best fitness:	95.75646258503401	Average fitness:	188.816462585034	Fitness standard deviation:	45.09504239913287	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6544	Best fitness:	95.75646258503401	Average fitness:	189.75931972789118	Fitness standard deviation:	46.0085891714908	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6560	Best fitness:	95.75646258503401	Average fitness:	142.1736054421769	Fitness standard deviation:	24.327259254941623	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6576	Best fitness:	95.75646258503401	Average fitness:	202.25931972789118	Fitness standard deviation:	60.278671491122736	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6592	Best fitness:	95.75646258503401	Average fitness:	197.53074829931978	Fitness standard deviation:	58.90417184906761	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6608	Best fitness:	95.75646258503401	Average fitness:	127.24217687074831	Fitness standard deviation:	34.81662281855889	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6624	Best fitness:	95.75646258503401	Average fitness:	184.9936054421769	Fitness standard deviation:	39.03550461321287	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6640	Best fitness:	95.75646258503401	Average fitness:	157.34217687074835	Fitness standard deviation:	61.90152713160225	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6656	Best fitness:	95.75646258503401	Average fitness:	194.27074829931976	Fitness standard deviation:	51.98628547560424	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6672	Best fitness:	95.75646258503401	Average fitness:	159.11646258503401	Fitness standard deviation:	40.967099193456825	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6688	Best fitness:	95.75646258503401	Average fitness:	167.58503401360545	Fitness standard deviation:	41.17169227634394	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6704	Best fitness:	95.75646258503401	Average fitness:	213.16217687074828	Fitness standard deviation:	49.59294189412729	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6720	Best fitness:	95.75646258503401	Average fitness:	196.556462585034	Fitness standard deviation:	48.39186472361415	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6736	Best fitness:	95.75646258503401	Average fitness:	180.136462585034	Fitness standard deviation:	49.33710620800121	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6752	Best fitness:	95.75646258503401	Average fitness:	163.62503401360544	Fitness standard deviation:	33.52896085962896	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6768	Best fitness:	95.75646258503401	Average fitness:	194.11360544217692	Fitness standard deviation:	49.01234871469243	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6784	Best fitness:	95.75646258503401	Average fitness:	184.0878911564626	Fitness standard deviation:	50.766199907627765	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6800	Best fitness:	95.75646258503401	Average fitness:	195.77931972789116	Fitness standard deviation:	60.929129523486516	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6816	Best fitness:	95.75646258503401	Average fitness:	185.70217687074833	Fitness standard deviation:	63.954051681895905	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6832	Best fitness:	95.75646258503401	Average fitness:	182.27074829931976	Fitness standard deviation:	47.82464909672093	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6848	Best fitness:	95.75646258503401	Average fitness:	197.92789115646264	Fitness standard deviation:	72.7151119795884	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6864	Best fitness:	95.75646258503401	Average fitness:	146.82503401360546	Fitness standard deviation:	30.897172976814296	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6880	Best fitness:	95.75646258503401	Average fitness:	194.87360544217685	Fitness standard deviation:	56.602001046332106	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6896	Best fitness:	95.75646258503401	Average fitness:	168.6707482993197	Fitness standard deviation:	38.906894620100324	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6912	Best fitness:	95.75646258503401	Average fitness:	163.01931972789114	Fitness standard deviation:	52.77278797846867	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6928	Best fitness:	95.75646258503401	Average fitness:	193.15931972789116	Fitness standard deviation:	61.47191620270718	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6944	Best fitness:	95.75646258503401	Average fitness:	168.86503401360548	Fitness standard deviation:	42.62480220793178	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6960	Best fitness:	95.75646258503401	Average fitness:	167.63646258503402	Fitness standard deviation:	47.18887762416661	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6976	Best fitness:	95.75646258503401	Average fitness:	187.81074829931976	Fitness standard deviation:	61.75879406933039	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	6992	Best fitness:	95.75646258503401	Average fitness:	185.06217687074832	Fitness standard deviation:	50.373776867715286	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7008	Best fitness:	95.75646258503401	Average fitness:	173.9993197278912	Fitness standard deviation:	43.836176002596446	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7024	Best fitness:	95.75646258503401	Average fitness:	179.27360544217686	Fitness standard deviation:	45.98380273841773	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7040	Best fitness:	95.75646258503401	Average fitness:	162.55074829931974	Fitness standard deviation:	47.98073729133816	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7056	Best fitness:	95.75646258503401	Average fitness:	207.98503401360546	Fitness standard deviation:	59.235529878612546	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7072	Best fitness:	95.75646258503401	Average fitness:	184.93931972789116	Fitness standard deviation:	43.81928976035601	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7088	Best fitness:	95.75646258503401	Average fitness:	182.20503401360548	Fitness standard deviation:	46.83694172556617	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7104	Best fitness:	95.75646258503401	Average fitness:	153.75646258503403	Fitness standard deviation:	55.72813454254356	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7120	Best fitness:	95.75646258503401	Average fitness:	140.00789115646256	Fitness standard deviation:	32.00729202630461	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7136	Best fitness:	95.75646258503401	Average fitness:	183.03074829931975	Fitness standard deviation:	34.3778362392079	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7152	Best fitness:	95.75646258503401	Average fitness:	189.5336054421769	Fitness standard deviation:	51.73615291425665	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7168	Best fitness:	95.75646258503401	Average fitness:	170.71360544217686	Fitness standard deviation:	54.843812740530424	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7184	Best fitness:	95.75646258503401	Average fitness:	172.85931972789118	Fitness standard deviation:	52.65084405393552	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7200	Best fitness:	95.75646258503401	Average fitness:	171.67931972789114	Fitness standard deviation:	47.408983993176925	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7216	Best fitness:	95.75646258503401	Average fitness:	155.07931972789117	Fitness standard deviation:	53.581768221236274	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7232	Best fitness:	95.75646258503401	Average fitness:	218.3336054421769	Fitness standard deviation:	69.30762281013422	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7248	Best fitness:	95.75646258503401	Average fitness:	228.37360544217685	Fitness standard deviation:	50.20096624812014	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7264	Best fitness:	95.75646258503401	Average fitness:	172.6821768707483	Fitness standard deviation:	45.29709852401009	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7280	Best fitness:	95.75646258503401	Average fitness:	179.2421768707483	Fitness standard deviation:	48.96428352610186	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7296	Best fitness:	95.75646258503401	Average fitness:	185.98503401360546	Fitness standard deviation:	52.85866715948815	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7312	Best fitness:	95.75646258503401	Average fitness:	173.5336054421769	Fitness standard deviation:	34.000494114056636	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7328	Best fitness:	95.75646258503401	Average fitness:	173.66503401360546	Fitness standard deviation:	42.13000636998164	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7344	Best fitness:	95.75646258503401	Average fitness:	183.91646258503403	Fitness standard deviation:	64.47021549300331	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7360	Best fitness:	95.75646258503401	Average fitness:	178.43931972789116	Fitness standard deviation:	61.548106222627496	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7376	Best fitness:	95.75646258503401	Average fitness:	195.1021768707483	Fitness standard deviation:	48.22396804367669	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	7392	Best fitness:	95.75646258503401	Average fitness:	167.35931972789118	Fitness standard deviation:	42.539221661800966	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
