Generation:	16	Best fitness:	231.29931972789115	Average fitness:	336.3650340136054	Fitness standard deviation:	34.31754629447551	Best genome:	N9	A16	A9	N5	E3	A15	A14	E4	A7	A11	N12	N6	A8	E5	A13	N7	A6	A12	N3	A10	A17	
Generation:	9360	Best fitness:	105.87074829931973	Average fitness:	306.93589115646273	Fitness standard deviation:	51.707016707757624	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9376	Best fitness:	105.87074829931973	Average fitness:	312.1050340136055	Fitness standard deviation:	55.485764013513105	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9392	Best fitness:	105.87074829931973	Average fitness:	314.564462585034	Fitness standard deviation:	52.842827108476385	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9408	Best fitness:	105.87074829931973	Average fitness:	325.4901768707483	Fitness standard deviation:	47.101295078169734	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9424	Best fitness:	105.87074829931973	Average fitness:	312.148462585034	Fitness standard deviation:	56.744791807041544	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9440	Best fitness:	105.87074829931973	Average fitness:	312.5558911564626	Fitness standard deviation:	59.10371085141916	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9456	Best fitness:	105.87074829931973	Average fitness:	320.1644625850339	Fitness standard deviation:	58.25965244787287	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9472	Best fitness:	105.87074829931973	Average fitness:	310.612462585034	Fitness standard deviation:	64.96772773980531	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9488	Best fitness:	105.87074829931973	Average fitness:	315.3353197278912	Fitness standard deviation:	55.534256185911495	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9504	Best fitness:	105.87074829931973	Average fitness:	316.29131972789116	Fitness standard deviation:	57.06513515523918	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9520	Best fitness:	105.87074829931973	Average fitness:	321.0358911564626	Fitness standard deviation:	53.569859417780975	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9536	Best fitness:	105.87074829931973	Average fitness:	330.51246258503403	Fitness standard deviation:	53.491440844230745	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9552	Best fitness:	105.87074829931973	Average fitness:	325.8021768707483	Fitness standard deviation:	56.49394144869132	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9568	Best fitness:	105.87074829931973	Average fitness:	307.1284625850339	Fitness standard deviation:	55.48226515394125	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9584	Best fitness:	105.87074829931973	Average fitness:	318.64446258503403	Fitness standard deviation:	57.01870565678872	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9600	Best fitness:	105.87074829931973	Average fitness:	313.19417687074827	Fitness standard deviation:	58.781859881276645	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9616	Best fitness:	105.87074829931973	Average fitness:	321.2816054421769	Fitness standard deviation:	51.95163304459254	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9632	Best fitness:	105.87074829931973	Average fitness:	305.7438911564625	Fitness standard deviation:	55.55327332077797	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9648	Best fitness:	105.87074829931973	Average fitness:	324.3833197278911	Fitness standard deviation:	52.51239710889657	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9664	Best fitness:	105.87074829931973	Average fitness:	319.9164625850341	Fitness standard deviation:	54.86976699979912	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9680	Best fitness:	105.87074829931973	Average fitness:	325.97189115646256	Fitness standard deviation:	48.96343999186265	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9696	Best fitness:	105.87074829931973	Average fitness:	313.05931972789114	Fitness standard deviation:	62.77032315822307	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9712	Best fitness:	105.87074829931973	Average fitness:	315.4050340136054	Fitness standard deviation:	54.95925503757957	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9728	Best fitness:	105.87074829931973	Average fitness:	311.6450340136055	Fitness standard deviation:	55.71828916019205	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9744	Best fitness:	105.87074829931973	Average fitness:	310.1661768707483	Fitness standard deviation:	56.83838300993153	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9760	Best fitness:	105.87074829931973	Average fitness:	316.1187482993198	Fitness standard deviation:	50.43171675824326	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9776	Best fitness:	105.87074829931973	Average fitness:	320.0170340136054	Fitness standard deviation:	62.645351151525674	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9792	Best fitness:	105.87074829931973	Average fitness:	312.16674829931964	Fitness standard deviation:	61.30411279208346	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9808	Best fitness:	105.87074829931973	Average fitness:	327.6250340136055	Fitness standard deviation:	56.15154858205841	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9824	Best fitness:	105.87074829931973	Average fitness:	313.14789115646255	Fitness standard deviation:	68.19194165091979	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9840	Best fitness:	105.87074829931973	Average fitness:	317.05589115646256	Fitness standard deviation:	56.45079583755996	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9856	Best fitness:	105.87074829931973	Average fitness:	318.2210340136054	Fitness standard deviation:	55.3374263313681	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9872	Best fitness:	105.87074829931973	Average fitness:	315.83131972789124	Fitness standard deviation:	52.897242515994336	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9888	Best fitness:	105.87074829931973	Average fitness:	318.34674829931976	Fitness standard deviation:	52.280952354581686	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9904	Best fitness:	105.87074829931973	Average fitness:	317.56960544217685	Fitness standard deviation:	46.63017756687581	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9920	Best fitness:	105.87074829931973	Average fitness:	314.5273197278911	Fitness standard deviation:	49.60796594688957	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9936	Best fitness:	105.87074829931973	Average fitness:	317.3170340136054	Fitness standard deviation:	52.53512780560279	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9952	Best fitness:	105.87074829931973	Average fitness:	314.7410340136055	Fitness standard deviation:	49.20233450907443	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9968	Best fitness:	105.87074829931973	Average fitness:	306.64274829931975	Fitness standard deviation:	50.56322209120873	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	9984	Best fitness:	105.87074829931973	Average fitness:	315.7381768707484	Fitness standard deviation:	54.17911300529767	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10000	Best fitness:	105.87074829931973	Average fitness:	312.97817687074826	Fitness standard deviation:	57.40315672468879	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10016	Best fitness:	105.87074829931973	Average fitness:	311.49989115646264	Fitness standard deviation:	48.71139077782736	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10032	Best fitness:	105.87074829931973	Average fitness:	325.7501768707484	Fitness standard deviation:	51.911003053695815	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10048	Best fitness:	105.87074829931973	Average fitness:	323.14160544217685	Fitness standard deviation:	49.300774590098214	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10064	Best fitness:	105.87074829931973	Average fitness:	317.04103401360555	Fitness standard deviation:	54.0250868287793	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10080	Best fitness:	105.87074829931973	Average fitness:	310.5856054421769	Fitness standard deviation:	64.00530857830529	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10096	Best fitness:	105.87074829931973	Average fitness:	320.45417687074826	Fitness standard deviation:	59.64915767303039	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10112	Best fitness:	105.87074829931973	Average fitness:	319.6433197278912	Fitness standard deviation:	62.74732978073446	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10128	Best fitness:	105.87074829931973	Average fitness:	308.1336054421769	Fitness standard deviation:	55.50725608018307	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10144	Best fitness:	105.87074829931973	Average fitness:	309.8136054421769	Fitness standard deviation:	60.20346535554516	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10160	Best fitness:	105.87074829931973	Average fitness:	318.69417687074827	Fitness standard deviation:	56.07139113811307	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10176	Best fitness:	105.87074829931973	Average fitness:	310.60903401360537	Fitness standard deviation:	52.14787212204485	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10192	Best fitness:	105.87074829931973	Average fitness:	316.70274829931975	Fitness standard deviation:	53.87562173020676	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10208	Best fitness:	105.87074829931973	Average fitness:	315.2644625850339	Fitness standard deviation:	56.25881657236001	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10224	Best fitness:	105.87074829931973	Average fitness:	319.68503401360545	Fitness standard deviation:	56.01727903977851	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10240	Best fitness:	105.87074829931973	Average fitness:	314.57646258503394	Fitness standard deviation:	57.33254523267864	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10256	Best fitness:	105.87074829931973	Average fitness:	302.17646258503396	Fitness standard deviation:	52.74072035603486	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10272	Best fitness:	105.87074829931973	Average fitness:	312.2976054421768	Fitness standard deviation:	57.59604022953704	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10288	Best fitness:	105.87074829931973	Average fitness:	315.3736054421768	Fitness standard deviation:	55.960899177324634	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10304	Best fitness:	105.87074829931973	Average fitness:	314.27360544217686	Fitness standard deviation:	56.44076924221587	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10320	Best fitness:	105.87074829931973	Average fitness:	306.34446258503397	Fitness standard deviation:	58.503592239960724	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10336	Best fitness:	105.87074829931973	Average fitness:	312.008462585034	Fitness standard deviation:	49.75360241372335	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10352	Best fitness:	105.87074829931973	Average fitness:	318.94960544217685	Fitness standard deviation:	56.39207284282254	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10368	Best fitness:	105.87074829931973	Average fitness:	313.03989115646266	Fitness standard deviation:	50.19466362074757	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10384	Best fitness:	105.87074829931973	Average fitness:	314.7553197278912	Fitness standard deviation:	60.96282948064102	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10400	Best fitness:	105.87074829931973	Average fitness:	310.16503401360535	Fitness standard deviation:	52.53814419941351	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10416	Best fitness:	105.87074829931973	Average fitness:	323.2610340136055	Fitness standard deviation:	51.40447613639441	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10432	Best fitness:	105.87074829931973	Average fitness:	308.3033197278911	Fitness standard deviation:	49.467369417235275	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10448	Best fitness:	105.87074829931973	Average fitness:	320.07246258503403	Fitness standard deviation:	54.00472977321108	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10464	Best fitness:	105.87074829931973	Average fitness:	318.53646258503403	Fitness standard deviation:	54.997227165725064	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10480	Best fitness:	105.87074829931973	Average fitness:	319.06331972789116	Fitness standard deviation:	53.371409241354705	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10496	Best fitness:	105.87074829931973	Average fitness:	321.200462585034	Fitness standard deviation:	47.07373121096786	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10512	Best fitness:	105.87074829931973	Average fitness:	314.93760544217685	Fitness standard deviation:	53.81457798396116	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10528	Best fitness:	105.87074829931973	Average fitness:	313.8433197278911	Fitness standard deviation:	46.50791320335296	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10544	Best fitness:	105.87074829931973	Average fitness:	314.3410340136054	Fitness standard deviation:	62.45913660652581	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10560	Best fitness:	105.87074829931973	Average fitness:	317.1250340136055	Fitness standard deviation:	53.212081871910044	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10576	Best fitness:	105.87074829931973	Average fitness:	324.98160544217683	Fitness standard deviation:	53.946869596532714	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10592	Best fitness:	105.87074829931973	Average fitness:	313.8398911564626	Fitness standard deviation:	57.508724119715524	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10608	Best fitness:	105.87074829931973	Average fitness:	314.42503401360534	Fitness standard deviation:	48.41605974071337	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10624	Best fitness:	105.87074829931973	Average fitness:	318.8033197278912	Fitness standard deviation:	51.97460596899849	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10640	Best fitness:	105.87074829931973	Average fitness:	311.8347482993197	Fitness standard deviation:	58.09686571615388	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10656	Best fitness:	105.87074829931973	Average fitness:	307.51989115646256	Fitness standard deviation:	62.70309566032411	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10672	Best fitness:	105.87074829931973	Average fitness:	322.5473197278911	Fitness standard deviation:	56.78593917367867	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10688	Best fitness:	105.87074829931973	Average fitness:	318.39474829931976	Fitness standard deviation:	49.67324434332669	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10704	Best fitness:	105.87074829931973	Average fitness:	315.14731972789116	Fitness standard deviation:	48.911472696148934	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10720	Best fitness:	105.87074829931973	Average fitness:	318.48046258503405	Fitness standard deviation:	50.945970775771016	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10736	Best fitness:	105.87074829931973	Average fitness:	324.58274829931975	Fitness standard deviation:	46.91614154672838	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10752	Best fitness:	105.87074829931973	Average fitness:	317.1273197278911	Fitness standard deviation:	59.701198152951335	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10768	Best fitness:	105.87074829931973	Average fitness:	312.4461768707484	Fitness standard deviation:	54.34422681464548	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10784	Best fitness:	105.87074829931973	Average fitness:	320.68789115646257	Fitness standard deviation:	52.978796220559715	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10800	Best fitness:	105.87074829931973	Average fitness:	306.6336054421769	Fitness standard deviation:	55.13770849390808	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10816	Best fitness:	105.87074829931973	Average fitness:	305.7473197278911	Fitness standard deviation:	53.24067570064475	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10832	Best fitness:	105.87074829931973	Average fitness:	317.26446258503404	Fitness standard deviation:	47.10215014460485	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10848	Best fitness:	105.87074829931973	Average fitness:	315.7296054421769	Fitness standard deviation:	52.73018123795664	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10864	Best fitness:	105.87074829931973	Average fitness:	308.41417687074835	Fitness standard deviation:	58.23603863237812	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10880	Best fitness:	105.87074829931973	Average fitness:	324.1021768707483	Fitness standard deviation:	58.272910708570066	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10896	Best fitness:	105.87074829931973	Average fitness:	308.4221768707484	Fitness standard deviation:	56.072419718264555	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10912	Best fitness:	105.87074829931973	Average fitness:	319.7216054421769	Fitness standard deviation:	59.169769526303874	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10928	Best fitness:	105.87074829931973	Average fitness:	309.64903401360544	Fitness standard deviation:	63.42985881833796	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10944	Best fitness:	105.87074829931973	Average fitness:	311.0633197278911	Fitness standard deviation:	49.51740120773047	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10960	Best fitness:	105.87074829931973	Average fitness:	304.74217687074827	Fitness standard deviation:	51.0603533245967	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10976	Best fitness:	105.87074829931973	Average fitness:	319.1364625850341	Fitness standard deviation:	51.77365502938768	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	10992	Best fitness:	105.87074829931973	Average fitness:	318.5376054421769	Fitness standard deviation:	49.44237911520266	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11008	Best fitness:	105.87074829931973	Average fitness:	319.7770340136054	Fitness standard deviation:	49.934868612493005	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11024	Best fitness:	105.87074829931973	Average fitness:	312.8090340136056	Fitness standard deviation:	55.610856482290195	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11040	Best fitness:	105.87074829931973	Average fitness:	319.74560544217695	Fitness standard deviation:	53.791753222733966	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11056	Best fitness:	105.87074829931973	Average fitness:	309.67760544217685	Fitness standard deviation:	51.016057835364194	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11072	Best fitness:	105.87074829931973	Average fitness:	323.0707482993198	Fitness standard deviation:	62.04601373503509	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11088	Best fitness:	105.87074829931973	Average fitness:	318.80503401360556	Fitness standard deviation:	53.69292379174487	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
