Generation:	16	Best fitness:	229.52789115646257	Average fitness:	339.0758911564626	Fitness standard deviation:	37.00448012148292	Best genome:	A13	A15	A16	E4	N5	A11	E3	N3	N9	A9	A7	A14	A17	A12	A10	A8	N6	N7	E5	N12	A6	
Generation:	18480	Best fitness:	96.75646258503401	Average fitness:	321.61731972789124	Fitness standard deviation:	46.724453354813285	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18496	Best fitness:	96.75646258503401	Average fitness:	331.2198911564625	Fitness standard deviation:	47.13653837826569	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18512	Best fitness:	96.75646258503401	Average fitness:	334.49789115646263	Fitness standard deviation:	45.954194296814606	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18528	Best fitness:	96.75646258503401	Average fitness:	325.5353197278912	Fitness standard deviation:	52.15760192621855	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18544	Best fitness:	96.75646258503401	Average fitness:	331.3864625850341	Fitness standard deviation:	55.26412341415262	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18560	Best fitness:	96.75646258503401	Average fitness:	339.25417687074844	Fitness standard deviation:	44.11818601928975	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18576	Best fitness:	96.75646258503401	Average fitness:	324.285605442177	Fitness standard deviation:	51.920225539587484	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18592	Best fitness:	96.75646258503401	Average fitness:	326.6938911564627	Fitness standard deviation:	52.62726160848732	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18608	Best fitness:	96.75646258503401	Average fitness:	331.33960544217666	Fitness standard deviation:	42.881617791405255	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18624	Best fitness:	96.75646258503401	Average fitness:	325.3281768707483	Fitness standard deviation:	47.22392847197838	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18640	Best fitness:	96.75646258503401	Average fitness:	330.5307482993199	Fitness standard deviation:	50.37426027207927	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18656	Best fitness:	96.75646258503401	Average fitness:	325.6744625850341	Fitness standard deviation:	49.028185089220436	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18672	Best fitness:	96.75646258503401	Average fitness:	336.68960544217674	Fitness standard deviation:	45.61560155947364	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18688	Best fitness:	96.75646258503401	Average fitness:	332.79703401360536	Fitness standard deviation:	47.4391549602956	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18704	Best fitness:	96.75646258503401	Average fitness:	337.317319727891	Fitness standard deviation:	44.63190469626326	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18720	Best fitness:	96.75646258503401	Average fitness:	328.72017687074833	Fitness standard deviation:	51.37504291353291	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18736	Best fitness:	96.75646258503401	Average fitness:	327.09246258503396	Fitness standard deviation:	47.31382230966994	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18752	Best fitness:	96.75646258503401	Average fitness:	333.17389115646256	Fitness standard deviation:	41.172887432267906	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18768	Best fitness:	96.75646258503401	Average fitness:	333.8718911564626	Fitness standard deviation:	49.173624408511806	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18784	Best fitness:	96.75646258503401	Average fitness:	329.3387482993198	Fitness standard deviation:	47.51735868080212	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18800	Best fitness:	96.75646258503401	Average fitness:	325.42646258503396	Fitness standard deviation:	51.13610895224148	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18816	Best fitness:	96.75646258503401	Average fitness:	333.79274829931984	Fitness standard deviation:	42.5049678450673	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18832	Best fitness:	96.75646258503401	Average fitness:	334.9813197278912	Fitness standard deviation:	44.92091366126991	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18848	Best fitness:	96.75646258503401	Average fitness:	335.640462585034	Fitness standard deviation:	52.12098513016399	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18864	Best fitness:	96.75646258503401	Average fitness:	333.45817687074845	Fitness standard deviation:	46.993405064010894	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18880	Best fitness:	96.75646258503401	Average fitness:	327.14474829931976	Fitness standard deviation:	42.88408888039992	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18896	Best fitness:	96.75646258503401	Average fitness:	331.0407482993198	Fitness standard deviation:	44.410168421023506	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18912	Best fitness:	96.75646258503401	Average fitness:	334.90817687074826	Fitness standard deviation:	50.34868811618043	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18928	Best fitness:	96.75646258503401	Average fitness:	332.91446258503396	Fitness standard deviation:	46.82901288992647	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18944	Best fitness:	96.75646258503401	Average fitness:	325.3233197278914	Fitness standard deviation:	51.44210976090563	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18960	Best fitness:	96.75646258503401	Average fitness:	326.69960544217685	Fitness standard deviation:	45.49283208756011	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18976	Best fitness:	96.75646258503401	Average fitness:	323.61360544217683	Fitness standard deviation:	49.59470330507449	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	18992	Best fitness:	96.75646258503401	Average fitness:	336.28417687074835	Fitness standard deviation:	50.36472971500299	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19008	Best fitness:	96.75646258503401	Average fitness:	327.69989115646257	Fitness standard deviation:	43.81885829789056	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19024	Best fitness:	96.75646258503401	Average fitness:	334.4978911564625	Fitness standard deviation:	48.12568415628193	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19040	Best fitness:	96.75646258503401	Average fitness:	323.3998911564627	Fitness standard deviation:	49.48843484438501	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19056	Best fitness:	96.75646258503401	Average fitness:	326.19846258503395	Fitness standard deviation:	55.66616477992824	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19072	Best fitness:	96.75646258503401	Average fitness:	330.7873197278913	Fitness standard deviation:	46.189645041515796	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19088	Best fitness:	96.75646258503401	Average fitness:	335.66246258503406	Fitness standard deviation:	52.79101350473528	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19104	Best fitness:	96.75646258503401	Average fitness:	327.44389115646266	Fitness standard deviation:	45.09334442406039	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19120	Best fitness:	96.75646258503401	Average fitness:	333.631319727891	Fitness standard deviation:	49.70448931065135	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19136	Best fitness:	96.75646258503401	Average fitness:	323.1538911564625	Fitness standard deviation:	45.30046160867661	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19152	Best fitness:	96.75646258503401	Average fitness:	327.7281768707482	Fitness standard deviation:	47.59447086649063	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19168	Best fitness:	96.75646258503401	Average fitness:	327.7364625850341	Fitness standard deviation:	45.72126634202478	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19184	Best fitness:	96.75646258503401	Average fitness:	331.0916054421768	Fitness standard deviation:	47.13808388908796	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19200	Best fitness:	96.75646258503401	Average fitness:	326.7798911564626	Fitness standard deviation:	49.29502874799148	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19216	Best fitness:	96.75646258503401	Average fitness:	330.5278911564627	Fitness standard deviation:	45.516535681092456	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19232	Best fitness:	96.75646258503401	Average fitness:	322.51274829931975	Fitness standard deviation:	49.019828966637235	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19248	Best fitness:	96.75646258503401	Average fitness:	331.63246258503403	Fitness standard deviation:	48.570420026504	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19264	Best fitness:	96.75646258503401	Average fitness:	332.22846258503415	Fitness standard deviation:	47.232857895532774	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19280	Best fitness:	96.75646258503401	Average fitness:	331.1018911564625	Fitness standard deviation:	43.01073375190839	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19296	Best fitness:	96.75646258503401	Average fitness:	326.38189115646264	Fitness standard deviation:	46.11677190943592	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19312	Best fitness:	96.75646258503401	Average fitness:	333.04874829931975	Fitness standard deviation:	49.12774349902631	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19328	Best fitness:	96.75646258503401	Average fitness:	330.7193197278912	Fitness standard deviation:	46.83428963605924	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19344	Best fitness:	96.75646258503401	Average fitness:	323.8453197278912	Fitness standard deviation:	46.259620139259376	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19360	Best fitness:	96.75646258503401	Average fitness:	329.80474829931956	Fitness standard deviation:	45.13428900514552	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19376	Best fitness:	96.75646258503401	Average fitness:	328.38189115646264	Fitness standard deviation:	48.144100178102654	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19392	Best fitness:	96.75646258503401	Average fitness:	328.94131972789125	Fitness standard deviation:	50.5718409111519	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19408	Best fitness:	96.75646258503401	Average fitness:	339.09446258503397	Fitness standard deviation:	43.63258379061339	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19424	Best fitness:	96.75646258503401	Average fitness:	331.96817687074827	Fitness standard deviation:	48.619952584367276	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19440	Best fitness:	96.75646258503401	Average fitness:	328.057605442177	Fitness standard deviation:	50.15476772176789	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19456	Best fitness:	96.75646258503401	Average fitness:	326.9387482993198	Fitness standard deviation:	45.52272574960192	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19472	Best fitness:	96.75646258503401	Average fitness:	324.1027482993197	Fitness standard deviation:	50.904398796335144	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19488	Best fitness:	96.75646258503401	Average fitness:	324.47531972789113	Fitness standard deviation:	44.3213056464279	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19504	Best fitness:	96.75646258503401	Average fitness:	335.5193197278913	Fitness standard deviation:	50.946062794741216	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19520	Best fitness:	96.75646258503401	Average fitness:	336.70074829931974	Fitness standard deviation:	45.924707746839864	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19536	Best fitness:	96.75646258503401	Average fitness:	324.52931972789133	Fitness standard deviation:	49.672574846052974	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19552	Best fitness:	96.75646258503401	Average fitness:	328.11246258503394	Fitness standard deviation:	53.14506084831805	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19568	Best fitness:	96.75646258503401	Average fitness:	329.4210340136053	Fitness standard deviation:	49.10595551728228	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19584	Best fitness:	96.75646258503401	Average fitness:	328.01560544217705	Fitness standard deviation:	44.89446895708619	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19600	Best fitness:	96.75646258503401	Average fitness:	328.4858911564627	Fitness standard deviation:	51.52358943875185	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19616	Best fitness:	96.75646258503401	Average fitness:	328.85874829931976	Fitness standard deviation:	45.00414714314262	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19632	Best fitness:	96.75646258503401	Average fitness:	333.63931972789106	Fitness standard deviation:	47.592831821780955	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19648	Best fitness:	96.75646258503401	Average fitness:	333.98731972789113	Fitness standard deviation:	46.80216943864103	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19664	Best fitness:	96.75646258503401	Average fitness:	320.6101768707484	Fitness standard deviation:	49.565776092718146	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19680	Best fitness:	96.75646258503401	Average fitness:	333.34189115646257	Fitness standard deviation:	52.0803029075175	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19696	Best fitness:	96.75646258503401	Average fitness:	331.65074829931973	Fitness standard deviation:	50.790203378049924	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19712	Best fitness:	96.75646258503401	Average fitness:	332.66446258503413	Fitness standard deviation:	43.53361517592715	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19728	Best fitness:	96.75646258503401	Average fitness:	333.4798911564626	Fitness standard deviation:	45.04578783995734	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19744	Best fitness:	96.75646258503401	Average fitness:	330.3087482993197	Fitness standard deviation:	45.85349750619925	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19760	Best fitness:	96.75646258503401	Average fitness:	332.024462585034	Fitness standard deviation:	44.36492156868891	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19776	Best fitness:	96.75646258503401	Average fitness:	327.1998911564627	Fitness standard deviation:	44.04728192035723	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19792	Best fitness:	96.75646258503401	Average fitness:	328.5821768707483	Fitness standard deviation:	47.850507258522974	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19808	Best fitness:	96.75646258503401	Average fitness:	336.2661768707483	Fitness standard deviation:	48.28983697023882	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19824	Best fitness:	96.75646258503401	Average fitness:	329.15389115646263	Fitness standard deviation:	51.8941115129095	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19840	Best fitness:	96.75646258503401	Average fitness:	327.5318911564625	Fitness standard deviation:	45.58052860686932	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19856	Best fitness:	96.75646258503401	Average fitness:	324.91074829931983	Fitness standard deviation:	49.32919655389758	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19872	Best fitness:	96.75646258503401	Average fitness:	335.0873197278911	Fitness standard deviation:	42.744408524175796	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19888	Best fitness:	96.75646258503401	Average fitness:	317.1853197278911	Fitness standard deviation:	47.54615913928232	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19904	Best fitness:	96.75646258503401	Average fitness:	330.0721768707483	Fitness standard deviation:	52.08294912729039	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19920	Best fitness:	96.75646258503401	Average fitness:	324.9473197278912	Fitness standard deviation:	46.95267280736105	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19936	Best fitness:	96.75646258503401	Average fitness:	334.90789115646265	Fitness standard deviation:	51.5995188238916	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19952	Best fitness:	96.75646258503401	Average fitness:	325.05989115646264	Fitness standard deviation:	52.068335440955245	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19968	Best fitness:	96.75646258503401	Average fitness:	327.7387482993197	Fitness standard deviation:	44.118747328045465	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	19984	Best fitness:	96.75646258503401	Average fitness:	333.35074829931966	Fitness standard deviation:	50.897198992735575	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20000	Best fitness:	96.75646258503401	Average fitness:	327.5656054421769	Fitness standard deviation:	41.947921235741816	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20016	Best fitness:	96.75646258503401	Average fitness:	334.8950340136053	Fitness standard deviation:	41.41108860177034	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20032	Best fitness:	96.75646258503401	Average fitness:	328.7276054421769	Fitness standard deviation:	56.77921730955538	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20048	Best fitness:	96.75646258503401	Average fitness:	327.99474829931967	Fitness standard deviation:	48.9920945259622	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20064	Best fitness:	96.75646258503401	Average fitness:	324.78903401360554	Fitness standard deviation:	53.31674898918265	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20080	Best fitness:	96.75646258503401	Average fitness:	324.3824625850341	Fitness standard deviation:	47.67126839221345	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20096	Best fitness:	96.75646258503401	Average fitness:	328.4761768707483	Fitness standard deviation:	50.15355241167074	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20112	Best fitness:	96.75646258503401	Average fitness:	327.392462585034	Fitness standard deviation:	52.756277602281415	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20128	Best fitness:	96.75646258503401	Average fitness:	332.44903401360534	Fitness standard deviation:	45.640191045764446	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20144	Best fitness:	96.75646258503401	Average fitness:	327.62189115646254	Fitness standard deviation:	50.53726582898394	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20160	Best fitness:	96.75646258503401	Average fitness:	333.9721768707483	Fitness standard deviation:	48.41318244748921	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20176	Best fitness:	96.75646258503401	Average fitness:	329.4810340136054	Fitness standard deviation:	45.55196620143117	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20192	Best fitness:	96.75646258503401	Average fitness:	334.22674829931975	Fitness standard deviation:	45.90863800628197	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20208	Best fitness:	96.75646258503401	Average fitness:	340.52217687074835	Fitness standard deviation:	50.19443923994216	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
