Generation:	16	Best fitness:	243.8421768707483	Average fitness:	329.5056054421769	Fitness standard deviation:	36.35615223573247	Best genome:	A9	E4	A11	N5	A16	A15	A10	N12	A6	A7	N3	A13	A14	A17	N7	E3	N6	E5	A8	N9	A12	
Generation:	20592	Best fitness:	127.67074829931973	Average fitness:	319.52217687074824	Fitness standard deviation:	58.74134350467901	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20608	Best fitness:	127.67074829931973	Average fitness:	312.080462585034	Fitness standard deviation:	53.76465104091182	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20624	Best fitness:	127.67074829931973	Average fitness:	310.1461768707484	Fitness standard deviation:	49.725990004817234	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20640	Best fitness:	127.67074829931973	Average fitness:	320.0587482993198	Fitness standard deviation:	53.598050555472064	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20656	Best fitness:	127.67074829931973	Average fitness:	317.6393197278912	Fitness standard deviation:	53.938727217812165	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20672	Best fitness:	127.67074829931973	Average fitness:	322.27817687074827	Fitness standard deviation:	46.50064798670738	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20688	Best fitness:	127.67074829931973	Average fitness:	321.8947482993198	Fitness standard deviation:	54.92199302535872	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20704	Best fitness:	127.67074829931973	Average fitness:	325.84903401360543	Fitness standard deviation:	56.40633357403498	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20720	Best fitness:	127.67074829931973	Average fitness:	314.03303401360546	Fitness standard deviation:	50.97334507607774	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20736	Best fitness:	127.67074829931973	Average fitness:	319.1558911564627	Fitness standard deviation:	53.12104943947381	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20752	Best fitness:	127.67074829931973	Average fitness:	313.0701768707484	Fitness standard deviation:	41.79615429628884	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20768	Best fitness:	127.67074829931973	Average fitness:	320.8204625850342	Fitness standard deviation:	47.50893142583287	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20784	Best fitness:	127.67074829931973	Average fitness:	317.6621768707484	Fitness standard deviation:	41.328987010897556	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20800	Best fitness:	127.67074829931973	Average fitness:	322.29760544217714	Fitness standard deviation:	53.61907135887151	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20816	Best fitness:	127.67074829931973	Average fitness:	315.01303401360553	Fitness standard deviation:	48.66360748599533	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20832	Best fitness:	127.67074829931973	Average fitness:	321.9181768707483	Fitness standard deviation:	42.57638652241548	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20848	Best fitness:	127.67074829931973	Average fitness:	330.2278911564626	Fitness standard deviation:	44.446653646907585	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20864	Best fitness:	127.67074829931973	Average fitness:	316.928462585034	Fitness standard deviation:	48.512172422422566	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20880	Best fitness:	127.67074829931973	Average fitness:	313.1987482993199	Fitness standard deviation:	47.7535842407325	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20896	Best fitness:	127.67074829931973	Average fitness:	323.51360544217687	Fitness standard deviation:	44.72532013551708	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20912	Best fitness:	127.67074829931973	Average fitness:	315.4130340136055	Fitness standard deviation:	46.5668616481195	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20928	Best fitness:	127.67074829931973	Average fitness:	313.6118911564626	Fitness standard deviation:	52.755034164658504	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20944	Best fitness:	127.67074829931973	Average fitness:	316.8821768707484	Fitness standard deviation:	51.84088938516485	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20960	Best fitness:	127.67074829931973	Average fitness:	314.44217687074837	Fitness standard deviation:	47.21192931228034	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20976	Best fitness:	127.67074829931973	Average fitness:	315.9587482993198	Fitness standard deviation:	50.30702303062746	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	20992	Best fitness:	127.67074829931973	Average fitness:	318.34503401360547	Fitness standard deviation:	57.95116142239154	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21008	Best fitness:	127.67074829931973	Average fitness:	310.784462585034	Fitness standard deviation:	53.739300403305734	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21024	Best fitness:	127.67074829931973	Average fitness:	315.01589115646266	Fitness standard deviation:	58.060238905074144	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21040	Best fitness:	127.67074829931973	Average fitness:	320.12446258503405	Fitness standard deviation:	51.908364357641965	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21056	Best fitness:	127.67074829931973	Average fitness:	313.856462585034	Fitness standard deviation:	45.75138360793929	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21072	Best fitness:	127.67074829931973	Average fitness:	319.6558911564626	Fitness standard deviation:	50.29253597884754	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21088	Best fitness:	127.67074829931973	Average fitness:	318.9256054421769	Fitness standard deviation:	53.00500826240818	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21104	Best fitness:	127.67074829931973	Average fitness:	315.3707482993197	Fitness standard deviation:	51.23645011520767	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21120	Best fitness:	127.67074829931973	Average fitness:	315.92731972789113	Fitness standard deviation:	45.404631424288766	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21136	Best fitness:	127.67074829931973	Average fitness:	321.2050340136056	Fitness standard deviation:	49.7848905035351	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21152	Best fitness:	127.67074829931973	Average fitness:	317.5793197278913	Fitness standard deviation:	50.69073352503516	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21168	Best fitness:	127.67074829931973	Average fitness:	313.4810340136055	Fitness standard deviation:	52.06485492819391	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21184	Best fitness:	127.67074829931973	Average fitness:	317.6250340136054	Fitness standard deviation:	48.450532567996085	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21200	Best fitness:	127.67074829931973	Average fitness:	313.7701768707483	Fitness standard deviation:	52.16659224649665	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21216	Best fitness:	127.67074829931973	Average fitness:	315.1598911564626	Fitness standard deviation:	55.664955051611784	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21232	Best fitness:	127.67074829931973	Average fitness:	331.3307482993197	Fitness standard deviation:	50.91743945659804	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21248	Best fitness:	127.67074829931973	Average fitness:	314.3827482993197	Fitness standard deviation:	45.24064339931157	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21264	Best fitness:	127.67074829931973	Average fitness:	325.5336054421769	Fitness standard deviation:	52.750013753746146	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21280	Best fitness:	127.67074829931973	Average fitness:	313.9061768707484	Fitness standard deviation:	48.965942536520174	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21296	Best fitness:	127.67074829931973	Average fitness:	313.1798911564626	Fitness standard deviation:	52.53091224125048	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21312	Best fitness:	127.67074829931973	Average fitness:	314.9404625850341	Fitness standard deviation:	55.31480199286809	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21328	Best fitness:	127.67074829931973	Average fitness:	313.4450340136055	Fitness standard deviation:	45.01787626791683	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21344	Best fitness:	127.67074829931973	Average fitness:	322.76389115646265	Fitness standard deviation:	51.5909474134795	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21360	Best fitness:	127.67074829931973	Average fitness:	323.5221768707484	Fitness standard deviation:	45.537530428768534	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21376	Best fitness:	127.67074829931973	Average fitness:	314.7793197278912	Fitness standard deviation:	50.04702278653465	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21392	Best fitness:	127.67074829931973	Average fitness:	322.80103401360554	Fitness standard deviation:	43.345034754600796	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21408	Best fitness:	127.67074829931973	Average fitness:	315.3107482993198	Fitness standard deviation:	58.74117674083453	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21424	Best fitness:	127.67074829931973	Average fitness:	318.457605442177	Fitness standard deviation:	57.255088987970396	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21440	Best fitness:	127.67074829931973	Average fitness:	321.3261768707484	Fitness standard deviation:	46.21282564617838	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21456	Best fitness:	127.67074829931973	Average fitness:	312.66560544217697	Fitness standard deviation:	52.10569092347058	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21472	Best fitness:	127.67074829931973	Average fitness:	314.6158911564625	Fitness standard deviation:	47.33265407426765	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21488	Best fitness:	127.67074829931973	Average fitness:	329.9090340136055	Fitness standard deviation:	56.34179848614225	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21504	Best fitness:	127.67074829931973	Average fitness:	317.4347482993198	Fitness standard deviation:	45.287264078032685	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21520	Best fitness:	127.67074829931973	Average fitness:	308.1484625850341	Fitness standard deviation:	50.126565376137265	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21536	Best fitness:	127.67074829931973	Average fitness:	324.84960544217694	Fitness standard deviation:	51.83740539299349	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21552	Best fitness:	127.67074829931973	Average fitness:	315.1861768707483	Fitness standard deviation:	49.35631347990377	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21568	Best fitness:	127.67074829931973	Average fitness:	306.2724625850341	Fitness standard deviation:	45.81059975728815	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21584	Best fitness:	127.67074829931973	Average fitness:	326.3930340136054	Fitness standard deviation:	49.207238571542845	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21600	Best fitness:	127.67074829931973	Average fitness:	320.53989115646266	Fitness standard deviation:	56.257276090678786	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21616	Best fitness:	127.67074829931973	Average fitness:	312.3930340136055	Fitness standard deviation:	48.55225572514629	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21632	Best fitness:	127.67074829931973	Average fitness:	314.35474829931974	Fitness standard deviation:	49.23508336334893	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21648	Best fitness:	127.67074829931973	Average fitness:	309.42446258503406	Fitness standard deviation:	46.95588616337419	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21664	Best fitness:	127.67074829931973	Average fitness:	320.2816054421769	Fitness standard deviation:	43.129156534146816	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21680	Best fitness:	127.67074829931973	Average fitness:	313.15703401360554	Fitness standard deviation:	49.32346529031489	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21696	Best fitness:	127.67074829931973	Average fitness:	315.45817687074833	Fitness standard deviation:	48.89902404100992	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21712	Best fitness:	127.67074829931973	Average fitness:	311.8004625850341	Fitness standard deviation:	56.849999898766896	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21728	Best fitness:	127.67074829931973	Average fitness:	318.56617687074834	Fitness standard deviation:	52.89797731096944	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21744	Best fitness:	127.67074829931973	Average fitness:	312.8484625850341	Fitness standard deviation:	51.60152071481646	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21760	Best fitness:	127.67074829931973	Average fitness:	309.75303401360543	Fitness standard deviation:	48.78579138751489	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21776	Best fitness:	127.67074829931973	Average fitness:	313.4181768707483	Fitness standard deviation:	47.81810070059501	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21792	Best fitness:	127.67074829931973	Average fitness:	310.6781768707483	Fitness standard deviation:	49.353980650407685	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21808	Best fitness:	127.67074829931973	Average fitness:	312.8833197278911	Fitness standard deviation:	41.15547788966289	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21824	Best fitness:	127.67074829931973	Average fitness:	320.17131972789116	Fitness standard deviation:	50.75502339348756	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21840	Best fitness:	127.67074829931973	Average fitness:	315.2713197278912	Fitness standard deviation:	53.293320174142586	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21856	Best fitness:	127.67074829931973	Average fitness:	322.1810340136055	Fitness standard deviation:	45.54547331076977	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21872	Best fitness:	127.67074829931973	Average fitness:	317.0021768707484	Fitness standard deviation:	46.204771199873434	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21888	Best fitness:	127.67074829931973	Average fitness:	319.681605442177	Fitness standard deviation:	47.318110228450976	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21904	Best fitness:	127.67074829931973	Average fitness:	315.49931972789125	Fitness standard deviation:	56.872804160347364	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21920	Best fitness:	127.67074829931973	Average fitness:	321.1484625850341	Fitness standard deviation:	50.53552334421273	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21936	Best fitness:	127.67074829931973	Average fitness:	315.6678911564626	Fitness standard deviation:	51.5547902720979	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21952	Best fitness:	127.67074829931973	Average fitness:	324.98674829931986	Fitness standard deviation:	40.93281201068455	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21968	Best fitness:	127.67074829931973	Average fitness:	332.3684625850341	Fitness standard deviation:	43.809630136931005	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	21984	Best fitness:	127.67074829931973	Average fitness:	323.83017687074835	Fitness standard deviation:	55.306226417012	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22000	Best fitness:	127.67074829931973	Average fitness:	310.4438911564626	Fitness standard deviation:	44.455610480384514	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22016	Best fitness:	127.67074829931973	Average fitness:	310.8387482993198	Fitness standard deviation:	45.605416305611804	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22032	Best fitness:	127.67074829931973	Average fitness:	318.6964625850341	Fitness standard deviation:	49.1939847824458	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22048	Best fitness:	127.67074829931973	Average fitness:	315.4473197278911	Fitness standard deviation:	48.39133593897965	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22064	Best fitness:	127.67074829931973	Average fitness:	311.85417687074835	Fitness standard deviation:	48.07603470693956	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22080	Best fitness:	127.67074829931973	Average fitness:	317.1616054421768	Fitness standard deviation:	46.80786806004446	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22096	Best fitness:	127.67074829931973	Average fitness:	312.8210340136054	Fitness standard deviation:	50.137457360047804	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22112	Best fitness:	127.67074829931973	Average fitness:	318.0770340136055	Fitness standard deviation:	48.48594672559824	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22128	Best fitness:	127.67074829931973	Average fitness:	309.96903401360555	Fitness standard deviation:	51.04330299593369	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22144	Best fitness:	127.67074829931973	Average fitness:	322.77360544217686	Fitness standard deviation:	44.13690056898802	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22160	Best fitness:	127.67074829931973	Average fitness:	322.3261768707484	Fitness standard deviation:	55.99059787252187	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22176	Best fitness:	127.67074829931973	Average fitness:	318.89874829931983	Fitness standard deviation:	45.09294473617344	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22192	Best fitness:	127.67074829931973	Average fitness:	313.4290340136055	Fitness standard deviation:	50.80790367890509	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22208	Best fitness:	127.67074829931973	Average fitness:	330.1650340136055	Fitness standard deviation:	47.862470748201545	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22224	Best fitness:	127.67074829931973	Average fitness:	312.35531972789124	Fitness standard deviation:	50.837855077667854	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22240	Best fitness:	127.67074829931973	Average fitness:	314.5181768707484	Fitness standard deviation:	48.84959126601924	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22256	Best fitness:	127.67074829931973	Average fitness:	322.372462585034	Fitness standard deviation:	51.46267889947242	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22272	Best fitness:	127.67074829931973	Average fitness:	312.7558911564626	Fitness standard deviation:	47.53258628411821	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22288	Best fitness:	127.67074829931973	Average fitness:	322.1827482993199	Fitness standard deviation:	45.99371663918578	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22304	Best fitness:	127.67074829931973	Average fitness:	310.50617687074845	Fitness standard deviation:	48.47702171763696	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
Generation:	22320	Best fitness:	127.67074829931973	Average fitness:	313.5867482993198	Fitness standard deviation:	48.334136129950345	Best genome:	N3	N5	N7	A10	N12	E3	N6	A6	A14	A17	A11	A15	A12	N9	A16	E5	A8	A9	E4	A7	A13	
