Generation:	16	Best fitness:	436.0	Average fitness:	534.02	Fitness standard deviation:	50.957821774483264	Best genome:	A4	E11	E10	A2	N4	E2	E3	A11	E7	A8	A1	N2	N12	N3	A6	N11	E9	A10	N10	E4	A5	A9	N7	E6	E1	E5	A7	A3	E8	
Generation:	4112	Best fitness:	338.0	Average fitness:	477.71	Fitness standard deviation:	52.6737686139885	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4128	Best fitness:	338.0	Average fitness:	442.73	Fitness standard deviation:	39.768041188874264	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4144	Best fitness:	338.0	Average fitness:	447.12	Fitness standard deviation:	43.05026829184691	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4160	Best fitness:	338.0	Average fitness:	448.24	Fitness standard deviation:	39.1987550822727	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4176	Best fitness:	338.0	Average fitness:	425.68	Fitness standard deviation:	35.001108553872974	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4192	Best fitness:	338.0	Average fitness:	448.32	Fitness standard deviation:	50.793086143686914	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4208	Best fitness:	338.0	Average fitness:	462.29	Fitness standard deviation:	45.087979551095444	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4224	Best fitness:	338.0	Average fitness:	451.64	Fitness standard deviation:	44.121087928563135	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4240	Best fitness:	338.0	Average fitness:	434.61	Fitness standard deviation:	38.25412265364349	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4256	Best fitness:	338.0	Average fitness:	438.71	Fitness standard deviation:	39.51285740110426	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4272	Best fitness:	338.0	Average fitness:	500.68	Fitness standard deviation:	59.21940222595969	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4288	Best fitness:	338.0	Average fitness:	460.56	Fitness standard deviation:	42.847945108254606	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4304	Best fitness:	338.0	Average fitness:	472.05	Fitness standard deviation:	51.77129996436249	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4320	Best fitness:	338.0	Average fitness:	433.97	Fitness standard deviation:	32.60811402089978	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4336	Best fitness:	338.0	Average fitness:	486.96	Fitness standard deviation:	58.35870457780913	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4352	Best fitness:	338.0	Average fitness:	454.16	Fitness standard deviation:	43.79856618657739	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4368	Best fitness:	338.0	Average fitness:	442.42	Fitness standard deviation:	44.57110723327389	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4384	Best fitness:	338.0	Average fitness:	456.64	Fitness standard deviation:	51.46154292284676	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4400	Best fitness:	338.0	Average fitness:	455.82	Fitness standard deviation:	46.577758640793355	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4416	Best fitness:	338.0	Average fitness:	449.92	Fitness standard deviation:	44.18001358080371	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4432	Best fitness:	338.0	Average fitness:	456.17	Fitness standard deviation:	50.53237674996101	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4448	Best fitness:	338.0	Average fitness:	506.57	Fitness standard deviation:	77.32945816440201	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4464	Best fitness:	338.0	Average fitness:	447.42	Fitness standard deviation:	41.52377150500663	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4480	Best fitness:	338.0	Average fitness:	424.78	Fitness standard deviation:	34.52552099534487	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4496	Best fitness:	338.0	Average fitness:	409.86	Fitness standard deviation:	36.19337508439909	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4512	Best fitness:	338.0	Average fitness:	435.71	Fitness standard deviation:	39.12321433624798	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4528	Best fitness:	338.0	Average fitness:	443.58	Fitness standard deviation:	40.09119105239953	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4544	Best fitness:	338.0	Average fitness:	420.95	Fitness standard deviation:	29.134644325956682	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4560	Best fitness:	338.0	Average fitness:	483.36	Fitness standard deviation:	61.45348159380394	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4576	Best fitness:	338.0	Average fitness:	423.03	Fitness standard deviation:	31.52917854940087	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4592	Best fitness:	338.0	Average fitness:	480.5	Fitness standard deviation:	54.95261595229112	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4608	Best fitness:	338.0	Average fitness:	445.5	Fitness standard deviation:	43.95782069211348	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4624	Best fitness:	338.0	Average fitness:	445.32	Fitness standard deviation:	40.02021489197678	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4640	Best fitness:	338.0	Average fitness:	456.11	Fitness standard deviation:	42.52267512751285	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4656	Best fitness:	338.0	Average fitness:	476.11	Fitness standard deviation:	59.80884466364484	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4672	Best fitness:	338.0	Average fitness:	393.13	Fitness standard deviation:	27.612915456358458	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4688	Best fitness:	338.0	Average fitness:	500.93	Fitness standard deviation:	75.48009737672572	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4704	Best fitness:	338.0	Average fitness:	440.61	Fitness standard deviation:	34.86284411805784	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4720	Best fitness:	338.0	Average fitness:	457.86	Fitness standard deviation:	46.40194392479694	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4736	Best fitness:	338.0	Average fitness:	416.7	Fitness standard deviation:	34.82599603744306	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4752	Best fitness:	338.0	Average fitness:	465.28	Fitness standard deviation:	46.69005889908471	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4768	Best fitness:	338.0	Average fitness:	425.38	Fitness standard deviation:	39.45041951614709	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4784	Best fitness:	338.0	Average fitness:	433.21	Fitness standard deviation:	39.09457635017931	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4800	Best fitness:	338.0	Average fitness:	447.7	Fitness standard deviation:	45.25450253842154	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4816	Best fitness:	338.0	Average fitness:	449.34	Fitness standard deviation:	51.457015070833634	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4832	Best fitness:	338.0	Average fitness:	475.15	Fitness standard deviation:	60.62513917509798	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4848	Best fitness:	338.0	Average fitness:	454.33	Fitness standard deviation:	49.52838680999009	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4864	Best fitness:	338.0	Average fitness:	451.71	Fitness standard deviation:	42.24672650040474	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4880	Best fitness:	338.0	Average fitness:	432.95	Fitness standard deviation:	35.41479210725371	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4896	Best fitness:	338.0	Average fitness:	465.92	Fitness standard deviation:	51.35789715321295	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4912	Best fitness:	338.0	Average fitness:	417.96	Fitness standard deviation:	32.71174712545938	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4928	Best fitness:	338.0	Average fitness:	433.71	Fitness standard deviation:	38.01007629563509	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4944	Best fitness:	338.0	Average fitness:	440.07	Fitness standard deviation:	36.600342894568634	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4960	Best fitness:	338.0	Average fitness:	442.96	Fitness standard deviation:	40.8844518123944	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4976	Best fitness:	338.0	Average fitness:	393.06	Fitness standard deviation:	24.23667468940407	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	4992	Best fitness:	338.0	Average fitness:	448.2	Fitness standard deviation:	44.28701841397771	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5008	Best fitness:	338.0	Average fitness:	486.08	Fitness standard deviation:	59.99761328586329	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5024	Best fitness:	338.0	Average fitness:	462.45	Fitness standard deviation:	48.3517062780622	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5040	Best fitness:	338.0	Average fitness:	429.15	Fitness standard deviation:	36.635877224382114	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5056	Best fitness:	338.0	Average fitness:	466.84	Fitness standard deviation:	53.096086484787186	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5072	Best fitness:	338.0	Average fitness:	449.77	Fitness standard deviation:	46.08575810377865	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5088	Best fitness:	338.0	Average fitness:	458.94	Fitness standard deviation:	51.22124949666886	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5104	Best fitness:	338.0	Average fitness:	467.18	Fitness standard deviation:	43.43486617914232	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5120	Best fitness:	338.0	Average fitness:	409.45	Fitness standard deviation:	33.078505105279476	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5136	Best fitness:	338.0	Average fitness:	484.78	Fitness standard deviation:	63.78551246168678	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5152	Best fitness:	338.0	Average fitness:	455.14	Fitness standard deviation:	45.27427967400475	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5168	Best fitness:	338.0	Average fitness:	484.84	Fitness standard deviation:	61.69257978071593	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5184	Best fitness:	338.0	Average fitness:	443.62	Fitness standard deviation:	37.870510955095384	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5200	Best fitness:	338.0	Average fitness:	441.69	Fitness standard deviation:	41.670539953305145	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5216	Best fitness:	338.0	Average fitness:	439.44	Fitness standard deviation:	41.27379798370875	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5232	Best fitness:	338.0	Average fitness:	446.29	Fitness standard deviation:	39.07666695100798	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5248	Best fitness:	338.0	Average fitness:	476.27	Fitness standard deviation:	59.94878731050361	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5264	Best fitness:	338.0	Average fitness:	455.35	Fitness standard deviation:	46.24918918208188	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5280	Best fitness:	338.0	Average fitness:	463.64	Fitness standard deviation:	57.44432434975626	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5296	Best fitness:	338.0	Average fitness:	498.08	Fitness standard deviation:	71.47400646388867	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5312	Best fitness:	338.0	Average fitness:	475.85	Fitness standard deviation:	58.185285940691216	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5328	Best fitness:	338.0	Average fitness:	492.71	Fitness standard deviation:	75.7266525075551	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5344	Best fitness:	338.0	Average fitness:	470.02	Fitness standard deviation:	43.4472047432283	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5360	Best fitness:	338.0	Average fitness:	484.27	Fitness standard deviation:	56.481298674871134	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5376	Best fitness:	338.0	Average fitness:	484.81	Fitness standard deviation:	65.146096582988	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5392	Best fitness:	338.0	Average fitness:	453.31	Fitness standard deviation:	40.71847123849322	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5408	Best fitness:	338.0	Average fitness:	473.1	Fitness standard deviation:	63.99992187495234	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5424	Best fitness:	338.0	Average fitness:	424.41	Fitness standard deviation:	31.175020449071084	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5440	Best fitness:	338.0	Average fitness:	455.09	Fitness standard deviation:	48.00772750297602	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5456	Best fitness:	338.0	Average fitness:	424.6	Fitness standard deviation:	37.36201279374547	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5472	Best fitness:	338.0	Average fitness:	440.34	Fitness standard deviation:	43.530959098094776	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5488	Best fitness:	338.0	Average fitness:	439.78	Fitness standard deviation:	35.11597357328998	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5504	Best fitness:	338.0	Average fitness:	479.46	Fitness standard deviation:	59.20260467242973	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5520	Best fitness:	338.0	Average fitness:	480.19	Fitness standard deviation:	62.846112847176144	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5536	Best fitness:	338.0	Average fitness:	455.58	Fitness standard deviation:	41.77922450213742	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5552	Best fitness:	338.0	Average fitness:	491.04	Fitness standard deviation:	63.30701698864036	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5568	Best fitness:	338.0	Average fitness:	456.67	Fitness standard deviation:	44.81853522818434	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5584	Best fitness:	338.0	Average fitness:	460.22	Fitness standard deviation:	45.94835796848458	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5600	Best fitness:	338.0	Average fitness:	451.3	Fitness standard deviation:	45.466801075070144	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5616	Best fitness:	338.0	Average fitness:	451.91	Fitness standard deviation:	43.33291935699694	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	5632	Best fitness:	338.0	Average fitness:	453.27	Fitness standard deviation:	50.20853612683803	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
