Generation:	16	Best fitness:	253.29931972789115	Average fitness:	323.53217687074834	Fitness standard deviation:	36.717844491222976	Best genome:	N9	A15	A11	A8	A17	E4	N6	N7	A6	A14	A12	A16	E3	A9	N5	A7	A13	E5	N12	A10	N3	
Generation:	13840	Best fitness:	95.58503401360544	Average fitness:	266.21503401360553	Fitness standard deviation:	70.50888985780155	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	13856	Best fitness:	95.58503401360544	Average fitness:	257.77217687074824	Fitness standard deviation:	67.848230076324	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	13872	Best fitness:	95.58503401360544	Average fitness:	258.78503401360547	Fitness standard deviation:	64.05666751448459	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	13888	Best fitness:	95.58503401360544	Average fitness:	248.5321768707483	Fitness standard deviation:	65.80556348603274	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	13904	Best fitness:	95.58503401360544	Average fitness:	259.316462585034	Fitness standard deviation:	61.67529482569771	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	13920	Best fitness:	95.58503401360544	Average fitness:	258.27217687074835	Fitness standard deviation:	67.67355886450598	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	13936	Best fitness:	95.58503401360544	Average fitness:	259.84503401360547	Fitness standard deviation:	67.58242852175378	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	13952	Best fitness:	95.58503401360544	Average fitness:	242.44789115646262	Fitness standard deviation:	70.61665676201967	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	13968	Best fitness:	95.58503401360544	Average fitness:	266.2621768707483	Fitness standard deviation:	52.85521394163803	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	13984	Best fitness:	95.58503401360544	Average fitness:	258.57646258503405	Fitness standard deviation:	67.62873565071497	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14000	Best fitness:	95.58503401360544	Average fitness:	254.32789115646264	Fitness standard deviation:	61.09054905362587	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14016	Best fitness:	95.58503401360544	Average fitness:	263.13217687074837	Fitness standard deviation:	53.881818731330135	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14032	Best fitness:	95.58503401360544	Average fitness:	258.3307482993198	Fitness standard deviation:	60.86159333156784	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14048	Best fitness:	95.58503401360544	Average fitness:	266.8464625850341	Fitness standard deviation:	62.4868889268389	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14064	Best fitness:	95.58503401360544	Average fitness:	271.9050340136056	Fitness standard deviation:	66.99475922238474	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14080	Best fitness:	95.58503401360544	Average fitness:	281.22360544217685	Fitness standard deviation:	56.62772255021819	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14096	Best fitness:	95.58503401360544	Average fitness:	255.25789115646256	Fitness standard deviation:	69.90203084550927	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14112	Best fitness:	95.58503401360544	Average fitness:	269.26931972789123	Fitness standard deviation:	67.20427614856857	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14128	Best fitness:	95.58503401360544	Average fitness:	246.2693197278912	Fitness standard deviation:	51.418758170892595	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14144	Best fitness:	95.58503401360544	Average fitness:	258.8193197278912	Fitness standard deviation:	60.659165971240746	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14160	Best fitness:	95.58503401360544	Average fitness:	250.02360544217692	Fitness standard deviation:	67.09935872134939	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14176	Best fitness:	95.58503401360544	Average fitness:	252.55503401360548	Fitness standard deviation:	67.80777601245377	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14192	Best fitness:	95.58503401360544	Average fitness:	245.96789115646257	Fitness standard deviation:	65.02709036726658	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14208	Best fitness:	95.58503401360544	Average fitness:	259.1821768707483	Fitness standard deviation:	70.38021051867537	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14224	Best fitness:	95.58503401360544	Average fitness:	257.32789115646267	Fitness standard deviation:	70.55136556916153	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14240	Best fitness:	95.58503401360544	Average fitness:	247.84931972789113	Fitness standard deviation:	66.93722973420543	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14256	Best fitness:	95.58503401360544	Average fitness:	254.27360544217686	Fitness standard deviation:	62.72170206717992	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14272	Best fitness:	95.58503401360544	Average fitness:	278.0593197278912	Fitness standard deviation:	63.5606805681446	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14288	Best fitness:	95.58503401360544	Average fitness:	270.8436054421769	Fitness standard deviation:	58.60879607662165	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14304	Best fitness:	95.58503401360544	Average fitness:	253.89789115646258	Fitness standard deviation:	54.1810814749569	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14320	Best fitness:	95.58503401360544	Average fitness:	265.8650340136055	Fitness standard deviation:	65.26481290926706	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14336	Best fitness:	95.58503401360544	Average fitness:	249.9836054421769	Fitness standard deviation:	64.06519477557728	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14352	Best fitness:	95.58503401360544	Average fitness:	264.6178911564626	Fitness standard deviation:	73.31216691905475	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14368	Best fitness:	95.58503401360544	Average fitness:	260.15074829931973	Fitness standard deviation:	68.48906815793931	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14384	Best fitness:	95.58503401360544	Average fitness:	264.0478911564626	Fitness standard deviation:	64.28307334257866	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14400	Best fitness:	95.58503401360544	Average fitness:	246.49646258503398	Fitness standard deviation:	65.15287573335908	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14416	Best fitness:	95.58503401360544	Average fitness:	237.36646258503401	Fitness standard deviation:	62.39899742457276	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14432	Best fitness:	95.58503401360544	Average fitness:	248.04217687074828	Fitness standard deviation:	67.40300847158389	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14448	Best fitness:	95.58503401360544	Average fitness:	265.15217687074835	Fitness standard deviation:	75.80754110083707	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14464	Best fitness:	95.58503401360544	Average fitness:	237.24217687074832	Fitness standard deviation:	66.14226102785989	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14480	Best fitness:	95.58503401360544	Average fitness:	262.576462585034	Fitness standard deviation:	74.96998969655819	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14496	Best fitness:	95.58503401360544	Average fitness:	266.3107482993197	Fitness standard deviation:	73.2200147723647	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14512	Best fitness:	95.58503401360544	Average fitness:	270.6278911564626	Fitness standard deviation:	79.10560366125934	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14528	Best fitness:	95.58503401360544	Average fitness:	253.56074829931976	Fitness standard deviation:	56.946395327679234	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14544	Best fitness:	95.58503401360544	Average fitness:	252.4407482993197	Fitness standard deviation:	52.530548138726886	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14560	Best fitness:	95.58503401360544	Average fitness:	262.59503401360547	Fitness standard deviation:	58.143072849722714	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14576	Best fitness:	95.58503401360544	Average fitness:	255.4136054421769	Fitness standard deviation:	50.59610858634914	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14592	Best fitness:	95.58503401360544	Average fitness:	270.7978911564627	Fitness standard deviation:	63.38747412155027	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14608	Best fitness:	95.58503401360544	Average fitness:	240.99789115646263	Fitness standard deviation:	61.912996542053484	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14624	Best fitness:	95.58503401360544	Average fitness:	262.20074829931974	Fitness standard deviation:	65.10227963970013	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14640	Best fitness:	95.58503401360544	Average fitness:	259.40931972789116	Fitness standard deviation:	71.68385425759759	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14656	Best fitness:	95.58503401360544	Average fitness:	249.05503401360542	Fitness standard deviation:	65.49889699959279	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14672	Best fitness:	95.58503401360544	Average fitness:	245.05931972789122	Fitness standard deviation:	54.32394097693305	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14688	Best fitness:	95.58503401360544	Average fitness:	244.73789115646264	Fitness standard deviation:	66.8602925234891	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14704	Best fitness:	95.58503401360544	Average fitness:	245.6750340136055	Fitness standard deviation:	52.838353629591026	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14720	Best fitness:	95.58503401360544	Average fitness:	253.9650340136055	Fitness standard deviation:	58.161722527336984	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14736	Best fitness:	95.58503401360544	Average fitness:	239.59931972789113	Fitness standard deviation:	64.9159572848162	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14752	Best fitness:	95.58503401360544	Average fitness:	278.45646258503405	Fitness standard deviation:	68.66429752864323	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14768	Best fitness:	95.58503401360544	Average fitness:	278.30360544217694	Fitness standard deviation:	57.8236003474607	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14784	Best fitness:	95.58503401360544	Average fitness:	242.15789115646263	Fitness standard deviation:	61.907082760524005	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14800	Best fitness:	95.58503401360544	Average fitness:	253.53931972789118	Fitness standard deviation:	51.14377445306635	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14816	Best fitness:	95.58503401360544	Average fitness:	258.2693197278912	Fitness standard deviation:	60.24534360870234	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14832	Best fitness:	95.58503401360544	Average fitness:	247.29789115646258	Fitness standard deviation:	68.47918705113017	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14848	Best fitness:	95.58503401360544	Average fitness:	259.4521768707483	Fitness standard deviation:	56.65231610806537	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14864	Best fitness:	95.58503401360544	Average fitness:	255.41789115646262	Fitness standard deviation:	71.18292232419405	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14880	Best fitness:	95.58503401360544	Average fitness:	251.93360544217686	Fitness standard deviation:	65.41621754861211	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14896	Best fitness:	95.58503401360544	Average fitness:	254.976462585034	Fitness standard deviation:	55.65129926788845	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14912	Best fitness:	95.58503401360544	Average fitness:	260.3693197278912	Fitness standard deviation:	69.23221113891765	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14928	Best fitness:	95.58503401360544	Average fitness:	261.8307482993197	Fitness standard deviation:	61.59296567310397	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14944	Best fitness:	95.58503401360544	Average fitness:	253.39931972789114	Fitness standard deviation:	68.4808690699193	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14960	Best fitness:	95.58503401360544	Average fitness:	248.82931972789123	Fitness standard deviation:	57.45572241975129	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14976	Best fitness:	95.58503401360544	Average fitness:	266.62360544217694	Fitness standard deviation:	56.03703678672468	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	14992	Best fitness:	95.58503401360544	Average fitness:	254.3693197278912	Fitness standard deviation:	58.86988244581158	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15008	Best fitness:	95.58503401360544	Average fitness:	269.94646258503406	Fitness standard deviation:	68.51916774873723	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15024	Best fitness:	95.58503401360544	Average fitness:	261.8721768707484	Fitness standard deviation:	52.710615028992926	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15040	Best fitness:	95.58503401360544	Average fitness:	255.56646258503406	Fitness standard deviation:	62.88274821005345	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15056	Best fitness:	95.58503401360544	Average fitness:	264.766462585034	Fitness standard deviation:	60.67721441348137	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15072	Best fitness:	95.58503401360544	Average fitness:	252.11360544217686	Fitness standard deviation:	55.128974936516094	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15088	Best fitness:	95.58503401360544	Average fitness:	243.3907482993198	Fitness standard deviation:	63.2604326154499	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15104	Best fitness:	95.58503401360544	Average fitness:	262.9721768707483	Fitness standard deviation:	59.72395237888315	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15120	Best fitness:	95.58503401360544	Average fitness:	270.6350340136055	Fitness standard deviation:	70.87000624886586	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15136	Best fitness:	95.58503401360544	Average fitness:	263.9278911564626	Fitness standard deviation:	61.27298569116903	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15152	Best fitness:	95.58503401360544	Average fitness:	268.51646258503405	Fitness standard deviation:	73.56316869028348	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15168	Best fitness:	95.58503401360544	Average fitness:	250.8750340136055	Fitness standard deviation:	55.16669157366312	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15184	Best fitness:	95.58503401360544	Average fitness:	273.84074829931967	Fitness standard deviation:	75.36532493156795	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15200	Best fitness:	95.58503401360544	Average fitness:	258.74074829931976	Fitness standard deviation:	62.80267996036541	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15216	Best fitness:	95.58503401360544	Average fitness:	265.0107482993197	Fitness standard deviation:	59.23433911686907	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15232	Best fitness:	95.58503401360544	Average fitness:	270.03931972789115	Fitness standard deviation:	60.88962104513715	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15248	Best fitness:	95.58503401360544	Average fitness:	238.34931972789113	Fitness standard deviation:	52.94876605295549	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15264	Best fitness:	95.58503401360544	Average fitness:	246.44789115646262	Fitness standard deviation:	73.2876394066279	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15280	Best fitness:	95.58503401360544	Average fitness:	258.14931972789117	Fitness standard deviation:	72.11590493710773	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15296	Best fitness:	95.58503401360544	Average fitness:	265.77074829931973	Fitness standard deviation:	53.84418525443844	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15312	Best fitness:	95.58503401360544	Average fitness:	254.46074829931976	Fitness standard deviation:	62.20306920375671	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15328	Best fitness:	95.58503401360544	Average fitness:	263.7436054421769	Fitness standard deviation:	60.654204541576746	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15344	Best fitness:	95.58503401360544	Average fitness:	244.3593197278912	Fitness standard deviation:	67.87898469530394	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15360	Best fitness:	95.58503401360544	Average fitness:	238.80503401360548	Fitness standard deviation:	47.66085126030737	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15376	Best fitness:	95.58503401360544	Average fitness:	252.14503401360548	Fitness standard deviation:	59.62387030547482	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15392	Best fitness:	95.58503401360544	Average fitness:	251.3921768707484	Fitness standard deviation:	64.1244745373705	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15408	Best fitness:	95.58503401360544	Average fitness:	246.7821768707484	Fitness standard deviation:	70.68389066824209	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15424	Best fitness:	95.58503401360544	Average fitness:	250.41360544217687	Fitness standard deviation:	55.896675086397465	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15440	Best fitness:	95.58503401360544	Average fitness:	246.5636054421769	Fitness standard deviation:	62.16571065814862	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15456	Best fitness:	95.58503401360544	Average fitness:	267.316462585034	Fitness standard deviation:	67.09890743962853	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15472	Best fitness:	95.58503401360544	Average fitness:	254.47931972789115	Fitness standard deviation:	56.361694981826886	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15488	Best fitness:	95.58503401360544	Average fitness:	267.3707482993198	Fitness standard deviation:	61.76619212640455	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15504	Best fitness:	95.58503401360544	Average fitness:	260.976462585034	Fitness standard deviation:	60.614820104711434	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15520	Best fitness:	95.58503401360544	Average fitness:	258.42217687074833	Fitness standard deviation:	55.386912990455116	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15536	Best fitness:	95.58503401360544	Average fitness:	265.2807482993197	Fitness standard deviation:	61.04915000494709	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15552	Best fitness:	95.58503401360544	Average fitness:	251.96931972789125	Fitness standard deviation:	70.34532459116764	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15568	Best fitness:	95.58503401360544	Average fitness:	238.00503401360544	Fitness standard deviation:	65.55929990536532	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
