Generation:	16	Best fitness:	231.87074829931973	Average fitness:	340.3450340136057	Fitness standard deviation:	32.6915344468533	Best genome:	A9	N6	A15	A13	N3	N7	N12	E3	A11	A7	A10	A12	E4	N5	A14	A6	A17	A16	E5	A8	N9	
Generation:	22624	Best fitness:	105.75646258503401	Average fitness:	333.31417687074844	Fitness standard deviation:	47.87332749441755	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22640	Best fitness:	105.75646258503401	Average fitness:	329.12274829931977	Fitness standard deviation:	47.86435107847243	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22656	Best fitness:	105.75646258503401	Average fitness:	330.1867482993198	Fitness standard deviation:	51.01644613899582	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22672	Best fitness:	105.75646258503401	Average fitness:	330.51960544217695	Fitness standard deviation:	44.43410940128895	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22688	Best fitness:	105.75646258503401	Average fitness:	332.98103401360555	Fitness standard deviation:	47.86694603560489	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22704	Best fitness:	105.75646258503401	Average fitness:	334.23617687074824	Fitness standard deviation:	43.96373186050112	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22720	Best fitness:	105.75646258503401	Average fitness:	335.21246258503385	Fitness standard deviation:	50.28271337149578	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22736	Best fitness:	105.75646258503401	Average fitness:	331.211319727891	Fitness standard deviation:	44.24935109497687	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22752	Best fitness:	105.75646258503401	Average fitness:	335.1238911564625	Fitness standard deviation:	48.034273991365275	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22768	Best fitness:	105.75646258503401	Average fitness:	328.54989115646254	Fitness standard deviation:	44.502358911107855	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22784	Best fitness:	105.75646258503401	Average fitness:	324.34046258503395	Fitness standard deviation:	44.082266381234554	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22800	Best fitness:	105.75646258503401	Average fitness:	337.4118911564626	Fitness standard deviation:	51.139701549894134	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22816	Best fitness:	105.75646258503401	Average fitness:	337.9078911564626	Fitness standard deviation:	42.633004844144125	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22832	Best fitness:	105.75646258503401	Average fitness:	332.1901768707483	Fitness standard deviation:	48.49822355341209	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22848	Best fitness:	105.75646258503401	Average fitness:	329.0553197278912	Fitness standard deviation:	46.71520530680716	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22864	Best fitness:	105.75646258503401	Average fitness:	332.8418911564627	Fitness standard deviation:	45.523184224735246	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22880	Best fitness:	105.75646258503401	Average fitness:	328.1898911564625	Fitness standard deviation:	41.167468840018294	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22896	Best fitness:	105.75646258503401	Average fitness:	333.2656054421768	Fitness standard deviation:	50.06056533962085	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22912	Best fitness:	105.75646258503401	Average fitness:	332.9278911564626	Fitness standard deviation:	45.43485616904758	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22928	Best fitness:	105.75646258503401	Average fitness:	331.168462585034	Fitness standard deviation:	45.5618263381233	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22944	Best fitness:	105.75646258503401	Average fitness:	335.19246258503415	Fitness standard deviation:	46.44195334533865	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22960	Best fitness:	105.75646258503401	Average fitness:	327.4481768707482	Fitness standard deviation:	48.495672905225405	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22976	Best fitness:	105.75646258503401	Average fitness:	328.7618911564626	Fitness standard deviation:	42.37553254279779	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	22992	Best fitness:	105.75646258503401	Average fitness:	326.18960544217697	Fitness standard deviation:	51.169758402990425	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23008	Best fitness:	105.75646258503401	Average fitness:	327.4438911564626	Fitness standard deviation:	50.336766101439416	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23024	Best fitness:	105.75646258503401	Average fitness:	323.94389115646254	Fitness standard deviation:	49.21013987430822	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23040	Best fitness:	105.75646258503401	Average fitness:	328.5904625850342	Fitness standard deviation:	51.355440972397346	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23056	Best fitness:	105.75646258503401	Average fitness:	325.53674829931964	Fitness standard deviation:	48.105934581496115	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23072	Best fitness:	105.75646258503401	Average fitness:	334.4550340136054	Fitness standard deviation:	48.22422397043856	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23088	Best fitness:	105.75646258503401	Average fitness:	331.0527482993197	Fitness standard deviation:	45.44190256418695	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23104	Best fitness:	105.75646258503401	Average fitness:	333.6970340136056	Fitness standard deviation:	45.080608923327105	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23120	Best fitness:	105.75646258503401	Average fitness:	330.9116054421769	Fitness standard deviation:	49.610647352094475	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23136	Best fitness:	105.75646258503401	Average fitness:	322.67646258503396	Fitness standard deviation:	47.72010127091226	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23152	Best fitness:	105.75646258503401	Average fitness:	326.3830340136053	Fitness standard deviation:	48.763183377860564	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23168	Best fitness:	105.75646258503401	Average fitness:	327.69731972789117	Fitness standard deviation:	49.3848062654654	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23184	Best fitness:	105.75646258503401	Average fitness:	332.6261768707482	Fitness standard deviation:	42.831195444251534	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23200	Best fitness:	105.75646258503401	Average fitness:	324.9687482993197	Fitness standard deviation:	40.80788644367655	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23216	Best fitness:	105.75646258503401	Average fitness:	325.3893197278911	Fitness standard deviation:	51.33647394536224	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23232	Best fitness:	105.75646258503401	Average fitness:	327.43046258503404	Fitness standard deviation:	43.619568178532354	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23248	Best fitness:	105.75646258503401	Average fitness:	327.05303401360544	Fitness standard deviation:	48.15198926189395	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23264	Best fitness:	105.75646258503401	Average fitness:	320.0581768707482	Fitness standard deviation:	50.28943449225713	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23280	Best fitness:	105.75646258503401	Average fitness:	334.7556054421769	Fitness standard deviation:	47.23171685230515	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23296	Best fitness:	105.75646258503401	Average fitness:	330.9144625850339	Fitness standard deviation:	49.717061901959426	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23312	Best fitness:	105.75646258503401	Average fitness:	332.9693197278913	Fitness standard deviation:	46.43727169032237	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23328	Best fitness:	105.75646258503401	Average fitness:	334.19446258503405	Fitness standard deviation:	48.29273018429441	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23344	Best fitness:	105.75646258503401	Average fitness:	331.0578911564625	Fitness standard deviation:	49.81488399411303	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23360	Best fitness:	105.75646258503401	Average fitness:	336.44531972789116	Fitness standard deviation:	38.56419697182391	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23376	Best fitness:	105.75646258503401	Average fitness:	328.87960544217697	Fitness standard deviation:	49.24615152393503	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23392	Best fitness:	105.75646258503401	Average fitness:	327.36246258503394	Fitness standard deviation:	41.091580605436214	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23408	Best fitness:	105.75646258503401	Average fitness:	322.1816054421771	Fitness standard deviation:	46.82724155350392	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23424	Best fitness:	105.75646258503401	Average fitness:	333.94589115646255	Fitness standard deviation:	48.65851967769355	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23440	Best fitness:	105.75646258503401	Average fitness:	323.2838911564626	Fitness standard deviation:	46.74705699259995	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23456	Best fitness:	105.75646258503401	Average fitness:	328.4078911564626	Fitness standard deviation:	48.720695849727264	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23472	Best fitness:	105.75646258503401	Average fitness:	331.6158911564627	Fitness standard deviation:	43.34958694904786	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23488	Best fitness:	105.75646258503401	Average fitness:	337.8744625850339	Fitness standard deviation:	39.91826376638203	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23504	Best fitness:	105.75646258503401	Average fitness:	328.7916054421767	Fitness standard deviation:	47.27368821694213	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23520	Best fitness:	105.75646258503401	Average fitness:	328.52589115646236	Fitness standard deviation:	43.1691437903491	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23536	Best fitness:	105.75646258503401	Average fitness:	329.18789115646246	Fitness standard deviation:	42.15285663450318	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23552	Best fitness:	105.75646258503401	Average fitness:	331.4890340136055	Fitness standard deviation:	48.123977564755194	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23568	Best fitness:	105.75646258503401	Average fitness:	336.90389115646263	Fitness standard deviation:	47.19131963073078	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23584	Best fitness:	105.75646258503401	Average fitness:	333.3293197278913	Fitness standard deviation:	40.7981474919574	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23600	Best fitness:	105.75646258503401	Average fitness:	336.68846258503385	Fitness standard deviation:	43.69652370799382	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23616	Best fitness:	105.75646258503401	Average fitness:	324.5690340136055	Fitness standard deviation:	42.33750541078398	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23632	Best fitness:	105.75646258503401	Average fitness:	332.85217687074845	Fitness standard deviation:	48.97222209308757	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23648	Best fitness:	105.75646258503401	Average fitness:	328.32331972789115	Fitness standard deviation:	43.647394895261016	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23664	Best fitness:	105.75646258503401	Average fitness:	331.68589115646245	Fitness standard deviation:	42.89042202294264	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23680	Best fitness:	105.75646258503401	Average fitness:	335.4236054421768	Fitness standard deviation:	46.311754645741374	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23696	Best fitness:	105.75646258503401	Average fitness:	333.96789115646266	Fitness standard deviation:	42.91188560912481	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23712	Best fitness:	105.75646258503401	Average fitness:	330.7173197278911	Fitness standard deviation:	47.46915194317339	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23728	Best fitness:	105.75646258503401	Average fitness:	324.7218911564626	Fitness standard deviation:	43.68895686274854	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23744	Best fitness:	105.75646258503401	Average fitness:	324.3213197278911	Fitness standard deviation:	44.05118133744531	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23760	Best fitness:	105.75646258503401	Average fitness:	331.8901768707484	Fitness standard deviation:	48.957085394105256	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23776	Best fitness:	105.75646258503401	Average fitness:	331.12617687074834	Fitness standard deviation:	44.10297612614905	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23792	Best fitness:	105.75646258503401	Average fitness:	330.2644625850339	Fitness standard deviation:	42.64873126902069	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23808	Best fitness:	105.75646258503401	Average fitness:	322.4310340136055	Fitness standard deviation:	48.64517676785141	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23824	Best fitness:	105.75646258503401	Average fitness:	332.4116054421769	Fitness standard deviation:	44.02665542414884	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23840	Best fitness:	105.75646258503401	Average fitness:	333.18903401360546	Fitness standard deviation:	49.75288485451812	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23856	Best fitness:	105.75646258503401	Average fitness:	326.3713197278912	Fitness standard deviation:	46.92998979896131	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23872	Best fitness:	105.75646258503401	Average fitness:	328.7344625850341	Fitness standard deviation:	52.610374061178696	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23888	Best fitness:	105.75646258503401	Average fitness:	326.70017687074846	Fitness standard deviation:	41.3014655973586	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23904	Best fitness:	105.75646258503401	Average fitness:	335.51046258503413	Fitness standard deviation:	40.87429867487961	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23920	Best fitness:	105.75646258503401	Average fitness:	330.8624625850341	Fitness standard deviation:	45.880774025995784	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23936	Best fitness:	105.75646258503401	Average fitness:	332.69274829931965	Fitness standard deviation:	43.71276222461952	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23952	Best fitness:	105.75646258503401	Average fitness:	327.8236054421769	Fitness standard deviation:	42.20451574156008	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23968	Best fitness:	105.75646258503401	Average fitness:	328.07789115646267	Fitness standard deviation:	42.37099188196123	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	23984	Best fitness:	105.75646258503401	Average fitness:	326.5773197278913	Fitness standard deviation:	46.543787214244794	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24000	Best fitness:	105.75646258503401	Average fitness:	332.12160544217693	Fitness standard deviation:	47.406443991490946	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24016	Best fitness:	105.75646258503401	Average fitness:	329.0887482993197	Fitness standard deviation:	50.89700406643574	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24032	Best fitness:	105.75646258503401	Average fitness:	328.94274829931965	Fitness standard deviation:	44.80918427724205	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24048	Best fitness:	105.75646258503401	Average fitness:	322.4641768707483	Fitness standard deviation:	45.26765640056927	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24064	Best fitness:	105.75646258503401	Average fitness:	330.6281768707485	Fitness standard deviation:	47.73732215414873	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24080	Best fitness:	105.75646258503401	Average fitness:	346.9450340136055	Fitness standard deviation:	41.91224457002941	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24096	Best fitness:	105.75646258503401	Average fitness:	329.43103401360554	Fitness standard deviation:	44.137777219492506	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24112	Best fitness:	105.75646258503401	Average fitness:	325.94531972789116	Fitness standard deviation:	42.19159465474379	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24128	Best fitness:	105.75646258503401	Average fitness:	328.0304625850341	Fitness standard deviation:	50.03443012036199	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24144	Best fitness:	105.75646258503401	Average fitness:	330.8230340136055	Fitness standard deviation:	43.99698562123435	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24160	Best fitness:	105.75646258503401	Average fitness:	329.6876054421768	Fitness standard deviation:	45.618572496879615	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24176	Best fitness:	105.75646258503401	Average fitness:	334.3078911564624	Fitness standard deviation:	45.157279161000055	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24192	Best fitness:	105.75646258503401	Average fitness:	327.73389115646256	Fitness standard deviation:	40.14212450678673	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24208	Best fitness:	105.75646258503401	Average fitness:	327.59731972789126	Fitness standard deviation:	46.46554927545124	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24224	Best fitness:	105.75646258503401	Average fitness:	328.44531972789105	Fitness standard deviation:	45.977912691079965	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24240	Best fitness:	105.75646258503401	Average fitness:	322.93674829931985	Fitness standard deviation:	44.877794098904566	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24256	Best fitness:	105.75646258503401	Average fitness:	327.6858911564626	Fitness standard deviation:	48.97522996664452	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24272	Best fitness:	105.75646258503401	Average fitness:	329.9270340136055	Fitness standard deviation:	44.28777810029787	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24288	Best fitness:	105.75646258503401	Average fitness:	328.37417687074844	Fitness standard deviation:	44.71107624812118	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24304	Best fitness:	105.75646258503401	Average fitness:	325.48874829931975	Fitness standard deviation:	42.865545015424544	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24320	Best fitness:	105.75646258503401	Average fitness:	333.6190340136054	Fitness standard deviation:	51.04871330126045	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24336	Best fitness:	105.75646258503401	Average fitness:	330.9093197278912	Fitness standard deviation:	48.7320923257865	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	24352	Best fitness:	105.75646258503401	Average fitness:	332.4016054421768	Fitness standard deviation:	44.34396485729829	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
