Generation:	16	Best fitness:	238.29931972789115	Average fitness:	339.3850340136055	Fitness standard deviation:	30.412244580237143	Best genome:	N9	N3	N5	E3	A15	A12	A14	N7	N6	A9	A16	E5	N12	A13	A11	A6	E4	A7	A17	A10	A8	
Generation:	21568	Best fitness:	109.8421768707483	Average fitness:	313.42560544217685	Fitness standard deviation:	61.227459249948325	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21584	Best fitness:	109.8421768707483	Average fitness:	313.2347482993198	Fitness standard deviation:	59.84184975041314	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21600	Best fitness:	109.8421768707483	Average fitness:	314.18503401360533	Fitness standard deviation:	45.681592952674904	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21616	Best fitness:	109.8421768707483	Average fitness:	313.29246258503406	Fitness standard deviation:	51.46186463939357	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21632	Best fitness:	109.8421768707483	Average fitness:	310.9827482993198	Fitness standard deviation:	59.96678886020229	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21648	Best fitness:	109.8421768707483	Average fitness:	303.58274829931975	Fitness standard deviation:	51.2105795319678	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21664	Best fitness:	109.8421768707483	Average fitness:	312.65646258503403	Fitness standard deviation:	64.38055511993524	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21680	Best fitness:	109.8421768707483	Average fitness:	326.537605442177	Fitness standard deviation:	56.00564275069403	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21696	Best fitness:	109.8421768707483	Average fitness:	325.6496054421768	Fitness standard deviation:	58.522997066389664	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21712	Best fitness:	109.8421768707483	Average fitness:	311.6244625850341	Fitness standard deviation:	54.20027649300663	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21728	Best fitness:	109.8421768707483	Average fitness:	320.21474829931975	Fitness standard deviation:	48.99409442463241	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21744	Best fitness:	109.8421768707483	Average fitness:	319.12331972789104	Fitness standard deviation:	50.15828769007172	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21760	Best fitness:	109.8421768707483	Average fitness:	312.1558911564626	Fitness standard deviation:	52.59780440517359	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21776	Best fitness:	109.8421768707483	Average fitness:	300.7501768707482	Fitness standard deviation:	49.06870361824847	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21792	Best fitness:	109.8421768707483	Average fitness:	311.93474829931984	Fitness standard deviation:	50.65689229170164	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21808	Best fitness:	109.8421768707483	Average fitness:	309.8444625850341	Fitness standard deviation:	59.29201531816739	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21824	Best fitness:	109.8421768707483	Average fitness:	316.405605442177	Fitness standard deviation:	47.77344699768708	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21840	Best fitness:	109.8421768707483	Average fitness:	314.27703401360543	Fitness standard deviation:	65.29374537411368	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21856	Best fitness:	109.8421768707483	Average fitness:	321.12389115646255	Fitness standard deviation:	46.59770582423166	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21872	Best fitness:	109.8421768707483	Average fitness:	320.2673197278911	Fitness standard deviation:	54.71356616908439	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21888	Best fitness:	109.8421768707483	Average fitness:	312.6278911564626	Fitness standard deviation:	58.87220951400774	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21904	Best fitness:	109.8421768707483	Average fitness:	302.68731972789124	Fitness standard deviation:	54.885779159625535	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21920	Best fitness:	109.8421768707483	Average fitness:	305.5358911564627	Fitness standard deviation:	57.68422273314022	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21936	Best fitness:	109.8421768707483	Average fitness:	310.2078911564626	Fitness standard deviation:	54.724849409177395	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21952	Best fitness:	109.8421768707483	Average fitness:	304.4267482993198	Fitness standard deviation:	60.06007963731664	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21968	Best fitness:	109.8421768707483	Average fitness:	305.73874829931975	Fitness standard deviation:	58.80827316225611	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	21984	Best fitness:	109.8421768707483	Average fitness:	316.41017687074833	Fitness standard deviation:	58.326378711103104	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22000	Best fitness:	109.8421768707483	Average fitness:	301.6427482993198	Fitness standard deviation:	46.885379467769425	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22016	Best fitness:	109.8421768707483	Average fitness:	301.30789115646263	Fitness standard deviation:	54.97250615219449	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22032	Best fitness:	109.8421768707483	Average fitness:	311.35246258503395	Fitness standard deviation:	62.042285253770295	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22048	Best fitness:	109.8421768707483	Average fitness:	317.00731972789123	Fitness standard deviation:	50.735141076788516	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22064	Best fitness:	109.8421768707483	Average fitness:	313.1878911564625	Fitness standard deviation:	50.46153912250641	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22080	Best fitness:	109.8421768707483	Average fitness:	296.00046258503403	Fitness standard deviation:	54.74604738989223	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22096	Best fitness:	109.8421768707483	Average fitness:	315.4827482993198	Fitness standard deviation:	52.29595218736984	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22112	Best fitness:	109.8421768707483	Average fitness:	308.61703401360546	Fitness standard deviation:	56.67536934406087	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22128	Best fitness:	109.8421768707483	Average fitness:	316.15074829931984	Fitness standard deviation:	54.7511046575728	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22144	Best fitness:	109.8421768707483	Average fitness:	319.90217687074846	Fitness standard deviation:	56.29645851042787	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22160	Best fitness:	109.8421768707483	Average fitness:	316.2410340136055	Fitness standard deviation:	53.62154606849294	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22176	Best fitness:	109.8421768707483	Average fitness:	308.6930340136055	Fitness standard deviation:	57.78846245698926	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22192	Best fitness:	109.8421768707483	Average fitness:	312.4673197278912	Fitness standard deviation:	52.78020489787079	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22208	Best fitness:	109.8421768707483	Average fitness:	302.15703401360554	Fitness standard deviation:	53.62169542341637	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22224	Best fitness:	109.8421768707483	Average fitness:	322.45474829931976	Fitness standard deviation:	58.23799283376894	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22240	Best fitness:	109.8421768707483	Average fitness:	308.46789115646266	Fitness standard deviation:	55.38161258256117	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22256	Best fitness:	109.8421768707483	Average fitness:	311.4867482993197	Fitness standard deviation:	53.4401246973982	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22272	Best fitness:	109.8421768707483	Average fitness:	310.328462585034	Fitness standard deviation:	53.86456894312412	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22288	Best fitness:	109.8421768707483	Average fitness:	314.41017687074833	Fitness standard deviation:	60.598355373386035	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22304	Best fitness:	109.8421768707483	Average fitness:	314.6278911564625	Fitness standard deviation:	50.89994065992291	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22320	Best fitness:	109.8421768707483	Average fitness:	310.2907482993198	Fitness standard deviation:	46.76753880325847	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22336	Best fitness:	109.8421768707483	Average fitness:	311.17760544217685	Fitness standard deviation:	56.876194886932495	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22352	Best fitness:	109.8421768707483	Average fitness:	313.7667482993197	Fitness standard deviation:	51.697715659477296	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22368	Best fitness:	109.8421768707483	Average fitness:	314.488462585034	Fitness standard deviation:	51.48246727988559	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22384	Best fitness:	109.8421768707483	Average fitness:	306.32560544217705	Fitness standard deviation:	58.95989002288085	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22400	Best fitness:	109.8421768707483	Average fitness:	317.1524625850341	Fitness standard deviation:	49.659511700854935	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22416	Best fitness:	109.8421768707483	Average fitness:	293.09360544217685	Fitness standard deviation:	58.48333026057381	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22432	Best fitness:	109.8421768707483	Average fitness:	320.30617687074835	Fitness standard deviation:	58.20401544742495	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22448	Best fitness:	109.8421768707483	Average fitness:	316.72674829931964	Fitness standard deviation:	50.55846902874544	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22464	Best fitness:	109.8421768707483	Average fitness:	316.16674829931975	Fitness standard deviation:	58.01468153662414	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22480	Best fitness:	109.8421768707483	Average fitness:	322.21189115646257	Fitness standard deviation:	56.819414161293956	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22496	Best fitness:	109.8421768707483	Average fitness:	302.73303401360545	Fitness standard deviation:	56.814837294639204	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22512	Best fitness:	109.8421768707483	Average fitness:	308.5261768707484	Fitness standard deviation:	49.735298157098754	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22528	Best fitness:	109.8421768707483	Average fitness:	314.14331972789114	Fitness standard deviation:	54.50541892850131	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22544	Best fitness:	109.8421768707483	Average fitness:	300.2530340136055	Fitness standard deviation:	50.56359968133889	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22560	Best fitness:	109.8421768707483	Average fitness:	316.62274829931977	Fitness standard deviation:	50.719838871822866	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22576	Best fitness:	109.8421768707483	Average fitness:	311.9673197278911	Fitness standard deviation:	45.984844669361514	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22592	Best fitness:	109.8421768707483	Average fitness:	317.3621768707483	Fitness standard deviation:	49.216468788404555	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22608	Best fitness:	109.8421768707483	Average fitness:	310.7364625850341	Fitness standard deviation:	55.204062627783514	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22624	Best fitness:	109.8421768707483	Average fitness:	312.57531972789127	Fitness standard deviation:	54.36208871360741	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22640	Best fitness:	109.8421768707483	Average fitness:	313.02274829931974	Fitness standard deviation:	46.66444748698206	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22656	Best fitness:	109.8421768707483	Average fitness:	320.5616054421769	Fitness standard deviation:	56.17856100335932	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22672	Best fitness:	109.8421768707483	Average fitness:	323.99303401360555	Fitness standard deviation:	55.978458259059124	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22688	Best fitness:	109.8421768707483	Average fitness:	317.9638911564626	Fitness standard deviation:	55.981587879864755	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22704	Best fitness:	109.8421768707483	Average fitness:	310.6821768707484	Fitness standard deviation:	57.9532196989036	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22720	Best fitness:	109.8421768707483	Average fitness:	303.3364625850339	Fitness standard deviation:	59.737101109608524	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22736	Best fitness:	109.8421768707483	Average fitness:	303.79589115646263	Fitness standard deviation:	48.680656642058985	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22752	Best fitness:	109.8421768707483	Average fitness:	314.2136054421769	Fitness standard deviation:	62.67517504839486	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22768	Best fitness:	109.8421768707483	Average fitness:	314.7793197278912	Fitness standard deviation:	51.5504625367717	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22784	Best fitness:	109.8421768707483	Average fitness:	313.06389115646266	Fitness standard deviation:	59.961208292681754	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22800	Best fitness:	109.8421768707483	Average fitness:	320.2067482993198	Fitness standard deviation:	66.82182914990261	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22816	Best fitness:	109.8421768707483	Average fitness:	319.49131972789127	Fitness standard deviation:	50.65838143357315	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22832	Best fitness:	109.8421768707483	Average fitness:	319.61074829931977	Fitness standard deviation:	60.780786773587636	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22848	Best fitness:	109.8421768707483	Average fitness:	317.93360544217694	Fitness standard deviation:	54.70824554500213	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22864	Best fitness:	109.8421768707483	Average fitness:	306.7147482993198	Fitness standard deviation:	62.82019361021175	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22880	Best fitness:	109.8421768707483	Average fitness:	310.85474829931985	Fitness standard deviation:	51.350553572120965	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22896	Best fitness:	109.8421768707483	Average fitness:	313.6621768707483	Fitness standard deviation:	52.48404391151774	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22912	Best fitness:	109.8421768707483	Average fitness:	311.3410340136055	Fitness standard deviation:	56.14562790981819	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22928	Best fitness:	109.8421768707483	Average fitness:	305.39360544217675	Fitness standard deviation:	51.103292038212736	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22944	Best fitness:	109.8421768707483	Average fitness:	308.9393197278912	Fitness standard deviation:	50.96466002465407	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22960	Best fitness:	109.8421768707483	Average fitness:	321.7456054421769	Fitness standard deviation:	54.125865676067235	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22976	Best fitness:	109.8421768707483	Average fitness:	305.9570340136055	Fitness standard deviation:	51.032073944746166	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	22992	Best fitness:	109.8421768707483	Average fitness:	309.45417687074837	Fitness standard deviation:	55.18796410931113	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23008	Best fitness:	109.8421768707483	Average fitness:	314.3410340136055	Fitness standard deviation:	59.50087749927452	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23024	Best fitness:	109.8421768707483	Average fitness:	315.3598911564626	Fitness standard deviation:	63.62793011159262	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23040	Best fitness:	109.8421768707483	Average fitness:	309.3101768707483	Fitness standard deviation:	55.911652143249675	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23056	Best fitness:	109.8421768707483	Average fitness:	311.1958911564625	Fitness standard deviation:	51.10051204344279	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23072	Best fitness:	109.8421768707483	Average fitness:	295.00789115646256	Fitness standard deviation:	57.86078803331955	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23088	Best fitness:	109.8421768707483	Average fitness:	308.1684625850341	Fitness standard deviation:	54.383067920154744	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23104	Best fitness:	109.8421768707483	Average fitness:	319.5718911564626	Fitness standard deviation:	53.6627275992169	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23120	Best fitness:	109.8421768707483	Average fitness:	305.4176054421768	Fitness standard deviation:	56.50168486127884	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23136	Best fitness:	109.8421768707483	Average fitness:	321.36217687074827	Fitness standard deviation:	55.78612130819138	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23152	Best fitness:	109.8421768707483	Average fitness:	320.9187482993199	Fitness standard deviation:	58.17690780818836	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23168	Best fitness:	109.8421768707483	Average fitness:	305.08160544217696	Fitness standard deviation:	53.74882655083585	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23184	Best fitness:	109.8421768707483	Average fitness:	314.37760544217684	Fitness standard deviation:	49.95200825281999	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23200	Best fitness:	109.8421768707483	Average fitness:	318.09931972789116	Fitness standard deviation:	57.1512262442766	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23216	Best fitness:	109.8421768707483	Average fitness:	312.9838911564626	Fitness standard deviation:	50.25708242016996	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23232	Best fitness:	109.8421768707483	Average fitness:	306.08560544217687	Fitness standard deviation:	51.0581559544544	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23248	Best fitness:	109.8421768707483	Average fitness:	321.39989115646256	Fitness standard deviation:	54.59493562219702	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23264	Best fitness:	109.8421768707483	Average fitness:	321.1730340136055	Fitness standard deviation:	51.758538316427185	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23280	Best fitness:	109.8421768707483	Average fitness:	307.2930340136055	Fitness standard deviation:	54.24848777427734	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
Generation:	23296	Best fitness:	109.8421768707483	Average fitness:	323.3781768707483	Fitness standard deviation:	46.873302983376675	Best genome:	A9	N3	E4	N5	A11	N6	E3	N12	E5	A15	A14	A17	A7	A12	A6	N7	A10	A8	A13	N9	A16	
