Generation:	16	Best fitness:	225.67074829931974	Average fitness:	347.0703197278914	Fitness standard deviation:	32.98151597083878	Best genome:	A9	N6	A12	A17	A7	A10	A11	N12	A15	A14	N7	E4	E3	N9	A13	A16	E5	N5	N3	A6	A8	
Generation:	11776	Best fitness:	119.47074829931972	Average fitness:	340.1370340136057	Fitness standard deviation:	40.12062940886229	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	11792	Best fitness:	119.47074829931972	Average fitness:	339.028462585034	Fitness standard deviation:	37.1490177264597	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	11808	Best fitness:	119.47074829931972	Average fitness:	341.9796054421771	Fitness standard deviation:	37.91169270818702	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	11824	Best fitness:	119.47074829931972	Average fitness:	346.73060544217697	Fitness standard deviation:	36.52939957690216	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	11840	Best fitness:	119.47074829931972	Average fitness:	338.29074829931983	Fitness standard deviation:	39.5771522420681	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	11856	Best fitness:	119.47074829931972	Average fitness:	338.54103401360567	Fitness standard deviation:	41.364117728153836	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	11872	Best fitness:	119.47074829931972	Average fitness:	339.64417687074865	Fitness standard deviation:	36.75977143563327	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	11888	Best fitness:	119.47074829931972	Average fitness:	341.25789115646273	Fitness standard deviation:	42.89036348169409	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	11904	Best fitness:	119.47074829931972	Average fitness:	339.56603401360536	Fitness standard deviation:	38.42070936861729	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	11920	Best fitness:	119.47074829931972	Average fitness:	337.45146258503445	Fitness standard deviation:	41.408851458131906	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	11936	Best fitness:	119.47074829931972	Average fitness:	339.11646258503396	Fitness standard deviation:	40.97854281729125	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	11952	Best fitness:	119.47074829931972	Average fitness:	340.09903401360555	Fitness standard deviation:	42.63282868343385	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	11968	Best fitness:	119.47074829931972	Average fitness:	336.448462585034	Fitness standard deviation:	38.72066338190364	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	11984	Best fitness:	119.47074829931972	Average fitness:	346.94474829931977	Fitness standard deviation:	40.92634670493134	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12000	Best fitness:	119.47074829931972	Average fitness:	341.08460544217706	Fitness standard deviation:	39.0609790129354	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12016	Best fitness:	119.47074829931972	Average fitness:	339.2733197278911	Fitness standard deviation:	41.086015416142644	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12032	Best fitness:	119.47074829931972	Average fitness:	338.20060544217705	Fitness standard deviation:	37.98492856840643	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12048	Best fitness:	119.47074829931972	Average fitness:	342.87231972789147	Fitness standard deviation:	39.00337611734426	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12064	Best fitness:	119.47074829931972	Average fitness:	341.58260544217717	Fitness standard deviation:	41.073496571787665	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12080	Best fitness:	119.47074829931972	Average fitness:	343.65646258503415	Fitness standard deviation:	37.17912339373443	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12096	Best fitness:	119.47074829931972	Average fitness:	337.39403401360556	Fitness standard deviation:	37.881512649743186	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12112	Best fitness:	119.47074829931972	Average fitness:	342.8627482993202	Fitness standard deviation:	37.054543598675224	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12128	Best fitness:	119.47074829931972	Average fitness:	338.7890340136057	Fitness standard deviation:	45.54272334090401	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12144	Best fitness:	119.47074829931972	Average fitness:	336.69760544217684	Fitness standard deviation:	37.83850696454766	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12160	Best fitness:	119.47074829931972	Average fitness:	334.8933197278914	Fitness standard deviation:	41.387779384346615	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12176	Best fitness:	119.47074829931972	Average fitness:	338.1461768707486	Fitness standard deviation:	37.02397723263194	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12192	Best fitness:	119.47074829931972	Average fitness:	334.60046258503405	Fitness standard deviation:	38.07277637281912	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12208	Best fitness:	119.47074829931972	Average fitness:	342.4614625850344	Fitness standard deviation:	37.634840668493034	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12224	Best fitness:	119.47074829931972	Average fitness:	337.2001768707485	Fitness standard deviation:	40.20184074473838	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12240	Best fitness:	119.47074829931972	Average fitness:	339.08031972789155	Fitness standard deviation:	35.71523396198299	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12256	Best fitness:	119.47074829931972	Average fitness:	332.85946258503407	Fitness standard deviation:	39.093397103890176	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12272	Best fitness:	119.47074829931972	Average fitness:	337.1621768707485	Fitness standard deviation:	40.24241604302097	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12288	Best fitness:	119.47074829931972	Average fitness:	340.38317687074834	Fitness standard deviation:	36.51844063969739	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12304	Best fitness:	119.47074829931972	Average fitness:	337.6996054421771	Fitness standard deviation:	39.34444337397803	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12320	Best fitness:	119.47074829931972	Average fitness:	344.3287482993199	Fitness standard deviation:	40.779441490105015	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12336	Best fitness:	119.47074829931972	Average fitness:	341.6687482993199	Fitness standard deviation:	40.210167311062925	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12352	Best fitness:	119.47074829931972	Average fitness:	341.9466054421771	Fitness standard deviation:	41.69850392241126	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12368	Best fitness:	119.47074829931972	Average fitness:	343.8824625850344	Fitness standard deviation:	39.29430993652586	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12384	Best fitness:	119.47074829931972	Average fitness:	338.1244625850342	Fitness standard deviation:	40.071784623831974	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12400	Best fitness:	119.47074829931972	Average fitness:	341.13760544217695	Fitness standard deviation:	40.46416307534057	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12416	Best fitness:	119.47074829931972	Average fitness:	337.477462585034	Fitness standard deviation:	40.9484055633876	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12432	Best fitness:	119.47074829931972	Average fitness:	341.5717482993197	Fitness standard deviation:	36.55738099375349	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12448	Best fitness:	119.47074829931972	Average fitness:	341.4710340136056	Fitness standard deviation:	40.113108956081284	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12464	Best fitness:	119.47074829931972	Average fitness:	341.5173197278912	Fitness standard deviation:	39.89243816738676	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12480	Best fitness:	119.47074829931972	Average fitness:	340.65974829931986	Fitness standard deviation:	36.211044056379556	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12496	Best fitness:	119.47074829931972	Average fitness:	342.5081768707485	Fitness standard deviation:	39.89922564743966	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12512	Best fitness:	119.47074829931972	Average fitness:	344.80017687074854	Fitness standard deviation:	41.01047063014666	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12528	Best fitness:	119.47074829931972	Average fitness:	334.84931972789104	Fitness standard deviation:	37.90597527072071	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12544	Best fitness:	119.47074829931972	Average fitness:	343.2594625850342	Fitness standard deviation:	37.55859203828013	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12560	Best fitness:	119.47074829931972	Average fitness:	340.9497482993198	Fitness standard deviation:	37.224657943357926	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12576	Best fitness:	119.47074829931972	Average fitness:	336.3651768707483	Fitness standard deviation:	37.89445257958112	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12592	Best fitness:	119.47074829931972	Average fitness:	337.52774829931985	Fitness standard deviation:	40.19373293595074	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12608	Best fitness:	119.47074829931972	Average fitness:	341.19931972789146	Fitness standard deviation:	39.10844243111396	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12624	Best fitness:	119.47074829931972	Average fitness:	339.48903401360565	Fitness standard deviation:	40.72219602754894	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12640	Best fitness:	119.47074829931972	Average fitness:	337.45289115646284	Fitness standard deviation:	42.50479842659784	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12656	Best fitness:	119.47074829931972	Average fitness:	336.8287482993197	Fitness standard deviation:	37.443404139461215	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12672	Best fitness:	119.47074829931972	Average fitness:	340.0544625850342	Fitness standard deviation:	41.7875357366138	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12688	Best fitness:	119.47074829931972	Average fitness:	341.6013197278912	Fitness standard deviation:	40.48591183639674	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12704	Best fitness:	119.47074829931972	Average fitness:	341.2501768707485	Fitness standard deviation:	39.60585858126527	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12720	Best fitness:	119.47074829931972	Average fitness:	339.8204625850342	Fitness standard deviation:	43.09894048984196	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12736	Best fitness:	119.47074829931972	Average fitness:	339.1971768707484	Fitness standard deviation:	36.694755610110214	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12752	Best fitness:	119.47074829931972	Average fitness:	342.0971768707483	Fitness standard deviation:	34.86424388296141	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12768	Best fitness:	119.47074829931972	Average fitness:	338.8083197278913	Fitness standard deviation:	39.38231635453886	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12784	Best fitness:	119.47074829931972	Average fitness:	342.1287482993198	Fitness standard deviation:	40.586974075082615	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12800	Best fitness:	119.47074829931972	Average fitness:	334.8168911564626	Fitness standard deviation:	36.74575085000458	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12816	Best fitness:	119.47074829931972	Average fitness:	343.31803401360565	Fitness standard deviation:	40.07777414462728	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12832	Best fitness:	119.47074829931972	Average fitness:	343.92603401360566	Fitness standard deviation:	40.89860683995214	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12848	Best fitness:	119.47074829931972	Average fitness:	342.3727482993199	Fitness standard deviation:	38.750827615651765	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12864	Best fitness:	119.47074829931972	Average fitness:	338.42774829931994	Fitness standard deviation:	39.1356201857915	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12880	Best fitness:	119.47074829931972	Average fitness:	342.9381768707484	Fitness standard deviation:	38.430691714210056	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12896	Best fitness:	119.47074829931972	Average fitness:	342.143605442177	Fitness standard deviation:	39.29448834487751	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12912	Best fitness:	119.47074829931972	Average fitness:	343.8028911564628	Fitness standard deviation:	37.54832569842631	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12928	Best fitness:	119.47074829931972	Average fitness:	343.18417687074856	Fitness standard deviation:	39.97144633002771	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12944	Best fitness:	119.47074829931972	Average fitness:	337.7103197278915	Fitness standard deviation:	37.08175377019633	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12960	Best fitness:	119.47074829931972	Average fitness:	337.9934625850342	Fitness standard deviation:	37.78757497957146	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12976	Best fitness:	119.47074829931972	Average fitness:	342.6714625850343	Fitness standard deviation:	37.169520258196634	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	12992	Best fitness:	119.47074829931972	Average fitness:	338.2856054421771	Fitness standard deviation:	37.63752870500942	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13008	Best fitness:	119.47074829931972	Average fitness:	336.6134625850342	Fitness standard deviation:	40.21934517754117	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13024	Best fitness:	119.47074829931972	Average fitness:	339.91931972789143	Fitness standard deviation:	41.603804771061164	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13040	Best fitness:	119.47074829931972	Average fitness:	341.5913197278915	Fitness standard deviation:	42.50894149974299	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13056	Best fitness:	119.47074829931972	Average fitness:	336.18331972789144	Fitness standard deviation:	40.96155326694553	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13072	Best fitness:	119.47074829931972	Average fitness:	340.609605442177	Fitness standard deviation:	39.94401551968373	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13088	Best fitness:	119.47074829931972	Average fitness:	343.56489115646275	Fitness standard deviation:	40.17481176543028	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13104	Best fitness:	119.47074829931972	Average fitness:	338.37346258503413	Fitness standard deviation:	41.29771522044012	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13120	Best fitness:	119.47074829931972	Average fitness:	341.59260544217716	Fitness standard deviation:	39.237672493070605	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13136	Best fitness:	119.47074829931972	Average fitness:	338.1348911564627	Fitness standard deviation:	39.38449684604751	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13152	Best fitness:	119.47074829931972	Average fitness:	339.18131972789126	Fitness standard deviation:	40.137846287156826	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13168	Best fitness:	119.47074829931972	Average fitness:	342.4876054421771	Fitness standard deviation:	38.788048884223315	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13184	Best fitness:	119.47074829931972	Average fitness:	340.4816054421771	Fitness standard deviation:	36.47970076407884	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13200	Best fitness:	119.47074829931972	Average fitness:	340.3960340136058	Fitness standard deviation:	43.87626187987099	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13216	Best fitness:	119.47074829931972	Average fitness:	339.2838911564629	Fitness standard deviation:	40.05124837820989	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13232	Best fitness:	119.47074829931972	Average fitness:	339.35346258503426	Fitness standard deviation:	39.63551544861692	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13248	Best fitness:	119.47074829931972	Average fitness:	336.1590340136056	Fitness standard deviation:	38.4667265908115	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13264	Best fitness:	119.47074829931972	Average fitness:	340.57517687074846	Fitness standard deviation:	39.23274201090052	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13280	Best fitness:	119.47074829931972	Average fitness:	340.77203401360543	Fitness standard deviation:	37.30609665090319	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13296	Best fitness:	119.47074829931972	Average fitness:	339.8498911564628	Fitness standard deviation:	39.74409916001138	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13312	Best fitness:	119.47074829931972	Average fitness:	339.0998911564627	Fitness standard deviation:	34.99664274977105	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13328	Best fitness:	119.47074829931972	Average fitness:	340.5767482993199	Fitness standard deviation:	43.08568298502084	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13344	Best fitness:	119.47074829931972	Average fitness:	341.16203401360576	Fitness standard deviation:	39.29388088598061	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13360	Best fitness:	119.47074829931972	Average fitness:	339.0773197278913	Fitness standard deviation:	39.871008004128846	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13376	Best fitness:	119.47074829931972	Average fitness:	338.76417687074814	Fitness standard deviation:	39.77523511237737	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13392	Best fitness:	119.47074829931972	Average fitness:	341.05489115646276	Fitness standard deviation:	36.310195756811325	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13408	Best fitness:	119.47074829931972	Average fitness:	341.29260544217703	Fitness standard deviation:	41.630962866646286	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13424	Best fitness:	119.47074829931972	Average fitness:	335.83203401360544	Fitness standard deviation:	40.244985277417996	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13440	Best fitness:	119.47074829931972	Average fitness:	340.6461768707483	Fitness standard deviation:	37.70362598705102	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13456	Best fitness:	119.47074829931972	Average fitness:	341.17460544217704	Fitness standard deviation:	39.505268796370295	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13472	Best fitness:	119.47074829931972	Average fitness:	338.0844625850343	Fitness standard deviation:	39.81854218469438	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13488	Best fitness:	119.47074829931972	Average fitness:	339.0394625850341	Fitness standard deviation:	39.014232734964295	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
Generation:	13504	Best fitness:	119.47074829931972	Average fitness:	337.17789115646264	Fitness standard deviation:	40.86625010885124	Best genome:	A9	N6	N7	A10	A8	A13	N9	A16	E5	A15	A6	A12	N3	E4	A11	N12	E3	N5	A7	A14	A17	
