Generation:	16	Best fitness:	224.87074829931973	Average fitness:	338.520462585034	Fitness standard deviation:	33.70646946198662	Best genome:	E5	A13	A16	N7	A10	N12	E4	E3	A15	A7	A12	N6	A14	A11	A8	A9	N3	N5	A6	A17	N9	
Generation:	4784	Best fitness:	118.87074829931973	Average fitness:	335.8138911564627	Fitness standard deviation:	43.872662957933244	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	4800	Best fitness:	118.87074829931973	Average fitness:	332.3536054421768	Fitness standard deviation:	45.91405360417818	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	4816	Best fitness:	118.87074829931973	Average fitness:	325.33817687074816	Fitness standard deviation:	44.1448723571444	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	4832	Best fitness:	118.87074829931973	Average fitness:	334.18474829931955	Fitness standard deviation:	40.86717189498042	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	4848	Best fitness:	118.87074829931973	Average fitness:	330.86846258503397	Fitness standard deviation:	40.508250946881304	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	4864	Best fitness:	118.87074829931973	Average fitness:	330.2890340136055	Fitness standard deviation:	46.50633338830842	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	4880	Best fitness:	118.87074829931973	Average fitness:	326.59531972789114	Fitness standard deviation:	45.80353849979324	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	4896	Best fitness:	118.87074829931973	Average fitness:	323.4890340136055	Fitness standard deviation:	42.07614138435128	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	4912	Best fitness:	118.87074829931973	Average fitness:	332.35617687074824	Fitness standard deviation:	41.22550359737457	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	4928	Best fitness:	118.87074829931973	Average fitness:	321.50131972789114	Fitness standard deviation:	44.314401999479	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	4944	Best fitness:	118.87074829931973	Average fitness:	343.3027482993198	Fitness standard deviation:	46.91572388260221	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	4960	Best fitness:	118.87074829931973	Average fitness:	332.1127482993197	Fitness standard deviation:	45.53638625028005	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	4976	Best fitness:	118.87074829931973	Average fitness:	330.8647482993196	Fitness standard deviation:	44.07116402699023	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	4992	Best fitness:	118.87074829931973	Average fitness:	335.54874829931964	Fitness standard deviation:	45.67566455265354	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5008	Best fitness:	118.87074829931973	Average fitness:	328.27446258503414	Fitness standard deviation:	49.39655191717457	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5024	Best fitness:	118.87074829931973	Average fitness:	326.0858911564625	Fitness standard deviation:	44.991103783675605	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5040	Best fitness:	118.87074829931973	Average fitness:	335.22246258503407	Fitness standard deviation:	42.726273844708956	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5056	Best fitness:	118.87074829931973	Average fitness:	332.54160544217683	Fitness standard deviation:	41.8178742137271	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5072	Best fitness:	118.87074829931973	Average fitness:	339.8921768707483	Fitness standard deviation:	50.659028951271004	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5088	Best fitness:	118.87074829931973	Average fitness:	337.9813197278912	Fitness standard deviation:	41.13100933676713	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5104	Best fitness:	118.87074829931973	Average fitness:	337.54760544217703	Fitness standard deviation:	50.34108277965991	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5120	Best fitness:	118.87074829931973	Average fitness:	332.15646258503403	Fitness standard deviation:	48.91233974767346	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5136	Best fitness:	118.87074829931973	Average fitness:	324.940462585034	Fitness standard deviation:	44.66839385187385	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5152	Best fitness:	118.87074829931973	Average fitness:	339.31303401360543	Fitness standard deviation:	44.033610257694406	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5168	Best fitness:	118.87074829931973	Average fitness:	329.7181768707482	Fitness standard deviation:	47.7188508030022	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5184	Best fitness:	118.87074829931973	Average fitness:	332.9050340136054	Fitness standard deviation:	44.48411209152576	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5200	Best fitness:	118.87074829931973	Average fitness:	333.0276054421769	Fitness standard deviation:	46.039965867289965	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5216	Best fitness:	118.87074829931973	Average fitness:	330.5887482993198	Fitness standard deviation:	43.39519048964589	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5232	Best fitness:	118.87074829931973	Average fitness:	334.905319727891	Fitness standard deviation:	46.337325245840155	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5248	Best fitness:	118.87074829931973	Average fitness:	332.93760544217673	Fitness standard deviation:	42.85699851785217	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5264	Best fitness:	118.87074829931973	Average fitness:	328.947605442177	Fitness standard deviation:	46.785056168980866	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5280	Best fitness:	118.87074829931973	Average fitness:	336.8633197278912	Fitness standard deviation:	39.9601012480587	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5296	Best fitness:	118.87074829931973	Average fitness:	332.12503401360556	Fitness standard deviation:	44.313761164805555	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5312	Best fitness:	118.87074829931973	Average fitness:	328.6856054421767	Fitness standard deviation:	47.44792298501418	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5328	Best fitness:	118.87074829931973	Average fitness:	332.58389115646247	Fitness standard deviation:	44.32550432186593	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5344	Best fitness:	118.87074829931973	Average fitness:	333.20017687074835	Fitness standard deviation:	41.35998370800611	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5360	Best fitness:	118.87074829931973	Average fitness:	337.9544625850338	Fitness standard deviation:	46.97110258055108	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5376	Best fitness:	118.87074829931973	Average fitness:	329.6524625850341	Fitness standard deviation:	47.06570422943064	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5392	Best fitness:	118.87074829931973	Average fitness:	324.84189115646257	Fitness standard deviation:	46.458005877592825	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5408	Best fitness:	118.87074829931973	Average fitness:	330.76046258503396	Fitness standard deviation:	47.19572602925578	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5424	Best fitness:	118.87074829931973	Average fitness:	330.3541768707483	Fitness standard deviation:	39.624905110038966	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5440	Best fitness:	118.87074829931973	Average fitness:	331.9276054421769	Fitness standard deviation:	39.61076136916454	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5456	Best fitness:	118.87074829931973	Average fitness:	336.5553197278911	Fitness standard deviation:	43.40801410442312	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5472	Best fitness:	118.87074829931973	Average fitness:	324.8890340136055	Fitness standard deviation:	46.09702695623743	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5488	Best fitness:	118.87074829931973	Average fitness:	327.32789115646267	Fitness standard deviation:	37.83920243367091	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5504	Best fitness:	118.87074829931973	Average fitness:	336.22617687074836	Fitness standard deviation:	42.3669359567971	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5520	Best fitness:	118.87074829931973	Average fitness:	326.77160544217696	Fitness standard deviation:	40.59776377776369	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5536	Best fitness:	118.87074829931973	Average fitness:	334.37931972789113	Fitness standard deviation:	38.293794243336876	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5552	Best fitness:	118.87074829931973	Average fitness:	332.7630340136055	Fitness standard deviation:	44.26305131730491	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5568	Best fitness:	118.87074829931973	Average fitness:	333.2464625850341	Fitness standard deviation:	46.35861567107862	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5584	Best fitness:	118.87074829931973	Average fitness:	334.13731972789117	Fitness standard deviation:	40.81724306601566	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5600	Best fitness:	118.87074829931973	Average fitness:	327.5098911564626	Fitness standard deviation:	44.90296506822648	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5616	Best fitness:	118.87074829931973	Average fitness:	336.1424625850339	Fitness standard deviation:	47.452233597458346	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5632	Best fitness:	118.87074829931973	Average fitness:	333.98074829931966	Fitness standard deviation:	43.423918806227	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5648	Best fitness:	118.87074829931973	Average fitness:	336.2481768707483	Fitness standard deviation:	38.931607492616884	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5664	Best fitness:	118.87074829931973	Average fitness:	335.02560544217675	Fitness standard deviation:	38.15733105371571	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5680	Best fitness:	118.87074829931973	Average fitness:	336.8981768707482	Fitness standard deviation:	41.166594525371245	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5696	Best fitness:	118.87074829931973	Average fitness:	332.95217687074825	Fitness standard deviation:	41.83899857836964	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5712	Best fitness:	118.87074829931973	Average fitness:	330.9550340136054	Fitness standard deviation:	48.65430918264914	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5728	Best fitness:	118.87074829931973	Average fitness:	328.5581768707483	Fitness standard deviation:	43.88475739656198	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5744	Best fitness:	118.87074829931973	Average fitness:	328.33817687074827	Fitness standard deviation:	44.01890290058839	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5760	Best fitness:	118.87074829931973	Average fitness:	338.33989115646256	Fitness standard deviation:	37.356514756806604	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5776	Best fitness:	118.87074829931973	Average fitness:	333.67560544217685	Fitness standard deviation:	45.80663512315789	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5792	Best fitness:	118.87074829931973	Average fitness:	325.4607482993198	Fitness standard deviation:	46.6513603931398	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5808	Best fitness:	118.87074829931973	Average fitness:	333.2996054421768	Fitness standard deviation:	51.59789878572616	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5824	Best fitness:	118.87074829931973	Average fitness:	331.9287482993197	Fitness standard deviation:	45.324384472783905	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5840	Best fitness:	118.87074829931973	Average fitness:	337.7718911564627	Fitness standard deviation:	42.18764001603371	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5856	Best fitness:	118.87074829931973	Average fitness:	334.088462585034	Fitness standard deviation:	43.701483051470454	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5872	Best fitness:	118.87074829931973	Average fitness:	332.9716054421768	Fitness standard deviation:	40.94094232487791	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5888	Best fitness:	118.87074829931973	Average fitness:	338.03731972789114	Fitness standard deviation:	44.830859825957994	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5904	Best fitness:	118.87074829931973	Average fitness:	334.63589115646266	Fitness standard deviation:	42.438805611306805	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5920	Best fitness:	118.87074829931973	Average fitness:	341.0887482993197	Fitness standard deviation:	40.42094964096651	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5936	Best fitness:	118.87074829931973	Average fitness:	334.54474829931974	Fitness standard deviation:	45.73561539803236	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5952	Best fitness:	118.87074829931973	Average fitness:	331.94617687074833	Fitness standard deviation:	51.3346187078228	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5968	Best fitness:	118.87074829931973	Average fitness:	326.7027482993197	Fitness standard deviation:	42.466527376612405	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	5984	Best fitness:	118.87074829931973	Average fitness:	341.0270340136054	Fitness standard deviation:	41.29565939635293	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6000	Best fitness:	118.87074829931973	Average fitness:	332.7870340136053	Fitness standard deviation:	46.679172693471536	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6016	Best fitness:	118.87074829931973	Average fitness:	333.07360544217687	Fitness standard deviation:	46.649438170600234	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6032	Best fitness:	118.87074829931973	Average fitness:	330.4207482993199	Fitness standard deviation:	40.51776035372184	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6048	Best fitness:	118.87074829931973	Average fitness:	331.04246258503395	Fitness standard deviation:	42.87624383773201	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6064	Best fitness:	118.87074829931973	Average fitness:	332.1413197278911	Fitness standard deviation:	44.887135460814946	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6080	Best fitness:	118.87074829931973	Average fitness:	332.8341768707482	Fitness standard deviation:	46.1768814106835	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6096	Best fitness:	118.87074829931973	Average fitness:	329.5818911564627	Fitness standard deviation:	41.748145141736664	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6112	Best fitness:	118.87074829931973	Average fitness:	328.4201768707483	Fitness standard deviation:	43.221260802847425	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6128	Best fitness:	118.87074829931973	Average fitness:	335.6701768707483	Fitness standard deviation:	41.58203359674484	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6144	Best fitness:	118.87074829931973	Average fitness:	334.631605442177	Fitness standard deviation:	45.81363359240102	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6160	Best fitness:	118.87074829931973	Average fitness:	329.9227482993199	Fitness standard deviation:	40.199980785861996	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6176	Best fitness:	118.87074829931973	Average fitness:	323.6727482993198	Fitness standard deviation:	44.92733838962098	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6192	Best fitness:	118.87074829931973	Average fitness:	329.5810340136055	Fitness standard deviation:	46.617347917456044	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6208	Best fitness:	118.87074829931973	Average fitness:	330.5844625850339	Fitness standard deviation:	43.481289427588436	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6224	Best fitness:	118.87074829931973	Average fitness:	335.3730340136055	Fitness standard deviation:	44.61645695828171	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6240	Best fitness:	118.87074829931973	Average fitness:	331.9118911564626	Fitness standard deviation:	38.268409803622085	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6256	Best fitness:	118.87074829931973	Average fitness:	333.5204625850341	Fitness standard deviation:	44.80274984636454	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6272	Best fitness:	118.87074829931973	Average fitness:	331.5070340136055	Fitness standard deviation:	51.06399264228591	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6288	Best fitness:	118.87074829931973	Average fitness:	338.7250340136054	Fitness standard deviation:	44.76565912320173	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6304	Best fitness:	118.87074829931973	Average fitness:	340.7258911564625	Fitness standard deviation:	43.26809528358497	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6320	Best fitness:	118.87074829931973	Average fitness:	332.0136054421769	Fitness standard deviation:	45.52145365492125	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6336	Best fitness:	118.87074829931973	Average fitness:	329.162462585034	Fitness standard deviation:	51.64816329902996	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6352	Best fitness:	118.87074829931973	Average fitness:	334.5918911564627	Fitness standard deviation:	47.216454952545035	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6368	Best fitness:	118.87074829931973	Average fitness:	328.4650340136055	Fitness standard deviation:	46.1397120555756	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6384	Best fitness:	118.87074829931973	Average fitness:	327.36674829931985	Fitness standard deviation:	47.353835354441046	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6400	Best fitness:	118.87074829931973	Average fitness:	336.298462585034	Fitness standard deviation:	47.9159932322035	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6416	Best fitness:	118.87074829931973	Average fitness:	335.6796054421768	Fitness standard deviation:	48.237903412489366	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6432	Best fitness:	118.87074829931973	Average fitness:	330.8570340136055	Fitness standard deviation:	39.78661604107592	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6448	Best fitness:	118.87074829931973	Average fitness:	337.91503401360563	Fitness standard deviation:	43.616201516109555	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6464	Best fitness:	118.87074829931973	Average fitness:	335.28446258503413	Fitness standard deviation:	49.20656327220205	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6480	Best fitness:	118.87074829931973	Average fitness:	332.34846258503393	Fitness standard deviation:	47.31872547837652	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6496	Best fitness:	118.87074829931973	Average fitness:	331.04074829931966	Fitness standard deviation:	40.574342224351284	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
Generation:	6512	Best fitness:	118.87074829931973	Average fitness:	338.61360544217695	Fitness standard deviation:	39.8561648625532	Best genome:	A9	N3	E4	N5	A11	N6	A6	A12	A13	A15	A17	A14	N7	A10	A8	A16	E5	N12	E3	A7	N9	
