Generation:	16	Best fitness:	231.29931972789115	Average fitness:	326.8261768707483	Fitness standard deviation:	39.12539304255861	Best genome:	N9	A13	A16	A9	A10	A15	A11	A7	A14	E5	N12	N3	E4	N5	E3	A8	N7	A6	A12	N6	A17	
Generation:	31696	Best fitness:	120.4421768707483	Average fitness:	308.71646258503404	Fitness standard deviation:	52.506295987884606	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31712	Best fitness:	120.4421768707483	Average fitness:	317.0873197278912	Fitness standard deviation:	49.07627386018625	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31728	Best fitness:	120.4421768707483	Average fitness:	319.0810340136054	Fitness standard deviation:	56.50771874600452	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31744	Best fitness:	120.4421768707483	Average fitness:	316.8324625850339	Fitness standard deviation:	48.982963338995596	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31760	Best fitness:	120.4421768707483	Average fitness:	322.63760544217695	Fitness standard deviation:	43.29798802319968	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31776	Best fitness:	120.4421768707483	Average fitness:	302.7038911564626	Fitness standard deviation:	47.31168224721274	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31792	Best fitness:	120.4421768707483	Average fitness:	321.3473197278911	Fitness standard deviation:	57.13138325949107	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31808	Best fitness:	120.4421768707483	Average fitness:	311.39417687074825	Fitness standard deviation:	46.78524673790372	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31824	Best fitness:	120.4421768707483	Average fitness:	314.36731972789124	Fitness standard deviation:	55.82570218975837	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31840	Best fitness:	120.4421768707483	Average fitness:	322.0427482993198	Fitness standard deviation:	48.816847038450874	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31856	Best fitness:	120.4421768707483	Average fitness:	318.0273197278913	Fitness standard deviation:	48.788924885779196	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31872	Best fitness:	120.4421768707483	Average fitness:	321.50331972789115	Fitness standard deviation:	51.48307524867978	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31888	Best fitness:	120.4421768707483	Average fitness:	313.2833197278912	Fitness standard deviation:	59.57847006277022	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31904	Best fitness:	120.4421768707483	Average fitness:	321.04789115646264	Fitness standard deviation:	49.637587140622145	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31920	Best fitness:	120.4421768707483	Average fitness:	318.58389115646264	Fitness standard deviation:	46.019158374196586	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31936	Best fitness:	120.4421768707483	Average fitness:	315.5678911564626	Fitness standard deviation:	55.755081620697254	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31952	Best fitness:	120.4421768707483	Average fitness:	314.7627482993198	Fitness standard deviation:	55.57059780208984	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31968	Best fitness:	120.4421768707483	Average fitness:	318.07589115646255	Fitness standard deviation:	59.459737072532484	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	31984	Best fitness:	120.4421768707483	Average fitness:	324.02046258503395	Fitness standard deviation:	48.910720684503836	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32000	Best fitness:	120.4421768707483	Average fitness:	318.9576054421769	Fitness standard deviation:	44.510560254888745	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32016	Best fitness:	120.4421768707483	Average fitness:	314.3747482993198	Fitness standard deviation:	52.51181457266817	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32032	Best fitness:	120.4421768707483	Average fitness:	312.5907482993197	Fitness standard deviation:	51.13083561824908	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32048	Best fitness:	120.4421768707483	Average fitness:	316.0776054421769	Fitness standard deviation:	53.536462054436534	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32064	Best fitness:	120.4421768707483	Average fitness:	323.3536054421769	Fitness standard deviation:	53.04289223191482	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32080	Best fitness:	120.4421768707483	Average fitness:	315.2627482993198	Fitness standard deviation:	56.076178809522595	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32096	Best fitness:	120.4421768707483	Average fitness:	319.07874829931984	Fitness standard deviation:	50.00522390343486	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32112	Best fitness:	120.4421768707483	Average fitness:	318.3787482993198	Fitness standard deviation:	49.89514827830744	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32128	Best fitness:	120.4421768707483	Average fitness:	314.6067482993197	Fitness standard deviation:	52.57637292277097	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32144	Best fitness:	120.4421768707483	Average fitness:	321.0718911564625	Fitness standard deviation:	54.84590627775761	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32160	Best fitness:	120.4421768707483	Average fitness:	320.95531972789115	Fitness standard deviation:	44.77539446743362	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32176	Best fitness:	120.4421768707483	Average fitness:	325.37703401360545	Fitness standard deviation:	46.78400321058644	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32192	Best fitness:	120.4421768707483	Average fitness:	319.17074829931965	Fitness standard deviation:	51.070439470941515	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32208	Best fitness:	120.4421768707483	Average fitness:	313.4136054421769	Fitness standard deviation:	51.29271420594006	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32224	Best fitness:	120.4421768707483	Average fitness:	314.2638911564626	Fitness standard deviation:	49.99383065939236	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32240	Best fitness:	120.4421768707483	Average fitness:	314.3461768707483	Fitness standard deviation:	55.857977563365	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32256	Best fitness:	120.4421768707483	Average fitness:	314.1661768707483	Fitness standard deviation:	52.69491323783404	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32272	Best fitness:	120.4421768707483	Average fitness:	316.7256054421769	Fitness standard deviation:	50.76137398310905	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32288	Best fitness:	120.4421768707483	Average fitness:	315.4667482993198	Fitness standard deviation:	53.848509504319004	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32304	Best fitness:	120.4421768707483	Average fitness:	322.1930340136055	Fitness standard deviation:	55.64083335105613	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32320	Best fitness:	120.4421768707483	Average fitness:	318.00960544217685	Fitness standard deviation:	52.46114550866796	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32336	Best fitness:	120.4421768707483	Average fitness:	326.3381768707483	Fitness standard deviation:	53.993862919591066	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32352	Best fitness:	120.4421768707483	Average fitness:	315.0050340136056	Fitness standard deviation:	51.449171509166135	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32368	Best fitness:	120.4421768707483	Average fitness:	321.2478911564626	Fitness standard deviation:	51.69656713033491	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32384	Best fitness:	120.4421768707483	Average fitness:	322.20674829931977	Fitness standard deviation:	50.51846510183081	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32400	Best fitness:	120.4421768707483	Average fitness:	323.5233197278911	Fitness standard deviation:	48.893009177682856	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32416	Best fitness:	120.4421768707483	Average fitness:	312.6176054421769	Fitness standard deviation:	57.86944264603959	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32432	Best fitness:	120.4421768707483	Average fitness:	317.11989115646253	Fitness standard deviation:	51.33921349341504	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32448	Best fitness:	120.4421768707483	Average fitness:	312.7296054421768	Fitness standard deviation:	53.4469124852323	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32464	Best fitness:	120.4421768707483	Average fitness:	317.9964625850341	Fitness standard deviation:	52.27007603762971	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32480	Best fitness:	120.4421768707483	Average fitness:	305.1770340136054	Fitness standard deviation:	51.697553738359915	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32496	Best fitness:	120.4421768707483	Average fitness:	308.89760544217694	Fitness standard deviation:	56.87774685109409	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32512	Best fitness:	120.4421768707483	Average fitness:	321.3661768707483	Fitness standard deviation:	46.4264240769352	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32528	Best fitness:	120.4421768707483	Average fitness:	312.98046258503416	Fitness standard deviation:	53.80539062895736	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32544	Best fitness:	120.4421768707483	Average fitness:	313.87874829931985	Fitness standard deviation:	50.59428411371775	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32560	Best fitness:	120.4421768707483	Average fitness:	314.77131972789124	Fitness standard deviation:	50.17280969137099	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32576	Best fitness:	120.4421768707483	Average fitness:	323.9033197278912	Fitness standard deviation:	53.79271478176052	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32592	Best fitness:	120.4421768707483	Average fitness:	324.0650340136055	Fitness standard deviation:	54.14213553985774	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32608	Best fitness:	120.4421768707483	Average fitness:	320.68674829931985	Fitness standard deviation:	52.97239640354864	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32624	Best fitness:	120.4421768707483	Average fitness:	313.51417687074826	Fitness standard deviation:	50.45207909876216	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32640	Best fitness:	120.4421768707483	Average fitness:	312.70846258503406	Fitness standard deviation:	54.89844291758655	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32656	Best fitness:	120.4421768707483	Average fitness:	316.5941768707483	Fitness standard deviation:	55.554635564772575	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32672	Best fitness:	120.4421768707483	Average fitness:	322.60503401360546	Fitness standard deviation:	55.76719517012539	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32688	Best fitness:	120.4421768707483	Average fitness:	334.3827482993197	Fitness standard deviation:	52.91698846537753	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32704	Best fitness:	120.4421768707483	Average fitness:	316.1907482993198	Fitness standard deviation:	50.375018752212036	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32720	Best fitness:	120.4421768707483	Average fitness:	315.2970340136055	Fitness standard deviation:	50.671377853291304	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32736	Best fitness:	120.4421768707483	Average fitness:	312.8764625850341	Fitness standard deviation:	44.9264578199183	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32752	Best fitness:	120.4421768707483	Average fitness:	308.43646258503406	Fitness standard deviation:	48.20694200157128	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32768	Best fitness:	120.4421768707483	Average fitness:	327.08103401360546	Fitness standard deviation:	52.90113744697436	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32784	Best fitness:	120.4421768707483	Average fitness:	312.228462585034	Fitness standard deviation:	58.83648714940102	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32800	Best fitness:	120.4421768707483	Average fitness:	317.88331972789115	Fitness standard deviation:	47.985954121801015	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32816	Best fitness:	120.4421768707483	Average fitness:	325.45817687074845	Fitness standard deviation:	49.620056563729904	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32832	Best fitness:	120.4421768707483	Average fitness:	310.22046258503406	Fitness standard deviation:	52.30840056153622	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32848	Best fitness:	120.4421768707483	Average fitness:	318.1553197278912	Fitness standard deviation:	56.11177415386076	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32864	Best fitness:	120.4421768707483	Average fitness:	315.8513197278912	Fitness standard deviation:	53.859668736524576	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32880	Best fitness:	120.4421768707483	Average fitness:	314.24960544217686	Fitness standard deviation:	49.997035605184855	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32896	Best fitness:	120.4421768707483	Average fitness:	316.0953197278912	Fitness standard deviation:	48.90046266965296	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32912	Best fitness:	120.4421768707483	Average fitness:	318.9890340136055	Fitness standard deviation:	49.38014308341741	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32928	Best fitness:	120.4421768707483	Average fitness:	328.29703401360547	Fitness standard deviation:	49.63403468243482	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32944	Best fitness:	120.4421768707483	Average fitness:	314.1987482993197	Fitness standard deviation:	61.75313783385043	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32960	Best fitness:	120.4421768707483	Average fitness:	311.88560544217694	Fitness standard deviation:	54.175068967493274	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32976	Best fitness:	120.4421768707483	Average fitness:	328.57074829931975	Fitness standard deviation:	47.8961295355877	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	32992	Best fitness:	120.4421768707483	Average fitness:	320.52789115646266	Fitness standard deviation:	57.812285679690994	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33008	Best fitness:	120.4421768707483	Average fitness:	316.91589115646264	Fitness standard deviation:	51.37158305713304	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33024	Best fitness:	120.4421768707483	Average fitness:	314.26331972789114	Fitness standard deviation:	57.46715514384309	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33040	Best fitness:	120.4421768707483	Average fitness:	318.83874829931983	Fitness standard deviation:	47.34480266370645	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33056	Best fitness:	120.4421768707483	Average fitness:	329.86789115646275	Fitness standard deviation:	51.42050770115848	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33072	Best fitness:	120.4421768707483	Average fitness:	321.80446258503406	Fitness standard deviation:	44.629556030843545	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33088	Best fitness:	120.4421768707483	Average fitness:	315.89074829931974	Fitness standard deviation:	53.714858127649094	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33104	Best fitness:	120.4421768707483	Average fitness:	316.92960544217704	Fitness standard deviation:	50.76678856842355	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33120	Best fitness:	120.4421768707483	Average fitness:	311.2884625850341	Fitness standard deviation:	52.191322099853075	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33136	Best fitness:	120.4421768707483	Average fitness:	318.2313197278912	Fitness standard deviation:	48.02256370686172	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33152	Best fitness:	120.4421768707483	Average fitness:	324.94789115646273	Fitness standard deviation:	62.16534404312423	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33168	Best fitness:	120.4421768707483	Average fitness:	327.72446258503413	Fitness standard deviation:	51.78024952919909	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33184	Best fitness:	120.4421768707483	Average fitness:	322.80503401360556	Fitness standard deviation:	48.310461029656494	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33200	Best fitness:	120.4421768707483	Average fitness:	317.6090340136054	Fitness standard deviation:	49.87158345435703	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33216	Best fitness:	120.4421768707483	Average fitness:	322.0261768707483	Fitness standard deviation:	51.08797667090105	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33232	Best fitness:	120.4421768707483	Average fitness:	321.3913197278912	Fitness standard deviation:	49.46489905014278	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33248	Best fitness:	120.4421768707483	Average fitness:	325.0090340136055	Fitness standard deviation:	49.55087572611094	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33264	Best fitness:	120.4421768707483	Average fitness:	315.7656054421768	Fitness standard deviation:	54.87153068462251	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33280	Best fitness:	120.4421768707483	Average fitness:	314.49646258503407	Fitness standard deviation:	47.26041731616384	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33296	Best fitness:	120.4421768707483	Average fitness:	334.6198911564627	Fitness standard deviation:	53.53467700586648	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33312	Best fitness:	120.4421768707483	Average fitness:	315.8753197278912	Fitness standard deviation:	46.646498080602726	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33328	Best fitness:	120.4421768707483	Average fitness:	323.7216054421769	Fitness standard deviation:	57.8390200300871	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33344	Best fitness:	120.4421768707483	Average fitness:	319.9158911564627	Fitness standard deviation:	51.789786429845215	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33360	Best fitness:	120.4421768707483	Average fitness:	317.74389115646267	Fitness standard deviation:	51.46254438533178	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33376	Best fitness:	120.4421768707483	Average fitness:	311.4804625850341	Fitness standard deviation:	51.33110497822655	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33392	Best fitness:	120.4421768707483	Average fitness:	314.91360544217696	Fitness standard deviation:	50.43299090306434	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33408	Best fitness:	120.4421768707483	Average fitness:	325.628462585034	Fitness standard deviation:	55.090970774691925	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	33424	Best fitness:	120.4421768707483	Average fitness:	319.6416054421769	Fitness standard deviation:	52.740102540666335	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
