Generation:	16	Best fitness:	242.38503401360543	Average fitness:	333.2724625850341	Fitness standard deviation:	32.83530872554788	Best genome:	A9	A13	A16	N9	E4	A11	E5	A8	E3	A7	A14	A12	N12	A15	N3	N5	A6	N6	A10	N7	A17	
Generation:	15424	Best fitness:	118.35646258503401	Average fitness:	307.0621768707484	Fitness standard deviation:	52.866782518681326	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15440	Best fitness:	118.35646258503401	Average fitness:	314.7633197278912	Fitness standard deviation:	59.98485728915257	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15456	Best fitness:	118.35646258503401	Average fitness:	325.38331972789115	Fitness standard deviation:	45.074104031074	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15472	Best fitness:	118.35646258503401	Average fitness:	304.508462585034	Fitness standard deviation:	48.403534173547655	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15488	Best fitness:	118.35646258503401	Average fitness:	323.11989115646264	Fitness standard deviation:	48.65936746529335	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15504	Best fitness:	118.35646258503401	Average fitness:	309.6290340136054	Fitness standard deviation:	54.964949784533836	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15520	Best fitness:	118.35646258503401	Average fitness:	311.90046258503406	Fitness standard deviation:	53.67156689133855	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15536	Best fitness:	118.35646258503401	Average fitness:	318.1473197278913	Fitness standard deviation:	56.881321331419194	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15552	Best fitness:	118.35646258503401	Average fitness:	321.3547482993197	Fitness standard deviation:	49.775453801475855	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15568	Best fitness:	118.35646258503401	Average fitness:	313.77989115646255	Fitness standard deviation:	53.19620477179221	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15584	Best fitness:	118.35646258503401	Average fitness:	316.69246258503404	Fitness standard deviation:	51.95078002125017	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15600	Best fitness:	118.35646258503401	Average fitness:	311.2438911564626	Fitness standard deviation:	57.14965628407362	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15616	Best fitness:	118.35646258503401	Average fitness:	316.0713197278912	Fitness standard deviation:	46.401252090777	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15632	Best fitness:	118.35646258503401	Average fitness:	309.4673197278912	Fitness standard deviation:	53.8633383749834	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15648	Best fitness:	118.35646258503401	Average fitness:	303.99474829931967	Fitness standard deviation:	53.02604569416038	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15664	Best fitness:	118.35646258503401	Average fitness:	331.3587482993197	Fitness standard deviation:	51.743453444540656	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15680	Best fitness:	118.35646258503401	Average fitness:	309.13360544217676	Fitness standard deviation:	47.16357293764858	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15696	Best fitness:	118.35646258503401	Average fitness:	325.6278911564626	Fitness standard deviation:	47.60462548268748	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15712	Best fitness:	118.35646258503401	Average fitness:	311.9296054421768	Fitness standard deviation:	65.6314766220587	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15728	Best fitness:	118.35646258503401	Average fitness:	315.2347482993197	Fitness standard deviation:	51.28865150681732	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15744	Best fitness:	118.35646258503401	Average fitness:	323.7101768707482	Fitness standard deviation:	42.692982701122766	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15760	Best fitness:	118.35646258503401	Average fitness:	320.46846258503405	Fitness standard deviation:	57.93701121256513	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15776	Best fitness:	118.35646258503401	Average fitness:	307.5741768707484	Fitness standard deviation:	51.47392409477138	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15792	Best fitness:	118.35646258503401	Average fitness:	312.4541768707483	Fitness standard deviation:	53.24081082809175	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15808	Best fitness:	118.35646258503401	Average fitness:	322.60731972789114	Fitness standard deviation:	54.874804981104816	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15824	Best fitness:	118.35646258503401	Average fitness:	316.8581768707483	Fitness standard deviation:	50.344275692678394	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15840	Best fitness:	118.35646258503401	Average fitness:	321.7850340136054	Fitness standard deviation:	54.69304145568675	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15856	Best fitness:	118.35646258503401	Average fitness:	315.99303401360544	Fitness standard deviation:	46.861494236979354	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15872	Best fitness:	118.35646258503401	Average fitness:	314.3993197278911	Fitness standard deviation:	51.793027109282356	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15888	Best fitness:	118.35646258503401	Average fitness:	316.08274829931975	Fitness standard deviation:	54.857052705283074	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15904	Best fitness:	118.35646258503401	Average fitness:	316.0907482993197	Fitness standard deviation:	45.94190555162341	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15920	Best fitness:	118.35646258503401	Average fitness:	322.1250340136055	Fitness standard deviation:	53.642960623830184	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15936	Best fitness:	118.35646258503401	Average fitness:	326.05646258503407	Fitness standard deviation:	44.17733253835139	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15952	Best fitness:	118.35646258503401	Average fitness:	321.30789115646263	Fitness standard deviation:	55.163449374914684	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15968	Best fitness:	118.35646258503401	Average fitness:	316.4387482993198	Fitness standard deviation:	50.014446122075164	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	15984	Best fitness:	118.35646258503401	Average fitness:	320.84789115646265	Fitness standard deviation:	43.24530806212109	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16000	Best fitness:	118.35646258503401	Average fitness:	314.29189115646255	Fitness standard deviation:	52.51243858402328	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16016	Best fitness:	118.35646258503401	Average fitness:	319.9896054421769	Fitness standard deviation:	60.955206132144646	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16032	Best fitness:	118.35646258503401	Average fitness:	310.92446258503406	Fitness standard deviation:	55.61973035327867	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16048	Best fitness:	118.35646258503401	Average fitness:	315.06446258503394	Fitness standard deviation:	50.40294817745874	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16064	Best fitness:	118.35646258503401	Average fitness:	315.6221768707483	Fitness standard deviation:	52.26770532946863	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16080	Best fitness:	118.35646258503401	Average fitness:	309.4056054421768	Fitness standard deviation:	53.79567937737629	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16096	Best fitness:	118.35646258503401	Average fitness:	311.5353197278912	Fitness standard deviation:	55.33241639400904	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16112	Best fitness:	118.35646258503401	Average fitness:	312.10846258503403	Fitness standard deviation:	49.26200951762205	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16128	Best fitness:	118.35646258503401	Average fitness:	308.41874829931965	Fitness standard deviation:	58.23174551561989	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16144	Best fitness:	118.35646258503401	Average fitness:	312.81189115646265	Fitness standard deviation:	50.092923092987895	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16160	Best fitness:	118.35646258503401	Average fitness:	311.16103401360544	Fitness standard deviation:	54.22323573328831	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16176	Best fitness:	118.35646258503401	Average fitness:	303.4576054421769	Fitness standard deviation:	54.80793692262359	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16192	Best fitness:	118.35646258503401	Average fitness:	316.4473197278911	Fitness standard deviation:	50.38228411994495	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16208	Best fitness:	118.35646258503401	Average fitness:	323.37131972789115	Fitness standard deviation:	55.50285280110587	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16224	Best fitness:	118.35646258503401	Average fitness:	312.1193197278912	Fitness standard deviation:	53.618463237955645	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16240	Best fitness:	118.35646258503401	Average fitness:	315.52274829931974	Fitness standard deviation:	47.82296321105286	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16256	Best fitness:	118.35646258503401	Average fitness:	306.91417687074835	Fitness standard deviation:	53.151261774720815	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16272	Best fitness:	118.35646258503401	Average fitness:	315.78617687074836	Fitness standard deviation:	47.41067061843563	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16288	Best fitness:	118.35646258503401	Average fitness:	313.820462585034	Fitness standard deviation:	51.32645403290429	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16304	Best fitness:	118.35646258503401	Average fitness:	314.240462585034	Fitness standard deviation:	57.55646297084529	Best genome:	A15	A17	N9	A13	A16	E5	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	
Generation:	16320	Best fitness:	112.87074829931973	Average fitness:	317.26217687074825	Fitness standard deviation:	57.585155187419474	Best genome:	A13	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	
Generation:	16336	Best fitness:	112.87074829931973	Average fitness:	317.6130340136055	Fitness standard deviation:	52.1433241435056	Best genome:	A13	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	
Generation:	16352	Best fitness:	112.87074829931973	Average fitness:	317.50789115646256	Fitness standard deviation:	52.1317080057026	Best genome:	A13	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	
Generation:	16368	Best fitness:	112.87074829931973	Average fitness:	322.4867482993197	Fitness standard deviation:	57.82297295316852	Best genome:	A13	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	
Generation:	16384	Best fitness:	112.87074829931973	Average fitness:	298.4198911564626	Fitness standard deviation:	54.72291891307834	Best genome:	A13	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	
Generation:	16400	Best fitness:	112.87074829931973	Average fitness:	313.832462585034	Fitness standard deviation:	58.812213256105515	Best genome:	A13	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	
Generation:	16416	Best fitness:	112.8421768707483	Average fitness:	317.0038911564627	Fitness standard deviation:	57.13039110023059	Best genome:	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16432	Best fitness:	112.8421768707483	Average fitness:	311.94903401360557	Fitness standard deviation:	47.39747269935091	Best genome:	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16448	Best fitness:	112.8421768707483	Average fitness:	316.53074829931967	Fitness standard deviation:	48.789750094519995	Best genome:	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16464	Best fitness:	112.8421768707483	Average fitness:	320.10674829931975	Fitness standard deviation:	59.22120767675949	Best genome:	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16480	Best fitness:	112.8421768707483	Average fitness:	318.5130340136055	Fitness standard deviation:	58.52190665773922	Best genome:	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16496	Best fitness:	112.8421768707483	Average fitness:	314.0656054421769	Fitness standard deviation:	50.40561183204967	Best genome:	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16512	Best fitness:	112.8421768707483	Average fitness:	303.74217687074844	Fitness standard deviation:	48.82537956632717	Best genome:	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16528	Best fitness:	112.8421768707483	Average fitness:	309.28617687074825	Fitness standard deviation:	56.210905532064636	Best genome:	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16544	Best fitness:	112.8421768707483	Average fitness:	315.8147482993196	Fitness standard deviation:	51.85835967403552	Best genome:	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16560	Best fitness:	112.8421768707483	Average fitness:	313.5901768707483	Fitness standard deviation:	56.74991574281257	Best genome:	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16576	Best fitness:	112.8421768707483	Average fitness:	308.3913197278911	Fitness standard deviation:	52.31432980882904	Best genome:	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16592	Best fitness:	112.8421768707483	Average fitness:	304.244462585034	Fitness standard deviation:	47.218232673579884	Best genome:	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16608	Best fitness:	112.8421768707483	Average fitness:	311.86560544217696	Fitness standard deviation:	52.88540979768795	Best genome:	A16	E5	A15	E3	N6	N5	A11	N12	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16624	Best fitness:	109.8421768707483	Average fitness:	316.080462585034	Fitness standard deviation:	54.50337585051078	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16640	Best fitness:	109.8421768707483	Average fitness:	312.19017687074825	Fitness standard deviation:	55.61185681533193	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16656	Best fitness:	109.8421768707483	Average fitness:	310.8998911564627	Fitness standard deviation:	54.791434900438404	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16672	Best fitness:	109.8421768707483	Average fitness:	323.1867482993197	Fitness standard deviation:	57.43177742579203	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16688	Best fitness:	109.8421768707483	Average fitness:	308.3741768707482	Fitness standard deviation:	49.582254854011666	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16704	Best fitness:	109.8421768707483	Average fitness:	312.4090340136053	Fitness standard deviation:	44.08333272337744	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16720	Best fitness:	109.8421768707483	Average fitness:	314.4656054421769	Fitness standard deviation:	47.53162287941598	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16736	Best fitness:	109.8421768707483	Average fitness:	324.99360544217683	Fitness standard deviation:	68.21343724229239	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16752	Best fitness:	109.8421768707483	Average fitness:	317.7501768707483	Fitness standard deviation:	51.104652702437335	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16768	Best fitness:	109.8421768707483	Average fitness:	313.17703401360546	Fitness standard deviation:	50.744800490457415	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16784	Best fitness:	109.8421768707483	Average fitness:	317.4587482993197	Fitness standard deviation:	50.28914828859042	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16800	Best fitness:	109.8421768707483	Average fitness:	305.7713197278912	Fitness standard deviation:	53.40389383953655	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16816	Best fitness:	109.8421768707483	Average fitness:	318.3061768707483	Fitness standard deviation:	57.24428842304903	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16832	Best fitness:	109.8421768707483	Average fitness:	313.11474829931973	Fitness standard deviation:	51.31722810845003	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16848	Best fitness:	109.8421768707483	Average fitness:	311.52560544217687	Fitness standard deviation:	58.668319258109214	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16864	Best fitness:	109.8421768707483	Average fitness:	320.39131972789113	Fitness standard deviation:	44.46782878918747	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16880	Best fitness:	109.8421768707483	Average fitness:	313.1530340136055	Fitness standard deviation:	60.09398180741053	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16896	Best fitness:	109.8421768707483	Average fitness:	314.1307482993198	Fitness standard deviation:	53.73235114140898	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16912	Best fitness:	109.8421768707483	Average fitness:	317.2553197278913	Fitness standard deviation:	46.733189782694126	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16928	Best fitness:	109.8421768707483	Average fitness:	311.9787482993198	Fitness standard deviation:	58.6418907983718	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16944	Best fitness:	109.8421768707483	Average fitness:	316.57074829931975	Fitness standard deviation:	51.6483656418031	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16960	Best fitness:	109.8421768707483	Average fitness:	312.4530340136053	Fitness standard deviation:	58.16170446089005	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16976	Best fitness:	109.8421768707483	Average fitness:	324.4610340136055	Fitness standard deviation:	53.69495597790716	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	16992	Best fitness:	109.8421768707483	Average fitness:	316.99189115646254	Fitness standard deviation:	52.32536905610072	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	17008	Best fitness:	109.8421768707483	Average fitness:	316.64846258503394	Fitness standard deviation:	54.3416816126424	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	17024	Best fitness:	109.8421768707483	Average fitness:	311.1850340136054	Fitness standard deviation:	48.59559331663642	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	17040	Best fitness:	109.8421768707483	Average fitness:	312.1307482993197	Fitness standard deviation:	49.94001994229412	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	17056	Best fitness:	109.8421768707483	Average fitness:	307.7410340136055	Fitness standard deviation:	50.60777038344678	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	17072	Best fitness:	109.8421768707483	Average fitness:	315.03017687074833	Fitness standard deviation:	52.24824421305408	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	17088	Best fitness:	109.8421768707483	Average fitness:	319.49017687074826	Fitness standard deviation:	53.58784523774482	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	17104	Best fitness:	109.8421768707483	Average fitness:	313.92103401360544	Fitness standard deviation:	52.364728605800906	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	17120	Best fitness:	109.8421768707483	Average fitness:	329.4524625850339	Fitness standard deviation:	47.09262666321359	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	17136	Best fitness:	109.8421768707483	Average fitness:	306.34846258503404	Fitness standard deviation:	52.414455410697535	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
Generation:	17152	Best fitness:	109.8421768707483	Average fitness:	305.0261768707484	Fitness standard deviation:	48.6242701337595	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A6	A14	A12	A10	A8	A9	N3	E4	A7	A17	N9	A13	
