Generation:	16	Best fitness:	236.52789115646257	Average fitness:	343.78517687074816	Fitness standard deviation:	31.348917306760733	Best genome:	E3	A11	A10	N12	N5	A7	A17	E5	N9	N3	A13	A9	E4	A6	A12	N6	N7	A15	A14	A8	A16	
Generation:	32336	Best fitness:	95.75646258503401	Average fitness:	338.5001768707485	Fitness standard deviation:	40.827751557298484	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32352	Best fitness:	95.75646258503401	Average fitness:	339.62160544217693	Fitness standard deviation:	38.69372180895205	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32368	Best fitness:	95.75646258503401	Average fitness:	336.032605442177	Fitness standard deviation:	42.45620641896537	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32384	Best fitness:	95.75646258503401	Average fitness:	341.93931972789125	Fitness standard deviation:	42.351434353947624	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32400	Best fitness:	95.75646258503401	Average fitness:	338.78631972789117	Fitness standard deviation:	40.11617306279454	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32416	Best fitness:	95.75646258503401	Average fitness:	335.9297482993199	Fitness standard deviation:	43.55949420420915	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32432	Best fitness:	95.75646258503401	Average fitness:	338.7487482993199	Fitness standard deviation:	46.08368144573345	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32448	Best fitness:	95.75646258503401	Average fitness:	336.5060340136056	Fitness standard deviation:	42.62050699068298	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32464	Best fitness:	95.75646258503401	Average fitness:	333.26946258503403	Fitness standard deviation:	45.5161501992335	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32480	Best fitness:	95.75646258503401	Average fitness:	335.1348911564627	Fitness standard deviation:	46.171095605014045	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32496	Best fitness:	95.75646258503401	Average fitness:	330.74546258503426	Fitness standard deviation:	40.66348747579182	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32512	Best fitness:	95.75646258503401	Average fitness:	340.9311768707488	Fitness standard deviation:	41.62752260444612	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32528	Best fitness:	95.75646258503401	Average fitness:	338.7311768707483	Fitness standard deviation:	44.27401377023016	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32544	Best fitness:	95.75646258503401	Average fitness:	338.8571768707487	Fitness standard deviation:	41.28919589249687	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32560	Best fitness:	95.75646258503401	Average fitness:	333.2573197278914	Fitness standard deviation:	40.77508171740707	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32576	Best fitness:	95.75646258503401	Average fitness:	340.10103401360544	Fitness standard deviation:	37.76765592138223	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32592	Best fitness:	95.75646258503401	Average fitness:	341.50046258503426	Fitness standard deviation:	38.38217356629858	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32608	Best fitness:	95.75646258503401	Average fitness:	334.4941768707484	Fitness standard deviation:	44.030177198862894	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32624	Best fitness:	95.75646258503401	Average fitness:	333.7468911564626	Fitness standard deviation:	38.53842760499327	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32640	Best fitness:	95.75646258503401	Average fitness:	341.6271768707486	Fitness standard deviation:	40.12545132939636	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32656	Best fitness:	95.75646258503401	Average fitness:	331.38917687074826	Fitness standard deviation:	42.93378522153596	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32672	Best fitness:	95.75646258503401	Average fitness:	332.9827482993197	Fitness standard deviation:	42.856480600597465	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32688	Best fitness:	95.75646258503401	Average fitness:	336.36789115646275	Fitness standard deviation:	45.17243398176298	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32704	Best fitness:	95.75646258503401	Average fitness:	339.8613197278912	Fitness standard deviation:	43.92895443363811	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32720	Best fitness:	95.75646258503401	Average fitness:	330.4621768707483	Fitness standard deviation:	43.40991403740273	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32736	Best fitness:	95.75646258503401	Average fitness:	338.87617687074845	Fitness standard deviation:	42.76118928778903	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32752	Best fitness:	95.75646258503401	Average fitness:	338.70117687074855	Fitness standard deviation:	38.066806481956085	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32768	Best fitness:	95.75646258503401	Average fitness:	338.3590340136059	Fitness standard deviation:	43.04593267567062	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32784	Best fitness:	95.75646258503401	Average fitness:	338.21874829931977	Fitness standard deviation:	42.00650277744908	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32800	Best fitness:	95.75646258503401	Average fitness:	336.45503401360554	Fitness standard deviation:	37.832808324446205	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32816	Best fitness:	95.75646258503401	Average fitness:	338.8861768707482	Fitness standard deviation:	38.01705587587481	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32832	Best fitness:	95.75646258503401	Average fitness:	336.03331972789107	Fitness standard deviation:	45.79227520542955	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32848	Best fitness:	95.75646258503401	Average fitness:	335.786605442177	Fitness standard deviation:	37.556448637554986	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32864	Best fitness:	95.75646258503401	Average fitness:	338.0074625850338	Fitness standard deviation:	41.339871733211346	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32880	Best fitness:	95.75646258503401	Average fitness:	340.0271768707485	Fitness standard deviation:	42.997770225765834	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32896	Best fitness:	95.75646258503401	Average fitness:	338.37574829931987	Fitness standard deviation:	39.62018223464051	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32912	Best fitness:	95.75646258503401	Average fitness:	340.4667482993199	Fitness standard deviation:	41.966601398964784	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32928	Best fitness:	95.75646258503401	Average fitness:	334.82860544217675	Fitness standard deviation:	41.03812681581629	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32944	Best fitness:	95.75646258503401	Average fitness:	334.12689115646265	Fitness standard deviation:	41.6539933531625	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32960	Best fitness:	95.75646258503401	Average fitness:	340.03074829931995	Fitness standard deviation:	44.117075966531765	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32976	Best fitness:	95.75646258503401	Average fitness:	337.08231972789116	Fitness standard deviation:	38.08103326688327	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	32992	Best fitness:	95.75646258503401	Average fitness:	343.29446258503407	Fitness standard deviation:	37.4179522678402	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33008	Best fitness:	95.75646258503401	Average fitness:	340.2313197278911	Fitness standard deviation:	42.35372316332909	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33024	Best fitness:	95.75646258503401	Average fitness:	341.31403401360564	Fitness standard deviation:	40.45501204815451	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33040	Best fitness:	95.75646258503401	Average fitness:	335.6963197278913	Fitness standard deviation:	39.766895205249625	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33056	Best fitness:	95.75646258503401	Average fitness:	334.82146258503417	Fitness standard deviation:	43.67964443840296	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33072	Best fitness:	95.75646258503401	Average fitness:	335.2867482993198	Fitness standard deviation:	40.791821773387824	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33088	Best fitness:	95.75646258503401	Average fitness:	338.5818911564628	Fitness standard deviation:	38.80046210433845	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33104	Best fitness:	95.75646258503401	Average fitness:	335.6264625850341	Fitness standard deviation:	41.47408669695981	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33120	Best fitness:	95.75646258503401	Average fitness:	338.2778911564627	Fitness standard deviation:	41.21258969028265	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33136	Best fitness:	95.75646258503401	Average fitness:	339.8044625850343	Fitness standard deviation:	38.61036540112206	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33152	Best fitness:	95.75646258503401	Average fitness:	335.4994625850341	Fitness standard deviation:	42.72431869723444	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33168	Best fitness:	95.75646258503401	Average fitness:	338.5568911564627	Fitness standard deviation:	45.6264050364591	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33184	Best fitness:	95.75646258503401	Average fitness:	335.08417687074837	Fitness standard deviation:	45.86034603053946	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33200	Best fitness:	95.75646258503401	Average fitness:	339.1270340136055	Fitness standard deviation:	44.3544207961649	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33216	Best fitness:	95.75646258503401	Average fitness:	337.77774829931985	Fitness standard deviation:	38.557306620887594	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33232	Best fitness:	95.75646258503401	Average fitness:	342.3393197278914	Fitness standard deviation:	40.87909530130358	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33248	Best fitness:	95.75646258503401	Average fitness:	336.69531972789133	Fitness standard deviation:	43.235919500114804	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33264	Best fitness:	95.75646258503401	Average fitness:	333.04446258503395	Fitness standard deviation:	45.72806715123389	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33280	Best fitness:	95.75646258503401	Average fitness:	342.4533197278912	Fitness standard deviation:	42.129787105455684	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33296	Best fitness:	95.75646258503401	Average fitness:	334.09446258503425	Fitness standard deviation:	40.85875582330636	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33312	Best fitness:	95.75646258503401	Average fitness:	339.9866054421772	Fitness standard deviation:	36.922889775413665	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33328	Best fitness:	95.75646258503401	Average fitness:	342.9071768707485	Fitness standard deviation:	42.38824374343742	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33344	Best fitness:	95.75646258503401	Average fitness:	338.9111768707483	Fitness standard deviation:	42.13847515014743	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33360	Best fitness:	95.75646258503401	Average fitness:	338.7634625850341	Fitness standard deviation:	37.38120803646273	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33376	Best fitness:	95.75646258503401	Average fitness:	335.2657482993199	Fitness standard deviation:	38.81381612182413	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33392	Best fitness:	95.75646258503401	Average fitness:	341.2953197278914	Fitness standard deviation:	41.19183890242417	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33408	Best fitness:	95.75646258503401	Average fitness:	339.0327482993201	Fitness standard deviation:	38.5432077830074	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33424	Best fitness:	95.75646258503401	Average fitness:	336.7653197278912	Fitness standard deviation:	42.07719876898768	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33440	Best fitness:	95.75646258503401	Average fitness:	339.7371768707484	Fitness standard deviation:	39.85010310974293	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33456	Best fitness:	95.75646258503401	Average fitness:	345.54017687074855	Fitness standard deviation:	40.265302682106245	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33472	Best fitness:	95.75646258503401	Average fitness:	335.21060544217704	Fitness standard deviation:	40.606048548893575	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33488	Best fitness:	95.75646258503401	Average fitness:	333.9747482993199	Fitness standard deviation:	42.598602261250825	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33504	Best fitness:	95.75646258503401	Average fitness:	338.7343197278913	Fitness standard deviation:	42.2198482617465	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33520	Best fitness:	95.75646258503401	Average fitness:	338.83274829931986	Fitness standard deviation:	45.74387123976282	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33536	Best fitness:	95.75646258503401	Average fitness:	334.8733197278914	Fitness standard deviation:	41.8067093717001	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33552	Best fitness:	95.75646258503401	Average fitness:	338.6543197278913	Fitness standard deviation:	41.5016735770243	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33568	Best fitness:	95.75646258503401	Average fitness:	339.6898911564625	Fitness standard deviation:	43.990104277750326	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33584	Best fitness:	95.75646258503401	Average fitness:	336.21931972789133	Fitness standard deviation:	41.310179602314854	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33600	Best fitness:	95.75646258503401	Average fitness:	340.8551768707485	Fitness standard deviation:	40.25988622889122	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33616	Best fitness:	95.75646258503401	Average fitness:	336.3391768707485	Fitness standard deviation:	43.30068613280198	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33632	Best fitness:	95.75646258503401	Average fitness:	335.96217687074824	Fitness standard deviation:	43.58625630603654	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33648	Best fitness:	95.75646258503401	Average fitness:	337.7773197278914	Fitness standard deviation:	45.44740128265795	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33664	Best fitness:	95.75646258503401	Average fitness:	337.40217687074846	Fitness standard deviation:	42.06824572001052	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33680	Best fitness:	95.75646258503401	Average fitness:	335.2464625850342	Fitness standard deviation:	40.126553552479436	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33696	Best fitness:	95.75646258503401	Average fitness:	341.4496054421769	Fitness standard deviation:	37.625876054890206	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33712	Best fitness:	95.75646258503401	Average fitness:	339.30089115646274	Fitness standard deviation:	41.47132938303182	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33728	Best fitness:	95.75646258503401	Average fitness:	334.76431972789135	Fitness standard deviation:	40.84691189961237	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33744	Best fitness:	95.75646258503401	Average fitness:	337.7187482993197	Fitness standard deviation:	41.910398277218775	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33760	Best fitness:	95.75646258503401	Average fitness:	334.6398911564627	Fitness standard deviation:	39.905497075169066	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33776	Best fitness:	95.75646258503401	Average fitness:	339.03574829932006	Fitness standard deviation:	41.542586011838736	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33792	Best fitness:	95.75646258503401	Average fitness:	335.6444625850342	Fitness standard deviation:	43.0470914763289	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33808	Best fitness:	95.75646258503401	Average fitness:	334.3231768707485	Fitness standard deviation:	39.22554423628377	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33824	Best fitness:	95.75646258503401	Average fitness:	336.50503401360567	Fitness standard deviation:	40.55856274875748	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33840	Best fitness:	95.75646258503401	Average fitness:	335.5321768707483	Fitness standard deviation:	39.529707015543316	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33856	Best fitness:	95.75646258503401	Average fitness:	338.81117687074845	Fitness standard deviation:	40.27006806372623	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33872	Best fitness:	95.75646258503401	Average fitness:	339.48574829931977	Fitness standard deviation:	44.61213003689212	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33888	Best fitness:	95.75646258503401	Average fitness:	337.1377482993201	Fitness standard deviation:	39.8193113438437	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33904	Best fitness:	95.75646258503401	Average fitness:	335.63960544217696	Fitness standard deviation:	41.31264313964519	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33920	Best fitness:	95.75646258503401	Average fitness:	336.70146258503416	Fitness standard deviation:	39.85364940527238	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33936	Best fitness:	95.75646258503401	Average fitness:	339.20489115646257	Fitness standard deviation:	37.01058394650408	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33952	Best fitness:	95.75646258503401	Average fitness:	335.05731972789135	Fitness standard deviation:	43.319557718171104	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33968	Best fitness:	95.75646258503401	Average fitness:	335.5070340136053	Fitness standard deviation:	38.438983263964545	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	33984	Best fitness:	95.75646258503401	Average fitness:	336.9018911564627	Fitness standard deviation:	41.6949735325201	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	34000	Best fitness:	95.75646258503401	Average fitness:	337.83146258503433	Fitness standard deviation:	41.69176500074746	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	34016	Best fitness:	95.75646258503401	Average fitness:	338.093319727891	Fitness standard deviation:	41.44300847857333	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	34032	Best fitness:	95.75646258503401	Average fitness:	339.7783197278913	Fitness standard deviation:	41.00038556090486	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	34048	Best fitness:	95.75646258503401	Average fitness:	338.93846258503436	Fitness standard deviation:	41.12251067436503	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	34064	Best fitness:	95.75646258503401	Average fitness:	334.7534625850341	Fitness standard deviation:	40.48601889163563	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
