Generation:	16	Best fitness:	252.61360544217686	Average fitness:	337.20789115646255	Fitness standard deviation:	31.199601253338912	Best genome:	A16	A9	N6	N12	E5	A15	A11	N3	N5	E4	E3	N9	A17	A6	A12	A13	N7	A14	A7	A10	A8	
Generation:	12304	Best fitness:	95.87074829931973	Average fitness:	307.87417687074833	Fitness standard deviation:	55.300029638697445	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12320	Best fitness:	95.87074829931973	Average fitness:	311.1581768707484	Fitness standard deviation:	63.19535617400366	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12336	Best fitness:	95.87074829931973	Average fitness:	311.3964625850341	Fitness standard deviation:	62.87318989969624	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12352	Best fitness:	95.87074829931973	Average fitness:	314.69131972789125	Fitness standard deviation:	49.7804640117435	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12368	Best fitness:	95.87074829931973	Average fitness:	308.98103401360544	Fitness standard deviation:	53.83849408392187	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12384	Best fitness:	95.87074829931973	Average fitness:	316.54731972789114	Fitness standard deviation:	63.334725282519734	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12400	Best fitness:	95.87074829931973	Average fitness:	312.2221768707483	Fitness standard deviation:	61.28563310017933	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12416	Best fitness:	95.87074829931973	Average fitness:	299.65874829931965	Fitness standard deviation:	50.29505662891854	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12432	Best fitness:	95.87074829931973	Average fitness:	308.21760544217693	Fitness standard deviation:	59.82069917099032	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12448	Best fitness:	95.87074829931973	Average fitness:	300.492462585034	Fitness standard deviation:	57.89528071000085	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12464	Best fitness:	95.87074829931973	Average fitness:	313.0478911564625	Fitness standard deviation:	62.978787747323686	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12480	Best fitness:	95.87074829931973	Average fitness:	304.29017687074827	Fitness standard deviation:	52.59975089255827	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12496	Best fitness:	95.87074829931973	Average fitness:	320.5204625850341	Fitness standard deviation:	56.1174121357741	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12512	Best fitness:	95.87074829931973	Average fitness:	307.5564625850342	Fitness standard deviation:	59.65790804106974	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12528	Best fitness:	95.87074829931973	Average fitness:	309.75589115646267	Fitness standard deviation:	58.42218295217972	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12544	Best fitness:	95.87074829931973	Average fitness:	309.7278911564626	Fitness standard deviation:	52.09228200893065	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12560	Best fitness:	95.87074829931973	Average fitness:	306.01189115646264	Fitness standard deviation:	55.40986323751394	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12576	Best fitness:	95.87074829931973	Average fitness:	317.6433197278912	Fitness standard deviation:	63.56118747943528	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	A16	E5	A8	A13	N9	
Generation:	12592	Best fitness:	95.75646258503401	Average fitness:	302.27703401360543	Fitness standard deviation:	55.287223099381805	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12608	Best fitness:	95.75646258503401	Average fitness:	302.48160544217694	Fitness standard deviation:	52.30005389313179	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12624	Best fitness:	95.75646258503401	Average fitness:	301.872462585034	Fitness standard deviation:	61.24571679417797	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12640	Best fitness:	95.75646258503401	Average fitness:	301.5581768707483	Fitness standard deviation:	49.8413448274029	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12656	Best fitness:	95.75646258503401	Average fitness:	304.12389115646255	Fitness standard deviation:	53.35966343558759	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12672	Best fitness:	95.75646258503401	Average fitness:	312.7753197278911	Fitness standard deviation:	58.558649647082845	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12688	Best fitness:	95.75646258503401	Average fitness:	312.7764625850339	Fitness standard deviation:	49.75951448349003	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12704	Best fitness:	95.75646258503401	Average fitness:	305.85131972789117	Fitness standard deviation:	58.37086593393619	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12720	Best fitness:	95.75646258503401	Average fitness:	301.52046258503407	Fitness standard deviation:	54.57689959411512	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12736	Best fitness:	95.75646258503401	Average fitness:	316.7878911564627	Fitness standard deviation:	52.11134773986666	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12752	Best fitness:	95.75646258503401	Average fitness:	310.26789115646244	Fitness standard deviation:	56.31250624136412	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12768	Best fitness:	95.75646258503401	Average fitness:	307.2907482993198	Fitness standard deviation:	54.81811803871164	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12784	Best fitness:	95.75646258503401	Average fitness:	311.38960544217684	Fitness standard deviation:	55.83801597551289	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12800	Best fitness:	95.75646258503401	Average fitness:	313.62674829931973	Fitness standard deviation:	52.27216380539416	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12816	Best fitness:	95.75646258503401	Average fitness:	307.1753197278912	Fitness standard deviation:	51.232790714621075	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12832	Best fitness:	95.75646258503401	Average fitness:	322.2353197278913	Fitness standard deviation:	51.825585536922766	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12848	Best fitness:	95.75646258503401	Average fitness:	312.74731972789124	Fitness standard deviation:	53.070132863244744	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12864	Best fitness:	95.75646258503401	Average fitness:	312.9376054421768	Fitness standard deviation:	58.83208443267905	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12880	Best fitness:	95.75646258503401	Average fitness:	315.3067482993197	Fitness standard deviation:	51.402540653479896	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12896	Best fitness:	95.75646258503401	Average fitness:	314.83931972789117	Fitness standard deviation:	56.98329586960784	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12912	Best fitness:	95.75646258503401	Average fitness:	301.94331972789115	Fitness standard deviation:	51.82644418693244	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12928	Best fitness:	95.75646258503401	Average fitness:	309.2056054421769	Fitness standard deviation:	59.89970530130907	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12944	Best fitness:	95.75646258503401	Average fitness:	304.10674829931963	Fitness standard deviation:	58.93461913486359	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12960	Best fitness:	95.75646258503401	Average fitness:	303.2987482993197	Fitness standard deviation:	54.02001397516989	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12976	Best fitness:	95.75646258503401	Average fitness:	317.0181768707484	Fitness standard deviation:	58.02208175288764	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	12992	Best fitness:	95.75646258503401	Average fitness:	310.85360544217684	Fitness standard deviation:	56.58327898968466	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13008	Best fitness:	95.75646258503401	Average fitness:	313.41531972789113	Fitness standard deviation:	58.66149323788101	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13024	Best fitness:	95.75646258503401	Average fitness:	306.8010340136054	Fitness standard deviation:	60.76607059730566	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13040	Best fitness:	95.75646258503401	Average fitness:	307.6633197278911	Fitness standard deviation:	62.542928358635955	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13056	Best fitness:	95.75646258503401	Average fitness:	301.4296054421769	Fitness standard deviation:	56.02519146503543	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13072	Best fitness:	95.75646258503401	Average fitness:	319.1547482993197	Fitness standard deviation:	52.94605445900111	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13088	Best fitness:	95.75646258503401	Average fitness:	313.99360544217683	Fitness standard deviation:	64.69777001487734	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13104	Best fitness:	95.75646258503401	Average fitness:	315.496462585034	Fitness standard deviation:	66.36844424752427	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13120	Best fitness:	95.75646258503401	Average fitness:	310.19074829931964	Fitness standard deviation:	56.818721835504256	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13136	Best fitness:	95.75646258503401	Average fitness:	312.02503401360553	Fitness standard deviation:	50.17024957937865	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13152	Best fitness:	95.75646258503401	Average fitness:	306.2307482993197	Fitness standard deviation:	57.78682202717156	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13168	Best fitness:	95.75646258503401	Average fitness:	313.5821768707483	Fitness standard deviation:	54.801597250668614	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13184	Best fitness:	95.75646258503401	Average fitness:	301.6021768707484	Fitness standard deviation:	56.07024137050722	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13200	Best fitness:	95.75646258503401	Average fitness:	303.5850340136053	Fitness standard deviation:	59.508543718614085	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13216	Best fitness:	95.75646258503401	Average fitness:	319.03531972789125	Fitness standard deviation:	64.44455261030879	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13232	Best fitness:	95.75646258503401	Average fitness:	316.21417687074825	Fitness standard deviation:	62.32193035966635	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13248	Best fitness:	95.75646258503401	Average fitness:	313.980462585034	Fitness standard deviation:	53.295221322710866	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13264	Best fitness:	95.75646258503401	Average fitness:	314.5576054421769	Fitness standard deviation:	60.25886713241158	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13280	Best fitness:	95.75646258503401	Average fitness:	309.96217687074835	Fitness standard deviation:	61.41032579530674	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13296	Best fitness:	95.75646258503401	Average fitness:	308.41646258503397	Fitness standard deviation:	59.829653490010244	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13312	Best fitness:	95.75646258503401	Average fitness:	306.8193197278912	Fitness standard deviation:	54.20561308384878	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13328	Best fitness:	95.75646258503401	Average fitness:	311.05131972789104	Fitness standard deviation:	53.76862553495641	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13344	Best fitness:	95.75646258503401	Average fitness:	317.440462585034	Fitness standard deviation:	52.54895712590696	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13360	Best fitness:	95.75646258503401	Average fitness:	309.6553197278912	Fitness standard deviation:	51.01619469485015	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13376	Best fitness:	95.75646258503401	Average fitness:	312.9518911564625	Fitness standard deviation:	55.48244638309544	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13392	Best fitness:	95.75646258503401	Average fitness:	311.32389115646254	Fitness standard deviation:	53.104811269021255	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13408	Best fitness:	95.75646258503401	Average fitness:	301.4827482993197	Fitness standard deviation:	54.35994956973829	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13424	Best fitness:	95.75646258503401	Average fitness:	299.7164625850339	Fitness standard deviation:	60.60583281688794	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13440	Best fitness:	95.75646258503401	Average fitness:	311.8787482993197	Fitness standard deviation:	56.644584744686405	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13456	Best fitness:	95.75646258503401	Average fitness:	308.0250340136055	Fitness standard deviation:	64.4693744726747	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13472	Best fitness:	95.75646258503401	Average fitness:	300.8290340136055	Fitness standard deviation:	57.861499436682635	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13488	Best fitness:	95.75646258503401	Average fitness:	316.30960544217686	Fitness standard deviation:	52.79782795779789	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13504	Best fitness:	95.75646258503401	Average fitness:	326.34103401360534	Fitness standard deviation:	45.49752151491331	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13520	Best fitness:	95.75646258503401	Average fitness:	314.21474829931975	Fitness standard deviation:	45.835683794375306	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13536	Best fitness:	95.75646258503401	Average fitness:	303.4718911564626	Fitness standard deviation:	50.83296888068303	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13552	Best fitness:	95.75646258503401	Average fitness:	322.72960544217693	Fitness standard deviation:	57.235572900290684	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13568	Best fitness:	95.75646258503401	Average fitness:	313.9324625850339	Fitness standard deviation:	60.37968772117095	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13584	Best fitness:	95.75646258503401	Average fitness:	306.6530340136054	Fitness standard deviation:	56.42575063908032	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13600	Best fitness:	95.75646258503401	Average fitness:	304.46674829931976	Fitness standard deviation:	56.05797553189638	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13616	Best fitness:	95.75646258503401	Average fitness:	307.3730340136055	Fitness standard deviation:	46.93049801307357	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13632	Best fitness:	95.75646258503401	Average fitness:	317.9170340136054	Fitness standard deviation:	51.564341068974706	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13648	Best fitness:	95.75646258503401	Average fitness:	318.32846258503395	Fitness standard deviation:	54.454683647066034	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13664	Best fitness:	95.75646258503401	Average fitness:	311.52617687074826	Fitness standard deviation:	63.5777551676942	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13680	Best fitness:	95.75646258503401	Average fitness:	309.3473197278911	Fitness standard deviation:	54.27037119716016	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13696	Best fitness:	95.75646258503401	Average fitness:	310.0307482993197	Fitness standard deviation:	55.65859693025776	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13712	Best fitness:	95.75646258503401	Average fitness:	306.75189115646265	Fitness standard deviation:	60.40955765980298	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13728	Best fitness:	95.75646258503401	Average fitness:	318.860462585034	Fitness standard deviation:	58.93875832573666	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13744	Best fitness:	95.75646258503401	Average fitness:	309.6593197278911	Fitness standard deviation:	56.547926719965005	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13760	Best fitness:	95.75646258503401	Average fitness:	314.1816054421767	Fitness standard deviation:	64.12704727590793	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13776	Best fitness:	95.75646258503401	Average fitness:	311.9776054421769	Fitness standard deviation:	56.155939387475264	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13792	Best fitness:	95.75646258503401	Average fitness:	315.7467482993197	Fitness standard deviation:	56.328328062950234	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13808	Best fitness:	95.75646258503401	Average fitness:	320.0793197278911	Fitness standard deviation:	52.39507259898645	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13824	Best fitness:	95.75646258503401	Average fitness:	300.95417687074826	Fitness standard deviation:	54.54760731840825	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13840	Best fitness:	95.75646258503401	Average fitness:	318.2456054421769	Fitness standard deviation:	52.05548018044139	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13856	Best fitness:	95.75646258503401	Average fitness:	297.24674829931956	Fitness standard deviation:	55.07553295359427	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13872	Best fitness:	95.75646258503401	Average fitness:	309.02217687074824	Fitness standard deviation:	50.87985022760654	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13888	Best fitness:	95.75646258503401	Average fitness:	308.7656054421769	Fitness standard deviation:	52.115864462302284	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13904	Best fitness:	95.75646258503401	Average fitness:	300.2181768707482	Fitness standard deviation:	58.338508403759434	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13920	Best fitness:	95.75646258503401	Average fitness:	325.7770340136055	Fitness standard deviation:	56.352986351158684	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13936	Best fitness:	95.75646258503401	Average fitness:	305.8198911564625	Fitness standard deviation:	54.029896573611	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13952	Best fitness:	95.75646258503401	Average fitness:	307.9650340136055	Fitness standard deviation:	53.91316896413253	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13968	Best fitness:	95.75646258503401	Average fitness:	308.11131972789116	Fitness standard deviation:	69.34330027287925	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	13984	Best fitness:	95.75646258503401	Average fitness:	307.9856054421769	Fitness standard deviation:	61.17042382306892	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	14000	Best fitness:	95.75646258503401	Average fitness:	319.3130340136053	Fitness standard deviation:	51.20852710880348	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	14016	Best fitness:	95.75646258503401	Average fitness:	310.00617687074833	Fitness standard deviation:	49.08376673668419	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	14032	Best fitness:	95.75646258503401	Average fitness:	317.9490340136055	Fitness standard deviation:	60.3420297048248	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
