Generation:	16	Best fitness:	239.52789115646257	Average fitness:	347.40574829931995	Fitness standard deviation:	35.89886860106783	Best genome:	N3	A14	A15	N7	E3	N6	A8	A13	N9	A9	A11	N12	N5	A10	E5	A16	A12	A6	A17	E4	A7	
Generation:	7472	Best fitness:	118.78503401360544	Average fitness:	340.71746258503424	Fitness standard deviation:	39.90272500310561	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7488	Best fitness:	118.78503401360544	Average fitness:	340.2804625850341	Fitness standard deviation:	38.89265409260914	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7504	Best fitness:	118.78503401360544	Average fitness:	341.145605442177	Fitness standard deviation:	37.900434498613244	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7520	Best fitness:	118.78503401360544	Average fitness:	342.41603401360584	Fitness standard deviation:	39.555514156998264	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7536	Best fitness:	118.78503401360544	Average fitness:	335.5468911564626	Fitness standard deviation:	43.32943424109138	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7552	Best fitness:	118.78503401360544	Average fitness:	342.1816054421771	Fitness standard deviation:	43.83231615218738	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7568	Best fitness:	118.78503401360544	Average fitness:	341.5391768707484	Fitness standard deviation:	40.78795459421315	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7584	Best fitness:	118.78503401360544	Average fitness:	334.91446258503424	Fitness standard deviation:	39.32176163450483	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7600	Best fitness:	118.78503401360544	Average fitness:	336.7093197278914	Fitness standard deviation:	39.656617920568564	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7616	Best fitness:	118.78503401360544	Average fitness:	341.9063197278912	Fitness standard deviation:	42.4509664318729	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7632	Best fitness:	118.78503401360544	Average fitness:	338.20089115646266	Fitness standard deviation:	40.54051233504277	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7648	Best fitness:	118.78503401360544	Average fitness:	336.1616054421772	Fitness standard deviation:	39.773814251107886	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7664	Best fitness:	118.78503401360544	Average fitness:	341.6258911564629	Fitness standard deviation:	41.436475059876365	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7680	Best fitness:	118.78503401360544	Average fitness:	340.7461768707486	Fitness standard deviation:	38.804678241002776	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7696	Best fitness:	118.78503401360544	Average fitness:	337.09746258503395	Fitness standard deviation:	40.961902865308126	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7712	Best fitness:	118.78503401360544	Average fitness:	345.3538911564626	Fitness standard deviation:	36.837355950010256	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7728	Best fitness:	118.78503401360544	Average fitness:	346.10989115646294	Fitness standard deviation:	37.94656923644518	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7744	Best fitness:	118.78503401360544	Average fitness:	343.2433197278915	Fitness standard deviation:	38.72975798783047	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7760	Best fitness:	118.78503401360544	Average fitness:	336.2273197278914	Fitness standard deviation:	42.17375602946284	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7776	Best fitness:	118.78503401360544	Average fitness:	338.0827482993199	Fitness standard deviation:	42.06941526688907	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7792	Best fitness:	118.78503401360544	Average fitness:	341.1446054421771	Fitness standard deviation:	38.46976096088661	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7808	Best fitness:	118.78503401360544	Average fitness:	342.9220340136055	Fitness standard deviation:	38.198353239160355	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7824	Best fitness:	118.78503401360544	Average fitness:	342.5997482993199	Fitness standard deviation:	36.70171457680895	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7840	Best fitness:	118.78503401360544	Average fitness:	342.6481768707487	Fitness standard deviation:	38.520761281603534	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7856	Best fitness:	118.78503401360544	Average fitness:	339.9773197278913	Fitness standard deviation:	40.54557130852511	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7872	Best fitness:	118.78503401360544	Average fitness:	345.3303197278916	Fitness standard deviation:	39.19914574011915	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7888	Best fitness:	118.78503401360544	Average fitness:	342.6283197278914	Fitness standard deviation:	40.11864678954775	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7904	Best fitness:	118.78503401360544	Average fitness:	345.58646258503416	Fitness standard deviation:	40.996870238931116	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7920	Best fitness:	118.78503401360544	Average fitness:	338.1626054421769	Fitness standard deviation:	41.7131277605915	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7936	Best fitness:	118.78503401360544	Average fitness:	339.55689115646305	Fitness standard deviation:	41.441570716972045	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7952	Best fitness:	118.78503401360544	Average fitness:	342.5084625850341	Fitness standard deviation:	39.3009267959473	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7968	Best fitness:	118.78503401360544	Average fitness:	337.912462585034	Fitness standard deviation:	41.30127841476433	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	7984	Best fitness:	118.78503401360544	Average fitness:	339.2136054421771	Fitness standard deviation:	38.681575216432044	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8000	Best fitness:	118.78503401360544	Average fitness:	341.13489115646297	Fitness standard deviation:	41.32100888760821	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8016	Best fitness:	118.78503401360544	Average fitness:	340.83874829932	Fitness standard deviation:	38.5945056425901	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8032	Best fitness:	118.78503401360544	Average fitness:	337.37831972789127	Fitness standard deviation:	36.563055177295546	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8048	Best fitness:	118.78503401360544	Average fitness:	341.8480340136056	Fitness standard deviation:	42.00087096254369	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8064	Best fitness:	118.78503401360544	Average fitness:	340.4824625850343	Fitness standard deviation:	37.11829563623276	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8080	Best fitness:	118.78503401360544	Average fitness:	340.29589115646274	Fitness standard deviation:	40.48745369385736	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8096	Best fitness:	118.78503401360544	Average fitness:	336.8536054421771	Fitness standard deviation:	40.586049478175354	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8112	Best fitness:	118.78503401360544	Average fitness:	336.9514625850342	Fitness standard deviation:	40.350586818938	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8128	Best fitness:	118.78503401360544	Average fitness:	338.08774829932	Fitness standard deviation:	41.44669446926463	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8144	Best fitness:	118.78503401360544	Average fitness:	339.80174829931974	Fitness standard deviation:	38.17752584723539	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8160	Best fitness:	118.78503401360544	Average fitness:	338.07403401360585	Fitness standard deviation:	42.8339063843453	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8176	Best fitness:	118.78503401360544	Average fitness:	337.72389115646257	Fitness standard deviation:	38.27492790912845	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8192	Best fitness:	118.78503401360544	Average fitness:	344.88060544217694	Fitness standard deviation:	43.751026912496116	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8208	Best fitness:	118.78503401360544	Average fitness:	338.0203197278914	Fitness standard deviation:	43.54672039269069	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8224	Best fitness:	118.78503401360544	Average fitness:	338.74389115646295	Fitness standard deviation:	38.00187574747501	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8240	Best fitness:	118.78503401360544	Average fitness:	338.9530340136056	Fitness standard deviation:	39.42405673531566	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8256	Best fitness:	118.78503401360544	Average fitness:	343.57960544217684	Fitness standard deviation:	37.54682022896377	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8272	Best fitness:	118.78503401360544	Average fitness:	337.8634625850342	Fitness standard deviation:	38.469292603958536	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8288	Best fitness:	118.78503401360544	Average fitness:	341.0080340136056	Fitness standard deviation:	38.52371564268389	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8304	Best fitness:	118.78503401360544	Average fitness:	343.1508911564629	Fitness standard deviation:	42.42231158222749	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8320	Best fitness:	118.78503401360544	Average fitness:	340.6063197278914	Fitness standard deviation:	41.741554785345	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8336	Best fitness:	118.78503401360544	Average fitness:	341.6841768707485	Fitness standard deviation:	37.87376356545842	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8352	Best fitness:	118.78503401360544	Average fitness:	339.0984625850342	Fitness standard deviation:	39.64710380446008	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8368	Best fitness:	118.78503401360544	Average fitness:	345.2300340136057	Fitness standard deviation:	38.05157975615172	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8384	Best fitness:	118.78503401360544	Average fitness:	341.99903401360575	Fitness standard deviation:	39.870699485579465	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8400	Best fitness:	118.78503401360544	Average fitness:	341.51874829931984	Fitness standard deviation:	39.813121594545194	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8416	Best fitness:	118.78503401360544	Average fitness:	332.8811768707484	Fitness standard deviation:	42.33236308918137	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8432	Best fitness:	118.78503401360544	Average fitness:	337.68360544217694	Fitness standard deviation:	37.89637070017256	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8448	Best fitness:	118.78503401360544	Average fitness:	337.642319727891	Fitness standard deviation:	38.4965044262569	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8464	Best fitness:	118.78503401360544	Average fitness:	341.0511768707485	Fitness standard deviation:	43.150845294295756	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8480	Best fitness:	118.78503401360544	Average fitness:	347.06217687074843	Fitness standard deviation:	41.01700593059182	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8496	Best fitness:	118.78503401360544	Average fitness:	338.94331972789143	Fitness standard deviation:	39.91888692571167	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8512	Best fitness:	118.78503401360544	Average fitness:	341.34917687074847	Fitness standard deviation:	39.11234368522321	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8528	Best fitness:	118.78503401360544	Average fitness:	345.3364625850343	Fitness standard deviation:	37.28314835177428	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8544	Best fitness:	118.78503401360544	Average fitness:	339.99003401360557	Fitness standard deviation:	38.871745936384904	Best genome:	A16	E5	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	A8	A13	N9	N6	A6	A12	
Generation:	8560	Best fitness:	110.32789115646258	Average fitness:	340.50631972789137	Fitness standard deviation:	42.28394431599739	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8576	Best fitness:	110.32789115646258	Average fitness:	337.1273197278913	Fitness standard deviation:	43.966182083738055	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8592	Best fitness:	110.32789115646258	Average fitness:	341.150605442177	Fitness standard deviation:	40.19234837297634	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8608	Best fitness:	110.32789115646258	Average fitness:	344.2413197278913	Fitness standard deviation:	39.10575216418334	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8624	Best fitness:	110.32789115646258	Average fitness:	338.93946258503405	Fitness standard deviation:	37.895205565843696	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8640	Best fitness:	110.32789115646258	Average fitness:	340.7766054421768	Fitness standard deviation:	42.174816820670884	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8656	Best fitness:	110.32789115646258	Average fitness:	338.5917482993198	Fitness standard deviation:	38.69194537046464	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8672	Best fitness:	110.32789115646258	Average fitness:	335.8670340136057	Fitness standard deviation:	40.99047358813499	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8688	Best fitness:	110.32789115646258	Average fitness:	334.89446258503415	Fitness standard deviation:	42.48259956975423	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8704	Best fitness:	110.32789115646258	Average fitness:	342.65503401360553	Fitness standard deviation:	37.27513235169976	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8720	Best fitness:	110.32789115646258	Average fitness:	339.2758911564628	Fitness standard deviation:	41.11346546982844	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8736	Best fitness:	110.32789115646258	Average fitness:	341.4400340136054	Fitness standard deviation:	39.873339457459494	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8752	Best fitness:	110.32789115646258	Average fitness:	339.5164625850339	Fitness standard deviation:	39.81554214020408	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8768	Best fitness:	110.32789115646258	Average fitness:	337.64503401360554	Fitness standard deviation:	39.52680454515671	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8784	Best fitness:	110.32789115646258	Average fitness:	338.7123197278911	Fitness standard deviation:	42.45821780964703	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8800	Best fitness:	110.32789115646258	Average fitness:	335.15317687074844	Fitness standard deviation:	40.25559088334623	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8816	Best fitness:	110.32789115646258	Average fitness:	336.58389115646276	Fitness standard deviation:	41.876577335141924	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8832	Best fitness:	110.32789115646258	Average fitness:	338.66846258503415	Fitness standard deviation:	37.51791358369318	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8848	Best fitness:	110.32789115646258	Average fitness:	342.4053197278913	Fitness standard deviation:	36.769994931537674	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8864	Best fitness:	110.32789115646258	Average fitness:	339.05660544217704	Fitness standard deviation:	43.00605946840515	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8880	Best fitness:	110.32789115646258	Average fitness:	334.50589115646267	Fitness standard deviation:	36.48918282092345	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8896	Best fitness:	110.32789115646258	Average fitness:	340.50131972789126	Fitness standard deviation:	44.762751416410346	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8912	Best fitness:	110.32789115646258	Average fitness:	336.94546258503414	Fitness standard deviation:	39.604207741561204	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8928	Best fitness:	110.32789115646258	Average fitness:	337.82646258503405	Fitness standard deviation:	42.37796508198331	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8944	Best fitness:	110.32789115646258	Average fitness:	338.92546258503427	Fitness standard deviation:	41.57903737707358	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8960	Best fitness:	110.32789115646258	Average fitness:	340.5193197278913	Fitness standard deviation:	39.94303280157573	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8976	Best fitness:	110.32789115646258	Average fitness:	342.8503197278913	Fitness standard deviation:	42.31974975597285	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	8992	Best fitness:	110.32789115646258	Average fitness:	338.6448911564628	Fitness standard deviation:	37.32806293432023	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	9008	Best fitness:	110.32789115646258	Average fitness:	337.4258911564626	Fitness standard deviation:	39.7407644010992	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	9024	Best fitness:	110.32789115646258	Average fitness:	343.4778911564626	Fitness standard deviation:	38.78205210282357	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	9040	Best fitness:	110.32789115646258	Average fitness:	339.95717687074836	Fitness standard deviation:	41.536905197274216	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	9056	Best fitness:	110.32789115646258	Average fitness:	336.53246258503407	Fitness standard deviation:	43.94354387722722	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	9072	Best fitness:	110.32789115646258	Average fitness:	337.9083197278914	Fitness standard deviation:	42.33873370875922	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	9088	Best fitness:	110.32789115646258	Average fitness:	341.73074829932017	Fitness standard deviation:	37.775693405216245	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	9104	Best fitness:	110.32789115646258	Average fitness:	342.71574829931967	Fitness standard deviation:	40.09404917293378	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	9120	Best fitness:	110.32789115646258	Average fitness:	341.03217687074823	Fitness standard deviation:	43.89718337391667	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	9136	Best fitness:	110.32789115646258	Average fitness:	343.1267482993199	Fitness standard deviation:	42.80701867303385	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	9152	Best fitness:	110.32789115646258	Average fitness:	339.86446258503406	Fitness standard deviation:	39.44507699656963	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	9168	Best fitness:	110.32789115646258	Average fitness:	335.5430340136055	Fitness standard deviation:	38.27715809615922	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	9184	Best fitness:	110.32789115646258	Average fitness:	339.53474829931974	Fitness standard deviation:	44.162522040522006	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	9200	Best fitness:	110.32789115646258	Average fitness:	339.4334625850341	Fitness standard deviation:	41.3973171956831	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
