Generation:	16	Best fitness:	226.29931972789115	Average fitness:	325.98503401360546	Fitness standard deviation:	33.8860110803673	Best genome:	N9	A12	N3	N5	A11	N12	A6	A14	N6	E5	N7	A10	A8	A9	E4	A17	A7	A13	A16	E3	A15	
Generation:	25904	Best fitness:	125.8421768707483	Average fitness:	321.7421768707482	Fitness standard deviation:	46.26839367280028	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	25920	Best fitness:	125.8421768707483	Average fitness:	315.2627482993197	Fitness standard deviation:	51.358485908129246	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	25936	Best fitness:	125.8421768707483	Average fitness:	322.6530340136055	Fitness standard deviation:	45.599804113435326	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	25952	Best fitness:	125.8421768707483	Average fitness:	318.90789115646254	Fitness standard deviation:	51.80140546513449	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	25968	Best fitness:	125.8421768707483	Average fitness:	316.0107482993197	Fitness standard deviation:	57.94454160696085	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	25984	Best fitness:	125.8421768707483	Average fitness:	318.2861768707483	Fitness standard deviation:	57.23993189003208	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26000	Best fitness:	125.8421768707483	Average fitness:	318.6696054421769	Fitness standard deviation:	54.659053946127855	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26016	Best fitness:	125.8421768707483	Average fitness:	316.70846258503406	Fitness standard deviation:	50.356108662936514	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26032	Best fitness:	125.8421768707483	Average fitness:	317.26846258503406	Fitness standard deviation:	42.74953990538903	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26048	Best fitness:	125.8421768707483	Average fitness:	325.3398911564626	Fitness standard deviation:	60.66913281404444	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26064	Best fitness:	125.8421768707483	Average fitness:	323.22846258503415	Fitness standard deviation:	46.19454557076838	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26080	Best fitness:	125.8421768707483	Average fitness:	312.54789115646264	Fitness standard deviation:	51.450887301208255	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26096	Best fitness:	125.8421768707483	Average fitness:	318.71074829931973	Fitness standard deviation:	43.25519187900796	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26112	Best fitness:	125.8421768707483	Average fitness:	325.22046258503406	Fitness standard deviation:	45.68024323892493	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26128	Best fitness:	125.8421768707483	Average fitness:	316.57589115646266	Fitness standard deviation:	48.65871566621662	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26144	Best fitness:	125.8421768707483	Average fitness:	317.8410340136055	Fitness standard deviation:	46.41353390236649	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26160	Best fitness:	125.8421768707483	Average fitness:	318.49703401360546	Fitness standard deviation:	43.18445670490668	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26176	Best fitness:	125.8421768707483	Average fitness:	326.7684625850341	Fitness standard deviation:	42.71422497463431	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26192	Best fitness:	125.8421768707483	Average fitness:	306.0707482993198	Fitness standard deviation:	49.70733087641241	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26208	Best fitness:	125.8421768707483	Average fitness:	316.80217687074827	Fitness standard deviation:	54.752956420039034	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26224	Best fitness:	125.8421768707483	Average fitness:	322.6318911564626	Fitness standard deviation:	52.605611483093746	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26240	Best fitness:	125.8421768707483	Average fitness:	316.1587482993197	Fitness standard deviation:	53.7026524910216	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26256	Best fitness:	125.8421768707483	Average fitness:	321.304462585034	Fitness standard deviation:	46.55906047512697	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26272	Best fitness:	125.8421768707483	Average fitness:	324.1324625850341	Fitness standard deviation:	48.92595300105276	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26288	Best fitness:	125.8421768707483	Average fitness:	328.85760544217686	Fitness standard deviation:	51.16055981248183	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26304	Best fitness:	125.8421768707483	Average fitness:	318.39589115646265	Fitness standard deviation:	52.60132904039903	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26320	Best fitness:	125.8421768707483	Average fitness:	317.4816054421769	Fitness standard deviation:	46.59591219348385	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26336	Best fitness:	125.8421768707483	Average fitness:	319.6473197278911	Fitness standard deviation:	50.82746571992553	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26352	Best fitness:	125.8421768707483	Average fitness:	324.46217687074835	Fitness standard deviation:	45.99379310387037	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26368	Best fitness:	125.8421768707483	Average fitness:	321.7513197278911	Fitness standard deviation:	52.916747455849205	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26384	Best fitness:	125.8421768707483	Average fitness:	335.05989115646264	Fitness standard deviation:	51.341794691288776	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26400	Best fitness:	125.8421768707483	Average fitness:	325.41531972789124	Fitness standard deviation:	46.238537301206904	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26416	Best fitness:	125.8421768707483	Average fitness:	319.30389115646256	Fitness standard deviation:	54.19132586964638	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26432	Best fitness:	125.8421768707483	Average fitness:	323.5296054421769	Fitness standard deviation:	47.33968966384748	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26448	Best fitness:	125.8421768707483	Average fitness:	324.5358911564625	Fitness standard deviation:	54.87585783142433	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26464	Best fitness:	125.8421768707483	Average fitness:	323.5558911564626	Fitness standard deviation:	46.58444988514989	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26480	Best fitness:	125.8421768707483	Average fitness:	312.1513197278913	Fitness standard deviation:	57.216929331470155	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26496	Best fitness:	125.8421768707483	Average fitness:	318.4890340136055	Fitness standard deviation:	55.73877227765614	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26512	Best fitness:	125.8421768707483	Average fitness:	328.88674829931966	Fitness standard deviation:	48.28504620332411	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26528	Best fitness:	125.8421768707483	Average fitness:	321.50960544217685	Fitness standard deviation:	48.96231412431569	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26544	Best fitness:	125.8421768707483	Average fitness:	322.16103401360556	Fitness standard deviation:	48.55839669208738	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26560	Best fitness:	125.8421768707483	Average fitness:	327.16274829931973	Fitness standard deviation:	51.03445536065986	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26576	Best fitness:	125.8421768707483	Average fitness:	322.62446258503394	Fitness standard deviation:	56.82855703224698	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26592	Best fitness:	125.8421768707483	Average fitness:	322.6621768707483	Fitness standard deviation:	51.75958055849986	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26608	Best fitness:	125.8421768707483	Average fitness:	312.22160544217684	Fitness standard deviation:	41.98366564389011	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26624	Best fitness:	125.8421768707483	Average fitness:	316.58846258503405	Fitness standard deviation:	50.6770901472837	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26640	Best fitness:	125.8421768707483	Average fitness:	322.57360544217687	Fitness standard deviation:	45.60312484817644	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26656	Best fitness:	125.8421768707483	Average fitness:	325.51246258503403	Fitness standard deviation:	49.37185225016624	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26672	Best fitness:	125.8421768707483	Average fitness:	319.3690340136054	Fitness standard deviation:	51.42560536208731	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26688	Best fitness:	125.8421768707483	Average fitness:	316.6278911564626	Fitness standard deviation:	45.63919770709098	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26704	Best fitness:	125.8421768707483	Average fitness:	317.085605442177	Fitness standard deviation:	49.97637849861407	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26720	Best fitness:	125.8421768707483	Average fitness:	317.99931972789125	Fitness standard deviation:	46.190217623233096	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26736	Best fitness:	125.8421768707483	Average fitness:	327.64389115646253	Fitness standard deviation:	51.408922408310346	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26752	Best fitness:	125.8421768707483	Average fitness:	313.2616054421769	Fitness standard deviation:	47.49579107109795	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26768	Best fitness:	125.8421768707483	Average fitness:	313.36446258503406	Fitness standard deviation:	49.94389996949843	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26784	Best fitness:	125.8421768707483	Average fitness:	314.0513197278912	Fitness standard deviation:	46.390014210484786	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26800	Best fitness:	125.8421768707483	Average fitness:	314.6410340136054	Fitness standard deviation:	59.579937442335854	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26816	Best fitness:	125.8421768707483	Average fitness:	310.3998911564626	Fitness standard deviation:	48.61317105140818	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26832	Best fitness:	125.8421768707483	Average fitness:	322.2113197278912	Fitness standard deviation:	58.59984003321483	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26848	Best fitness:	125.8421768707483	Average fitness:	327.35589115646263	Fitness standard deviation:	58.05753444468614	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26864	Best fitness:	125.8421768707483	Average fitness:	320.46046258503407	Fitness standard deviation:	50.88861554575116	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26880	Best fitness:	125.8421768707483	Average fitness:	322.0667482993198	Fitness standard deviation:	48.28626982267067	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26896	Best fitness:	125.8421768707483	Average fitness:	319.8684625850341	Fitness standard deviation:	49.59941205708152	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26912	Best fitness:	125.8421768707483	Average fitness:	318.6078911564626	Fitness standard deviation:	50.048605925660326	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26928	Best fitness:	125.8421768707483	Average fitness:	327.8856054421769	Fitness standard deviation:	46.58939398968966	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26944	Best fitness:	125.8421768707483	Average fitness:	318.8136054421768	Fitness standard deviation:	53.47055401750365	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26960	Best fitness:	125.8421768707483	Average fitness:	319.83417687074825	Fitness standard deviation:	50.836365592086196	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26976	Best fitness:	125.8421768707483	Average fitness:	324.1267482993197	Fitness standard deviation:	50.00360899954715	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	26992	Best fitness:	125.8421768707483	Average fitness:	314.6090340136054	Fitness standard deviation:	57.08954409003599	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27008	Best fitness:	125.8421768707483	Average fitness:	312.44617687074833	Fitness standard deviation:	51.433663878031936	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27024	Best fitness:	125.8421768707483	Average fitness:	323.29989115646254	Fitness standard deviation:	48.76365173247092	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27040	Best fitness:	125.8421768707483	Average fitness:	332.79474829931974	Fitness standard deviation:	55.88189867488581	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27056	Best fitness:	125.8421768707483	Average fitness:	326.3747482993199	Fitness standard deviation:	60.593515315466846	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27072	Best fitness:	125.8421768707483	Average fitness:	324.0770340136055	Fitness standard deviation:	48.058905111225705	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27088	Best fitness:	125.8421768707483	Average fitness:	315.5358911564626	Fitness standard deviation:	52.25063617696879	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27104	Best fitness:	125.8421768707483	Average fitness:	304.33189115646263	Fitness standard deviation:	47.411418588473275	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27120	Best fitness:	125.8421768707483	Average fitness:	312.9661768707483	Fitness standard deviation:	47.17856538899064	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27136	Best fitness:	125.8421768707483	Average fitness:	317.9278911564626	Fitness standard deviation:	41.89162694576645	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27152	Best fitness:	125.8421768707483	Average fitness:	316.76617687074827	Fitness standard deviation:	46.57750165836178	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27168	Best fitness:	125.8421768707483	Average fitness:	314.1627482993197	Fitness standard deviation:	52.70437050846805	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27184	Best fitness:	125.8421768707483	Average fitness:	329.37360544217694	Fitness standard deviation:	45.9537787302833	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27200	Best fitness:	125.8421768707483	Average fitness:	316.5884625850341	Fitness standard deviation:	55.63380374248325	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27216	Best fitness:	125.8421768707483	Average fitness:	320.58503401360537	Fitness standard deviation:	52.87872763914326	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27232	Best fitness:	125.8421768707483	Average fitness:	322.29989115646254	Fitness standard deviation:	39.38016386197394	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27248	Best fitness:	125.8421768707483	Average fitness:	317.8867482993198	Fitness standard deviation:	60.34642174536438	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27264	Best fitness:	125.8421768707483	Average fitness:	327.57931972789123	Fitness standard deviation:	47.13899897632316	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27280	Best fitness:	125.8421768707483	Average fitness:	323.28446258503396	Fitness standard deviation:	48.50242939086997	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27296	Best fitness:	125.8421768707483	Average fitness:	320.42274829931966	Fitness standard deviation:	48.366996485839636	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27312	Best fitness:	125.8421768707483	Average fitness:	316.508462585034	Fitness standard deviation:	53.031734339171	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27328	Best fitness:	125.8421768707483	Average fitness:	312.5661768707483	Fitness standard deviation:	49.00603431731856	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27344	Best fitness:	125.8421768707483	Average fitness:	324.424462585034	Fitness standard deviation:	47.67906857397313	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27360	Best fitness:	125.8421768707483	Average fitness:	318.7107482993198	Fitness standard deviation:	60.25419270702672	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27376	Best fitness:	125.8421768707483	Average fitness:	320.3678911564625	Fitness standard deviation:	49.689021166549416	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27392	Best fitness:	125.8421768707483	Average fitness:	317.5501768707484	Fitness standard deviation:	59.65861007774287	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27408	Best fitness:	125.8421768707483	Average fitness:	323.8124625850341	Fitness standard deviation:	53.559049528991636	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27424	Best fitness:	125.8421768707483	Average fitness:	319.8616054421769	Fitness standard deviation:	51.68846441076439	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27440	Best fitness:	125.8421768707483	Average fitness:	316.7896054421768	Fitness standard deviation:	49.509444445541114	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27456	Best fitness:	125.8421768707483	Average fitness:	311.016462585034	Fitness standard deviation:	49.35112388356955	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27472	Best fitness:	125.8421768707483	Average fitness:	321.42617687074824	Fitness standard deviation:	43.63739649167247	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27488	Best fitness:	125.8421768707483	Average fitness:	328.2764625850339	Fitness standard deviation:	62.13399161719544	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27504	Best fitness:	125.8421768707483	Average fitness:	318.60331972789123	Fitness standard deviation:	48.79343407149978	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27520	Best fitness:	125.8421768707483	Average fitness:	326.97703401360553	Fitness standard deviation:	46.08455513199934	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27536	Best fitness:	125.8421768707483	Average fitness:	322.03017687074833	Fitness standard deviation:	45.812526970563106	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27552	Best fitness:	125.8421768707483	Average fitness:	322.35303401360557	Fitness standard deviation:	50.7901660544316	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27568	Best fitness:	125.8421768707483	Average fitness:	313.1741768707483	Fitness standard deviation:	53.18909444460147	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27584	Best fitness:	125.8421768707483	Average fitness:	320.19931972789107	Fitness standard deviation:	42.15540587988639	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27600	Best fitness:	125.8421768707483	Average fitness:	320.50389115646254	Fitness standard deviation:	53.056908180110284	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27616	Best fitness:	125.8421768707483	Average fitness:	315.7513197278911	Fitness standard deviation:	45.701578123066774	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
Generation:	27632	Best fitness:	125.8421768707483	Average fitness:	326.11817687074836	Fitness standard deviation:	46.6544384169395	Best genome:	N3	E4	N5	A11	N6	N7	A10	A8	A9	A7	A14	A17	A16	E5	N12	E3	A15	A6	A12	N9	A13	
