Generation:	16	Best fitness:	219.6421768707483	Average fitness:	331.52960544217683	Fitness standard deviation:	36.26899070634779	Best genome:	E5	N6	A17	A15	N7	A6	A12	A14	A16	A13	A9	A7	N9	E3	A10	E4	N3	A11	N12	N5	A8	
Generation:	4672	Best fitness:	120.78503401360544	Average fitness:	314.3027482993198	Fitness standard deviation:	46.57267154870626	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4688	Best fitness:	120.78503401360544	Average fitness:	308.376462585034	Fitness standard deviation:	48.41995684021375	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4704	Best fitness:	120.78503401360544	Average fitness:	308.42331972789117	Fitness standard deviation:	51.17499217391244	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4720	Best fitness:	120.78503401360544	Average fitness:	320.9610340136054	Fitness standard deviation:	45.964204834205674	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4736	Best fitness:	120.78503401360544	Average fitness:	320.23017687074827	Fitness standard deviation:	51.163105677144074	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4752	Best fitness:	120.78503401360544	Average fitness:	310.8513197278911	Fitness standard deviation:	57.24198614332536	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4768	Best fitness:	120.78503401360544	Average fitness:	323.25589115646255	Fitness standard deviation:	55.616959457213284	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4784	Best fitness:	120.78503401360544	Average fitness:	315.9084625850339	Fitness standard deviation:	53.21942393295048	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4800	Best fitness:	120.78503401360544	Average fitness:	313.2421768707484	Fitness standard deviation:	60.781504974282896	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4816	Best fitness:	120.78503401360544	Average fitness:	306.9461768707483	Fitness standard deviation:	58.62359871977447	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4832	Best fitness:	120.78503401360544	Average fitness:	299.99131972789115	Fitness standard deviation:	48.923613693351875	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4848	Best fitness:	120.78503401360544	Average fitness:	305.5010340136055	Fitness standard deviation:	57.27253696963996	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4864	Best fitness:	120.78503401360544	Average fitness:	306.5598911564625	Fitness standard deviation:	51.99994399996984	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4880	Best fitness:	120.78503401360544	Average fitness:	312.4513197278911	Fitness standard deviation:	58.081419963527	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4896	Best fitness:	120.78503401360544	Average fitness:	301.3970340136055	Fitness standard deviation:	53.16188325774591	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4912	Best fitness:	120.78503401360544	Average fitness:	296.1941768707482	Fitness standard deviation:	51.612032275350636	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4928	Best fitness:	120.78503401360544	Average fitness:	319.9061768707483	Fitness standard deviation:	44.75400501881915	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4944	Best fitness:	120.78503401360544	Average fitness:	312.5724625850339	Fitness standard deviation:	59.181264867751345	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4960	Best fitness:	120.78503401360544	Average fitness:	317.6073197278911	Fitness standard deviation:	51.59126149388685	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4976	Best fitness:	120.78503401360544	Average fitness:	315.3741768707482	Fitness standard deviation:	49.76244691470442	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	4992	Best fitness:	120.78503401360544	Average fitness:	314.7953197278912	Fitness standard deviation:	54.36863554420669	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5008	Best fitness:	120.78503401360544	Average fitness:	317.9873197278911	Fitness standard deviation:	50.75007633330944	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5024	Best fitness:	120.78503401360544	Average fitness:	316.3393197278912	Fitness standard deviation:	49.051523432207574	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5040	Best fitness:	120.78503401360544	Average fitness:	323.90503401360536	Fitness standard deviation:	54.2737349188428	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5056	Best fitness:	120.78503401360544	Average fitness:	319.9570340136055	Fitness standard deviation:	59.95215575161002	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5072	Best fitness:	120.78503401360544	Average fitness:	314.756462585034	Fitness standard deviation:	54.661361348669274	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5088	Best fitness:	120.78503401360544	Average fitness:	318.6553197278911	Fitness standard deviation:	53.50697203016384	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5104	Best fitness:	120.78503401360544	Average fitness:	304.29474829931956	Fitness standard deviation:	43.032737176456244	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5120	Best fitness:	120.78503401360544	Average fitness:	304.13531972789116	Fitness standard deviation:	57.40804517607942	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5136	Best fitness:	120.78503401360544	Average fitness:	313.48960544217687	Fitness standard deviation:	55.24612288104709	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5152	Best fitness:	120.78503401360544	Average fitness:	302.99074829931976	Fitness standard deviation:	53.106686000532775	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5168	Best fitness:	120.78503401360544	Average fitness:	308.18446258503405	Fitness standard deviation:	55.42502830796548	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5184	Best fitness:	120.78503401360544	Average fitness:	304.9461768707482	Fitness standard deviation:	42.71952103988938	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5200	Best fitness:	120.78503401360544	Average fitness:	316.9816054421768	Fitness standard deviation:	45.72228060089456	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5216	Best fitness:	120.78503401360544	Average fitness:	309.83703401360543	Fitness standard deviation:	52.85204753510559	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5232	Best fitness:	120.78503401360544	Average fitness:	305.9678911564625	Fitness standard deviation:	59.001636227743894	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5248	Best fitness:	120.78503401360544	Average fitness:	303.888462585034	Fitness standard deviation:	53.525078887167936	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5264	Best fitness:	120.78503401360544	Average fitness:	316.55074829931976	Fitness standard deviation:	60.60872652194768	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5280	Best fitness:	120.78503401360544	Average fitness:	318.15989115646255	Fitness standard deviation:	45.144597304615736	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5296	Best fitness:	120.78503401360544	Average fitness:	322.02617687074826	Fitness standard deviation:	52.88478726053303	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5312	Best fitness:	120.78503401360544	Average fitness:	315.42789115646264	Fitness standard deviation:	55.07719147168058	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5328	Best fitness:	120.78503401360544	Average fitness:	310.7421768707483	Fitness standard deviation:	50.91345846690464	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5344	Best fitness:	120.78503401360544	Average fitness:	324.13360544217693	Fitness standard deviation:	47.33322843717417	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5360	Best fitness:	120.78503401360544	Average fitness:	319.19646258503394	Fitness standard deviation:	57.27118761307683	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5376	Best fitness:	120.78503401360544	Average fitness:	312.9478911564625	Fitness standard deviation:	49.21671136464747	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5392	Best fitness:	120.78503401360544	Average fitness:	307.91646258503397	Fitness standard deviation:	52.196489990677904	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5408	Best fitness:	120.78503401360544	Average fitness:	304.3947482993197	Fitness standard deviation:	62.0831983212521	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5424	Best fitness:	120.78503401360544	Average fitness:	310.17989115646265	Fitness standard deviation:	53.53957199557527	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5440	Best fitness:	120.78503401360544	Average fitness:	312.49589115646256	Fitness standard deviation:	59.77252297277247	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5456	Best fitness:	120.78503401360544	Average fitness:	314.1541768707483	Fitness standard deviation:	56.716398907014465	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5472	Best fitness:	120.78503401360544	Average fitness:	305.6147482993197	Fitness standard deviation:	47.66249506088168	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5488	Best fitness:	120.78503401360544	Average fitness:	315.42846258503397	Fitness standard deviation:	43.80935627959686	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5504	Best fitness:	120.78503401360544	Average fitness:	318.53703401360553	Fitness standard deviation:	45.63113131382556	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5520	Best fitness:	120.78503401360544	Average fitness:	304.71817687074827	Fitness standard deviation:	56.16123831706458	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5536	Best fitness:	120.78503401360544	Average fitness:	305.18731972789107	Fitness standard deviation:	58.4015529119784	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5552	Best fitness:	120.78503401360544	Average fitness:	305.0484625850339	Fitness standard deviation:	54.71936008994496	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5568	Best fitness:	120.78503401360544	Average fitness:	324.07646258503394	Fitness standard deviation:	46.95885476474407	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5584	Best fitness:	120.78503401360544	Average fitness:	309.9701768707484	Fitness standard deviation:	52.56052751575742	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5600	Best fitness:	120.78503401360544	Average fitness:	316.68960544217686	Fitness standard deviation:	53.19968470368437	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5616	Best fitness:	120.78503401360544	Average fitness:	310.54103401360544	Fitness standard deviation:	56.1637295145149	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5632	Best fitness:	120.78503401360544	Average fitness:	319.30560544217684	Fitness standard deviation:	53.67040648176952	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5648	Best fitness:	120.78503401360544	Average fitness:	317.2061768707483	Fitness standard deviation:	53.114683103101136	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5664	Best fitness:	120.78503401360544	Average fitness:	312.32217687074825	Fitness standard deviation:	49.32749665785414	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5680	Best fitness:	120.78503401360544	Average fitness:	312.70160544217686	Fitness standard deviation:	51.160079411468416	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5696	Best fitness:	120.78503401360544	Average fitness:	300.94903401360534	Fitness standard deviation:	59.94784394618308	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5712	Best fitness:	120.78503401360544	Average fitness:	320.75017687074813	Fitness standard deviation:	59.2843704605013	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5728	Best fitness:	120.78503401360544	Average fitness:	313.8827482993197	Fitness standard deviation:	54.791465174787945	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5744	Best fitness:	120.78503401360544	Average fitness:	314.40103401360534	Fitness standard deviation:	45.4045931902876	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5760	Best fitness:	120.78503401360544	Average fitness:	314.86160544217677	Fitness standard deviation:	49.732298030842806	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5776	Best fitness:	120.78503401360544	Average fitness:	311.60274829931967	Fitness standard deviation:	52.29863412271912	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5792	Best fitness:	120.78503401360544	Average fitness:	301.84274829931974	Fitness standard deviation:	51.89436192568004	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5808	Best fitness:	120.78503401360544	Average fitness:	327.67989115646265	Fitness standard deviation:	54.0649639283282	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5824	Best fitness:	120.78503401360544	Average fitness:	309.45646258503405	Fitness standard deviation:	53.84688776938719	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5840	Best fitness:	120.78503401360544	Average fitness:	309.7627482993197	Fitness standard deviation:	51.37109464058002	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5856	Best fitness:	120.78503401360544	Average fitness:	314.69589115646244	Fitness standard deviation:	47.57411460113192	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5872	Best fitness:	120.78503401360544	Average fitness:	319.9130340136054	Fitness standard deviation:	48.51944251240203	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5888	Best fitness:	120.78503401360544	Average fitness:	310.1056054421769	Fitness standard deviation:	46.81357601449932	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5904	Best fitness:	120.78503401360544	Average fitness:	312.8581768707483	Fitness standard deviation:	53.67893096657464	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5920	Best fitness:	120.78503401360544	Average fitness:	321.1256054421769	Fitness standard deviation:	51.00644563990249	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5936	Best fitness:	120.78503401360544	Average fitness:	316.7107482993196	Fitness standard deviation:	62.300817041846514	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5952	Best fitness:	120.78503401360544	Average fitness:	322.78503401360547	Fitness standard deviation:	54.88066103011188	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5968	Best fitness:	120.78503401360544	Average fitness:	305.0353197278911	Fitness standard deviation:	56.79290888762757	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	5984	Best fitness:	120.78503401360544	Average fitness:	310.2176054421768	Fitness standard deviation:	54.56202611894175	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6000	Best fitness:	120.78503401360544	Average fitness:	313.61531972789123	Fitness standard deviation:	54.850685158595304	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6016	Best fitness:	120.78503401360544	Average fitness:	313.028462585034	Fitness standard deviation:	52.578098098670985	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6032	Best fitness:	120.78503401360544	Average fitness:	301.0084625850339	Fitness standard deviation:	59.49253609573256	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6048	Best fitness:	120.78503401360544	Average fitness:	316.1804625850341	Fitness standard deviation:	48.118273116077944	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6064	Best fitness:	120.78503401360544	Average fitness:	318.15189115646257	Fitness standard deviation:	56.734300997846844	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6080	Best fitness:	120.78503401360544	Average fitness:	320.8913197278911	Fitness standard deviation:	50.82786863402351	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6096	Best fitness:	120.78503401360544	Average fitness:	303.9553197278911	Fitness standard deviation:	55.404168401347725	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6112	Best fitness:	120.78503401360544	Average fitness:	313.8010340136054	Fitness standard deviation:	53.22086997732053	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6128	Best fitness:	120.78503401360544	Average fitness:	313.5627482993197	Fitness standard deviation:	47.72559225832785	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6144	Best fitness:	120.78503401360544	Average fitness:	312.5210340136054	Fitness standard deviation:	49.20454518909108	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6160	Best fitness:	120.78503401360544	Average fitness:	322.5604625850339	Fitness standard deviation:	52.6842051255809	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6176	Best fitness:	120.78503401360544	Average fitness:	318.3947482993197	Fitness standard deviation:	50.255398852222015	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6192	Best fitness:	120.78503401360544	Average fitness:	308.91360544217684	Fitness standard deviation:	56.05444590862038	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6208	Best fitness:	120.78503401360544	Average fitness:	312.0250340136054	Fitness standard deviation:	50.037829607575254	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6224	Best fitness:	120.78503401360544	Average fitness:	306.4221768707483	Fitness standard deviation:	40.64069630208576	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6240	Best fitness:	120.78503401360544	Average fitness:	304.59531972789114	Fitness standard deviation:	49.974367882190265	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6256	Best fitness:	120.78503401360544	Average fitness:	316.6690340136054	Fitness standard deviation:	47.93879921869771	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6272	Best fitness:	120.78503401360544	Average fitness:	310.8238911564626	Fitness standard deviation:	52.00171041457018	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6288	Best fitness:	120.78503401360544	Average fitness:	319.57474829931965	Fitness standard deviation:	48.27160191403367	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6304	Best fitness:	120.78503401360544	Average fitness:	323.93931972789125	Fitness standard deviation:	53.08171351985617	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6320	Best fitness:	120.78503401360544	Average fitness:	311.7816054421767	Fitness standard deviation:	61.14220711002928	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6336	Best fitness:	120.78503401360544	Average fitness:	312.8638911564626	Fitness standard deviation:	46.76906794287115	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6352	Best fitness:	120.78503401360544	Average fitness:	308.18503401360545	Fitness standard deviation:	57.53714285714287	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6368	Best fitness:	120.78503401360544	Average fitness:	307.43417687074833	Fitness standard deviation:	50.84718844473795	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6384	Best fitness:	120.78503401360544	Average fitness:	320.7553197278913	Fitness standard deviation:	47.410621374350725	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
Generation:	6400	Best fitness:	120.78503401360544	Average fitness:	318.4976054421769	Fitness standard deviation:	52.42020934793786	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	E5	N12	E3	N6	A6	A14	A12	N9	A16	A8	A13	
