Generation:	16	Best fitness:	220.8421768707483	Average fitness:	339.76889115646264	Fitness standard deviation:	35.216278538511716	Best genome:	A15	E5	A9	N6	N7	A10	N5	E4	A11	A6	E3	A7	A17	A14	A12	N3	A16	N12	A8	N9	A13	
Generation:	21088	Best fitness:	120.69931972789115	Average fitness:	343.53117687074854	Fitness standard deviation:	37.25894684255484	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21104	Best fitness:	120.69931972789115	Average fitness:	339.70817687074845	Fitness standard deviation:	42.256654048172564	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21120	Best fitness:	120.69931972789115	Average fitness:	340.49731972789124	Fitness standard deviation:	37.21105371323122	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21136	Best fitness:	120.69931972789115	Average fitness:	340.41574829931994	Fitness standard deviation:	40.048132055346215	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21152	Best fitness:	120.69931972789115	Average fitness:	344.31117687074834	Fitness standard deviation:	41.29476838708332	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21168	Best fitness:	120.69931972789115	Average fitness:	342.31131972789126	Fitness standard deviation:	36.02548773027343	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21184	Best fitness:	120.69931972789115	Average fitness:	340.84803401360574	Fitness standard deviation:	40.74139110741493	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21200	Best fitness:	120.69931972789115	Average fitness:	336.90717687074834	Fitness standard deviation:	40.2014436675996	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21216	Best fitness:	120.69931972789115	Average fitness:	342.49360544217706	Fitness standard deviation:	38.493662134042225	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21232	Best fitness:	120.69931972789115	Average fitness:	338.4211768707485	Fitness standard deviation:	37.55952983530252	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21248	Best fitness:	120.69931972789115	Average fitness:	343.0800340136057	Fitness standard deviation:	33.533323168977795	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21264	Best fitness:	120.69931972789115	Average fitness:	340.235605442177	Fitness standard deviation:	38.99083468546663	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21280	Best fitness:	120.69931972789115	Average fitness:	338.34046258503423	Fitness standard deviation:	35.45371764738373	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21296	Best fitness:	120.69931972789115	Average fitness:	340.28946258503413	Fitness standard deviation:	42.2810672733732	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21312	Best fitness:	120.69931972789115	Average fitness:	340.13946258503427	Fitness standard deviation:	38.52550293385049	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21328	Best fitness:	120.69931972789115	Average fitness:	342.6790340136057	Fitness standard deviation:	40.369440006631	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21344	Best fitness:	120.69931972789115	Average fitness:	335.9234625850338	Fitness standard deviation:	39.39925515689816	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21360	Best fitness:	120.69931972789115	Average fitness:	342.6721768707484	Fitness standard deviation:	41.333871345521985	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21376	Best fitness:	120.69931972789115	Average fitness:	344.3973197278916	Fitness standard deviation:	39.83325064847821	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21392	Best fitness:	120.69931972789115	Average fitness:	334.61889115646284	Fitness standard deviation:	40.63737387842249	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21408	Best fitness:	120.69931972789115	Average fitness:	345.8894625850343	Fitness standard deviation:	36.72571701943798	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21424	Best fitness:	120.69931972789115	Average fitness:	340.43003401360545	Fitness standard deviation:	41.722581898848524	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21440	Best fitness:	120.69931972789115	Average fitness:	341.0198911564627	Fitness standard deviation:	36.31766941187448	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21456	Best fitness:	120.69931972789115	Average fitness:	338.2096054421771	Fitness standard deviation:	41.9124565809863	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21472	Best fitness:	120.69931972789115	Average fitness:	340.4996054421772	Fitness standard deviation:	36.4064287875263	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21488	Best fitness:	120.69931972789115	Average fitness:	338.70974829932	Fitness standard deviation:	39.318760042057505	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21504	Best fitness:	120.69931972789115	Average fitness:	340.55203401360535	Fitness standard deviation:	37.64826928807957	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21520	Best fitness:	120.69931972789115	Average fitness:	340.4440340136054	Fitness standard deviation:	39.567102298577815	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21536	Best fitness:	120.69931972789115	Average fitness:	335.2417482993198	Fitness standard deviation:	36.42994557380239	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21552	Best fitness:	120.69931972789115	Average fitness:	336.5800340136053	Fitness standard deviation:	38.674594143220915	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21568	Best fitness:	120.69931972789115	Average fitness:	340.02903401360555	Fitness standard deviation:	38.66910656810565	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21584	Best fitness:	120.69931972789115	Average fitness:	340.0970340136054	Fitness standard deviation:	36.858673762225955	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21600	Best fitness:	120.69931972789115	Average fitness:	336.9086054421769	Fitness standard deviation:	34.87982961219149	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21616	Best fitness:	120.69931972789115	Average fitness:	342.6754625850342	Fitness standard deviation:	39.4138972463122	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21632	Best fitness:	120.69931972789115	Average fitness:	341.69460544217714	Fitness standard deviation:	38.165649560133765	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21648	Best fitness:	120.69931972789115	Average fitness:	336.40203401360566	Fitness standard deviation:	37.73547338799829	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21664	Best fitness:	120.69931972789115	Average fitness:	346.27531972789143	Fitness standard deviation:	39.91193514297625	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21680	Best fitness:	120.69931972789115	Average fitness:	335.2434625850343	Fitness standard deviation:	40.82816397852276	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21696	Best fitness:	120.69931972789115	Average fitness:	340.6204625850343	Fitness standard deviation:	39.82118954342098	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21712	Best fitness:	120.69931972789115	Average fitness:	337.47774829931996	Fitness standard deviation:	39.83605878562071	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21728	Best fitness:	120.69931972789115	Average fitness:	345.2958911564629	Fitness standard deviation:	38.70526869793815	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21744	Best fitness:	120.69931972789115	Average fitness:	331.3336054421769	Fitness standard deviation:	40.23707002356946	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21760	Best fitness:	120.69931972789115	Average fitness:	340.6044625850343	Fitness standard deviation:	41.60886657471762	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21776	Best fitness:	120.69931972789115	Average fitness:	338.97131972789134	Fitness standard deviation:	40.664486633214196	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21792	Best fitness:	120.69931972789115	Average fitness:	339.84374829932	Fitness standard deviation:	37.66537208993785	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21808	Best fitness:	120.69931972789115	Average fitness:	342.27760544217716	Fitness standard deviation:	38.24824160183906	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21824	Best fitness:	120.69931972789115	Average fitness:	339.3670340136055	Fitness standard deviation:	41.654627526450724	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21840	Best fitness:	120.69931972789115	Average fitness:	338.42003401360574	Fitness standard deviation:	41.56925850374311	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21856	Best fitness:	120.69931972789115	Average fitness:	342.5150340136057	Fitness standard deviation:	37.13429261148112	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21872	Best fitness:	120.69931972789115	Average fitness:	338.65374829931994	Fitness standard deviation:	37.799413352266605	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21888	Best fitness:	120.69931972789115	Average fitness:	340.79046258503416	Fitness standard deviation:	43.2647593209767	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21904	Best fitness:	120.69931972789115	Average fitness:	339.6031768707485	Fitness standard deviation:	42.37156653262387	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21920	Best fitness:	120.69931972789115	Average fitness:	341.39346258503406	Fitness standard deviation:	43.867312901568084	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21936	Best fitness:	120.69931972789115	Average fitness:	343.55403401360564	Fitness standard deviation:	39.68342159144146	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21952	Best fitness:	120.69931972789115	Average fitness:	337.1466054421769	Fitness standard deviation:	39.31932116812863	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21968	Best fitness:	120.69931972789115	Average fitness:	340.54831972789134	Fitness standard deviation:	39.73524877131597	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	21984	Best fitness:	120.69931972789115	Average fitness:	342.8170340136055	Fitness standard deviation:	37.30317101583637	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22000	Best fitness:	120.69931972789115	Average fitness:	339.82203401360573	Fitness standard deviation:	38.54570505177945	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22016	Best fitness:	120.69931972789115	Average fitness:	342.6553197278913	Fitness standard deviation:	40.568027406733364	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22032	Best fitness:	120.69931972789115	Average fitness:	335.88674829931983	Fitness standard deviation:	38.92867634481275	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22048	Best fitness:	120.69931972789115	Average fitness:	338.4131768707486	Fitness standard deviation:	38.45541881908218	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22064	Best fitness:	120.69931972789115	Average fitness:	335.0848911564629	Fitness standard deviation:	43.961407564836136	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22080	Best fitness:	120.69931972789115	Average fitness:	341.46660544217724	Fitness standard deviation:	40.26977662425442	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22096	Best fitness:	120.69931972789115	Average fitness:	336.0203197278915	Fitness standard deviation:	40.88773399997928	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22112	Best fitness:	120.69931972789115	Average fitness:	341.8498911564627	Fitness standard deviation:	36.71081436729787	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22128	Best fitness:	120.69931972789115	Average fitness:	344.1208911564626	Fitness standard deviation:	39.61983686802584	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22144	Best fitness:	120.69931972789115	Average fitness:	340.82517687074835	Fitness standard deviation:	40.25067910163575	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22160	Best fitness:	120.69931972789115	Average fitness:	339.1607482993199	Fitness standard deviation:	40.66816201945714	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22176	Best fitness:	120.69931972789115	Average fitness:	340.22360544217685	Fitness standard deviation:	39.75376555133116	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22192	Best fitness:	120.69931972789115	Average fitness:	339.6456054421771	Fitness standard deviation:	35.38265187278958	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22208	Best fitness:	120.69931972789115	Average fitness:	340.35489115646277	Fitness standard deviation:	40.08509868150661	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22224	Best fitness:	120.69931972789115	Average fitness:	336.2880340136055	Fitness standard deviation:	41.773373991975674	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22240	Best fitness:	120.69931972789115	Average fitness:	335.70631972789147	Fitness standard deviation:	40.659783118517716	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22256	Best fitness:	120.69931972789115	Average fitness:	337.93103401360554	Fitness standard deviation:	38.9068973256697	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22272	Best fitness:	120.69931972789115	Average fitness:	339.2010340136055	Fitness standard deviation:	39.4003734199646	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22288	Best fitness:	120.69931972789115	Average fitness:	345.07474829931994	Fitness standard deviation:	39.322509422280085	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22304	Best fitness:	120.69931972789115	Average fitness:	338.07760544217695	Fitness standard deviation:	36.101340270218806	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22320	Best fitness:	120.69931972789115	Average fitness:	340.7884625850342	Fitness standard deviation:	37.99345191272962	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22336	Best fitness:	120.69931972789115	Average fitness:	333.38031972789116	Fitness standard deviation:	37.90138975186066	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22352	Best fitness:	120.69931972789115	Average fitness:	341.383462585034	Fitness standard deviation:	40.398374911496084	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22368	Best fitness:	120.69931972789115	Average fitness:	336.9128911564629	Fitness standard deviation:	39.26506563195371	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22384	Best fitness:	120.69931972789115	Average fitness:	335.684462585034	Fitness standard deviation:	40.446968147520415	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22400	Best fitness:	120.69931972789115	Average fitness:	339.9283197278912	Fitness standard deviation:	38.33260108496129	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22416	Best fitness:	120.69931972789115	Average fitness:	339.0574625850343	Fitness standard deviation:	38.84022329929084	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22432	Best fitness:	120.69931972789115	Average fitness:	342.80689115646254	Fitness standard deviation:	39.102681778431844	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22448	Best fitness:	120.69931972789115	Average fitness:	335.88960544217707	Fitness standard deviation:	39.681857514949264	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22464	Best fitness:	120.69931972789115	Average fitness:	336.99074829932005	Fitness standard deviation:	38.44081684876117	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22480	Best fitness:	120.69931972789115	Average fitness:	341.9154625850339	Fitness standard deviation:	41.29653319219275	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22496	Best fitness:	120.69931972789115	Average fitness:	339.0676054421773	Fitness standard deviation:	41.789704306692755	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22512	Best fitness:	120.69931972789115	Average fitness:	340.867462585034	Fitness standard deviation:	40.692687221240554	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22528	Best fitness:	120.69931972789115	Average fitness:	337.1556054421769	Fitness standard deviation:	39.09533819591617	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22544	Best fitness:	120.69931972789115	Average fitness:	340.96431972789134	Fitness standard deviation:	39.26186589778319	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22560	Best fitness:	120.69931972789115	Average fitness:	339.6161768707484	Fitness standard deviation:	37.05448940714864	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22576	Best fitness:	120.69931972789115	Average fitness:	337.30517687074877	Fitness standard deviation:	38.68980156689505	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22592	Best fitness:	120.69931972789115	Average fitness:	344.1781768707484	Fitness standard deviation:	38.754110590664695	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22608	Best fitness:	120.69931972789115	Average fitness:	336.55489115646276	Fitness standard deviation:	37.5114320748505	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22624	Best fitness:	120.69931972789115	Average fitness:	336.19760544217706	Fitness standard deviation:	41.01956493266727	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22640	Best fitness:	120.69931972789115	Average fitness:	341.56803401360565	Fitness standard deviation:	39.453936571652775	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22656	Best fitness:	120.69931972789115	Average fitness:	338.7414625850343	Fitness standard deviation:	35.33877005326517	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22672	Best fitness:	120.69931972789115	Average fitness:	344.3764625850341	Fitness standard deviation:	41.22886506181943	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22688	Best fitness:	120.69931972789115	Average fitness:	342.9608911564629	Fitness standard deviation:	37.76588840907268	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22704	Best fitness:	120.69931972789115	Average fitness:	339.6204625850343	Fitness standard deviation:	42.42655783966511	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22720	Best fitness:	120.69931972789115	Average fitness:	338.7733197278912	Fitness standard deviation:	40.814760954281	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22736	Best fitness:	120.69931972789115	Average fitness:	336.964605442177	Fitness standard deviation:	40.41342021771824	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22752	Best fitness:	120.69931972789115	Average fitness:	338.14989115646284	Fitness standard deviation:	37.92476049834914	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22768	Best fitness:	120.69931972789115	Average fitness:	339.5120340136056	Fitness standard deviation:	41.22986689356666	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22784	Best fitness:	120.69931972789115	Average fitness:	339.00831972789126	Fitness standard deviation:	37.168485672182904	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22800	Best fitness:	120.69931972789115	Average fitness:	342.21317687074844	Fitness standard deviation:	40.27104003030526	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
Generation:	22816	Best fitness:	120.69931972789115	Average fitness:	337.6631768707485	Fitness standard deviation:	36.46869705819566	Best genome:	A9	N5	A11	N7	A10	E3	E4	N3	A7	A14	N6	N12	A8	A13	N9	A16	E5	A15	A17	A6	A12	
