Generation:	16	Best fitness:	217.8421768707483	Average fitness:	334.6158911564627	Fitness standard deviation:	31.50836459852318	Best genome:	A9	N3	E4	N12	E3	A6	A12	N5	A17	A16	A8	A14	A7	A11	N7	A10	N6	E5	A15	N9	A13	
Generation:	12592	Best fitness:	117.58503401360544	Average fitness:	329.4753197278912	Fitness standard deviation:	47.624435799539796	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12608	Best fitness:	117.58503401360544	Average fitness:	335.318462585034	Fitness standard deviation:	45.00753697517149	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12624	Best fitness:	117.58503401360544	Average fitness:	330.73560544217673	Fitness standard deviation:	43.10168723531147	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12640	Best fitness:	117.58503401360544	Average fitness:	333.92503401360545	Fitness standard deviation:	47.24607566037758	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12656	Best fitness:	117.58503401360544	Average fitness:	327.040462585034	Fitness standard deviation:	42.963292698653845	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12672	Best fitness:	117.58503401360544	Average fitness:	329.25960544217685	Fitness standard deviation:	50.841420345772306	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12688	Best fitness:	117.58503401360544	Average fitness:	342.44017687074825	Fitness standard deviation:	40.20169237071231	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12704	Best fitness:	117.58503401360544	Average fitness:	325.7087482993198	Fitness standard deviation:	41.15958411066935	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12720	Best fitness:	117.58503401360544	Average fitness:	330.06760544217695	Fitness standard deviation:	41.56000921117141	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12736	Best fitness:	117.58503401360544	Average fitness:	334.48160544217683	Fitness standard deviation:	45.994855041468654	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12752	Best fitness:	117.58503401360544	Average fitness:	342.32874829931956	Fitness standard deviation:	42.294549743918736	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12768	Best fitness:	117.58503401360544	Average fitness:	326.1613197278911	Fitness standard deviation:	47.10526831405141	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12784	Best fitness:	117.58503401360544	Average fitness:	332.63617687074833	Fitness standard deviation:	43.34902532529493	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12800	Best fitness:	117.58503401360544	Average fitness:	331.5447482993197	Fitness standard deviation:	44.274524686832024	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12816	Best fitness:	117.58503401360544	Average fitness:	337.9407482993197	Fitness standard deviation:	44.07776715241888	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12832	Best fitness:	117.58503401360544	Average fitness:	334.72989115646254	Fitness standard deviation:	45.156507024040785	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12848	Best fitness:	117.58503401360544	Average fitness:	332.44931972789095	Fitness standard deviation:	44.40366676806071	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12864	Best fitness:	117.58503401360544	Average fitness:	328.3718911564624	Fitness standard deviation:	46.24568346894879	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12880	Best fitness:	117.58503401360544	Average fitness:	338.2633197278912	Fitness standard deviation:	45.19367277730413	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12896	Best fitness:	117.58503401360544	Average fitness:	332.1924625850341	Fitness standard deviation:	43.624668292055084	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12912	Best fitness:	117.58503401360544	Average fitness:	327.043605442177	Fitness standard deviation:	46.88889418571505	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12928	Best fitness:	117.58503401360544	Average fitness:	338.54960544217664	Fitness standard deviation:	46.883812640115664	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12944	Best fitness:	117.58503401360544	Average fitness:	332.88846258503406	Fitness standard deviation:	42.351072227951235	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12960	Best fitness:	117.58503401360544	Average fitness:	336.12931972789096	Fitness standard deviation:	44.58218942902775	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12976	Best fitness:	117.58503401360544	Average fitness:	335.4747482993197	Fitness standard deviation:	40.547551730615496	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	12992	Best fitness:	117.58503401360544	Average fitness:	333.92931972789114	Fitness standard deviation:	41.51956261320483	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13008	Best fitness:	117.58503401360544	Average fitness:	331.62960544217685	Fitness standard deviation:	48.939951430715745	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13024	Best fitness:	117.58503401360544	Average fitness:	329.3787482993197	Fitness standard deviation:	42.86349887724985	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13040	Best fitness:	117.58503401360544	Average fitness:	331.64703401360543	Fitness standard deviation:	42.16149826075726	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13056	Best fitness:	117.58503401360544	Average fitness:	331.03331972789107	Fitness standard deviation:	43.76372585992715	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13072	Best fitness:	117.58503401360544	Average fitness:	333.7584625850341	Fitness standard deviation:	43.2773887806724	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13088	Best fitness:	117.58503401360544	Average fitness:	337.3207482993196	Fitness standard deviation:	42.967045820379745	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13104	Best fitness:	117.58503401360544	Average fitness:	333.1461768707483	Fitness standard deviation:	42.050482881063466	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13120	Best fitness:	117.58503401360544	Average fitness:	337.99531972789094	Fitness standard deviation:	42.54555024000148	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13136	Best fitness:	117.58503401360544	Average fitness:	336.2624625850341	Fitness standard deviation:	43.00748303089895	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13152	Best fitness:	117.58503401360544	Average fitness:	328.2653197278911	Fitness standard deviation:	47.762276754094266	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13168	Best fitness:	117.58503401360544	Average fitness:	334.1381768707483	Fitness standard deviation:	50.22670555936294	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13184	Best fitness:	117.58503401360544	Average fitness:	330.1261768707482	Fitness standard deviation:	44.00758521260736	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13200	Best fitness:	117.58503401360544	Average fitness:	329.74331972789105	Fitness standard deviation:	45.64567841403555	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13216	Best fitness:	117.58503401360544	Average fitness:	327.85303401360545	Fitness standard deviation:	42.91557631310239	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13232	Best fitness:	117.58503401360544	Average fitness:	330.0430340136055	Fitness standard deviation:	45.088207147269706	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13248	Best fitness:	117.58503401360544	Average fitness:	331.22560544217674	Fitness standard deviation:	40.86484166825352	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13264	Best fitness:	117.58503401360544	Average fitness:	331.2478911564625	Fitness standard deviation:	45.11433366504283	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13280	Best fitness:	117.58503401360544	Average fitness:	330.0404625850339	Fitness standard deviation:	43.83609635905095	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13296	Best fitness:	117.58503401360544	Average fitness:	329.54931972789103	Fitness standard deviation:	47.61690479702539	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13312	Best fitness:	117.58503401360544	Average fitness:	325.67874829931975	Fitness standard deviation:	41.95512239505058	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13328	Best fitness:	117.58503401360544	Average fitness:	334.98360544217684	Fitness standard deviation:	43.1185196018261	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13344	Best fitness:	117.58503401360544	Average fitness:	322.58189115646246	Fitness standard deviation:	44.97179213775713	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13360	Best fitness:	117.58503401360544	Average fitness:	330.57360544217676	Fitness standard deviation:	41.887027849213844	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13376	Best fitness:	117.58503401360544	Average fitness:	335.37217687074843	Fitness standard deviation:	46.20841170441696	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13392	Best fitness:	117.58503401360544	Average fitness:	332.5318911564625	Fitness standard deviation:	40.00302825679934	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13408	Best fitness:	117.58503401360544	Average fitness:	339.12560544217683	Fitness standard deviation:	41.53255200933556	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13424	Best fitness:	117.58503401360544	Average fitness:	328.67417687074834	Fitness standard deviation:	50.84137095407436	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13440	Best fitness:	117.58503401360544	Average fitness:	334.41960544217693	Fitness standard deviation:	44.67574592778595	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13456	Best fitness:	117.58503401360544	Average fitness:	322.93817687074835	Fitness standard deviation:	48.04600865072255	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13472	Best fitness:	117.58503401360544	Average fitness:	327.8821768707483	Fitness standard deviation:	51.54654199688603	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13488	Best fitness:	117.58503401360544	Average fitness:	331.4704625850339	Fitness standard deviation:	44.61952249490653	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13504	Best fitness:	117.58503401360544	Average fitness:	332.08417687074825	Fitness standard deviation:	46.38300928449678	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13520	Best fitness:	117.58503401360544	Average fitness:	330.8121768707484	Fitness standard deviation:	45.99082026861005	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13536	Best fitness:	117.58503401360544	Average fitness:	332.3244625850338	Fitness standard deviation:	46.26025777564786	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13552	Best fitness:	117.58503401360544	Average fitness:	328.64560544217676	Fitness standard deviation:	45.07414685576989	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13568	Best fitness:	117.58503401360544	Average fitness:	331.17017687074826	Fitness standard deviation:	42.086662093875795	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13584	Best fitness:	117.58503401360544	Average fitness:	332.0393197278911	Fitness standard deviation:	45.08063587187125	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13600	Best fitness:	117.58503401360544	Average fitness:	336.22960544217676	Fitness standard deviation:	47.56526760962782	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13616	Best fitness:	117.58503401360544	Average fitness:	333.95474829931976	Fitness standard deviation:	45.34610211090983	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13632	Best fitness:	117.58503401360544	Average fitness:	327.4581768707483	Fitness standard deviation:	42.36351613242273	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13648	Best fitness:	117.58503401360544	Average fitness:	331.412462585034	Fitness standard deviation:	45.28043518937042	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13664	Best fitness:	117.58503401360544	Average fitness:	323.62274829931977	Fitness standard deviation:	41.19280517324375	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13680	Best fitness:	117.58503401360544	Average fitness:	341.356462585034	Fitness standard deviation:	43.76145988685217	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13696	Best fitness:	117.58503401360544	Average fitness:	333.89417687074825	Fitness standard deviation:	43.460478575837335	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13712	Best fitness:	117.58503401360544	Average fitness:	325.59989115646255	Fitness standard deviation:	49.870829473014886	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13728	Best fitness:	117.58503401360544	Average fitness:	323.77789115646254	Fitness standard deviation:	45.30973574256669	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13744	Best fitness:	117.58503401360544	Average fitness:	331.520462585034	Fitness standard deviation:	43.463569660963984	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13760	Best fitness:	117.58503401360544	Average fitness:	331.9176054421768	Fitness standard deviation:	41.851822093804095	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13776	Best fitness:	117.58503401360544	Average fitness:	327.31131972789103	Fitness standard deviation:	47.90029631027605	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13792	Best fitness:	117.58503401360544	Average fitness:	338.3381768707485	Fitness standard deviation:	43.31957176941751	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13808	Best fitness:	117.58503401360544	Average fitness:	340.4181768707483	Fitness standard deviation:	42.78355333822681	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13824	Best fitness:	117.58503401360544	Average fitness:	330.4138911564625	Fitness standard deviation:	49.9406067644357	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13840	Best fitness:	117.58503401360544	Average fitness:	331.655605442177	Fitness standard deviation:	45.84960426776009	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13856	Best fitness:	117.58503401360544	Average fitness:	333.3576054421769	Fitness standard deviation:	42.03074830139847	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13872	Best fitness:	117.58503401360544	Average fitness:	336.3610340136054	Fitness standard deviation:	48.39290076455598	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13888	Best fitness:	117.58503401360544	Average fitness:	335.07903401360556	Fitness standard deviation:	40.608236079265836	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13904	Best fitness:	117.58503401360544	Average fitness:	324.8713197278912	Fitness standard deviation:	46.02056877846989	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13920	Best fitness:	117.58503401360544	Average fitness:	329.1927482993197	Fitness standard deviation:	38.27918427361092	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13936	Best fitness:	117.58503401360544	Average fitness:	337.1936054421769	Fitness standard deviation:	48.7140645994144	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13952	Best fitness:	117.58503401360544	Average fitness:	331.68760544217696	Fitness standard deviation:	40.595997207928306	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13968	Best fitness:	117.58503401360544	Average fitness:	338.5427482993197	Fitness standard deviation:	49.42707288892745	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	13984	Best fitness:	117.58503401360544	Average fitness:	329.6896054421769	Fitness standard deviation:	47.00042782610318	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14000	Best fitness:	117.58503401360544	Average fitness:	329.8244625850339	Fitness standard deviation:	42.772005679855035	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14016	Best fitness:	117.58503401360544	Average fitness:	327.91417687074835	Fitness standard deviation:	47.86149429769367	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14032	Best fitness:	117.58503401360544	Average fitness:	336.397319727891	Fitness standard deviation:	41.501975808387726	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14048	Best fitness:	117.58503401360544	Average fitness:	327.6250340136055	Fitness standard deviation:	38.891869356471105	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14064	Best fitness:	117.58503401360544	Average fitness:	330.11731972789124	Fitness standard deviation:	44.06789838234557	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14080	Best fitness:	117.58503401360544	Average fitness:	320.66103401360556	Fitness standard deviation:	41.879193649528325	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14096	Best fitness:	117.58503401360544	Average fitness:	344.09103401360545	Fitness standard deviation:	42.10949988217067	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14112	Best fitness:	117.58503401360544	Average fitness:	335.72274829931973	Fitness standard deviation:	44.91101194539244	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14128	Best fitness:	117.58503401360544	Average fitness:	330.38931972789106	Fitness standard deviation:	46.19122001119314	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14144	Best fitness:	117.58503401360544	Average fitness:	336.4016054421769	Fitness standard deviation:	42.95354399481242	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14160	Best fitness:	117.58503401360544	Average fitness:	333.3887482993196	Fitness standard deviation:	43.56106062219574	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14176	Best fitness:	117.58503401360544	Average fitness:	331.6121768707482	Fitness standard deviation:	46.15484592153697	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14192	Best fitness:	117.58503401360544	Average fitness:	334.4330340136054	Fitness standard deviation:	43.27863381600201	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14208	Best fitness:	117.58503401360544	Average fitness:	330.1701768707483	Fitness standard deviation:	43.888354362553414	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14224	Best fitness:	117.58503401360544	Average fitness:	333.04246258503406	Fitness standard deviation:	47.936827731709485	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14240	Best fitness:	117.58503401360544	Average fitness:	326.2144625850341	Fitness standard deviation:	41.523142198547745	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14256	Best fitness:	117.58503401360544	Average fitness:	332.5290340136053	Fitness standard deviation:	45.54370745218043	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14272	Best fitness:	117.58503401360544	Average fitness:	335.5647482993197	Fitness standard deviation:	40.94780217271143	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14288	Best fitness:	117.58503401360544	Average fitness:	335.4607482993197	Fitness standard deviation:	42.86492603135424	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14304	Best fitness:	117.58503401360544	Average fitness:	334.7013197278912	Fitness standard deviation:	44.90055138155151	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
Generation:	14320	Best fitness:	117.58503401360544	Average fitness:	341.9596054421768	Fitness standard deviation:	43.061725966148565	Best genome:	A9	N5	A11	N12	E3	A10	N6	E4	N3	A7	N9	A16	E5	A15	A17	N7	A6	A12	A14	A8	A13	
