Generation:	16	Best fitness:	242.35646258503402	Average fitness:	334.08846258503405	Fitness standard deviation:	35.166296429556354	Best genome:	A13	A16	N9	A10	A8	N12	A14	A17	A9	E4	A15	A12	N7	E5	N6	A6	E3	N5	N3	A7	A11	
Generation:	10352	Best fitness:	116.8421768707483	Average fitness:	314.9598911564627	Fitness standard deviation:	41.76692945870169	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10368	Best fitness:	116.8421768707483	Average fitness:	312.55531972789123	Fitness standard deviation:	48.89778124760648	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10384	Best fitness:	116.8421768707483	Average fitness:	318.2673197278912	Fitness standard deviation:	46.33542961087649	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10400	Best fitness:	116.8421768707483	Average fitness:	316.0347482993198	Fitness standard deviation:	48.540468051862426	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10416	Best fitness:	116.8421768707483	Average fitness:	316.5758911564626	Fitness standard deviation:	51.68872089178229	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10432	Best fitness:	116.8421768707483	Average fitness:	309.3410340136054	Fitness standard deviation:	56.70532817638777	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10448	Best fitness:	116.8421768707483	Average fitness:	314.4524625850341	Fitness standard deviation:	64.05019479586112	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10464	Best fitness:	116.8421768707483	Average fitness:	323.29531972789124	Fitness standard deviation:	49.26370788534136	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10480	Best fitness:	116.8421768707483	Average fitness:	321.4473197278913	Fitness standard deviation:	51.40378376925106	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10496	Best fitness:	116.8421768707483	Average fitness:	315.649605442177	Fitness standard deviation:	53.12309980198283	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10512	Best fitness:	116.8421768707483	Average fitness:	304.1981768707484	Fitness standard deviation:	55.19308628989759	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10528	Best fitness:	116.8421768707483	Average fitness:	314.4701768707484	Fitness standard deviation:	57.52031378245996	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10544	Best fitness:	116.8421768707483	Average fitness:	312.50160544217687	Fitness standard deviation:	56.864117832041735	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10560	Best fitness:	116.8421768707483	Average fitness:	315.4524625850339	Fitness standard deviation:	52.865525129949354	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10576	Best fitness:	116.8421768707483	Average fitness:	309.06389115646255	Fitness standard deviation:	50.9443049421701	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10592	Best fitness:	116.8421768707483	Average fitness:	321.4953197278912	Fitness standard deviation:	50.483425935687855	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10608	Best fitness:	116.8421768707483	Average fitness:	307.4758911564626	Fitness standard deviation:	59.13616848030157	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10624	Best fitness:	116.8421768707483	Average fitness:	316.11589115646257	Fitness standard deviation:	48.138988938281614	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10640	Best fitness:	116.8421768707483	Average fitness:	315.22560544217697	Fitness standard deviation:	51.195620377097875	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10656	Best fitness:	116.8421768707483	Average fitness:	312.85246258503406	Fitness standard deviation:	51.838711800572916	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10672	Best fitness:	116.8421768707483	Average fitness:	322.0661768707483	Fitness standard deviation:	59.01711805908519	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10688	Best fitness:	116.8421768707483	Average fitness:	315.30103401360554	Fitness standard deviation:	53.61035154687565	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10704	Best fitness:	116.8421768707483	Average fitness:	315.9667482993198	Fitness standard deviation:	52.76288545899649	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10720	Best fitness:	116.8421768707483	Average fitness:	313.820462585034	Fitness standard deviation:	48.53876433095007	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10736	Best fitness:	116.8421768707483	Average fitness:	318.10160544217695	Fitness standard deviation:	58.25367714486322	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10752	Best fitness:	116.8421768707483	Average fitness:	311.85531972789124	Fitness standard deviation:	55.898050700925744	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10768	Best fitness:	116.8421768707483	Average fitness:	313.9553197278912	Fitness standard deviation:	52.79297694788965	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10784	Best fitness:	116.8421768707483	Average fitness:	320.0976054421769	Fitness standard deviation:	52.181862330170794	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10800	Best fitness:	116.8421768707483	Average fitness:	305.2090340136055	Fitness standard deviation:	59.211185198165296	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10816	Best fitness:	116.8421768707483	Average fitness:	316.1701768707484	Fitness standard deviation:	54.58302770971196	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10832	Best fitness:	116.8421768707483	Average fitness:	329.9158911564626	Fitness standard deviation:	52.11762868037365	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10848	Best fitness:	116.8421768707483	Average fitness:	314.265605442177	Fitness standard deviation:	52.09281659593729	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10864	Best fitness:	116.8421768707483	Average fitness:	310.4953197278912	Fitness standard deviation:	52.87070220213592	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10880	Best fitness:	116.8421768707483	Average fitness:	308.9878911564626	Fitness standard deviation:	46.1572121854721	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10896	Best fitness:	116.8421768707483	Average fitness:	319.8947482993197	Fitness standard deviation:	56.92262370363933	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10912	Best fitness:	116.8421768707483	Average fitness:	324.6644625850341	Fitness standard deviation:	58.45947552670263	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10928	Best fitness:	116.8421768707483	Average fitness:	324.812462585034	Fitness standard deviation:	50.36585657861841	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10944	Best fitness:	116.8421768707483	Average fitness:	311.40617687074837	Fitness standard deviation:	51.54817609869471	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10960	Best fitness:	116.8421768707483	Average fitness:	312.2856054421768	Fitness standard deviation:	58.52006702466625	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10976	Best fitness:	116.8421768707483	Average fitness:	317.6364625850341	Fitness standard deviation:	50.75307972961657	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	10992	Best fitness:	116.8421768707483	Average fitness:	321.4661768707483	Fitness standard deviation:	45.75696841677645	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11008	Best fitness:	116.8421768707483	Average fitness:	323.2867482993198	Fitness standard deviation:	54.253806008878115	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11024	Best fitness:	116.8421768707483	Average fitness:	321.92731972789113	Fitness standard deviation:	59.03068713951469	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11040	Best fitness:	116.8421768707483	Average fitness:	308.55417687074834	Fitness standard deviation:	49.87364764551905	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11056	Best fitness:	116.8421768707483	Average fitness:	305.00446258503416	Fitness standard deviation:	58.35987898883818	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11072	Best fitness:	116.8421768707483	Average fitness:	321.7918911564626	Fitness standard deviation:	49.1332803160164	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11088	Best fitness:	116.8421768707483	Average fitness:	312.55189115646255	Fitness standard deviation:	48.48438801452337	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11104	Best fitness:	116.8421768707483	Average fitness:	315.80560544217684	Fitness standard deviation:	43.42217322793431	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11120	Best fitness:	116.8421768707483	Average fitness:	309.86446258503406	Fitness standard deviation:	52.21960200881642	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11136	Best fitness:	116.8421768707483	Average fitness:	313.12160544217693	Fitness standard deviation:	46.99262618317726	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11152	Best fitness:	116.8421768707483	Average fitness:	322.32046258503397	Fitness standard deviation:	52.84796393197284	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11168	Best fitness:	116.8421768707483	Average fitness:	316.211319727891	Fitness standard deviation:	51.24116038132323	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11184	Best fitness:	116.8421768707483	Average fitness:	323.7570340136055	Fitness standard deviation:	55.328499499049556	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11200	Best fitness:	116.8421768707483	Average fitness:	320.40160544217696	Fitness standard deviation:	53.76383917596265	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11216	Best fitness:	116.8421768707483	Average fitness:	323.0187482993197	Fitness standard deviation:	51.94723812736559	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11232	Best fitness:	116.8421768707483	Average fitness:	312.4827482993197	Fitness standard deviation:	51.28519732011632	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11248	Best fitness:	116.8421768707483	Average fitness:	313.9261768707484	Fitness standard deviation:	54.30183893154024	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11264	Best fitness:	116.8421768707483	Average fitness:	317.48103401360544	Fitness standard deviation:	56.56758508155695	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11280	Best fitness:	116.8421768707483	Average fitness:	321.273605442177	Fitness standard deviation:	44.45989130321707	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11296	Best fitness:	116.8421768707483	Average fitness:	315.5113197278911	Fitness standard deviation:	53.26390946896752	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11312	Best fitness:	116.8421768707483	Average fitness:	316.19989115646257	Fitness standard deviation:	54.39256589060003	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11328	Best fitness:	116.8421768707483	Average fitness:	320.0393197278911	Fitness standard deviation:	64.45437107768882	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11344	Best fitness:	116.8421768707483	Average fitness:	312.4844625850341	Fitness standard deviation:	55.376120467587974	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11360	Best fitness:	116.8421768707483	Average fitness:	319.07760544217695	Fitness standard deviation:	50.39950779157127	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11376	Best fitness:	116.8421768707483	Average fitness:	308.6204625850341	Fitness standard deviation:	49.37103192962366	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11392	Best fitness:	116.8421768707483	Average fitness:	297.760462585034	Fitness standard deviation:	50.812722498144794	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11408	Best fitness:	116.8421768707483	Average fitness:	314.7570340136055	Fitness standard deviation:	55.11105626026822	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11424	Best fitness:	116.8421768707483	Average fitness:	309.8530340136055	Fitness standard deviation:	53.42742241392447	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11440	Best fitness:	116.8421768707483	Average fitness:	305.2136054421768	Fitness standard deviation:	62.38114655004315	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11456	Best fitness:	116.8421768707483	Average fitness:	319.308462585034	Fitness standard deviation:	59.0309576173764	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11472	Best fitness:	116.8421768707483	Average fitness:	323.68846258503396	Fitness standard deviation:	51.27692686834132	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11488	Best fitness:	116.8421768707483	Average fitness:	311.9010340136055	Fitness standard deviation:	55.09620540583942	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11504	Best fitness:	116.8421768707483	Average fitness:	310.1484625850341	Fitness standard deviation:	57.98314717577999	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11520	Best fitness:	116.8421768707483	Average fitness:	317.7718911564626	Fitness standard deviation:	48.205565674091865	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11536	Best fitness:	116.8421768707483	Average fitness:	316.7113197278912	Fitness standard deviation:	52.63773647202128	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11552	Best fitness:	116.8421768707483	Average fitness:	327.0496054421769	Fitness standard deviation:	56.168270746871656	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11568	Best fitness:	116.8421768707483	Average fitness:	315.22046258503406	Fitness standard deviation:	51.49599534578452	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11584	Best fitness:	116.8421768707483	Average fitness:	302.83189115646263	Fitness standard deviation:	48.627601722747166	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11600	Best fitness:	116.8421768707483	Average fitness:	315.3650340136055	Fitness standard deviation:	52.629849604456936	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11616	Best fitness:	116.8421768707483	Average fitness:	309.75303401360543	Fitness standard deviation:	49.58446058093242	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11632	Best fitness:	116.8421768707483	Average fitness:	314.81531972789116	Fitness standard deviation:	48.00385576690477	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11648	Best fitness:	116.8421768707483	Average fitness:	314.2398911564626	Fitness standard deviation:	44.8404914826785	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11664	Best fitness:	116.8421768707483	Average fitness:	326.8610340136054	Fitness standard deviation:	51.654416682172595	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11680	Best fitness:	116.8421768707483	Average fitness:	308.4027482993196	Fitness standard deviation:	50.81440480005324	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11696	Best fitness:	116.8421768707483	Average fitness:	308.08446258503403	Fitness standard deviation:	48.00915567102694	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11712	Best fitness:	116.8421768707483	Average fitness:	321.0833197278912	Fitness standard deviation:	54.63765500092405	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11728	Best fitness:	116.8421768707483	Average fitness:	311.2861768707483	Fitness standard deviation:	50.02619532906777	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11744	Best fitness:	116.8421768707483	Average fitness:	305.852462585034	Fitness standard deviation:	50.08328631063929	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11760	Best fitness:	116.8421768707483	Average fitness:	311.89703401360543	Fitness standard deviation:	56.48818950859714	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11776	Best fitness:	116.8421768707483	Average fitness:	315.5136054421769	Fitness standard deviation:	50.850460957515786	Best genome:	A9	A7	N7	E3	A6	A14	A12	N3	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11792	Best fitness:	111.8421768707483	Average fitness:	317.8301768707483	Fitness standard deviation:	56.92267324598686	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11808	Best fitness:	111.8421768707483	Average fitness:	325.87989115646263	Fitness standard deviation:	52.92825592811308	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11824	Best fitness:	111.8421768707483	Average fitness:	305.63131972789125	Fitness standard deviation:	54.52224496852788	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11840	Best fitness:	111.8421768707483	Average fitness:	323.05646258503407	Fitness standard deviation:	50.659622290461705	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11856	Best fitness:	111.8421768707483	Average fitness:	317.0856054421769	Fitness standard deviation:	49.10934346944581	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11872	Best fitness:	111.8421768707483	Average fitness:	316.992462585034	Fitness standard deviation:	55.59263196224655	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11888	Best fitness:	111.8421768707483	Average fitness:	316.58731972789116	Fitness standard deviation:	49.64406924398967	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11904	Best fitness:	111.8421768707483	Average fitness:	316.3833197278912	Fitness standard deviation:	52.268886100663	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11920	Best fitness:	111.8421768707483	Average fitness:	312.01874829931984	Fitness standard deviation:	54.188117287682864	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11936	Best fitness:	111.8421768707483	Average fitness:	313.2816054421767	Fitness standard deviation:	48.064590178854374	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11952	Best fitness:	111.8421768707483	Average fitness:	318.4833197278912	Fitness standard deviation:	53.88597399119359	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11968	Best fitness:	111.8421768707483	Average fitness:	316.8810340136055	Fitness standard deviation:	41.34595654686816	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	11984	Best fitness:	111.8421768707483	Average fitness:	311.8073197278912	Fitness standard deviation:	55.4988462582782	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12000	Best fitness:	111.8421768707483	Average fitness:	323.61131972789116	Fitness standard deviation:	59.27604157650536	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12016	Best fitness:	111.8421768707483	Average fitness:	316.14274829931986	Fitness standard deviation:	50.540099816575236	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12032	Best fitness:	111.8421768707483	Average fitness:	315.21074829931973	Fitness standard deviation:	54.24334083083191	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12048	Best fitness:	111.8421768707483	Average fitness:	303.7764625850339	Fitness standard deviation:	46.48964572013507	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12064	Best fitness:	111.8421768707483	Average fitness:	317.81189115646265	Fitness standard deviation:	57.915600636281276	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12080	Best fitness:	111.8421768707483	Average fitness:	310.5490340136054	Fitness standard deviation:	53.41240085621026	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
