Generation:	16	Best fitness:	211.8421768707483	Average fitness:	260.65646258503403	Fitness standard deviation:	33.99100781449262	Best genome:	A13	A9	A10	E3	N6	A8	E5	N5	A15	A17	A16	E4	N3	A7	A11	N7	A6	A14	A12	N9	N12	
Generation:	14400	Best fitness:	95.8421768707483	Average fitness:	170.1278911564626	Fitness standard deviation:	57.35746272815983	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14416	Best fitness:	95.8421768707483	Average fitness:	162.33931972789117	Fitness standard deviation:	46.147331406251084	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14432	Best fitness:	95.8421768707483	Average fitness:	171.20789115646258	Fitness standard deviation:	75.04171661584682	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14448	Best fitness:	95.8421768707483	Average fitness:	175.9678911564626	Fitness standard deviation:	36.274277612745514	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14464	Best fitness:	95.8421768707483	Average fitness:	190.7421768707483	Fitness standard deviation:	51.53320189896203	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14480	Best fitness:	95.8421768707483	Average fitness:	184.89360544217686	Fitness standard deviation:	67.98185208013163	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14496	Best fitness:	95.8421768707483	Average fitness:	166.35074829931972	Fitness standard deviation:	53.095570052346865	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14512	Best fitness:	95.8421768707483	Average fitness:	189.45931972789114	Fitness standard deviation:	54.716768612071185	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14528	Best fitness:	95.8421768707483	Average fitness:	184.5078911564626	Fitness standard deviation:	49.2471535280187	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14544	Best fitness:	95.8421768707483	Average fitness:	192.64503401360543	Fitness standard deviation:	49.350020904405966	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14560	Best fitness:	95.8421768707483	Average fitness:	198.16217687074828	Fitness standard deviation:	49.125371972419416	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14576	Best fitness:	95.8421768707483	Average fitness:	195.97931972789115	Fitness standard deviation:	55.20101123001576	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14592	Best fitness:	95.8421768707483	Average fitness:	174.72789115646256	Fitness standard deviation:	38.030400299481144	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14608	Best fitness:	95.8421768707483	Average fitness:	170.42217687074827	Fitness standard deviation:	45.74995581574759	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14624	Best fitness:	95.8421768707483	Average fitness:	169.85360544217687	Fitness standard deviation:	63.885723485815845	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14640	Best fitness:	95.8421768707483	Average fitness:	190.13646258503402	Fitness standard deviation:	64.12653441693642	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14656	Best fitness:	95.8421768707483	Average fitness:	167.96503401360542	Fitness standard deviation:	53.33218356753858	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14672	Best fitness:	95.8421768707483	Average fitness:	140.80503401360545	Fitness standard deviation:	50.850198643081185	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14688	Best fitness:	95.8421768707483	Average fitness:	168.46503401360548	Fitness standard deviation:	50.05950875035162	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14704	Best fitness:	95.8421768707483	Average fitness:	196.6421768707483	Fitness standard deviation:	68.19344633063342	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14720	Best fitness:	95.8421768707483	Average fitness:	200.8021768707483	Fitness standard deviation:	64.70835444279106	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14736	Best fitness:	95.8421768707483	Average fitness:	187.5536054421769	Fitness standard deviation:	63.02193262537047	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14752	Best fitness:	95.8421768707483	Average fitness:	220.35931972789118	Fitness standard deviation:	73.29502859216667	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14768	Best fitness:	95.8421768707483	Average fitness:	186.18503401360542	Fitness standard deviation:	57.31313202086251	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14784	Best fitness:	95.8421768707483	Average fitness:	162.9078911564626	Fitness standard deviation:	36.968396983236964	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14800	Best fitness:	95.8421768707483	Average fitness:	203.17074829931974	Fitness standard deviation:	55.4368465840516	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14816	Best fitness:	95.8421768707483	Average fitness:	204.21360544217686	Fitness standard deviation:	48.01930224144351	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14832	Best fitness:	95.8421768707483	Average fitness:	206.71931972789116	Fitness standard deviation:	52.23947533880361	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14848	Best fitness:	95.8421768707483	Average fitness:	184.41074829931975	Fitness standard deviation:	67.1246412372125	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14864	Best fitness:	95.8421768707483	Average fitness:	144.31074829931976	Fitness standard deviation:	53.05278265028873	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14880	Best fitness:	95.8421768707483	Average fitness:	185.54503401360543	Fitness standard deviation:	41.04212311013838	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14896	Best fitness:	95.8421768707483	Average fitness:	177.816462585034	Fitness standard deviation:	42.686311814521176	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14912	Best fitness:	95.8421768707483	Average fitness:	170.15360544217685	Fitness standard deviation:	46.86827994823495	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14928	Best fitness:	95.8421768707483	Average fitness:	171.96217687074827	Fitness standard deviation:	47.27110141060211	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14944	Best fitness:	95.8421768707483	Average fitness:	238.71360544217686	Fitness standard deviation:	61.51873549030841	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14960	Best fitness:	95.8421768707483	Average fitness:	203.37074829931973	Fitness standard deviation:	56.550328316050134	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14976	Best fitness:	95.8421768707483	Average fitness:	186.6107482993197	Fitness standard deviation:	57.796545974051185	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	14992	Best fitness:	95.8421768707483	Average fitness:	152.55360544217686	Fitness standard deviation:	42.679522308594265	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15008	Best fitness:	95.8421768707483	Average fitness:	184.51360544217687	Fitness standard deviation:	57.589336101860575	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15024	Best fitness:	95.8421768707483	Average fitness:	170.85931972789115	Fitness standard deviation:	39.806600211625245	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15040	Best fitness:	95.8421768707483	Average fitness:	161.09931972789116	Fitness standard deviation:	36.087793176177044	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15056	Best fitness:	95.8421768707483	Average fitness:	215.98789115646258	Fitness standard deviation:	55.294803903943	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15072	Best fitness:	95.8421768707483	Average fitness:	218.27074829931976	Fitness standard deviation:	52.11135173445261	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15088	Best fitness:	95.8421768707483	Average fitness:	197.97931972789115	Fitness standard deviation:	45.89637449556048	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15104	Best fitness:	95.8421768707483	Average fitness:	223.84217687074835	Fitness standard deviation:	62.67667860389801	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15120	Best fitness:	95.8421768707483	Average fitness:	168.5221768707483	Fitness standard deviation:	45.5933897822561	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15136	Best fitness:	95.8421768707483	Average fitness:	175.85646258503402	Fitness standard deviation:	62.657122337303655	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15152	Best fitness:	95.8421768707483	Average fitness:	170.65360544217685	Fitness standard deviation:	36.87941785365503	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15168	Best fitness:	95.8421768707483	Average fitness:	182.35931972789115	Fitness standard deviation:	48.01180203547746	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15184	Best fitness:	95.8421768707483	Average fitness:	172.11360544217683	Fitness standard deviation:	56.0147098027448	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15200	Best fitness:	95.8421768707483	Average fitness:	172.256462585034	Fitness standard deviation:	42.37053124952939	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15216	Best fitness:	95.8421768707483	Average fitness:	214.40503401360542	Fitness standard deviation:	65.63130792230059	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15232	Best fitness:	95.8421768707483	Average fitness:	191.32789115646258	Fitness standard deviation:	50.26315240607097	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15248	Best fitness:	95.8421768707483	Average fitness:	194.8221768707483	Fitness standard deviation:	44.11495567588972	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15264	Best fitness:	95.8421768707483	Average fitness:	163.56217687074832	Fitness standard deviation:	46.138095818036156	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15280	Best fitness:	95.8421768707483	Average fitness:	155.816462585034	Fitness standard deviation:	41.96557860622324	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15296	Best fitness:	95.8421768707483	Average fitness:	207.51360544217687	Fitness standard deviation:	71.49107693714407	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15312	Best fitness:	95.8421768707483	Average fitness:	217.08503401360548	Fitness standard deviation:	59.02211035030925	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15328	Best fitness:	95.8421768707483	Average fitness:	191.67931972789114	Fitness standard deviation:	69.25647105991952	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15344	Best fitness:	95.8421768707483	Average fitness:	171.77360544217686	Fitness standard deviation:	49.42854698595597	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15360	Best fitness:	95.8421768707483	Average fitness:	145.056462585034	Fitness standard deviation:	29.918597724424156	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15376	Best fitness:	95.8421768707483	Average fitness:	212.91646258503403	Fitness standard deviation:	53.13023536748243	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15392	Best fitness:	95.8421768707483	Average fitness:	176.64503401360545	Fitness standard deviation:	43.92780617219623	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15408	Best fitness:	95.8421768707483	Average fitness:	196.76789115646258	Fitness standard deviation:	47.434172130588365	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15424	Best fitness:	95.8421768707483	Average fitness:	196.25931972789118	Fitness standard deviation:	45.44424383746728	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15440	Best fitness:	95.8421768707483	Average fitness:	165.4136054421769	Fitness standard deviation:	45.39759590865704	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15456	Best fitness:	95.8421768707483	Average fitness:	183.16789115646256	Fitness standard deviation:	42.71650295248659	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15472	Best fitness:	95.8421768707483	Average fitness:	172.55931972789114	Fitness standard deviation:	44.309240663356725	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15488	Best fitness:	95.8421768707483	Average fitness:	207.62503401360544	Fitness standard deviation:	46.934027862826476	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15504	Best fitness:	95.8421768707483	Average fitness:	195.69931972789115	Fitness standard deviation:	56.69922506039196	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15520	Best fitness:	95.8421768707483	Average fitness:	170.33646258503398	Fitness standard deviation:	36.47698306984215	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15536	Best fitness:	95.8421768707483	Average fitness:	175.2193197278912	Fitness standard deviation:	45.43674104438713	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15552	Best fitness:	95.8421768707483	Average fitness:	198.36789115646258	Fitness standard deviation:	64.56697987203611	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15568	Best fitness:	95.8421768707483	Average fitness:	140.10789115646259	Fitness standard deviation:	36.009003522645244	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15584	Best fitness:	95.8421768707483	Average fitness:	158.70503401360543	Fitness standard deviation:	47.916696080440545	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15600	Best fitness:	95.8421768707483	Average fitness:	198.69931972789112	Fitness standard deviation:	60.888864971774765	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15616	Best fitness:	95.8421768707483	Average fitness:	171.29646258503402	Fitness standard deviation:	41.021182084282216	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15632	Best fitness:	95.8421768707483	Average fitness:	157.63074829931972	Fitness standard deviation:	41.06271003114675	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15648	Best fitness:	95.8421768707483	Average fitness:	154.85931972789115	Fitness standard deviation:	28.94912412759844	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15664	Best fitness:	95.8421768707483	Average fitness:	169.1707482993197	Fitness standard deviation:	39.807974280620336	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15680	Best fitness:	95.8421768707483	Average fitness:	185.28503401360544	Fitness standard deviation:	63.36598875273899	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15696	Best fitness:	95.8421768707483	Average fitness:	155.25074829931972	Fitness standard deviation:	39.21974523535984	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15712	Best fitness:	95.8421768707483	Average fitness:	199.65931972789113	Fitness standard deviation:	63.55468826137061	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15728	Best fitness:	95.8421768707483	Average fitness:	176.10217687074828	Fitness standard deviation:	45.34353847719269	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15744	Best fitness:	95.8421768707483	Average fitness:	154.09931972789116	Fitness standard deviation:	50.059603657713346	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15760	Best fitness:	95.8421768707483	Average fitness:	177.62503401360544	Fitness standard deviation:	57.09757806079136	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15776	Best fitness:	95.8421768707483	Average fitness:	172.94789115646256	Fitness standard deviation:	41.678144911515744	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15792	Best fitness:	95.8421768707483	Average fitness:	199.2621768707483	Fitness standard deviation:	72.90558171291111	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15808	Best fitness:	95.8421768707483	Average fitness:	183.79360544217687	Fitness standard deviation:	64.76400241000601	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15824	Best fitness:	95.8421768707483	Average fitness:	162.1478911564626	Fitness standard deviation:	47.18164992659665	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15840	Best fitness:	95.8421768707483	Average fitness:	158.06503401360544	Fitness standard deviation:	38.790884264744676	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15856	Best fitness:	95.8421768707483	Average fitness:	177.4021768707483	Fitness standard deviation:	37.655231254320114	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15872	Best fitness:	95.8421768707483	Average fitness:	155.26789115646258	Fitness standard deviation:	34.48315400603723	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15888	Best fitness:	95.8421768707483	Average fitness:	177.13360544217687	Fitness standard deviation:	56.260128775145176	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15904	Best fitness:	95.8421768707483	Average fitness:	173.28503401360544	Fitness standard deviation:	35.16193965070755	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15920	Best fitness:	95.8421768707483	Average fitness:	212.21360544217686	Fitness standard deviation:	54.80693386789668	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15936	Best fitness:	95.8421768707483	Average fitness:	171.72503401360544	Fitness standard deviation:	38.897106445029024	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15952	Best fitness:	95.8421768707483	Average fitness:	174.856462585034	Fitness standard deviation:	53.41812311894738	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15968	Best fitness:	95.8421768707483	Average fitness:	170.83360544217686	Fitness standard deviation:	54.37009689833828	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	15984	Best fitness:	95.8421768707483	Average fitness:	169.216462585034	Fitness standard deviation:	57.324597348995745	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	16000	Best fitness:	95.8421768707483	Average fitness:	175.50217687074831	Fitness standard deviation:	45.31888366152162	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	16016	Best fitness:	95.8421768707483	Average fitness:	187.12789115646257	Fitness standard deviation:	50.85016324497706	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	16032	Best fitness:	95.8421768707483	Average fitness:	170.40789115646257	Fitness standard deviation:	46.21934536224292	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	16048	Best fitness:	95.8421768707483	Average fitness:	150.66503401360544	Fitness standard deviation:	44.16004621411364	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	16064	Best fitness:	95.8421768707483	Average fitness:	147.28503401360544	Fitness standard deviation:	44.850558661458145	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	16080	Best fitness:	95.8421768707483	Average fitness:	148.93931972789113	Fitness standard deviation:	29.821589768597693	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	16096	Best fitness:	95.8421768707483	Average fitness:	148.576462585034	Fitness standard deviation:	22.839414732127487	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	16112	Best fitness:	95.8421768707483	Average fitness:	182.94217687074826	Fitness standard deviation:	49.80493418716418	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
Generation:	16128	Best fitness:	95.8421768707483	Average fitness:	207.1421768707483	Fitness standard deviation:	55.473705114979225	Best genome:	A16	E5	A15	A10	N12	E3	N6	N7	A6	A12	A11	A8	A9	N3	E4	N5	A7	A14	A17	N9	A13	
