Generation:	16	Best fitness:	238.32789115646258	Average fitness:	343.32931972789135	Fitness standard deviation:	31.94999316534053	Best genome:	A12	N9	A16	A9	N3	A8	A13	A15	A14	E4	A7	N7	A11	E5	N12	N5	A6	N6	A10	E3	A17	
Generation:	20064	Best fitness:	103.87074829931973	Average fitness:	340.26689115646275	Fitness standard deviation:	39.757340452001145	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20080	Best fitness:	103.87074829931973	Average fitness:	341.98274829931995	Fitness standard deviation:	42.64884909900135	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20096	Best fitness:	103.87074829931973	Average fitness:	335.237319727891	Fitness standard deviation:	40.07081681325741	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20112	Best fitness:	103.87074829931973	Average fitness:	341.59517687074845	Fitness standard deviation:	41.78728533285928	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20128	Best fitness:	103.87074829931973	Average fitness:	343.0996054421772	Fitness standard deviation:	40.6003808155459	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20144	Best fitness:	103.87074829931973	Average fitness:	335.0048911564625	Fitness standard deviation:	39.55018751187522	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20160	Best fitness:	103.87074829931973	Average fitness:	340.24289115646275	Fitness standard deviation:	39.38075376166301	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20176	Best fitness:	103.87074829931973	Average fitness:	338.4613197278914	Fitness standard deviation:	42.22267106565344	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20192	Best fitness:	103.87074829931973	Average fitness:	336.0643197278912	Fitness standard deviation:	43.62827686657975	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20208	Best fitness:	103.87074829931973	Average fitness:	344.8057482993199	Fitness standard deviation:	40.1374424347651	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20224	Best fitness:	103.87074829931973	Average fitness:	339.735605442177	Fitness standard deviation:	41.00456099170492	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20240	Best fitness:	103.87074829931973	Average fitness:	341.23160544217683	Fitness standard deviation:	38.67562722576225	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20256	Best fitness:	103.87074829931973	Average fitness:	342.3370340136057	Fitness standard deviation:	42.643882711764114	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20272	Best fitness:	103.87074829931973	Average fitness:	338.59060544217704	Fitness standard deviation:	36.52654206302086	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20288	Best fitness:	103.87074829931973	Average fitness:	336.4467482993197	Fitness standard deviation:	36.42231704740983	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20304	Best fitness:	103.87074829931973	Average fitness:	339.1820340136056	Fitness standard deviation:	39.0099347259968	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20320	Best fitness:	103.87074829931973	Average fitness:	336.96974829931975	Fitness standard deviation:	37.88493393696447	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20336	Best fitness:	103.87074829931973	Average fitness:	341.7761768707485	Fitness standard deviation:	40.226778002840305	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20352	Best fitness:	103.87074829931973	Average fitness:	337.99360544217706	Fitness standard deviation:	43.69553369975154	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20368	Best fitness:	103.87074829931973	Average fitness:	340.06531972789134	Fitness standard deviation:	39.88945974943808	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20384	Best fitness:	103.87074829931973	Average fitness:	342.6988911564627	Fitness standard deviation:	38.247433791733805	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20400	Best fitness:	103.87074829931973	Average fitness:	338.8677482993197	Fitness standard deviation:	41.19465869849773	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20416	Best fitness:	103.87074829931973	Average fitness:	342.6221768707484	Fitness standard deviation:	37.961080283976784	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20432	Best fitness:	103.87074829931973	Average fitness:	339.5150340136057	Fitness standard deviation:	39.91320529778155	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20448	Best fitness:	103.87074829931973	Average fitness:	341.22517687074867	Fitness standard deviation:	38.93010724073991	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20464	Best fitness:	103.87074829931973	Average fitness:	343.05160544217705	Fitness standard deviation:	44.6045431117065	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20480	Best fitness:	103.87074829931973	Average fitness:	341.5808911564628	Fitness standard deviation:	38.58108222025031	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20496	Best fitness:	103.87074829931973	Average fitness:	335.251462585034	Fitness standard deviation:	41.66955311294631	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20512	Best fitness:	103.87074829931973	Average fitness:	336.05731972789135	Fitness standard deviation:	41.573175212202514	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20528	Best fitness:	103.87074829931973	Average fitness:	337.630462585034	Fitness standard deviation:	40.70470686216392	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20544	Best fitness:	103.87074829931973	Average fitness:	336.20317687074856	Fitness standard deviation:	40.10935716340047	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20560	Best fitness:	103.87074829931973	Average fitness:	342.29246258503423	Fitness standard deviation:	40.68887610507174	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20576	Best fitness:	103.87074829931973	Average fitness:	340.18260544217713	Fitness standard deviation:	39.87253463967192	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20592	Best fitness:	103.87074829931973	Average fitness:	340.1568911564628	Fitness standard deviation:	42.318287403862655	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20608	Best fitness:	103.87074829931973	Average fitness:	338.9558911564626	Fitness standard deviation:	39.64131970866886	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20624	Best fitness:	103.87074829931973	Average fitness:	334.6527482993198	Fitness standard deviation:	41.95075113627834	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20640	Best fitness:	103.87074829931973	Average fitness:	337.0626054421771	Fitness standard deviation:	39.91568321282926	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20656	Best fitness:	103.87074829931973	Average fitness:	336.9884625850341	Fitness standard deviation:	36.15750968488074	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20672	Best fitness:	103.87074829931973	Average fitness:	335.8008911564626	Fitness standard deviation:	38.84891863570034	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20688	Best fitness:	103.87074829931973	Average fitness:	334.3373197278913	Fitness standard deviation:	40.4834298286827	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20704	Best fitness:	103.87074829931973	Average fitness:	341.619605442177	Fitness standard deviation:	39.53384038300064	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20720	Best fitness:	103.87074829931973	Average fitness:	336.25331972789144	Fitness standard deviation:	40.983496906607144	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20736	Best fitness:	103.87074829931973	Average fitness:	338.874605442177	Fitness standard deviation:	39.80616839467606	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20752	Best fitness:	103.87074829931973	Average fitness:	338.68660544217704	Fitness standard deviation:	38.92422871688123	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20768	Best fitness:	103.87074829931973	Average fitness:	335.31731972789123	Fitness standard deviation:	42.8781168020448	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20784	Best fitness:	103.87074829931973	Average fitness:	338.0354625850343	Fitness standard deviation:	39.93054040404641	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20800	Best fitness:	103.87074829931973	Average fitness:	343.69531972789116	Fitness standard deviation:	37.30748724328889	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20816	Best fitness:	103.87074829931973	Average fitness:	342.2834625850342	Fitness standard deviation:	43.39298802543459	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20832	Best fitness:	103.87074829931973	Average fitness:	339.8117482993199	Fitness standard deviation:	41.918293807533416	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20848	Best fitness:	103.87074829931973	Average fitness:	337.1251768707484	Fitness standard deviation:	37.656336388231836	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20864	Best fitness:	103.87074829931973	Average fitness:	343.29560544217696	Fitness standard deviation:	41.02311158558386	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20880	Best fitness:	103.87074829931973	Average fitness:	342.9110340136057	Fitness standard deviation:	38.35170498192237	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20896	Best fitness:	103.87074829931973	Average fitness:	336.8787482993199	Fitness standard deviation:	43.2306896053614	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20912	Best fitness:	103.87074829931973	Average fitness:	336.91374829931976	Fitness standard deviation:	40.22605075275555	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20928	Best fitness:	103.87074829931973	Average fitness:	335.2138911564627	Fitness standard deviation:	38.79694275668259	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20944	Best fitness:	103.87074829931973	Average fitness:	341.005462585034	Fitness standard deviation:	39.43191097425577	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20960	Best fitness:	103.87074829931973	Average fitness:	336.65631972789146	Fitness standard deviation:	40.57215542583312	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20976	Best fitness:	103.87074829931973	Average fitness:	338.2288911564628	Fitness standard deviation:	39.088331666488244	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	20992	Best fitness:	103.87074829931973	Average fitness:	341.59831972789124	Fitness standard deviation:	40.09977646408252	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21008	Best fitness:	103.87074829931973	Average fitness:	342.47574829931995	Fitness standard deviation:	39.85519436481451	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21024	Best fitness:	103.87074829931973	Average fitness:	340.12274829931994	Fitness standard deviation:	42.11763988968934	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21040	Best fitness:	103.87074829931973	Average fitness:	341.4934625850342	Fitness standard deviation:	38.54946298336882	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21056	Best fitness:	103.87074829931973	Average fitness:	338.13189115646276	Fitness standard deviation:	41.47652259841876	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21072	Best fitness:	103.87074829931973	Average fitness:	341.85289115646265	Fitness standard deviation:	41.15992309124922	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21088	Best fitness:	103.87074829931973	Average fitness:	336.21717687074835	Fitness standard deviation:	43.878231871200754	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21104	Best fitness:	103.87074829931973	Average fitness:	339.8076054421771	Fitness standard deviation:	36.29194969934231	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21120	Best fitness:	103.87074829931973	Average fitness:	341.7053197278915	Fitness standard deviation:	38.66026865094532	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21136	Best fitness:	103.87074829931973	Average fitness:	338.7007482993198	Fitness standard deviation:	41.88577000093742	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21152	Best fitness:	103.87074829931973	Average fitness:	338.9424625850342	Fitness standard deviation:	45.21084753255843	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21168	Best fitness:	103.87074829931973	Average fitness:	337.9556054421771	Fitness standard deviation:	43.6711337818921	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21184	Best fitness:	103.87074829931973	Average fitness:	338.77531972789126	Fitness standard deviation:	41.81694475805183	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21200	Best fitness:	103.87074829931973	Average fitness:	335.9758911564627	Fitness standard deviation:	37.41886469116227	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21216	Best fitness:	103.87074829931973	Average fitness:	343.4744625850342	Fitness standard deviation:	42.73197381591544	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21232	Best fitness:	103.87074829931973	Average fitness:	337.33560544217687	Fitness standard deviation:	36.79879631017231	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21248	Best fitness:	103.87074829931973	Average fitness:	345.51946258503426	Fitness standard deviation:	40.2470094513308	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21264	Best fitness:	103.87074829931973	Average fitness:	342.30331972789133	Fitness standard deviation:	38.73414788750914	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21280	Best fitness:	103.87074829931973	Average fitness:	334.4358911564627	Fitness standard deviation:	40.23178600792854	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21296	Best fitness:	103.87074829931973	Average fitness:	338.08131972789124	Fitness standard deviation:	40.83064198588595	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21312	Best fitness:	103.87074829931973	Average fitness:	341.89560544217727	Fitness standard deviation:	38.913438034610486	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21328	Best fitness:	103.87074829931973	Average fitness:	336.7630340136056	Fitness standard deviation:	41.550515673511136	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21344	Best fitness:	103.87074829931973	Average fitness:	337.25717687074837	Fitness standard deviation:	37.682295191752424	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21360	Best fitness:	103.87074829931973	Average fitness:	336.0598911564628	Fitness standard deviation:	41.863999200521015	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21376	Best fitness:	103.87074829931973	Average fitness:	343.30560544217695	Fitness standard deviation:	43.05046352212005	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21392	Best fitness:	103.87074829931973	Average fitness:	335.6544625850342	Fitness standard deviation:	39.548605332617	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21408	Best fitness:	103.87074829931973	Average fitness:	340.83960544217683	Fitness standard deviation:	41.341185491922595	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21424	Best fitness:	103.87074829931973	Average fitness:	342.3930340136057	Fitness standard deviation:	42.66959383496421	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21440	Best fitness:	103.87074829931973	Average fitness:	335.4143197278912	Fitness standard deviation:	43.270123494680455	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21456	Best fitness:	103.87074829931973	Average fitness:	340.1080340136058	Fitness standard deviation:	40.80562148122962	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21472	Best fitness:	103.87074829931973	Average fitness:	342.32660544217697	Fitness standard deviation:	38.29932884769227	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21488	Best fitness:	103.87074829931973	Average fitness:	336.77817687074844	Fitness standard deviation:	43.041144932044105	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21504	Best fitness:	103.87074829931973	Average fitness:	337.5208911564626	Fitness standard deviation:	38.12877177033487	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21520	Best fitness:	103.87074829931973	Average fitness:	339.69274829931993	Fitness standard deviation:	42.81387775295409	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21536	Best fitness:	103.87074829931973	Average fitness:	341.958605442177	Fitness standard deviation:	41.88749976096078	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21552	Best fitness:	103.87074829931973	Average fitness:	338.6353197278914	Fitness standard deviation:	40.59279661039703	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21568	Best fitness:	103.87074829931973	Average fitness:	337.51360544217715	Fitness standard deviation:	38.03775868415864	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21584	Best fitness:	103.87074829931973	Average fitness:	339.29303401360556	Fitness standard deviation:	37.49060945389512	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21600	Best fitness:	103.87074829931973	Average fitness:	334.78646258503386	Fitness standard deviation:	43.54963780631505	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21616	Best fitness:	103.87074829931973	Average fitness:	337.68831972789116	Fitness standard deviation:	36.83293132538338	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21632	Best fitness:	103.87074829931973	Average fitness:	341.0484625850341	Fitness standard deviation:	41.965879061301166	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21648	Best fitness:	103.87074829931973	Average fitness:	339.7660340136056	Fitness standard deviation:	43.1002165132589	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21664	Best fitness:	103.87074829931973	Average fitness:	340.07803401360565	Fitness standard deviation:	40.545276782473024	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21680	Best fitness:	103.87074829931973	Average fitness:	338.61746258503416	Fitness standard deviation:	40.52784335692273	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21696	Best fitness:	103.87074829931973	Average fitness:	338.55489115646276	Fitness standard deviation:	41.86945944558285	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21712	Best fitness:	103.87074829931973	Average fitness:	339.13489115646297	Fitness standard deviation:	41.72703352156973	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21728	Best fitness:	103.87074829931973	Average fitness:	340.6804625850341	Fitness standard deviation:	43.94005521811993	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21744	Best fitness:	103.87074829931973	Average fitness:	339.2278911564628	Fitness standard deviation:	38.33925360967449	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21760	Best fitness:	103.87074829931973	Average fitness:	338.7453197278912	Fitness standard deviation:	41.113097053203404	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21776	Best fitness:	103.87074829931973	Average fitness:	337.8210340136055	Fitness standard deviation:	38.99179863949414	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
Generation:	21792	Best fitness:	103.87074829931973	Average fitness:	340.5181768707483	Fitness standard deviation:	40.08920078921963	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A13	A16	E5	N12	E3	N6	N7	A10	A15	A6	A12	N9	
