Generation:	16	Best fitness:	218.52789115646257	Average fitness:	340.8156054421772	Fitness standard deviation:	33.12204463643449	Best genome:	N12	E5	N3	A7	A10	A8	A13	A9	N9	A15	E4	N5	A11	N7	N6	E3	A6	A12	A17	A14	A16	
Generation:	15280	Best fitness:	115.78503401360544	Average fitness:	337.35089115646275	Fitness standard deviation:	37.44221460150704	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	E5	A15	N7	A10	N6	A6	A14	A17	A12	N9	A13	A16	A8	
Generation:	15296	Best fitness:	115.78503401360544	Average fitness:	340.06689115646304	Fitness standard deviation:	37.52182207810842	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	E5	A15	N7	A10	N6	A6	A14	A17	A12	N9	A13	A16	A8	
Generation:	15312	Best fitness:	115.78503401360544	Average fitness:	341.5854625850341	Fitness standard deviation:	40.015889647815186	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	E5	A15	N7	A10	N6	A6	A14	A17	A12	N9	A13	A16	A8	
Generation:	15328	Best fitness:	115.78503401360544	Average fitness:	336.6438911564626	Fitness standard deviation:	39.98346470883245	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	E5	A15	N7	A10	N6	A6	A14	A17	A12	N9	A13	A16	A8	
Generation:	15344	Best fitness:	115.78503401360544	Average fitness:	339.5713197278912	Fitness standard deviation:	40.787680809233535	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	E5	A15	N7	A10	N6	A6	A14	A17	A12	N9	A13	A16	A8	
Generation:	15360	Best fitness:	115.78503401360544	Average fitness:	337.21717687074846	Fitness standard deviation:	39.11374599831124	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	E5	A15	N7	A10	N6	A6	A14	A17	A12	N9	A13	A16	A8	
Generation:	15376	Best fitness:	115.78503401360544	Average fitness:	336.66103401360556	Fitness standard deviation:	39.84488110825043	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	E5	A15	N7	A10	N6	A6	A14	A17	A12	N9	A13	A16	A8	
Generation:	15392	Best fitness:	115.69931972789115	Average fitness:	336.9860340136056	Fitness standard deviation:	38.25616667670611	Best genome:	A9	N3	E4	N5	A11	N12	E3	A15	N7	N6	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15408	Best fitness:	115.69931972789115	Average fitness:	338.42874829932	Fitness standard deviation:	39.537627328603186	Best genome:	A9	N3	E4	N5	A11	N12	E3	A15	N7	N6	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15424	Best fitness:	115.69931972789115	Average fitness:	337.1538911564626	Fitness standard deviation:	41.43741799043813	Best genome:	A9	N3	E4	N5	A11	N12	E3	A15	N7	N6	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15440	Best fitness:	115.69931972789115	Average fitness:	335.5524625850342	Fitness standard deviation:	43.52776435465398	Best genome:	A9	N3	E4	N5	A11	N12	E3	A15	N7	N6	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15456	Best fitness:	115.69931972789115	Average fitness:	340.9807482993196	Fitness standard deviation:	36.237569269069546	Best genome:	A9	N3	E4	N5	A11	N12	E3	A15	N7	N6	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15472	Best fitness:	115.69931972789115	Average fitness:	340.4017482993199	Fitness standard deviation:	38.479199817457705	Best genome:	A9	N3	E4	N5	A11	N12	E3	A15	N7	N6	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15488	Best fitness:	115.69931972789115	Average fitness:	335.70203401360544	Fitness standard deviation:	42.99392872160403	Best genome:	A9	N3	E4	N5	A11	N12	E3	A15	N7	N6	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15504	Best fitness:	115.69931972789115	Average fitness:	335.64146258503416	Fitness standard deviation:	38.86546312575718	Best genome:	A9	N3	E4	N5	A11	N12	E3	A15	N7	N6	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15520	Best fitness:	115.69931972789115	Average fitness:	338.9974625850342	Fitness standard deviation:	39.68402789562079	Best genome:	A9	N3	E4	N5	A11	N12	E3	A15	N7	N6	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15536	Best fitness:	115.69931972789115	Average fitness:	335.2047482993198	Fitness standard deviation:	42.61426841530228	Best genome:	A9	N3	E4	N5	A11	N12	E3	A15	N7	N6	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15552	Best fitness:	115.69931972789115	Average fitness:	343.460605442177	Fitness standard deviation:	39.4090299294412	Best genome:	A9	N3	E4	N5	A11	N12	E3	A15	N7	N6	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15568	Best fitness:	115.69931972789115	Average fitness:	341.3824625850342	Fitness standard deviation:	40.636836329334784	Best genome:	A9	N3	E4	N5	A11	N12	E3	A15	N7	N6	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15584	Best fitness:	115.69931972789115	Average fitness:	338.392605442177	Fitness standard deviation:	38.35108996961029	Best genome:	A9	N3	E4	N5	A11	N12	E3	A15	N7	N6	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15600	Best fitness:	110.69931972789115	Average fitness:	338.39260544217706	Fitness standard deviation:	41.39550113360196	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15616	Best fitness:	110.69931972789115	Average fitness:	344.7923197278914	Fitness standard deviation:	40.23952539557623	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15632	Best fitness:	110.69931972789115	Average fitness:	336.7258911564628	Fitness standard deviation:	39.69121184898259	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15648	Best fitness:	110.69931972789115	Average fitness:	342.8267482993201	Fitness standard deviation:	39.872248836318555	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15664	Best fitness:	110.69931972789115	Average fitness:	337.0984625850342	Fitness standard deviation:	38.91064498492484	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15680	Best fitness:	110.69931972789115	Average fitness:	336.88531972789116	Fitness standard deviation:	39.67876715806167	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15696	Best fitness:	110.69931972789115	Average fitness:	337.31103401360554	Fitness standard deviation:	39.12063051847791	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15712	Best fitness:	110.69931972789115	Average fitness:	337.4716054421768	Fitness standard deviation:	38.119137612576324	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15728	Best fitness:	110.69931972789115	Average fitness:	339.6747482993198	Fitness standard deviation:	37.77301726073246	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15744	Best fitness:	110.69931972789115	Average fitness:	338.42317687074865	Fitness standard deviation:	41.41376782581624	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15760	Best fitness:	110.69931972789115	Average fitness:	339.1357482993199	Fitness standard deviation:	43.283304971844686	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15776	Best fitness:	110.69931972789115	Average fitness:	336.4673197278912	Fitness standard deviation:	37.960997337492906	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15792	Best fitness:	110.69931972789115	Average fitness:	341.7061768707486	Fitness standard deviation:	40.5352591531403	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15808	Best fitness:	110.69931972789115	Average fitness:	335.50460544217697	Fitness standard deviation:	37.73797319730905	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15824	Best fitness:	110.69931972789115	Average fitness:	337.6118911564626	Fitness standard deviation:	36.72305249861899	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15840	Best fitness:	110.69931972789115	Average fitness:	340.36846258503414	Fitness standard deviation:	39.41792261582208	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15856	Best fitness:	110.69931972789115	Average fitness:	338.6638911564627	Fitness standard deviation:	41.0542241968858	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15872	Best fitness:	110.69931972789115	Average fitness:	342.0096054421771	Fitness standard deviation:	39.43981310134961	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15888	Best fitness:	110.69931972789115	Average fitness:	339.147605442177	Fitness standard deviation:	41.37079186467434	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15904	Best fitness:	110.69931972789115	Average fitness:	335.1280340136055	Fitness standard deviation:	39.149010100082045	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15920	Best fitness:	110.69931972789115	Average fitness:	340.79103401360555	Fitness standard deviation:	37.71679878964777	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15936	Best fitness:	110.69931972789115	Average fitness:	339.1448911564628	Fitness standard deviation:	38.40205894751169	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15952	Best fitness:	110.69931972789115	Average fitness:	342.5601768707485	Fitness standard deviation:	41.56909657769476	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15968	Best fitness:	110.69931972789115	Average fitness:	336.14146258503405	Fitness standard deviation:	39.28638502674161	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	15984	Best fitness:	110.69931972789115	Average fitness:	335.08860544217714	Fitness standard deviation:	42.92510643848307	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16000	Best fitness:	110.69931972789115	Average fitness:	337.6608911564626	Fitness standard deviation:	41.138384637608674	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16016	Best fitness:	110.69931972789115	Average fitness:	336.27389115646287	Fitness standard deviation:	42.091696577052986	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16032	Best fitness:	110.69931972789115	Average fitness:	339.63303401360565	Fitness standard deviation:	42.2459192822218	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16048	Best fitness:	110.69931972789115	Average fitness:	337.59217687074835	Fitness standard deviation:	40.1779847068272	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16064	Best fitness:	110.69931972789115	Average fitness:	336.5448911564627	Fitness standard deviation:	40.44773398435798	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16080	Best fitness:	110.69931972789115	Average fitness:	339.32346258503424	Fitness standard deviation:	38.89835924324221	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16096	Best fitness:	110.69931972789115	Average fitness:	336.74389115646295	Fitness standard deviation:	39.462909854749455	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16112	Best fitness:	110.69931972789115	Average fitness:	343.447605442177	Fitness standard deviation:	41.66619550764903	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16128	Best fitness:	110.69931972789115	Average fitness:	338.8491768707484	Fitness standard deviation:	36.03952020083124	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16144	Best fitness:	110.69931972789115	Average fitness:	339.7261768707483	Fitness standard deviation:	41.811830826468544	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16160	Best fitness:	110.69931972789115	Average fitness:	336.64946258503414	Fitness standard deviation:	38.462907230637846	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16176	Best fitness:	110.69931972789115	Average fitness:	337.96746258503396	Fitness standard deviation:	42.95776422919874	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16192	Best fitness:	110.69931972789115	Average fitness:	340.2914625850342	Fitness standard deviation:	38.48642919449473	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16208	Best fitness:	110.69931972789115	Average fitness:	339.0876054421771	Fitness standard deviation:	40.96430812703336	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16224	Best fitness:	110.69931972789115	Average fitness:	339.85674829932	Fitness standard deviation:	38.91180776566204	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16240	Best fitness:	110.69931972789115	Average fitness:	340.336605442177	Fitness standard deviation:	38.2227070237639	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16256	Best fitness:	110.69931972789115	Average fitness:	340.7180340136055	Fitness standard deviation:	35.94734773191458	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16272	Best fitness:	110.69931972789115	Average fitness:	340.20203401360567	Fitness standard deviation:	36.94866599977956	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16288	Best fitness:	110.69931972789115	Average fitness:	344.0978911564625	Fitness standard deviation:	39.95610895541686	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16304	Best fitness:	110.69931972789115	Average fitness:	339.6570340136054	Fitness standard deviation:	39.58210015568521	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16320	Best fitness:	110.69931972789115	Average fitness:	341.33117687074855	Fitness standard deviation:	40.32744618413983	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16336	Best fitness:	110.69931972789115	Average fitness:	339.8273197278911	Fitness standard deviation:	38.52095543774498	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16352	Best fitness:	110.69931972789115	Average fitness:	335.94189115646276	Fitness standard deviation:	44.20006971921734	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16368	Best fitness:	110.69931972789115	Average fitness:	337.61303401360556	Fitness standard deviation:	39.55535320307996	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16384	Best fitness:	110.69931972789115	Average fitness:	337.1636054421771	Fitness standard deviation:	41.52210335889715	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16400	Best fitness:	110.69931972789115	Average fitness:	339.46517687074845	Fitness standard deviation:	41.03521859180904	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16416	Best fitness:	110.69931972789115	Average fitness:	336.42131972789116	Fitness standard deviation:	39.20136437754718	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16432	Best fitness:	110.69931972789115	Average fitness:	334.60503401360535	Fitness standard deviation:	39.57847714429175	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16448	Best fitness:	110.69931972789115	Average fitness:	337.23346258503415	Fitness standard deviation:	39.71603163659712	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16464	Best fitness:	110.69931972789115	Average fitness:	335.66517687074867	Fitness standard deviation:	41.36919239196318	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16480	Best fitness:	110.69931972789115	Average fitness:	343.83803401360564	Fitness standard deviation:	41.439346125711616	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16496	Best fitness:	110.69931972789115	Average fitness:	341.370462585034	Fitness standard deviation:	42.45176422285242	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16512	Best fitness:	110.69931972789115	Average fitness:	337.6081768707484	Fitness standard deviation:	39.263132147611664	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16528	Best fitness:	110.69931972789115	Average fitness:	341.2081768707483	Fitness standard deviation:	35.56636572002561	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16544	Best fitness:	110.69931972789115	Average fitness:	338.872462585034	Fitness standard deviation:	39.81778216642738	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16560	Best fitness:	110.69931972789115	Average fitness:	339.5110340136055	Fitness standard deviation:	38.176688815269955	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16576	Best fitness:	110.69931972789115	Average fitness:	338.4603197278911	Fitness standard deviation:	38.30472312514316	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16592	Best fitness:	110.69931972789115	Average fitness:	342.9684625850343	Fitness standard deviation:	38.57490242134549	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16608	Best fitness:	110.69931972789115	Average fitness:	335.16860544217707	Fitness standard deviation:	40.75057184399067	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16624	Best fitness:	110.69931972789115	Average fitness:	338.1214625850341	Fitness standard deviation:	40.413455774692935	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16640	Best fitness:	110.69931972789115	Average fitness:	339.04489115646277	Fitness standard deviation:	41.037520472248374	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16656	Best fitness:	110.69931972789115	Average fitness:	339.05931972789125	Fitness standard deviation:	40.05129802477552	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16672	Best fitness:	110.69931972789115	Average fitness:	338.0528911564628	Fitness standard deviation:	39.102199367914885	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16688	Best fitness:	110.69931972789115	Average fitness:	339.2070340136057	Fitness standard deviation:	39.03761782942087	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16704	Best fitness:	110.69931972789115	Average fitness:	337.262605442177	Fitness standard deviation:	39.20633334692502	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16720	Best fitness:	110.69931972789115	Average fitness:	337.2664625850338	Fitness standard deviation:	38.68417761771838	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16736	Best fitness:	110.69931972789115	Average fitness:	338.4333197278912	Fitness standard deviation:	38.927081322988116	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16752	Best fitness:	110.69931972789115	Average fitness:	335.6224625850343	Fitness standard deviation:	38.138582894812565	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16768	Best fitness:	110.69931972789115	Average fitness:	337.6493197278912	Fitness standard deviation:	41.27736986855275	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16784	Best fitness:	110.69931972789115	Average fitness:	335.31731972789146	Fitness standard deviation:	38.611235999223794	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16800	Best fitness:	110.69931972789115	Average fitness:	340.7571768707486	Fitness standard deviation:	37.234390010980384	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16816	Best fitness:	110.69931972789115	Average fitness:	338.6460340136055	Fitness standard deviation:	40.05943265082672	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16832	Best fitness:	110.69931972789115	Average fitness:	335.5804625850341	Fitness standard deviation:	41.759465302699304	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16848	Best fitness:	110.69931972789115	Average fitness:	339.498605442177	Fitness standard deviation:	40.54754663682263	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16864	Best fitness:	110.69931972789115	Average fitness:	333.24774829931994	Fitness standard deviation:	42.4634088528955	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16880	Best fitness:	110.69931972789115	Average fitness:	336.14746258503425	Fitness standard deviation:	39.97630355011093	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16896	Best fitness:	110.69931972789115	Average fitness:	335.71189115646274	Fitness standard deviation:	39.77832264139936	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16912	Best fitness:	110.69931972789115	Average fitness:	340.06889115646277	Fitness standard deviation:	42.444816233816454	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16928	Best fitness:	110.69931972789115	Average fitness:	341.0540340136056	Fitness standard deviation:	41.19845006768571	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16944	Best fitness:	110.69931972789115	Average fitness:	340.2586054421774	Fitness standard deviation:	38.395010138967656	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16960	Best fitness:	110.69931972789115	Average fitness:	336.6596054421768	Fitness standard deviation:	37.57076444714504	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16976	Best fitness:	110.69931972789115	Average fitness:	340.633605442177	Fitness standard deviation:	39.40913413234581	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	16992	Best fitness:	110.69931972789115	Average fitness:	341.1974625850341	Fitness standard deviation:	36.49764259398637	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
Generation:	17008	Best fitness:	110.69931972789115	Average fitness:	338.0818911564625	Fitness standard deviation:	43.903925424424976	Best genome:	A9	N3	E4	N5	A11	N12	N6	E3	A15	N7	A6	A14	A17	A12	N9	A13	A16	E5	A7	A10	A8	
